Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentBackfieldRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,TargetsContestedTotal,ReceptionsContested,playerStatsInside20ReceivingTargetsTotal,TargetsInEndzone,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero,AlignmentInlineRoutesPercentage
Drake London,ATL,WR,217,No,Yes,No,184,No,Yes,,0.6739,12,69,69,1,0.375,68,0.9855,919,252,96,700,7,0.3261,60,1,0.0145,10.1449,8,152.6,4.9946,13.3188,5.2616,13.5147,3.7059,1.4118,46,121.1124,121.1124,0.318,132.9,200.9,166.9,200.9,200.9,203.9,168.9,199.9,199.9,199.9,165.9,200.9,199.9,13,13,9,5,5,3,0.0441,5,
Jaylin Lane,WAS,WR,96,No,No,No,81,No,Yes,,0.5432,15,16,16,1,0.1975,16,1,225,37,26,188,,0.4568,12,3,0.1875,11.75,3,118.8,2.7778,14.0625,5.5704,14.0625,2.3125,1.625,10,23.7836,23.7836,0.1667,22.5,38.5,30.5,38.5,38.5,41.5,33.5,38.5,38.5,38.5,30.5,38.5,38.5,3,3,1,,,,,,
LaJohntay Wester,BLT,WR,13,No,Yes,Yes,12,Yes,Yes,,0.4167,16,,,,,,,,,,,,0.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo Melton,GB,WR,22,Yes,No,Yes,20,No,Yes,,0.5,9,4,4,1,0.2,4,1,107,9,6,98,1,0.5,2,,,24.5,2,158.3,5.35,26.75,15.451,26.75,2.25,1.5,4,9.285,9.285,0.1818,16.7,20.7,18.7,20.7,20.7,23.7,21.7,20.7,20.7,20.7,18.7,20.7,20.7,2,2,,,,,,,
Ben Skowronek,PIT,WR,46,No,Yes,Yes,35,Yes,Yes,,0.6857,16,4,4,1,0.1143,4,1,69,23,5,46,1,0.3143,2,,,11.5,,158.3,1.9714,17.25,8.8309,17.25,5.75,1.25,4,6.081,6.081,0.087,12.9,16.9,14.9,16.9,16.9,16.9,14.9,16.9,16.9,16.9,14.9,16.9,16.9,,,,,,,,,
Beaux Collins,NYG,WR,23,No,No,No,18,Yes,Yes,,0.6111,9,2,2,1,0.1111,2,1,25,7,1,18,,0.3889,1,,,9,,118.8,1.3889,12.5,4.8613,12.5,3.5,0.5,1,2.694,2.694,0.087,2.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,,,,,,,,,
Jake Tonges,SF,TE,156,No,No,No,141,No,Yes,0.0142,0.0496,16,34,34,1,0.2411,34,1,293,156,44,151,5,0.305,24,6,0.1765,4.4412,,142.2,2.078,8.6176,1.6351,8.6176,4.5882,1.2941,21,61.7521,61.7521,0.2179,59.3,93.3,76.3,93.3,110.3,96.3,79.3,93.3,93.3,93.3,76.3,110.3,93.3,4,4,6,4,4,2,0.0588,,0.6312
Trey Benson,ARZ,RB,48,No,No,Yes,43,No,Yes,0.8605,0.0698,4,13,13,1,0.3023,13,1,64,72,24,-8,,0.0698,3,1,0.0769,-0.6154,,87.2,1.4884,4.9231,-1.0384,4.9231,5.5385,1.8462,2,19.2322,19.2322,0.2708,6.4,19.4,12.9,25.9,19.4,19.4,12.9,19.4,19.4,19.4,12.9,19.4,19.4,,,1,,,2,0.1538,,
Roman Wilson,PIT,WR,93,No,No,No,85,No,Yes,,0.7765,13,12,12,1,0.1412,12,1,166,67,18,107,2,0.2235,10,3,0.25,8.9167,2,158.3,1.9529,13.8333,6.175,13.8333,5.5833,1.5,7,19.303,19.303,0.129,27.6,39.6,33.6,39.6,39.6,42.6,35.6,38.6,38.6,38.6,32.6,39.6,38.6,1,1,,1,1,1,0.0833,,
Julius Chestnut,TEN,RB,8,No,No,No,4,No,Yes,1,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wan'Dale Robinson,NYG,WR,279,No,No,No,263,No,Yes,0.0038,0.327,16,92,92,1,0.3498,92,1,1014,444,157,584,4,0.6692,76,22,0.2391,6.3478,8,127.1,3.8555,11.0217,3.9339,11.0217,4.8261,1.7065,39,141.3322,141.3322,0.3297,125.4,217.4,171.4,217.4,217.4,220.4,174.4,217.4,217.4,217.4,171.4,217.4,217.4,8,8,4,3,3,12,0.1304,,
Ryan Flournoy,DAL,WR,169,No,No,No,160,No,Yes,,0.65,15,40,40,1,0.25,40,1,475,203,84,281,4,0.35,29,4,0.1,7.025,2,149.5,2.9688,11.875,4.605,11.875,5.075,2.1,29,73.7412,73.7412,0.2367,71.5,111.5,91.5,111.5,111.5,114.5,94.5,111.5,111.5,111.5,91.5,111.5,111.5,5,5,4,2,2,6,0.15,,
Nikko Remigio,KC,WR,6,Yes,No,No,5,No,Yes,,0.6,14,1,1,1,0.2,1,1,21,3,1,18,,0.4,,,,18,,118.8,4.2,21,10.1009,21,3,1,1,1.8642,1.8642,0.1667,2.1,3.1,2.6,3.1,3.1,3.1,2.6,3.1,3.1,3.1,2.6,3.1,3.1,,,,,,,,,
Deebo Samuel,WAS,WR,225,No,No,No,216,No,Yes,0.0278,0.3472,16,72,72,1,0.3333,72,1,727,476,165,266,5,0.625,57,28,0.3889,3.6944,4,131.9,3.3657,10.0972,3.6391,10.0972,6.6111,2.2917,32,126.4482,126.4482,0.32,102.7,174.7,138.7,174.7,174.7,177.7,141.7,174.7,174.7,174.7,138.7,174.7,174.7,13,13,9,3,3,17,0.2361,1,
Devin Duvernay,CHI,WR,13,Yes,Yes,Yes,12,No,Yes,0.0833,0.4167,17,2,2,1,0.1667,2,1,26,-2,-1,28,,0.4167,1,,,14,1,118.8,2.1667,13,3.8271,13,-1,-0.5,1,7.6769,7.6769,0.1538,2.6,4.6,3.6,4.6,4.6,4.6,3.6,4.6,4.6,4.6,3.6,4.6,4.6,2,2,1,,,,,,0.0833
Mike Gesicki,CIN,TE,142,No,No,Yes,132,Yes,Yes,,0.1591,13,28,28,1,0.2121,28,1,307,71,22,240,2,0.8258,23,,,8.5714,2,136.2,2.3258,10.9643,3.1109,10.9643,2.5357,0.7857,19,51.2654,51.2654,0.1972,42.7,70.7,56.7,70.7,84.7,73.7,59.7,70.7,70.7,70.7,56.7,84.7,70.7,7,7,3,1,1,,,1,0.0152
Clyde Edwards-Helaire,KC,RB,5,No,No,No,5,No,Yes,1,,2,2,2,1,0.4,2,1,9,14,5,-5,,,,,,-2.5,,85.4,1.8,4.5,-1.1945,4.5,7,2.5,,3.6635,3.6635,0.4,0.9,2.9,1.9,3.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,,,,,,,,,
Rashod Bateman,BLT,WR,192,No,Yes,No,174,No,Yes,,0.8793,13,19,19,1,0.1092,19,1,224,41,18,188,2,0.1207,11,,,9.8947,1,150.9,1.2874,11.7895,3.8332,11.7895,2.1579,0.9474,12,33.9679,33.9679,0.099,34.4,53.4,43.9,53.4,53.4,56.4,46.9,53.4,53.4,53.4,43.9,53.4,53.4,4,4,5,2,2,3,0.1579,1,
Grant Calcaterra,PHI,TE,81,No,No,No,55,No,Yes,,0.0727,15,9,9,1,0.1636,9,1,76,33,7,43,1,0.4909,8,,,4.7778,,138.9,1.3818,8.4444,1.6766,8.4444,3.6667,0.7778,4,14.4571,14.4571,0.1111,13.6,22.6,18.1,22.6,27.1,22.6,18.1,22.6,22.6,22.6,18.1,27.1,22.6,3,3,2,,,,,,0.4364
Stephen Carlson,CHI,TE,4,No,No,No,1,Yes,Yes,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Jacobs,GB,RB,171,No,Yes,No,114,No,Yes,0.8684,0.0702,15,36,36,1,0.3158,36,1,282,314,92,-27,1,0.0263,12,6,0.1667,-0.75,,108.6,2.4737,7.8333,1.7671,7.8333,8.7222,2.5556,8,56.5819,56.5819,0.2105,34.2,70.2,52.2,88.2,70.2,73.2,55.2,70.2,70.2,70.2,52.2,70.2,70.2,2,2,5,1,1,11,0.3056,1,0.0351
Cade Stover,HST,TE,46,No,No,No,41,No,Yes,0.0244,0.122,9,12,12,1,0.2927,12,1,76,53,21,23,,0.0976,10,,,1.9167,,93.1,1.8537,6.3333,0.5165,6.3333,4.4167,1.75,4,18.3256,18.3256,0.2609,7.6,19.6,13.6,19.6,25.6,19.6,13.6,19.6,19.6,19.6,13.6,25.6,19.6,2,2,3,,,,,,0.7561
Scott Miller,PIT,WR,62,No,Yes,Yes,54,Yes,Yes,,0.7778,13,9,9,1,0.1667,9,1,62,33,8,29,,0.2222,8,3,0.3333,3.2222,,95.4,1.1481,6.8889,0.4178,6.8889,3.6667,0.8889,4,14.5095,14.5095,0.1452,6.2,15.2,10.7,15.2,15.2,15.2,10.7,15.2,15.2,15.2,10.7,15.2,15.2,1,1,1,,,1,0.1111,,
Jaylen Waddle,MIA,WR,243,No,No,No,220,No,Yes,0.0091,0.7864,16,64,64,1,0.2909,64,1,910,263,73,663,6,0.2045,57,2,0.0312,10.3594,6,150,4.1364,14.2188,6.0965,14.2188,4.1094,1.1406,48,112.9129,112.9129,0.2634,127.32,191.32,159.32,191.32,191.32,194.32,162.32,191.32,191.32,191.32,159.32,191.4,191.4,9,9,8,4,4,7,0.1094,1,
Tee Higgins,CIN,WR,317,No,No,Yes,293,Yes,Yes,0.0034,0.8703,15,59,59,1,0.2014,59,1,846,198,93,690,11,0.1263,54,,,11.6949,10,158.3,2.8874,14.339,5.9821,14.339,3.3559,1.5763,41,104.1233,104.1233,0.1861,150.6,209.6,180.1,209.6,209.6,212.6,183.1,209.6,209.6,209.6,180.1,209.6,209.6,21,21,10,6,6,8,0.1356,4,
Jeremy McNichols,WAS,RB,113,No,No,No,86,No,Yes,0.6744,0.0349,17,25,25,1,0.2907,25,1,196,223,92,-27,,0.2907,12,7,0.28,-1.08,,99.3,2.2791,7.84,1.7974,7.84,8.92,3.68,10,37.2109,37.2109,0.2212,19.6,44.6,32.1,57.1,44.6,47.6,35.1,44.6,44.6,44.6,32.1,44.6,44.6,1,1,2,,,8,0.32,,
Jerome Ford,CLV,RB,106,No,No,Yes,83,Yes,Yes,0.8675,0.0241,13,26,26,1,0.3133,26,1,103,156,34,-53,,,8,6,0.2308,-2.0385,,83.2,1.241,3.9615,-1.8612,3.9615,6,1.3077,4,41.3664,41.3664,0.2453,10.3,36.3,23.3,49.3,36.3,39.3,26.3,36.3,36.3,36.3,23.3,36.3,36.3,,,5,,,3,0.1154,,0.1084
George Pickens,DAL,WR,379,No,No,No,362,No,Yes,,0.9061,17,93,93,1,0.2569,93,1,1429,483,249,965,9,0.0939,78,1,0.0108,10.3763,11,151,3.9475,15.3656,7.3336,15.3656,5.1935,2.6774,73,166.1472,166.1472,0.2454,196.9,289.9,243.4,289.9,289.9,292.9,246.4,289.9,289.9,289.9,243.4,289.9,289.9,24,24,11,6,6,16,0.172,5,
Rico Dowdle,CAR,RB,168,No,No,No,137,No,Yes,0.7737,0.1752,17,39,39,1,0.2847,39,1,297,352,100,-55,1,0.0511,10,8,0.2051,-1.4103,1,106.9,2.1679,7.6154,1.7003,7.6154,9.0256,2.5641,14,60.5369,60.5369,0.2321,35.7,74.7,55.2,94.2,74.7,77.7,58.2,74.7,74.7,74.7,55.2,74.7,74.7,,,3,,,5,0.1282,,
Ricky Pearsall,SF,WR,176,No,No,No,163,No,Yes,,0.7546,9,36,36,1,0.2209,36,1,528,99,30,449,,0.2454,32,2,0.0556,12.4722,8,118.8,3.2393,14.6667,5.9543,14.6667,2.75,0.8333,27,60.891,60.891,0.2045,52.8,88.8,70.8,88.8,88.8,91.8,73.8,88.8,88.8,88.8,70.8,88.8,88.8,5,5,1,,,,,3,
Pharaoh Brown,ARZ,TE,15,No,No,No,10,No,Yes,,,7,2,2,1,0.2,2,1,1,2,,-1,,,2,,,-0.5,,79.2,0.1,0.5,-4.8133,0.5,1,,,5.6542,5.6542,0.1333,0.1,2.1,1.1,2.1,3.1,2.1,1.1,2.1,2.1,2.1,1.1,3.1,2.1,,,1,,,,,,1
Chris Olave,NO,WR,350,No,Yes,No,329,Yes,Yes,0.003,0.5684,16,100,100,1,0.304,100,1,1163,289,56,885,9,0.4286,83,8,0.08,8.85,10,145.1,3.535,11.63,4.0156,11.63,2.89,0.56,53,172.5341,172.5341,0.2857,170.3,270.3,220.3,270.3,270.3,273.3,223.3,270.3,270.3,270.3,220.3,270.3,270.3,7,7,7,5,5,7,0.07,2,
Jalin Hyatt,NYG,WR,54,No,Yes,No,43,No,Yes,,0.8372,8,5,5,1,0.1163,5,1,35,1,,34,,0.1628,5,,,6.8,,95.8,0.814,7,-0.1096,7,0.2,,2,7.5872,7.5872,0.0926,3.5,8.5,6,8.5,8.5,8.5,6,8.5,8.5,8.5,6,8.5,8.5,1,1,,,,,,,
David Njoku,CLV,TE,160,No,No,Yes,130,Yes,Yes,,0.1154,12,33,33,1,0.2538,33,1,293,172,69,132,4,0.3,28,5,0.1515,4,,143.2,2.2538,8.8788,2.1818,8.8788,5.2121,2.0909,11,56.2188,56.2188,0.2062,53.3,86.3,69.8,86.3,102.8,89.3,72.8,86.3,86.3,86.3,69.8,102.8,86.3,5,5,6,3,3,3,0.0909,1,0.5846
Terrance Ferguson,LA,TE,98,No,Yes,No,93,Yes,Yes,,0.2366,13,11,11,1,0.1183,11,1,231,43,11,195,3,0.4624,11,,,17.7273,6,158.3,2.4839,21,11.6548,21,3.9091,1,9,24.4234,24.4234,0.1122,41.1,52.1,46.6,52.1,57.6,55.1,49.6,52.1,52.1,52.1,46.6,57.6,52.1,3,3,1,3,3,,,,0.3011
Brock Bowers,LV,TE,233,No,Yes,Yes,209,Yes,Yes,0.0096,0.2297,12,64,64,1,0.3062,64,1,680,291,112,416,7,0.4354,53,3,0.0469,6.5,2,147.4,3.2536,10.625,3.2047,10.625,4.5469,1.75,36,107.2856,107.2856,0.2747,110,174,142,174,206,177,145,174,174,174,142,206,174,14,14,10,6,6,5,0.0781,2,0.3254
Brandin Cooks,BUF,WR,204,No,No,Yes,187,No,Yes,0.0107,0.5936,15,24,24,1,0.1283,24,1,279,49,15,230,,0.3957,19,1,0.0417,9.5833,4,115.1,1.492,11.625,4.0544,11.625,2.0417,0.625,14,38.3446,38.3446,0.1176,27.9,51.9,39.9,51.9,51.9,54.9,42.9,51.9,51.9,51.9,39.9,51.9,51.9,5,5,,,,,,1,
A.J. Brown,PHI,WR,272,No,No,Yes,247,No,Yes,,0.9028,15,78,78,1,0.3158,78,1,1003,271,170,735,7,0.0972,63,3,0.0385,9.4231,9,148.7,4.0607,12.859,5.1185,12.859,3.4744,2.1795,47,131.8953,131.8953,0.2868,142.3,220.3,181.3,220.3,220.3,223.3,184.3,220.3,220.3,220.3,181.3,220.3,220.3,17,17,9,2,2,9,0.1154,2,
Luke McCaffrey,WAS,WR,60,No,No,No,52,No,Yes,,0.6731,9,11,11,1,0.2115,11,1,203,69,7,143,3,0.3269,6,2,0.1818,13,2,158.3,3.9038,18.4545,9.2668,18.4545,6.2727,0.6364,6,22.4802,22.4802,0.1833,38.3,49.3,43.8,49.3,49.3,52.3,46.8,49.3,49.3,49.3,43.8,49.3,49.3,2,2,1,1,1,,,2,
Brock Wright,DET,TE,109,Yes,No,No,69,No,Yes,0.0435,0.058,11,14,14,1,0.2029,14,1,108,88,22,25,2,0.1884,12,,,1.7857,,138.4,1.5652,7.7143,1.8557,7.7143,6.2857,1.5714,7,22.8749,22.8749,0.1284,22.8,36.8,29.8,36.8,43.8,39.8,32.8,36.8,36.8,36.8,29.8,43.8,36.8,,,2,1,1,,,,0.7101
Samori Toure,NO,WR,5,No,Yes,No,5,No,Yes,,1,1,1,1,1,0.2,1,1,3,,,3,,,1,,,3,,79.2,0.6,3,-2.4499,3,,,,1.4039,1.4039,0.2,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,,,,,,,,,
Ryan Miller,TB,WR,23,No,Yes,No,16,No,Yes,,0.6875,13,2,2,1,0.125,2,1,34,,,34,1,0.3125,1,,,17,1,158.3,2.125,17,6.6607,17,,,1,4.922,4.922,0.087,9.4,11.4,10.4,11.4,11.4,11.4,10.4,11.4,11.4,11.4,10.4,11.4,11.4,,,1,1,1,,,,
Gunnar Helm,TEN,TE,151,No,Yes,No,121,Yes,Yes,,0.0909,16,44,44,1,0.3636,44,1,357,168,44,191,2,0.3471,30,6,0.1364,4.3409,1,115.6,2.9504,8.1136,1.2728,8.1136,3.8182,1,17,69.3396,69.3396,0.2914,47.7,91.7,69.7,91.7,113.7,94.7,72.7,91.7,91.7,91.7,69.7,113.7,91.7,9,9,5,1,1,4,0.0909,1,0.562
Justin Jefferson,MIN,WR,284,Yes,No,Yes,274,No,Yes,0.0109,0.7263,17,84,84,1,0.3066,84,1,1048,440,177,613,2,0.2628,72,19,0.2262,7.2976,5,126.6,3.8248,12.4762,5.0294,12.4762,5.2381,2.1071,47,134.3774,134.3774,0.2958,116.8,200.8,158.8,200.8,200.8,203.8,161.8,200.8,200.8,200.8,158.8,200.8,200.8,15,15,5,2,2,11,0.131,4,
Rashid Shaheed,SEA,WR,287,No,No,No,274,No,Yes,,0.6825,18,59,59,1,0.2153,59,1,687,187,75,500,2,0.3175,49,7,0.1186,8.4746,4,126.5,2.5073,11.6441,3.9329,11.6441,3.1695,1.2712,29,96.4228,96.4228,0.2056,79.7,138.7,109.2,138.7,138.7,141.7,111.2,137.7,137.7,137.7,108.2,138.7,137.7,5,5,6,,,4,0.0678,1,
Greg Dulcich,MIA,TE,92,Yes,No,Yes,79,No,Yes,,0.1266,10,26,26,1,0.3291,26,1,335,200,49,137,1,0.3544,21,3,0.1154,5.2692,,131.6,4.2405,12.8846,5.8793,12.8846,7.6923,1.8846,14,42.699,42.699,0.2826,38.5,64.5,51.5,64.5,77.5,67.5,53.5,63.5,63.5,63.5,50.5,77.5,63.5,5,5,3,1,1,3,0.1154,,0.519
Johnny Mundt,JAX,TE,101,No,No,No,69,No,Yes,,0.058,16,9,9,1,0.1304,9,1,111,81,37,30,,0.1739,3,,,3.3333,,118.1,1.6087,12.3333,6.0924,12.3333,9,4.1111,6,12.9919,12.9919,0.0891,11.1,20.1,15.6,20.1,24.6,23.1,18.6,20.1,20.1,20.1,15.6,24.6,20.1,,,,,,2,0.2222,,0.7681
Durham Smythe,CHI,TE,64,Yes,Yes,Yes,39,No,Yes,0.2308,0.0513,17,4,4,1,0.1026,4,1,25,14,2,11,,0.1282,,,,2.75,,92.7,0.641,6.25,0.3839,6.25,3.5,0.5,1,5.7667,5.7667,0.0625,2.5,6.5,4.5,6.5,8.5,6.5,4.5,6.5,6.5,6.5,4.5,8.5,6.5,,,,,,,,,0.5897
Xavier Legette,CAR,WR,221,No,No,No,209,No,Yes,,0.6124,15,35,35,1,0.1675,35,1,363,72,20,303,3,0.3876,30,5,0.1429,8.6571,4,138.5,1.7368,10.3714,2.9639,10.3714,2.0571,0.5714,18,57.7251,57.7251,0.1584,54.3,89.3,71.8,89.3,89.3,92.3,74.8,89.3,89.3,89.3,71.8,89.3,89.3,6,6,5,3,3,4,0.1143,,
Tyreek Hill,MIA,WR,64,No,No,No,57,No,Yes,0.0175,0.6667,4,21,21,1,0.3684,21,1,265,68,19,204,1,0.3158,15,1,0.0476,9.7143,3,134.6,4.6491,12.619,4.9104,12.619,3.2381,0.9048,17,36.7663,36.7663,0.3281,32.5,53.5,43,53.5,53.5,56.5,46,53.5,53.5,53.5,43,53.5,53.5,,,2,1,1,3,0.1429,,
Demarcus Robinson,SF,WR,170,No,No,No,156,No,Yes,,0.6218,14,22,22,1,0.141,22,1,276,42,12,243,1,0.3782,17,1,0.0455,11.0455,4,133.9,1.7692,12.5455,4.3043,12.5455,1.9091,0.5455,15,35.7877,35.7877,0.1294,33.6,55.6,44.6,55.6,55.6,58.6,47.6,55.6,55.6,55.6,44.6,55.6,55.6,5,5,1,1,1,2,0.0909,,
Tory Horton,SEA,WR,94,No,No,No,85,No,Yes,,0.7882,8,13,13,1,0.1529,13,1,161,32,16,143,5,0.2118,9,,,11,2,157.9,1.8941,12.3846,4.4715,12.3846,2.4615,1.2308,7,28.2264,28.2264,0.1383,46.1,59.1,52.6,59.1,59.1,62.1,55.6,59.1,59.1,59.1,52.6,59.1,59.1,3,3,2,4,4,3,0.2308,,
Travis Kelce,KC,TE,307,No,No,No,241,No,Yes,0.0124,0.249,17,76,76,1,0.3154,76,1,851,442,141,419,5,0.4813,57,5,0.0658,5.5132,2,135.3,3.5311,11.1974,4.2813,11.1974,5.8158,1.8553,45,119.5063,119.5063,0.2476,115.1,191.1,153.1,191.1,229.1,194.1,156.1,191.1,191.1,191.1,153.1,229.1,191.1,7,7,9,2,2,10,0.1316,,0.2573
Cole Kmet,CHI,TE,212,Yes,Yes,Yes,154,No,Yes,0.0519,0.2338,16,30,30,1,0.1948,30,1,347,164,50,188,2,0.1883,20,3,0.1,6.2667,3,137.1,2.2532,11.5667,4.0173,11.5667,5.4667,1.6667,17,50.9902,50.9902,0.1415,46.7,76.7,61.7,76.7,91.7,79.7,64.7,76.7,76.7,76.7,61.7,91.7,76.7,1,1,3,1,1,2,0.0667,,0.526
Rhamondre Stevenson,NE,RB,193,Yes,No,Yes,141,No,Yes,0.9149,0.078,14,32,32,1,0.227,32,1,345,275,39,74,2,0.0071,15,4,0.125,2.3125,1,132.4,2.4468,10.7812,4.3344,10.7812,8.5938,1.2188,11,50.1307,50.1307,0.1658,45.5,77.5,61.5,93.5,77.5,80.5,63.5,76.5,76.5,76.5,60.5,77.5,76.5,,,5,1,1,5,0.1562,,
Kaleb Johnson,PIT,RB,12,No,Yes,No,5,No,Yes,0.8,,10,1,1,1,0.2,1,1,9,14,2,-5,,0.2,,,,-5,,104.2,1.8,9,3.1289,9,14,2,,2.0571,2.0571,0.0833,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,,,,,,,,
Brenton Strange,JAX,TE,180,No,No,No,144,No,Yes,0.0139,0.1944,12,46,46,1,0.3194,46,1,540,258,70,295,3,0.3333,33,3,0.0652,6.413,3,137.3,3.75,11.7391,4.5613,11.7391,5.6087,1.5217,28,77.9088,77.9088,0.2556,72,118,95,118,141,121,98,118,118,118,95,141,118,7,7,6,3,3,8,0.1739,,0.4583
Derius Davis,LAC,WR,18,No,No,No,18,No,Yes,,0.6111,11,2,2,1,0.1111,2,1,10,8,-1,2,,0.3889,2,1,0.5,1,,87.5,0.5556,5,-0.7171,5,4,-0.5,,6.5761,6.5761,0.1111,1,3,2,3,3,3,2,3,3,3,2,3,3,,,,,,,,,
Kylen Granson,PHI,TE,56,No,No,No,44,No,Yes,0.0227,0.0682,17,7,7,1,0.1591,7,1,40,14,5,26,,0.2955,3,,,3.7143,,90.5,0.9091,5.7143,-0.5781,5.7143,2,0.7143,3,10.6669,10.6669,0.125,4,11,7.5,11,14.5,11,7.5,11,11,11,7.5,14.5,11,1,1,1,,,,,,0.6136
Konata Mumpfield,LA,WR,97,No,No,No,90,No,Yes,,0.8444,17,10,10,1,0.1111,10,1,92,26,7,74,1,0.1556,4,1,0.1,7.4,,138.3,1.0222,9.2,1.9987,9.2,2.6,0.7,7,17.8009,17.8009,0.1031,15.2,25.2,20.2,25.2,25.2,25.2,20.2,25.2,25.2,25.2,20.2,25.2,25.2,4,4,3,1,1,,,,
Deven Thompkins,ATL,WR,7,No,Yes,No,6,No,Yes,,0.8333,7,3,3,1,0.5,3,1,27,21,4,6,,0.1667,3,1,0.3333,2,,104.2,4.5,9,2.8619,9,7,1.3333,1,5.6983,5.6983,0.4286,2.7,5.7,4.2,5.7,5.7,5.7,4.2,5.7,5.7,5.7,4.2,5.7,5.7,,,,,,,,,
Kimani Vidal,LAC,RB,154,No,No,No,95,No,Yes,0.9158,0.0211,13,16,16,1,0.1684,16,1,136,173,38,-37,1,0.0526,6,3,0.1875,-2.3125,,122.9,1.4316,8.5,2.6962,8.5,10.8125,2.375,6,26.8822,26.8822,0.1039,19.6,35.6,27.6,43.6,35.6,38.6,30.6,35.6,35.6,35.6,27.6,35.6,35.6,,,3,,,2,0.125,,0.0105
RJ Harvey,DEN,RB,180,No,No,No,130,No,Yes,0.7538,0.1231,17,47,47,1,0.3615,47,1,356,370,100,-5,5,0.1077,20,8,0.1702,-0.1064,1,133.7,2.7385,7.5745,1.4554,7.5745,7.8723,2.1277,18,79.1856,79.1856,0.2611,65.6,112.6,89.1,136.1,112.6,115.6,92.1,112.6,112.6,112.6,89.1,112.6,112.6,,,9,1,1,10,0.2128,,0.0154
Mason Tipton,NO,WR,103,No,No,No,93,Yes,Yes,0.0108,0.6452,13,11,11,1,0.1183,11,1,76,41,5,35,,0.3441,9,1,0.0909,3.1818,,95.5,0.8172,6.9091,0.8589,6.9091,3.7273,0.4545,4,16.8402,16.8402,0.1068,7.6,18.6,13.1,18.6,18.6,18.6,13.1,18.6,18.6,18.6,13.1,18.6,18.6,,,1,,,1,0.0909,,
Savion Williams,GB,WR,31,Yes,Yes,Yes,30,Yes,Yes,0.1333,0.2333,12,10,10,1,0.3333,10,1,78,64,17,14,1,0.6,7,7,0.7,1.4,1,132.5,2.6,7.8,2.264,7.8,6.4,1.7,3,19.0192,19.0192,0.3226,13.8,23.8,18.8,23.8,23.8,23.8,18.8,23.8,23.8,23.8,18.8,23.8,23.8,1,1,4,,,2,0.2,,0.0333
James Cook,BUF,RB,165,Yes,No,No,131,No,Yes,0.9771,,17,33,33,1,0.2519,33,1,291,277,82,14,2,0.0153,13,2,0.0606,0.4242,,123.6,2.2214,8.8182,2.6885,8.8182,8.3939,2.4848,11,51.3256,51.3256,0.2,41.1,74.1,57.6,90.6,74.1,77.1,60.6,74.1,74.1,74.1,57.6,74.1,74.1,1,1,3,,,11,0.3333,,0.0076
Treylon Burks,WAS,WR,76,No,No,No,68,No,Yes,,0.8235,8,10,10,1,0.1471,10,1,130,36,14,100,1,0.1765,8,1,0.1,10,1,152.1,1.9118,13,4.6559,13,3.6,1.4,7,19.1106,19.1106,0.1316,19,29,24,29,29,32,27,29,29,29,24,29,29,2,2,1,1,1,2,0.2,1,
