Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsPerRoute,YardsAirTotal,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,AveragesPerTargetYardsOverExpected,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsGamesPlayed,TargetsContestedTotal,TargetsCatchableTotal,TargetsCatchablePercentage,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,TargetedReadDesignTotal,TargetedReadDesignPercentage,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,TouchdownsTotal,TargetsInEndzone,ReceptionsHero,TouchdownsInEndzone,AlignmentInlineRoutesPercentage
Jalen Coker,CAR,WR,56,Yes,No,No,51,10,No,Yes,0.1961,97,0.2941,0.7059,10,9.7,2,-0.6738,18.5309,18.5309,0.2222,11,,7,0.7,7,,0.7,71,22,11,,,,,1,0.1,50.4,1.3922,7.1,,10.1429,3.1429,1.5714,4,7.1,14.1,10.6,14.1,14.1,14.1,10.6,14.1,14.1,14.1,10.6,14.1,14.1,2,,1,,,
Bo Melton,GB,WR,39,Yes,No,No,34,4,No,Yes,0.1176,83,0.3824,0.5882,4,20.75,2,-9.7835,6.2847,6.2847,0.125,17,,1,0.25,1,,0.25,1,,,,,,0.0294,1,0.25,39.6,0.0294,0.25,,1,,,,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1,,,,,
Irvin Charles,NYJ,WR,3,Yes,No,No,2,,No,No,,,0.5,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
Alec Pierce,IND,WR,150,Yes,No,No,128,30,No,Yes,0.2344,652,0.0703,0.9297,24,21.7333,13,2.3585,58.0014,58.0014,0.2362,16,2,20,0.6667,16,1,0.5333,378,82,24,3,1,0.0625,,1,0.0333,92.4,2.9531,12.6,0.1,23.625,5.125,1.5,12,55.8,71.8,63.8,71.8,71.8,74.8,66.8,71.8,71.8,71.8,63.8,71.8,71.8,,3,,,,
Drake London,ATL,WR,94,Yes,No,No,69,17,No,Yes,0.2464,293,0.4348,0.5652,16,17.2353,5,-1.9631,31.3582,31.3582,0.2125,17,2,11,0.6471,7,,0.4118,143,32,4,2,,,,,,31.9,2.0725,8.4118,0.1176,20.4286,4.5714,0.5714,7,14.3,21.3,17.8,21.3,21.3,24.3,20.8,21.3,21.3,21.3,17.8,21.3,21.3,1,,1,,,
Jalen Tolbert,DAL,WR,103,Yes,Yes,No,86,14,No,No,0.1628,165,0.2093,0.7907,9,11.7857,3,4.2747,29.4215,29.4215,0.1522,17,1,12,0.8571,11,1,0.7857,179,78,26,1,1,0.0909,,1,0.0714,142.6,2.0814,12.7857,0.0714,16.2727,7.0909,2.3636,8,23.9,34.9,29.4,34.9,34.9,37.9,32.4,34.9,34.9,34.9,29.4,34.9,34.9,2,1,1,1,1,
Bub Means,NO,WR,15,Yes,No,No,15,4,No,Yes,0.2667,43,0.0667,0.9333,4,10.75,,-4.1193,8.072,8.072,0.3636,7,1,3,0.75,2,,0.5,18,,,,,,,,,102.1,1.2,4.5,,9,,,1,7.8,9.8,8.8,9.8,9.8,9.8,8.8,9.8,9.8,9.8,8.8,9.8,9.8,1,1,1,,1,
Olamide Zaccheaus,WAS,WR,89,Yes,Yes,No,76,16,No,No,0.2105,136,0.3947,0.5921,14,8.5,2,1.8856,40.9074,40.9074,0.2388,17,,15,0.9375,11,,0.6875,158,100,29,4,3,0.2727,0.0132,3,0.1875,121.4,2.0789,9.875,0.25,14.3636,9.0909,2.6364,7,21.8,32.8,27.3,32.8,32.8,35.8,30.3,32.8,32.8,32.8,27.3,32.8,32.8,2,1,2,,1,
Chris Rodriguez Jr.,WAS,RB,19,Yes,Yes,No,10,1,No,No,0.1,1,,,1,1,,6.2706,1.3329,1.3329,0.0833,7,,1,1,1,,1,12,11,2,,,,1,,,116.7,1.2,12,,12,11,2,1,1.2,2.2,1.7,2.7,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,,,,,,
Will Mallory,IND,TE,7,Yes,No,No,5,,No,Yes,,,0.4,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
Velus Jones,CAR,WR,2,Yes,No,Yes,2,1,No,Yes,0.5,-5,1,,1,-5,,3.8404,1.5078,1.5078,0.5,2,,1,1,1,,1,8,13,3,,,,,1,1,100,4,8,,8,13,3,,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,,,,,
Mike Boone,CAR,RB,5,Yes,No,No,4,,No,Yes,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross Dwelley,ATL,TE,4,Yes,No,No,1,,No,Yes,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Parker Hesse,DET,TE,9,Yes,No,No,4,,No,Yes,,,,0.25,,,,,,,,5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
D'Wayne Eskridge,MIA,WR,3,Yes,No,No,3,1,No,Yes,0.3333,-3,0.3333,0.6667,1,-3,,3.0592,1.4785,1.4785,0.3333,6,,1,1,1,,1,8,11,1,,,,,1,1,100,2.6667,8,,8,11,1,,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,,,,,
Joshua Cephus,JAX,WR,1,Yes,No,No,1,,No,Yes,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam LaPorta,DET,TE,175,Yes,Yes,No,120,29,No,Yes,0.2417,239,0.1333,0.1,20,8.2414,5,4.0909,54.7881,54.7881,0.1933,16,4,26,0.8966,24,3,0.8276,340,187,49,1,3,0.125,0.025,2,0.069,155.1,2.8333,11.7241,0.0345,14.1667,7.7917,2.0417,17,64,88,76,88,100,91,79,88,88,88,76,100,88,7,5,4,,4,0.7417
Jaxon Smith-Njigba,SEA,WR,122,Yes,No,No,106,19,No,Yes,0.1792,146,0.6321,0.3679,13,7.6842,4,-0.3708,34.76,34.76,0.1863,17,1,16,0.8421,16,1,0.8421,138,64,14,,,,,6,0.3158,96.9,1.3019,7.2632,,8.625,4,0.875,8,15.2,31.2,23.2,31.2,31.2,34.2,26.2,31.2,31.2,31.2,23.2,31.55,31.55,,,,,,
Jalen Moreno-Cropper,DAL,WR,2,Yes,No,No,2,,No,No,,,0.5,0.5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Woods,HST,WR,56,Yes,No,No,44,14,No,No,0.3182,114,0.2955,0.7045,6,8.1429,2,-1.0622,22.9818,22.9818,0.3043,15,1,12,0.8571,10,,0.7143,86,33,6,1,1,0.1,,2,0.1429,87.2,1.9545,6.1429,0.0714,8.6,3.3,0.6,5,7.6,17.6,12.6,17.6,17.6,17.6,11.6,16.6,16.6,16.6,11.6,17.6,16.6,1,,1,,,
Brycen Tremayne,WAS,WR,4,Yes,No,No,4,,No,Yes,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Blair,ATL,WR,3,Yes,No,No,2,1,No,Yes,0.5,16,0.5,0.5,1,16,,6.9048,1.4909,1.4909,0.3333,3,,1,1,1,,1,17,1,,,,,,,,118.8,8.5,17,,17,1,,1,1.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,,,,,,
Khalil Shakir,BUF,WR,55,Yes,Yes,No,43,20,No,Yes,0.4651,89,0.7209,0.2326,14,4.45,3,1.0266,38.6815,38.6815,0.4082,15,,15,0.75,15,,0.75,154,144,42,,2,0.1333,,8,0.4,92.5,3.5814,7.7,,10.2667,9.6,2.8,8,21.4,36.4,28.9,36.4,36.4,39.4,31.9,36.4,36.4,36.4,28.9,36.4,36.4,3,1,,,,0.0465
Sterling Shepard,TB,WR,54,Yes,Yes,Yes,43,9,No,No,0.2093,74,0.5581,0.4419,7,8.2222,1,-3.9336,13.7567,13.7567,0.1915,14,2,8,0.8889,5,1,0.5556,33,26,7,2,,,,3,0.3333,63.7,0.7674,3.6667,0.2222,6.6,5.2,1.4,1,3.3,8.3,5.8,8.3,8.3,8.3,5.8,8.3,8.3,8.3,5.8,8.3,8.3,,,,,,
Christian McCaffrey,SF,RB,23,Yes,No,No,12,4,Yes,Yes,0.3333,3,0.0833,,3,0.75,,2.2493,5.5049,5.5049,0.2353,4,,4,1,4,,1,34,31,11,,1,0.25,0.9167,1,0.25,102.1,2.8333,8.5,,8.5,7.75,2.75,3,3.4,7.4,5.4,9.4,7.4,7.4,5.4,7.4,7.4,7.4,5.4,7.4,7.4,,,,,,
Jordan Matthews,CAR,TE,4,Yes,No,No,2,,No,No,,,0.5,0.5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Dowdle,DAL,RB,92,Yes,Yes,No,43,5,No,No,0.1163,13,,,1,2.6,,-1.1497,6.8407,6.8407,0.0588,16,,4,0.8,4,,0.8,26,18,7,,,,1,,,88.3,0.6047,5.2,,6.5,4.5,1.75,2,2.6,6.6,4.6,8.6,6.6,6.6,4.6,6.6,6.6,6.6,4.6,6.6,6.6,,,,,,
Ricky Pearsall,SF,WR,46,Yes,No,No,40,5,No,Yes,0.125,73,0.2,0.8,5,14.6,1,-1.0689,10.1375,10.1375,0.1515,11,,2,0.4,2,,0.4,42,28,4,,,,,1,0.2,30.8,1.05,8.4,,21,14,2,1,4.2,6.2,5.2,6.2,6.2,6.2,5.2,6.2,6.2,6.2,5.2,6.2,6.2,1,,,,,
Pharaoh Brown,SEA,TE,57,Yes,No,No,25,4,No,Yes,0.16,6,0.08,,2,1.5,,-2.5101,6.057,6.057,0.08,15,,4,1,3,,0.75,13,12,4,1,,,,2,0.5,78.1,0.52,3.25,0.25,4.3333,4,1.3333,,0.3,3.3,1.8,3.3,4.8,3.3,0.8,2.3,2.3,2.3,0.8,4.8,2.3,,,,,,0.92
Chris Olave,NO,WR,42,Yes,No,No,39,9,No,No,0.2308,109,0.2051,0.7949,8,12.1111,3,0.6253,15.8376,15.8376,0.2727,8,2,8,0.8889,7,1,0.7778,86,23,6,,,,,3,0.3333,66.9,2.2051,9.5556,,12.2857,3.2857,0.8571,4,8.6,15.6,12.1,15.6,15.6,15.6,12.1,15.6,15.6,15.6,12.1,15.6,15.6,,,1,,,
Jerome Ford,CLV,RB,66,Yes,No,No,32,9,No,Yes,0.2812,-33,0.0625,,6,-3.6667,,-3.4124,12.0858,12.0858,0.1875,14,,9,1,9,,1,19,52,18,,2,0.2222,0.9375,4,0.4444,79.2,0.5938,2.1111,,2.1111,5.7778,2,1,1.9,10.9,6.4,15.4,10.9,10.9,6.4,10.9,10.9,10.9,6.4,10.9,10.9,,,,,,
George Pickens,PIT,WR,98,Yes,No,No,87,18,No,Yes,0.2069,274,0.1149,0.8851,16,15.2222,6,1.3025,46.298,46.298,0.25,14,5,13,0.7222,9,2,0.5,184,47,25,1,1,0.1111,,3,0.1667,86.3,2.1149,10.2222,0.0556,20.4444,5.2222,2.7778,6,17.4,26.4,21.9,26.4,26.4,29.4,23.9,25.4,25.4,25.4,20.9,26.4,25.4,6,,5,2,,
Jermaine Burton,CIN,WR,23,Yes,Yes,No,22,3,Yes,Yes,0.1364,105,0.1364,0.8636,3,35,3,2.287,6.849,6.849,0.1667,14,,1,0.3333,1,,0.3333,47,6,4,,,,,,,81.9,2.1364,15.6667,,47,6,4,1,4.7,5.7,5.2,5.7,5.7,5.7,5.2,5.7,5.7,5.7,5.2,5.7,5.7,,,,,,
Jeremy McNichols,WAS,RB,41,Yes,Yes,No,18,,No,No,,,,,,,,,,,,17,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Miller,PIT,WR,36,Yes,No,No,32,1,No,No,0.0312,11,0.125,0.875,1,11,,-8.3152,1.6411,1.6411,0.04,13,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Waddle,MIA,WR,116,Yes,Yes,No,104,31,No,Yes,0.2981,336,0.1442,0.8462,28,10.8387,3,1.9397,53.5534,53.5534,0.3298,15,1,24,0.7742,21,,0.6774,324,125,33,2,1,0.0476,,5,0.1613,99.4,3.1154,10.4516,0.0645,15.4286,5.9524,1.5714,16,38.4,59.4,48.9,59.4,59.4,62.4,51.9,59.4,59.4,59.4,48.9,59.4,59.4,3,1,,1,,0.0096
Tee Higgins,CIN,WR,76,Yes,No,No,73,19,No,Yes,0.2603,224,0.1781,0.8082,16,11.7895,2,-1.2092,38.6971,38.6971,0.2923,12,5,16,0.8421,12,2,0.6316,139,32,12,1,2,0.1667,,,,102.7,1.9041,7.3158,0.0526,11.5833,2.6667,1,8,19.9,31.9,25.9,31.9,31.9,34.9,28.9,31.9,31.9,31.9,25.9,31.9,31.9,3,1,2,,1,0.0137
Josh Jacobs,GB,RB,104,Yes,No,No,55,15,No,Yes,0.2727,3,,,2,0.2,,3.2847,22.8275,22.8275,0.1667,17,1,12,0.8,12,1,0.8,141,133,46,,9,0.75,1,1,0.0667,105.8,2.5636,9.4,,11.75,11.0833,3.8333,5,14.1,26.1,20.1,32.1,26.1,29.1,23.1,26.1,26.1,26.1,20.1,26.1,26.1,1,,,,,
Cade Stover,HST,TE,91,Yes,No,No,46,8,No,No,0.1739,6,0.087,0.0217,5,0.75,,-1.9297,12.5059,12.5059,0.1127,15,1,8,1,7,,0.875,36,46,10,,,,0.1522,1,0.125,85.4,0.7826,4.5,,5.1429,6.5714,1.4286,1,3.6,10.6,7.1,10.6,14.1,10.6,7.1,10.6,10.6,10.6,7.1,14.1,10.6,2,,,,,0.7391
Grant Calcaterra,PHI,TE,87,Yes,No,No,53,11,No,Yes,0.2075,36,0.0755,0.0189,7,3.2727,,2.9485,19.4871,19.4871,0.1719,17,1,9,0.8182,8,,0.7273,104,77,12,,1,0.125,,,,102.1,1.9623,9.4545,,13,9.625,1.5,5,10.4,18.4,14.4,18.4,22.4,21.4,17.4,18.4,18.4,18.4,14.4,22.4,18.4,1,,,,,0.9057
Rashod Bateman,BLT,WR,115,Yes,No,Yes,97,20,No,Yes,0.2062,362,0.1237,0.8763,16,18.1,5,-3.3873,38.8774,38.8774,0.2083,17,1,12,0.6,11,,0.55,137,14,6,,,,,,,72.3,1.4124,6.85,,12.4545,1.2727,0.5455,9,19.7,30.7,25.2,30.7,30.7,33.7,28.2,30.7,30.7,30.7,25.2,30.7,30.7,2,1,3,,1,
Hayden Hurst,LAC,TE,22,Yes,No,Yes,16,3,Yes,Yes,0.1875,16,0.375,0.125,3,5.3333,1,1.4904,11.2891,11.2891,0.1765,9,,2,0.6667,1,,0.3333,27,7,3,1,,,0.0625,1,0.3333,67.4,1.6875,9,0.3333,27,7,3,1,2.7,3.7,3.2,3.7,4.2,3.7,3.2,3.7,3.7,3.7,3.2,4.2,3.7,1,,,,,0.4375
Clyde Edwards-Helaire,NO,RB,4,Yes,Yes,Yes,4,,No,No,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Onta Foreman,CLV,RB,58,Yes,No,Yes,24,2,No,Yes,0.0833,4,,,,2,,1.8806,4.0998,4.0998,0.0417,11,,2,1,2,,1,16,12,2,,,,1,,,100,0.6667,8,,8,6,1,,1.6,3.6,2.6,4.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,,,,,,
Deebo Samuel,SF,WR,80,Yes,No,Yes,75,18,No,Yes,0.24,132,0.3067,0.6133,17,7.3333,3,2.534,32.3059,32.3059,0.2687,15,2,15,0.8333,12,,0.6667,180,117,26,,,,0.08,4,0.2222,117.8,2.4,10,,15,9.75,2.1667,7,24,36,30,36,36,39,33,36,36,36,30,36,36,3,1,,,,
Devin Duvernay,JAX,WR,22,Yes,No,No,20,6,No,Yes,0.3,70,0.5,0.5,4,11.6667,3,-0.4035,10.7318,10.7318,0.2727,13,,3,0.5,3,,0.5,45,58,14,,,,,3,0.5,75,2.25,7.5,,15,19.3333,4.6667,2,4.5,7.5,6,7.5,7.5,7.5,6,7.5,7.5,7.5,6,7.5,7.5,1,,,,,
Mike Gesicki,CIN,TE,48,Yes,No,No,40,8,No,Yes,0.2,77,0.4,0.25,2,9.625,,-4.6981,13.9129,13.9129,0.1905,17,3,6,0.75,4,3,0.5,31,5,1,2,,,,,,59.9,0.775,3.875,0.25,7.75,1.25,0.25,2,3.1,7.1,5.1,7.1,9.1,7.1,5.1,7.1,7.1,7.1,5.1,9.1,7.1,,,,,,0.35
Nikko Remigio,KC,WR,4,Yes,No,No,2,1,No,No,0.5,14,0.5,,1,14,,15.1866,1.5112,1.5112,0.25,5,,1,1,1,,1,25,11,5,,,,,,,118.8,12.5,25,,25,11,5,1,2.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,,,,,,0.5
Ryan Flournoy,DAL,WR,15,Yes,Yes,No,12,3,No,No,0.25,31,0.1667,0.8333,2,10.3333,,4.8358,5.135,5.135,0.2143,11,,3,1,3,,1,40,9,1,,,,,,,118.8,3.3333,13.3333,,13.3333,3,0.3333,2,4,7,5.5,7,7,7,5.5,7,7,7,5.5,7,7,,,,,,
Zach Davidson,BUF,TE,5,Yes,No,No,5,,No,Yes,,,0.2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
Julius Chestnut,TEN,RB,8,Yes,No,No,3,,No,No,,,,,,,,,,,,14,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wan'Dale Robinson,NYG,WR,103,Yes,No,No,90,23,No,Yes,0.2556,29,0.7889,0.2111,19,1.2609,1,-2.2126,37.6754,37.6754,0.2738,17,3,21,0.913,19,2,0.8261,84,96,32,1,1,0.0526,,9,0.3913,96.4,0.9333,3.6522,0.0435,4.4211,5.0526,1.6842,6,14.4,33.4,23.9,33.4,33.4,33.4,23.9,33.4,33.4,33.4,23.9,33.4,33.4,4,1,,,,
Trey Benson,ARZ,RB,32,Yes,Yes,No,14,3,No,No,0.2143,-12,,,2,-4,,4.48,4.3014,4.3014,0.1304,13,,3,1,3,,1,31,43,,,1,0.3333,1,2,0.6667,109.7,2.2143,10.3333,,10.3333,14.3333,,1,3.1,6.1,4.6,7.6,6.1,6.1,4.6,6.1,6.1,6.1,4.6,6.1,6.1,,,,,,
Ben Skowronek,PIT,WR,15,Yes,No,No,12,2,No,Yes,0.1667,7,0.5,0.25,2,3.5,,4.7502,2.8557,2.8557,0.2857,9,,2,1,2,,1,21,14,4,,,,0.0833,,,110.4,1.75,10.5,,10.5,7,2,1,2.1,4.1,3.1,4.1,4.1,4.1,3.1,4.1,4.1,4.1,3.1,4.1,4.1,,,,,,0.1667
Jake Tonges,SF,TE,2,Yes,No,No,1,,No,Yes,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Kimani Vidal,LAC,RB,31,Yes,No,Yes,19,2,Yes,Yes,0.1053,-1,0.0526,,2,-0.5,,-4.823,4.5121,4.5121,0.087,10,,2,1,1,,0.5,2,2,,1,,,0.9474,,,56.3,0.1053,1,0.5,2,2,,,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,,,,,
Mason Tipton,NO,WR,26,Yes,No,No,24,3,No,No,0.125,50,0.1667,0.8333,2,16.6667,1,-6.3665,4.2958,4.2958,0.1765,11,,1,0.3333,1,,0.3333,8,4,1,,,,,,,42.4,0.3333,2.6667,,8,4,1,,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,,,,,
Kylen Granson,IND,TE,58,Yes,No,No,41,7,No,Yes,0.1707,42,0.1707,0.0244,6,6,1,1.873,14.501,14.501,0.14,17,,5,0.7143,4,,0.5714,63,52,9,1,,,0.0488,2,0.2857,87.2,1.5366,9,0.1429,15.75,13,2.25,2,6.3,10.3,8.3,10.3,12.3,10.3,8.3,10.3,10.3,10.3,8.3,12.3,10.3,1,,,,,0.7561
Devin Thompkins,CAR,WR,13,Yes,No,No,13,2,No,No,0.1538,-11,1,,2,-5.5,,1.9872,3.1079,3.1079,0.2,7,,2,1,2,,1,11,22,2,,,,,2,1,89.6,0.8462,5.5,,5.5,11,1,1,1.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,,,,,,
Terrace Marshall,LV,WR,16,Yes,No,Yes,13,2,Yes,Yes,0.1538,36,0.1538,0.8462,1,18,1,4.0981,3.472,3.472,0.1538,7,,1,0.5,1,,0.5,28,3,3,,,,,,,95.8,2.1538,14,,28,3,3,1,2.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,,,,,,
Mike Williams,PIT,WR,60,Yes,No,No,40,3,No,Yes,0.075,63,0.15,0.85,1,21,1,-6.2575,5.3923,5.3923,0.0566,18,,1,0.3333,1,,0.3333,13,8,2,,,,,,,47.9,0.325,4.3333,,13,8,2,1,1.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,,,,,,
Derius Davis,LAC,WR,33,Yes,No,Yes,32,8,Yes,Yes,0.25,-36,0.6875,0.2812,3,-4.5,,4.225,11.822,11.822,0.2963,15,,8,1,8,,1,66,102,21,,2,0.25,0.0312,2,0.25,101,2.0625,8.25,,8.25,12.75,2.625,3,6.6,14.6,10.6,14.6,14.6,14.6,10.6,14.6,14.6,14.6,10.6,14.6,14.6,1,,,,,
Brenton Strange,JAX,TE,84,Yes,No,No,47,9,No,Yes,0.1915,46,0.0851,0.0426,8,5.1111,,5.0625,15.8572,15.8572,0.1184,17,,9,1,9,,1,109,70,22,,5,0.5556,0.0638,1,0.1111,154.2,2.3191,12.1111,,12.1111,7.7778,2.4444,7,16.9,25.9,21.4,25.9,30.4,28.9,24.4,25.9,25.9,25.9,21.4,30.4,25.9,1,1,1,,1,0.8085
Rhamondre Stevenson,NE,RB,77,Yes,No,Yes,39,6,No,Yes,0.1538,-5,,,1,-0.8333,,-0.249,13.6118,13.6118,0.1071,15,,6,1,6,,1,35,40,11,,2,0.3333,1,1,0.1667,91,0.8974,5.8333,,5.8333,6.6667,1.8333,2,3.5,9.5,6.5,12.5,9.5,9.5,6.5,9.5,9.5,9.5,6.5,9.5,9.5,1,,,,,
Zack Moss,CIN,RB,36,Yes,No,No,23,4,No,Yes,0.1739,-4,,,2,-1,,2.1933,6.0933,6.0933,0.1429,8,,4,1,4,,1,32,36,9,,,,1,2,0.5,100,1.3913,8,,8,9,2.25,1,3.2,7.2,5.2,9.2,7.2,7.2,5.2,7.2,7.2,7.2,5.2,7.2,7.2,,,,,,
Tyreek Hill,MIA,WR,148,Yes,Yes,No,128,38,No,Yes,0.2969,452,0.2266,0.7734,29,11.8947,5,2.6326,71.4005,71.4005,0.2969,17,4,33,0.8684,31,2,0.8158,439,136,30,,6,0.1935,,2,0.0526,121.4,3.4297,11.5526,,14.1613,4.3871,0.9677,24,55.9,86.9,71.4,86.9,86.9,89.9,74.4,86.9,86.9,86.9,71.4,86.9,86.9,3,2,3,,1,
Demarcus Robinson,LA,WR,161,Yes,No,No,139,12,No,Yes,0.0863,191,0.1871,0.8129,11,15.9167,3,6.5723,37.196,37.196,0.0833,17,1,11,0.9167,10,1,0.8333,194,31,11,,1,0.1,,,,158.3,1.3957,16.1667,,19.4,3.1,1.1,10,43.4,53.4,48.4,53.4,53.4,56.4,51.4,53.4,53.4,53.4,48.4,53.4,53.4,4,4,4,1,4,
Travis Kelce,KC,TE,156,Yes,No,No,99,37,No,No,0.3737,207,0.1313,0.2525,25,5.5946,3,-0.0616,60.7169,60.7169,0.2624,16,2,31,0.8378,30,2,0.8108,269,159,29,1,2,0.0667,0.0303,7,0.1892,74.4,2.7172,7.2703,0.027,8.9667,5.3,0.9667,16,25.9,55.9,40.9,55.9,70.9,58.9,42.9,54.9,54.9,54.9,39.9,70.9,54.9,4,,,,,0.5859
Cole Kmet,CHI,TE,133,Yes,No,No,61,14,No,Yes,0.2295,106,0.082,,10,7.5714,1,5.2096,26.9206,26.9206,0.1429,17,,11,0.7857,11,,0.7857,180,103,32,,1,0.0909,0.0492,1,0.0714,158.3,2.9508,12.8571,,16.3636,9.3636,2.9091,9,30,41,35.5,41,46.5,44,38.5,41,41,41,35.5,46.5,41,2,2,1,,1,0.8689
Xavier Legette,CAR,WR,123,Yes,No,No,105,19,No,Yes,0.181,240,0.2667,0.7333,15,12.6316,6,-1.8461,32.8009,32.8009,0.1881,16,1,15,0.7895,11,,0.5789,125,24,6,3,1,0.0909,,2,0.1053,73.4,1.1905,6.5789,0.1579,11.3636,2.1818,0.5455,7,18.5,29.5,24,29.5,29.5,32.5,27,29.5,29.5,29.5,24,29.5,29.5,2,1,1,,1,
J.J. Taylor,HST,RB,12,Yes,Yes,No,6,,No,No,,,0.1667,,,,,,,,,4,,,,,,,,,,,,,0.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig Reynolds,DET,RB,20,Yes,Yes,No,9,2,No,Yes,0.2222,,,,1,,,0.8841,3.1351,3.1351,0.1333,14,,2,1,2,,1,14,14,1,,,,1,1,0.5,95.8,1.5556,7,,7,7,0.5,1,1.4,3.4,2.4,4.4,3.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,,,,,,
Johnny Mundt,MIN,TE,82,Yes,Yes,No,60,9,No,Yes,0.15,23,0.2,0.0333,4,2.5556,,3.1681,17.9283,17.9283,0.1324,17,,8,0.8889,8,,0.8889,86,62,20,,2,0.25,0.0167,1,0.1111,106.5,1.4333,9.5556,,10.75,7.75,2.5,5,8.6,16.6,12.6,16.6,20.6,16.6,12.6,16.6,16.6,16.6,12.6,20.6,16.6,2,,,,,0.75
Durham Smythe,MIA,TE,64,Yes,Yes,No,26,8,No,Yes,0.3077,61,0.2308,0.0385,4,7.625,1,-5.6551,10.9794,10.9794,0.1455,17,1,7,0.875,3,,0.375,16,9,2,2,,,0.0769,,,45.8,0.6154,2,0.25,5.3333,3,0.6667,1,1.6,4.6,3.1,4.6,6.1,4.6,3.1,4.6,4.6,4.6,3.1,6.1,4.6,,,,,,0.6538
