Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,ReceptionsContested,ReceptionsHero,TouchdownsTotal,AlignmentInlineRoutesPercentage,playerStatsInside20ReceivingTargetsTotal,TouchdownsInEndzone
Jamison Crowder,WAS,WR,29,No,No,Yes,27,8,Yes,Yes,6,0.75,2,0.2963,6,0.75,48,2,1,86,,,,,0.8519,0.1481,8,10.75,,89.6,1.7778,6,-2.6916,,8,0.3333,0.1667,3,15.7617,15.7617,0.2759,16.8,22.8,19.8,22.8,22.8,22.8,19.8,22.8,22.8,22.8,19.8,22.8,22.8,6,2,2,,2,,3,2
KaVontae Turpin,DAL,WR,111,No,No,Yes,106,21,Yes,Yes,15,0.7143,4,0.1981,11,0.5238,225,88,6,311,3,,,0.0189,0.8019,0.1792,21,14.8095,4,102.3,2.1226,10.7143,1.2754,0.1429,20.4545,8,0.5455,8,41.6856,41.6856,0.1892,34.5,45.5,40,45.5,45.5,48.5,43,45.5,45.5,45.5,40,45.5,45.5,17,3,,,2,,6,1
Marquise Brown,KC,WR,22,No,No,No,22,12,No,Yes,6,0.5,,0.5455,6,0.5,70,27,2,115,,,,,0.5,0.5,12,9.5833,2,68.1,3.1818,5.8333,-2.2913,,11.6667,4.5,0.3333,4,18.4639,18.4639,0.5455,7,13,10,13,13,13,10,13,13,13,10,13,13,2,1,1,,,,1,
Jalen Nailor,MIN,WR,178,No,Yes,Yes,178,31,No,No,24,0.7742,4,0.1742,21,0.6774,340,88,37,404,2,1,0.0476,,0.4719,0.5281,31,13.0323,6,136.5,1.9101,10.9677,2.212,0.0645,16.1905,4.1905,1.7619,17,58.3034,58.3034,0.1742,52,73,62.5,73,73,76,65.5,73,73,73,62.5,73,73,17,1,,,3,,2,3
John Metchie,HST,WR,102,No,Yes,No,101,18,No,Yes,12,0.6667,2,0.1782,10,0.5556,115,24,6,173,,,,,0.604,0.396,18,9.6111,,70.4,1.1386,6.3889,-1.9153,,11.5,2.4,0.6,7,33.7204,33.7204,0.1765,17.5,27.5,22.5,27.5,27.5,30.5,25.5,27.5,27.5,27.5,22.5,27.5,27.5,13,4,3,,1,,5,1
Ja'Tavion Sanders,CAR,TE,178,No,No,No,159,23,No,Yes,21,0.913,,0.1447,18,0.7826,200,87,32,144,3,1,0.0556,0.0063,0.4969,0.1887,23,6.2609,2,102.9,1.2579,8.6957,1.4795,0.1304,11.1111,4.8333,1.7778,9,39.5608,39.5608,0.1292,20,38,29,38,47,41,32,38,38,38,29,47,38,16,1,1,,,0.3082,3,
Anthony Miller,BLT,WR,2,Yes,No,No,2,1,No,Yes,1,1,,0.5,1,1,16,,,16,,,,,,1,1,16,,118.8,8,16,5.9048,,16,,,1,1.7588,1.7588,0.5,1.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,2,,,,,,,
Tanner Conner,MIA,TE,7,No,No,Yes,7,2,No,No,1,0.5,,0.2857,1,0.5,11,4,2,46,,,,0.1429,0.5714,0.2857,2,23,1,66.7,1.5714,5.5,-4.5539,,11,4,2,1,2.8122,2.8122,0.2857,1.1,2.1,1.6,2.1,2.6,2.1,1.6,2.1,2.1,2.1,1.6,2.6,2.1,7,,,,,,,
Quintin Morris,BUF,TE,35,No,No,No,32,4,No,No,2,0.5,,0.125,2,0.5,15,6,2,64,,,,,0.25,0.2188,4,16,2,59.4,0.4688,3.75,-5.5326,,7.5,3,1,,7.3571,7.3571,0.1143,1.5,3.5,2.5,3.5,4.5,3.5,2.5,3.5,3.5,3.5,2.5,4.5,3.5,16,,,,,0.5312,,
Teagan Quitoriano,HST,TE,16,No,No,No,14,,No,No,,,,,,,,,,,,,,,0.0714,0.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,0.7857,,
Ashton Dulin,IND,WR,35,No,Yes,No,31,7,Yes,Yes,4,0.5714,,0.2258,2,0.2857,67,43,11,144,,1,0.5,,0.4839,0.4839,7,20.5714,2,106.5,2.1613,9.5714,-1.3553,,33.5,21.5,5.5,2,14.2101,14.2101,0.2,12.7,14.7,13.7,14.7,14.7,14.7,13.7,14.7,14.7,14.7,13.7,14.7,14.7,15,1,,,1,0.0323,,
Jauan Jennings,SF,WR,223,No,No,No,221,94,Yes,Yes,77,0.8191,6,0.4253,69,0.734,888,231,114,976,4,10,0.1449,,0.4615,0.5385,94,10.383,10,111.5,4.0181,9.4468,1.4057,0.0426,12.8696,3.3478,1.6522,42,159.3496,159.3496,0.4215,118.8,187.8,153.3,187.8,187.8,190.8,156.3,187.8,187.8,187.8,153.3,187.8,187.8,15,21,15,1,5,,12,1
Hassan Haskins,LAC,RB,33,No,No,No,19,,No,Yes,,,,,,,,,,,,,,0.8947,,0.1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,
Andrew Ogletree,IND,TE,92,No,Yes,No,57,8,Yes,Yes,5,0.625,,0.1404,4,0.5,48,18,8,89,1,,,,0.3684,0.0702,8,11.125,1,29.2,0.8421,6,-2.902,0.125,12,4.5,2,3,16.7971,16.7971,0.087,4.8,8.8,6.8,8.8,10.8,8.8,6.8,8.8,8.8,8.8,6.8,10.8,8.8,17,,,,,0.5614,2,
Jaylen Warren,PIT,RB,119,No,Yes,No,78,5,No,No,5,1,,0.0641,4,0.8,20,19,9,,,2,0.5,0.8718,0.0256,0.0513,5,,,83.3,0.2564,4,-2.015,,5,4.75,2.25,,7.6852,7.6852,0.042,2,6,4,8,6,6,4,6,6,6,4,6,6,15,1,,,,0.0513,1,
Kendrick Bourne,NE,WR,146,No,No,No,144,32,No,No,27,0.8438,3,0.2222,22,0.6875,270,73,34,345,1,,,,0.2431,0.7569,32,10.7812,3,104.9,1.875,8.4375,0.2173,0.0312,12.2727,3.3182,1.5455,11,62.4666,62.4666,0.2192,33,55,44,55,55,58,47,55,55,55,44,55,55,12,3,1,1,1,,2,1
Juwan Johnson,NO,TE,213,No,No,Yes,198,50,No,Yes,43,0.86,1,0.2525,37,0.74,470,185,69,480,4,4,0.1081,,0.3737,0.1919,50,9.6,5,107.9,2.3737,9.4,1.1969,0.08,12.7027,5,1.8649,24,90.0876,90.0876,0.2347,59,96,77.5,96,114.5,99,80.5,96,96,96,77.5,114.5,96,17,6,3,1,2,0.4343,2,1
David Montgomery,DET,RB,99,No,No,Yes,68,3,Yes,Yes,3,1,,0.0441,3,1,23,20,2,3,,2,0.6667,0.9265,0.0441,0.0294,3,1,,98.6,0.3382,7.6667,1.2993,,7.6667,6.6667,0.6667,2,4.1282,4.1282,0.0303,6.42,9.42,7.92,10.92,9.42,9.42,7.92,9.42,9.42,9.42,7.92,9.45,9.45,14,,,,,,2,
Mack Hollins,BUF,WR,164,No,No,No,153,33,No,No,23,0.697,4,0.2157,20,0.6061,204,48,12,466,,,,,0.3529,0.6209,33,14.1212,6,117.9,1.3333,6.1818,-2.7379,,10.2,2.4,0.6,15,63.5244,63.5244,0.2012,44.4,64.4,54.4,64.4,64.4,67.4,57.4,64.4,64.4,64.4,54.4,64.4,64.4,17,4,2,,4,0.0261,4,3
Tyler Boyd,TEN,WR,222,No,No,No,218,35,No,No,28,0.8,2,0.1606,24,0.6857,305,118,64,291,1,2,0.0833,,0.8394,0.1606,35,8.3143,1,59.8,1.3991,8.7143,1.2758,0.0286,12.7083,4.9167,2.6667,15,67.3082,67.3082,0.1577,30.5,54.5,42.5,54.5,54.5,57.5,45.5,54.5,54.5,54.5,42.5,54.5,54.5,16,7,4,,,,4,
Dareke Young,SEA,WR,1,No,No,No,1,1,No,No,,,,1,,,,,,9,,,,,,1,1,9,,39.6,,,-7.4539,,,,,,1.5704,1.5704,1,,,,,,,,,,,,,,12,,,,,,,
Stephen Sullivan,CAR,TE,3,Yes,No,No,2,1,No,Yes,,,,0.5,,,,,,16,,,,,,0.5,1,16,,39.6,,,-10.191,,,,,,1.9169,1.9169,0.3333,,,,,,,,,,,,,,1,,,,,0.5,,
Foster Moreau,NO,TE,174,No,No,Yes,123,28,No,Yes,21,0.75,7,0.2276,20,0.7143,331,93,31,360,,,,,0.3089,0.065,28,12.8571,5,135.6,2.6911,11.8214,3.2442,,16.55,4.65,1.55,15,63.9485,63.9485,0.1609,57.1,77.1,67.1,77.1,87.1,80.1,70.1,77.1,77.1,77.1,67.1,87.1,77.1,17,2,1,2,4,0.626,6,4
Tyler Allgeier,ATL,RB,64,No,No,No,47,,No,Yes,,,,,,,,,,,,,,0.8936,0.0426,0.0638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,
Jermar Jefferson,DET,RB,3,No,No,No,1,,No,No,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Devaughn Vele,DEN,WR,132,Yes,No,No,127,35,No,Yes,31,0.8857,2,0.2756,26,0.7429,304,69,22,316,2,,,,0.685,0.3071,35,9.0286,4,119.2,2.3937,8.6857,1.0688,0.0571,11.6923,2.6538,0.8462,16,57.8701,57.8701,0.2652,42.4,68.4,55.4,68.4,68.4,71.4,58.4,68.4,68.4,68.4,55.4,68.4,68.4,13,6,3,1,2,0.0079,4,2
Khalil Herbert,CIN,RB,43,No,Yes,No,29,1,No,No,1,1,,0.0345,1,1,1,1,,,,,,0.8276,0.0345,0.1034,1,,,79.2,0.0345,1,-4.8271,,1,1,,,1.5682,1.5682,0.0233,0.1,1.1,0.6,1.6,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,13,,,,,0.0345,,
Trey Sermon,IND,RB,94,No,Yes,No,59,,Yes,Yes,,,,,,,,,,,,,,0.8983,0.0339,0.0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,
Josh Downs,IND,WR,213,No,Yes,No,213,85,Yes,Yes,65,0.7647,5,0.3991,56,0.6588,674,265,66,701,4,6,0.1071,0.0188,0.8451,0.1315,85,8.2471,7,91,3.1643,7.9294,0.3991,0.0471,12.0357,4.7321,1.1786,37,149.5823,149.5823,0.3991,91.4,147.4,119.4,147.4,147.4,150.4,122.4,147.4,147.4,147.4,119.4,147.4,147.4,14,9,5,3,4,0.0047,13,2
Zamir White,LV,RB,36,No,No,No,25,1,No,Yes,1,1,,0.04,1,1,14,20,1,-6,,,,0.84,0.04,0.12,1,-6,,118.8,0.56,14,8.9107,,14,20,1,1,1.208,1.208,0.0278,1.4,2.4,1.9,2.9,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,8,,,,,,,
Ameer Abdullah,LV,RB,168,No,No,No,128,16,No,No,15,0.9375,,0.125,15,0.9375,120,102,35,20,,2,0.1333,0.9531,0.0234,0.0234,16,1.25,,118.8,0.9375,7.5,1.216,,8,6.8,2.3333,8,29.2785,29.2785,0.0952,18,33,25.5,40.5,33,36,28.5,33,33,33,25.5,33,33,16,1,1,,1,,3,
Tanner McLachlan,CIN,TE,1,No,No,No,1,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,
Devin Singletary,NYG,RB,115,No,No,No,69,,No,No,,,,,,,,,,,,,,0.7246,0.0725,0.2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,
Isaiah Hodgins,NYG,WR,14,No,No,No,13,1,No,Yes,1,1,,0.0769,1,1,5,1,,4,,,,,0.4615,0.5385,1,4,,87.5,0.3846,5,-1.0498,,5,1,,,1.3689,1.3689,0.0714,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,3,,,,,,,
Tyjae Spears,TEN,RB,89,No,No,No,69,6,No,No,5,0.8333,,0.087,5,0.8333,32,23,8,15,,2,0.4,0.8551,0.058,0.058,6,2.5,,128.5,0.4638,5.3333,-0.9922,,6.4,4.6,1.6,1,8.8774,8.8774,0.0674,9.2,14.2,11.7,16.7,14.2,14.2,11.7,14.2,14.2,14.2,11.7,14.2,14.2,12,,,,1,0.029,1,
Laviska Shenault,LAC,WR,9,No,No,Yes,6,2,No,Yes,2,1,,0.3333,2,1,12,13,5,-1,,,,,0.8333,0.1667,2,-0.5,,91.7,2,6,1.0325,,6,6.5,2.5,1,4.6213,4.6213,0.2222,1.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,12,,,,,,,
Josh Oliver,MIN,TE,106,No,Yes,Yes,86,15,No,No,13,0.8667,1,0.1744,12,0.8,143,42,13,146,,,,,0.0698,0.0349,15,9.7333,2,146,1.6628,9.5333,1.4973,,11.9167,3.5,1.0833,8,27.9026,27.9026,0.1415,26.3,38.3,32.3,38.3,44.3,41.3,35.3,38.3,38.3,38.3,32.3,44.3,38.3,15,1,,2,2,0.8953,2,1
Nick Chubb,CLV,RB,68,No,No,No,43,3,No,No,2,0.6667,,0.0698,2,0.6667,6,2,,6,,,,0.9302,0.0698,,3,2,,109.7,0.1395,2,-4.2112,,3,1,,1,6.0235,6.0235,0.0448,6.6,8.6,7.6,9.6,8.6,8.6,7.6,8.6,8.6,8.6,7.6,8.6,8.6,8,,,,1,,1,
Michael Carter,ARZ,RB,42,No,No,No,33,,Yes,Yes,,,,,,,,,,,,,,0.8788,0.0606,0.0606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Bucky Irving,TB,RB,114,No,No,Yes,91,5,No,Yes,5,1,,0.0549,5,1,62,80,40,-18,,1,0.2,0.8242,0.044,0.1209,5,-3.6,,118.3,0.6813,12.4,6.677,,12.4,16,8,2,7.3136,7.3136,0.0439,6.2,11.2,8.7,13.7,11.2,11.2,8.7,11.2,11.2,11.2,8.7,11.2,11.2,17,,,,,0.011,1,
D.J. Moore,CHI,WR,256,No,No,No,255,73,No,Yes,52,0.7123,7,0.2863,49,0.6712,583,200,70,819,1,6,0.1224,,0.3059,0.6941,73,11.2192,16,98.1,2.2863,7.9863,-0.1863,0.0137,11.898,4.0816,1.4286,27,134.9064,134.9064,0.2852,81.3,130.3,105.8,130.3,130.3,133.3,107.8,129.3,129.3,129.3,104.8,130.3,129.3,17,9,7,,4,,11,2
Keaton Mitchell,BLT,RB,8,No,No,No,7,,No,Yes,,,,,,,,,,,,,,0.7143,0.2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
Brenden Bates,CLV,TE,8,No,No,No,5,,No,Yes,,,,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,0.6,,
Rome Odunze,CHI,WR,238,No,No,No,234,61,No,Yes,35,0.5738,12,0.2607,30,0.4918,435,100,42,986,2,4,0.1333,0.0043,0.359,0.6368,61,16.1639,18,82.3,1.859,7.1311,-2.3794,0.0328,14.5,3.3333,1.4,21,126.25,126.25,0.2563,61.5,91.5,76.5,91.5,91.5,94.5,79.5,91.5,91.5,91.5,76.5,91.5,91.5,17,10,7,3,3,,13,3
Isaiah Davis,NYJ,RB,30,No,No,No,21,1,No,Yes,,,,0.0476,,,,,,1,,,,0.6667,0.1905,0.1429,1,1,,39.6,,,-5.7294,,,,,,1.2539,1.2539,0.0333,,,,,,,,,,,,,,13,,,,,,,
Colby Parkinson,LA,TE,191,No,No,No,172,27,No,No,19,0.7037,2,0.157,17,0.6296,191,113,43,187,,1,0.0588,,0.1919,0.093,27,6.9259,3,96.4,1.1105,7.0741,-0.4233,,11.2353,6.6471,2.5294,10,42.4463,42.4463,0.1414,25.1,42.1,33.6,42.1,50.6,45.1,36.6,42.1,42.1,42.1,33.6,50.6,42.1,17,3,,,1,0.7151,5,1
Sincere McCormick,LV,RB,21,No,No,No,13,3,Yes,No,3,1,,0.2308,3,1,4,14,3,-10,,,,1,,,3,-3.3333,,79.2,0.3077,1.3333,-4.3425,,1.3333,4.6667,1,1,4.4639,4.4639,0.1429,0.4,3.4,1.9,4.9,3.4,3.4,1.9,3.4,3.4,3.4,1.9,3.4,3.4,4,,,,,,1,
K.J. Osborn,WAS,WR,53,No,No,Yes,53,12,Yes,Yes,7,0.5833,2,0.2264,4,0.3333,39,2,3,90,2,,,,0.2642,0.7358,12,7.5,1,71.2,0.7358,3.25,-4.0046,0.1667,9.75,0.5,0.75,2,20.1684,20.1684,0.2264,9.9,13.9,11.9,13.9,13.9,13.9,11.9,13.9,13.9,13.9,11.9,13.9,13.9,9,1,,,1,,2,1
Tyler Conklin,NYJ,TE,273,No,No,No,236,33,No,Yes,27,0.8182,3,0.1398,24,0.7273,236,124,46,229,1,1,0.0417,0.0042,0.5042,0.1059,33,6.9394,2,122.8,1,7.1515,-0.3252,0.0303,9.8333,5.1667,1.9167,13,63.0923,63.0923,0.1209,41.6,65.6,53.6,65.6,77.6,68.6,56.6,65.6,65.6,65.6,53.6,77.6,65.6,16,1,,,3,0.3856,5,2
Justice Hill,BLT,RB,118,Yes,No,No,77,5,No,Yes,5,1,,0.0649,4,0.8,61,39,,39,,,,0.8831,0.0649,0.039,5,7.8,1,117.5,0.7922,12.2,5.2523,,15.25,9.75,,2,7.3618,7.3618,0.0424,12.1,16.1,14.1,18.1,16.1,16.1,14.1,16.1,16.1,16.1,14.1,16.1,16.1,16,1,,,1,0.013,,
Anthony Firkser,KC,TE,6,No,Yes,No,5,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,
James Conner,ARZ,RB,169,No,No,Yes,117,5,Yes,Yes,4,0.8,,0.0427,4,0.8,27,24,22,-3,,3,0.75,0.7778,0.0684,0.1538,5,-0.6,,49.6,0.2308,5.4,-0.3524,,6.75,6,5.5,2,7.0954,7.0954,0.0296,2.7,6.7,4.7,8.7,6.7,6.7,4.7,6.7,6.7,6.7,4.7,6.7,6.7,16,,,,,,2,
Chris Brooks,GB,RB,45,No,No,No,24,1,No,Yes,1,1,,0.0417,,,,,,4,1,,,0.8333,0.0833,,1,4,,39.6,,,-6.6619,1,,,,,1.8659,1.8659,0.0222,,,,,,,,,,,,,,13,,,,,0.0833,1,
Christian Watson,GB,WR,123,No,No,No,120,35,No,Yes,23,0.6571,5,0.2917,19,0.5429,353,120,13,627,2,1,0.0526,,0.2917,0.7083,35,17.9143,14,96.5,2.9417,10.0857,0.2312,0.0571,18.5789,6.3158,0.6842,13,74.1149,74.1149,0.2846,46.3,65.3,55.8,65.3,65.3,68.3,57.8,64.3,64.3,64.3,54.8,65.3,64.3,15,6,4,1,2,,5,1
Dallin Holker,NO,TE,14,No,No,Yes,11,1,No,Yes,1,1,,0.0909,1,1,5,,,5,,,,,0.1818,0.1818,1,5,,87.5,0.4545,5,-1.48,,5,,,,1.3446,1.3446,0.0714,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,12,,,,,0.6364,,
George Holani,SEA,RB,1,No,No,Yes,1,,No,No,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Jonathon Brooks,CAR,RB,7,No,Yes,Yes,6,2,No,Yes,2,1,,0.3333,2,1,5,10,2,-5,,1,0.5,0.8333,0.1667,,2,-2.5,,79.2,0.8333,2.5,-3.3491,,2.5,5,1,1,4.1641,4.1641,0.2857,0.5,2.5,1.5,3.5,2.5,2.5,1.5,2.5,2.5,2.5,1.5,2.5,2.5,3,,,,,,2,
Tom Kennedy,DET,WR,6,No,No,No,6,1,No,No,,,,0.1667,,,,,,12,,,,,0.3333,0.6667,1,12,,39.6,,,-9.0461,,,,,,1.4094,1.4094,0.1667,,,,,,,,,,,,,,4,,,,,,,
Robbie Chosen,MIA,WR,11,No,Yes,No,11,4,No,Yes,2,0.5,2,0.3636,1,0.25,5,1,1,48,,,,,0.2727,0.7273,4,12,,,0.4545,1.25,-7.7814,,5,1,1,,7.5375,7.5375,0.3636,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,2,,,,,,2,
Ben Sims,GB,TE,32,No,No,No,24,1,No,Yes,1,1,,0.0417,1,1,2,,,2,,,,,0.125,0.125,1,2,,79.2,0.0833,2,-4.3701,,2,,,,1.3995,1.3995,0.0312,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,16,,,,,0.75,,
DeAndre Carter,CHI,WR,37,No,No,No,36,9,No,Yes,7,0.7778,1,0.25,7,0.7778,59,15,12,99,,1,0.1429,,0.7778,0.2222,9,11,2,94,1.6389,6.5556,-1.5526,,8.4286,2.1429,1.7143,2,23.7015,23.7015,0.2432,5.9,12.9,9.4,12.9,12.9,12.9,9.4,12.9,12.9,12.9,9.4,12.9,12.9,13,,,,,,3,
Hunter Long,LA,TE,57,No,No,No,44,6,No,No,4,0.6667,,0.1364,4,0.6667,26,15,5,11,,,,,0.1591,0.0909,6,1.8333,,75.7,0.5909,4.3333,-1.8557,,6.5,3.75,1.25,1,8.7962,8.7962,0.1053,2.6,6.6,4.6,6.6,8.6,6.6,4.6,6.6,6.6,6.6,4.6,8.6,6.6,17,,,,,0.75,,
Kayshon Boutte,NE,WR,226,No,No,No,222,55,No,No,41,0.7455,1,0.2477,37,0.6727,471,130,43,772,3,5,0.1351,,0.1396,0.8514,55,14.0364,12,84.7,2.1216,8.5636,-0.0704,0.0545,12.7297,3.5135,1.1622,19,106.2691,106.2691,0.2434,53.1,90.1,71.6,90.1,90.1,93.1,74.6,90.1,90.1,90.1,71.6,90.1,90.1,15,1,,,1,0.009,3,
Steven Sims,BLT,WR,3,No,No,No,3,,No,Yes,,,,,,,,,,,,,,,0.3333,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
Tommy Tremble,CAR,TE,155,No,No,No,133,21,No,Yes,20,0.9524,2,0.1579,18,0.8571,179,93,60,125,1,3,0.1667,0.015,0.4436,0.1429,21,5.9524,1,133.9,1.3459,8.5238,1.5048,0.0476,9.9444,5.1667,3.3333,11,38.8672,38.8672,0.1355,29.9,47.9,38.9,47.9,56.9,50.9,41.9,47.9,47.9,47.9,38.9,56.9,47.9,12,6,4,,2,0.3985,4,1
Jonathan Mingo,DAL,WR,139,No,No,Yes,137,29,Yes,Yes,16,0.5517,1,0.2117,10,0.3448,105,23,6,358,2,,,,0.3723,0.6204,29,12.3448,5,31.5,0.7664,3.6207,-5.0031,0.069,10.5,2.3,0.6,4,52.098,52.098,0.2086,10.5,20.5,15.5,20.5,20.5,23.5,18.5,20.5,20.5,20.5,15.5,20.5,20.5,17,4,1,,,0.0073,,
Cooper Kupp,LA,WR,209,No,No,Yes,204,80,Yes,Yes,62,0.775,6,0.3922,56,0.7,630,221,51,677,2,6,0.1071,,0.6471,0.3529,80,8.4625,12,114.1,3.0882,7.875,0.324,0.025,11.25,3.9464,0.9107,24,143.6765,143.6765,0.3828,93,149,121,149,149,152,124,149,149,149,121,149,149,12,9,3,2,5,,8,2
Adam Trautman,DEN,TE,106,Yes,No,No,62,10,No,Yes,8,0.8,1,0.1613,8,0.8,114,55,2,75,,,,,0.2258,0.1129,10,7.5,,147.5,1.8387,11.4,3.6825,,14.25,6.875,0.25,5,19.8926,19.8926,0.0943,17.4,25.4,21.4,25.4,29.4,28.4,24.4,25.4,25.4,25.4,21.4,29.4,25.4,17,,,,1,0.6613,2,1
D'Andre Swift,CHI,RB,155,No,No,No,109,5,No,Yes,4,0.8,,0.0459,3,0.6,21,17,7,24,1,1,0.3333,0.7798,0.0275,0.1927,5,4.8,,30,0.1927,4.2,-2.4706,0.2,7,5.6667,2.3333,,7.5422,7.5422,0.0323,2.1,5.1,3.6,6.6,5.1,5.1,3.6,5.1,5.1,5.1,3.6,5.1,5.1,17,,,,,,,
Jase McClellan,ATL,RB,3,No,No,Yes,1,,Yes,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Ja'Marr Chase,CIN,WR,382,No,Yes,No,380,126,No,No,105,0.8333,15,0.3316,89,0.7063,1215,444,187,1309,6,12,0.1348,0.0184,0.3474,0.6342,126,10.3889,15,121.6,3.1974,9.6429,1.6042,0.0476,13.6517,4.9888,2.1011,52,248.6802,248.6802,0.3298,205.5,294.5,250,294.5,294.5,297.5,253,294.5,294.5,294.5,250,294.5,294.5,17,13,6,3,14,,30,5
Jamari Thrash,CLV,WR,43,No,No,No,43,5,No,Yes,5,1,,0.1163,3,0.6,22,13,4,48,1,,,,0.5814,0.4186,5,9.6,1,70.4,0.5116,4.4,-2.8453,0.2,7.3333,4.3333,1.3333,2,8.9385,8.9385,0.1163,2.2,5.2,3.7,5.2,5.2,5.2,3.7,5.2,5.2,5.2,3.7,5.2,5.2,9,1,,,,,,
Saquon Barkley,PHI,RB,167,No,No,No,123,7,No,No,7,1,2,0.0569,6,0.8571,62,10,,58,1,,,0.8455,0.0569,0.0976,7,8.2857,2,143.2,0.5041,8.8571,0.7325,0.1429,10.3333,1.6667,,4,16.5544,16.5544,0.0419,18.2,24.2,21.2,27.2,24.2,24.2,21.2,24.2,24.2,24.2,21.2,24.2,24.2,16,1,1,1,2,,5,2
