Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,TouchdownsTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AveragesPerTargetDropsTotal,TouchdownsInEndzone,DeepTargetTargetsTotal,ReceptionsHero
Savion Williams,GB,WR,11,No,No,No,11,2,No,,No,2,1,,0.1818,2,,1,14,21,1,-7,,,,0.4545,0.2727,2,2,1,-3.5,135.4,1.2727,7,2.1706,7,10.5,0.5,2,4.666,4.666,0.2222,7.4,9.4,8.4,9.4,9.4,9.4,8.4,9.4,9.4,9.4,8.4,9.4,9.4,2,12,1,,0.2727,,,,
Kimani Vidal,LAC,RB,76,Yes,No,No,49,6,No,,Yes,5,0.8333,,0.1224,4,,0.6667,68,80,13,-20,1,0.25,,0.0408,0.0408,3,3,0.5,-3.3333,104.9,1.3878,11.3333,5.4032,17,20,3.25,2,10.376,10.376,0.087,6.8,10.8,8.8,12.8,10.8,10.8,8.8,10.8,10.8,10.8,8.8,10.8,10.8,1,13,,1,0.9184,0.1667,,,
RJ Harvey,DEN,RB,87,Yes,No,No,63,22,No,,Yes,20,0.9091,,0.3492,19,,0.8636,124,149,44,-9,4,0.2105,0.0159,0.127,0.1111,11,4,0.1818,-0.4091,105.3,1.9683,5.6364,-0.4854,6.5263,7.8421,2.3158,7,37.3181,37.3181,0.2683,18.4,37.4,27.9,46.9,37.4,40.4,30.9,37.4,37.4,37.4,27.9,37.4,37.4,4,17,1,1,0.746,0.0455,,,
Mason Tipton,NO,WR,39,No,No,No,36,6,No,1,Yes,6,1,,0.1667,5,,0.8333,43,26,4,31,1,0.2,,0.4167,0.5833,6,,,5.1667,96.5,1.1944,7.1667,0.4871,8.6,5.2,0.8,3,10.6115,10.6115,0.1622,4.3,9.3,6.8,9.3,9.3,9.3,6.8,9.3,9.3,9.3,6.8,9.3,9.3,,13,,,,,,,
Tyreek Hill,MIA,WR,33,No,No,Yes,27,7,No,1,No,7,1,,0.2593,6,,0.8571,64,29,1,46,,,,0.3704,0.6296,6,1,0.1429,6.5714,104.8,2.3704,9.1429,2.0869,10.6667,4.8333,0.1667,3,10.0957,10.0957,0.2258,6.4,12.4,9.4,12.4,12.4,12.4,9.4,12.4,12.4,12.4,9.4,12.4,12.4,,4,,,,,,,
Demarcus Robinson,SF,WR,85,No,No,No,75,8,Yes,,Yes,4,0.5,1,0.1067,4,,0.5,18,6,4,54,,,,0.44,0.56,6,,,6.75,56.3,0.24,2.25,-4.76,4.5,1.5,1,,15.3118,15.3118,0.0964,1.8,5.8,3.8,5.8,5.8,5.8,3.8,5.8,5.8,5.8,3.8,5.8,5.8,1,14,,,,,,,
Tory Horton,SEA,WR,35,No,No,No,27,6,No,1,Yes,3,0.5,2,0.2222,3,1,0.5,20,8,4,45,,,,0.1111,0.8889,5,,,7.5,97.2,0.7407,3.3333,-3.8838,6.6667,2.6667,1.3333,1,13.6028,13.6028,0.1765,8,11,9.5,11,11,11,9.5,11,11,11,9.5,11,11,2,8,1,,,,1,,
Travis Kelce,KC,TE,171,No,No,No,126,31,No,4,No,24,0.7742,1,0.246,22,3,0.7097,177,92,27,129,4,0.1818,0.2937,0.4921,0.1984,24,3,0.0968,4.1613,85,1.4048,5.7097,-0.6108,8.0455,4.1818,1.2273,12,46.6512,46.6512,0.1962,17.7,39.7,28.7,39.7,50.7,42.7,31.7,39.7,39.7,39.7,28.7,50.7,39.7,4,17,,2,0.0159,0.0645,,,
Cole Kmet,CHI,TE,82,Yes,No,No,56,11,No,,Yes,9,0.8182,,0.1964,9,,0.8182,81,71,19,22,1,0.1111,0.5536,0.1964,0.25,7,2,0.1818,2,97.3,1.4464,7.3636,1.0613,9,7.8889,2.1111,3,17.3661,17.3661,0.1507,8.1,17.1,12.6,17.1,21.6,17.1,12.6,17.1,17.1,17.1,12.6,21.6,17.1,,16,,,,,,,
Brenton Strange,JAX,TE,95,No,No,No,78,14,Yes,2,Yes,13,0.9286,2,0.1795,10,1,0.7143,66,31,10,64,1,0.1,0.5256,0.2821,0.1923,8,1,0.0714,4.5714,120.8,0.8462,4.7143,-2.0505,6.6,3.1,1,6,28.3495,28.3495,0.1609,18.6,28.6,23.6,28.6,33.6,28.6,23.6,28.6,28.6,28.6,23.6,33.6,28.6,6,12,2,1,,0.0714,2,,
Rhamondre Stevenson,NE,RB,82,Yes,No,Yes,53,13,No,1,Yes,13,1,,0.2453,12,,0.9231,81,102,5,-17,3,0.25,,0.0189,0.0189,6,2,0.1538,-1.3077,92.6,1.5283,6.2308,0.2028,6.75,8.5,0.4167,3,20.6629,20.6629,0.1711,8.1,20.1,14.1,26.1,20.1,20.1,14.1,20.1,20.1,20.1,14.1,20.1,20.1,2,14,,1,0.9623,0.0769,,,
Kaleb Johnson,PIT,RB,6,No,Yes,No,3,1,No,,Yes,1,1,,0.3333,,,,,,,-3,,,,,,,,,-3,39.6,,,-6.1191,,,,,1.6225,1.6225,0.1667,,,,,,,,,,,,,,,10,,1,1,1,,,
Bhayshul Tuten,JAX,RB,26,No,No,No,18,5,Yes,1,Yes,4,0.8,,0.2778,3,,0.6,26,19,,10,2,0.6667,,0.1111,0.2222,3,1,0.2,2,113.3,1.4444,5.2,-0.9728,8.6667,6.3333,,2,7.291,7.291,0.2174,14.6,17.6,16.1,19.1,17.6,17.6,16.1,17.6,17.6,17.6,16.1,17.6,17.6,2,15,2,,0.6667,,,,
Casey Washington,ATL,WR,33,No,No,No,29,3,No,1,Yes,3,1,,0.1034,3,1,1,33,3,2,30,,,,0.3448,0.6552,2,,,10,112.5,1.1379,11,2.6717,11,1,0.6667,3,4.328,4.328,0.1071,3.3,6.3,4.8,6.3,6.3,6.3,4.8,6.3,6.3,6.3,4.8,6.3,6.3,,7,,,,,,,
Kenneth Gainwell,PIT,RB,118,No,Yes,No,101,40,No,3,No,37,0.925,1,0.396,34,2,0.85,230,261,68,-15,6,0.1765,0.1386,0.1188,0.0693,23,9,0.225,-0.375,107.3,2.2772,5.75,-0.3347,6.7647,7.6765,2,15,66.7934,66.7934,0.3704,35,69,52,86,69,72,55,69,69,69,52,69,69,10,17,2,2,0.6733,0.05,,,
Tyler Badie,DEN,RB,53,Yes,No,No,41,12,No,,Yes,8,0.6667,,0.2927,8,,0.6667,35,82,10,-43,,,0.0488,,,4,4,0.3333,-3.5833,70.1,0.8537,2.9167,-2.5627,4.375,10.25,1.25,3,18.8974,18.8974,0.25,3.5,11.5,7.5,15.5,11.5,11.5,7.5,11.5,11.5,11.5,7.5,11.5,11.5,2,16,,,0.9512,,,,
Owen Wright,TB,RB,1,No,No,No,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,
Kevin Austin,NO,WR,41,No,No,No,35,6,No,1,No,6,1,1,0.1714,3,,0.5,25,2,,52,,,,0.4286,0.5714,6,,,8.6667,100.7,0.7143,4.1667,-3.431,8.3333,0.6667,,1,15.59,15.59,0.1538,8.5,11.5,10,11.5,11.5,11.5,10,11.5,11.5,11.5,10,11.5,11.5,2,8,1,2,,0.3333,1,,
Jalen Brooks,ARZ,WR,17,No,No,No,16,2,No,,Yes,2,1,,0.125,1,,0.5,20,16,10,9,2,2,,0.125,0.875,1,,,4.5,85.4,1.25,10,3.7937,20,16,10,1,2.8046,2.8046,0.1429,2,3,2.5,3,3,3,2.5,3,3,3,2.5,3,3,,6,,1,,0.5,,,
KaVontae Turpin,DAL,WR,77,Yes,No,No,77,19,No,,Yes,16,0.8421,1,0.2468,15,,0.7895,146,105,40,68,3,0.2,,0.7662,0.2208,12,2,0.1053,3.5789,98.7,1.8961,7.6842,1.5501,9.7333,7,2.6667,8,32.1523,32.1523,0.2603,14.6,29.6,22.1,29.6,29.6,32.6,25.1,29.6,29.6,29.6,22.1,29.6,29.6,1,15,,1,0.013,0.0526,,1,
Marquise Brown,KC,WR,108,No,No,No,98,24,No,1,No,18,0.75,,0.2449,16,,0.6667,113,96,34,75,3,0.1875,,0.3469,0.6531,19,4,0.1667,3.125,77.3,1.1531,4.7083,-1.5115,7.0625,6,2.125,6,36.6225,36.6225,0.2376,11.3,27.3,19.3,27.3,27.3,30.3,22.3,27.3,27.3,27.3,19.3,27.3,27.3,2,16,,1,,0.0417,,,
John Metchie,NYJ,WR,87,Yes,No,No,78,23,No,3,Yes,22,0.9565,,0.2949,19,1,0.8261,169,103,30,94,,,,0.3974,0.6026,20,3,0.1304,4.087,111.8,2.1667,7.3478,1.1971,8.8947,5.4211,1.5789,9,33.184,33.184,0.2771,22.9,41.9,32.4,41.9,41.9,44.9,35.4,41.9,41.9,41.9,32.4,41.9,41.9,1,16,1,1,,0.0435,,,
Moliki Matavao,NO,TE,5,No,No,No,3,,No,,No,,,,,,,,,,,,,,0.3333,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Jalen Nailor,MIN,WR,98,No,No,Yes,82,12,No,2,Yes,8,0.6667,3,0.1463,7,1,0.5833,58,15,2,83,1,0.1429,,0.5854,0.4146,9,,,6.9167,36.1,0.7073,4.8333,-2.3919,8.2857,2.1429,0.2857,4,26.1372,26.1372,0.1348,5.8,12.8,9.3,12.8,12.8,12.8,9.3,12.8,12.8,12.8,9.3,12.8,12.8,4,17,,,,,,,
Ja'Tavion Sanders,CAR,TE,67,Yes,No,No,59,10,No,1,Yes,9,0.9,2,0.1695,8,,0.8,50,20,10,62,2,0.25,0.2542,0.5593,0.1864,5,,,6.2,120.8,0.8475,5,-2.3078,6.25,2.5,1.25,3,17.9368,17.9368,0.1639,11,19,15,19,23,19,15,19,19,19,15,23,19,3,13,1,,,,1,,
Jahdae Walker,CHI,WR,14,Yes,No,No,13,2,No,,Yes,1,0.5,1,0.1538,1,,0.5,11,3,,15,,,,0.2308,0.7692,1,,,7.5,66.7,0.8462,5.5,-1.7876,11,3,,,4.4653,4.4653,0.1429,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,1,7,,,,,,,
Tahj Washington,MIA,WR,8,Yes,No,Yes,6,,No,,Yes,,,,,,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Tanner Conner,MIA,TE,41,No,No,No,32,5,Yes,1,Yes,4,0.8,,0.1562,3,,0.6,33,18,2,27,,,0.5,0.3438,0.1562,3,,,5.4,79.6,1.0312,6.6,-0.5158,11,6,0.6667,1,7.0979,7.0979,0.1351,3.3,6.3,4.8,6.3,7.8,6.3,4.8,6.3,6.3,6.3,4.8,7.8,6.3,,9,,1,,0.2,,,
Quintin Morris,JAX,TE,25,No,No,No,20,2,Yes,,Yes,2,1,,0.1,2,,1,20,13,4,7,,,0.4,0.3,0.3,2,,,3.5,108.3,1,10,3.575,10,6.5,2,1,2.7502,2.7502,0.1053,2,4,3,4,5,4,3,4,4,4,3,5,4,,13,,,,,,,
Teagan Quitoriano,ATL,TE,7,No,No,No,1,,No,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,
Ashton Dulin,IND,WR,29,No,No,Yes,27,3,No,,Yes,3,1,,0.1111,3,,1,51,47,19,4,1,0.3333,0.037,0.2593,0.7037,3,1,0.3333,1.3333,118.8,1.8889,17,11.5204,17,15.6667,6.3333,2,4.8856,4.8856,0.12,5.1,8.1,6.6,8.1,8.1,8.1,6.6,8.1,8.1,8.1,6.6,8.1,8.1,1,12,,,,,,,
Jauan Jennings,SF,WR,131,No,No,No,121,28,Yes,9,Yes,23,0.8214,2,0.2314,20,6,0.7143,164,50,30,201,2,0.1,,0.3306,0.6694,23,,,7.1786,109.8,1.3554,5.8571,-1.2096,8.2,2.5,1.5,10,50.649,50.649,0.2314,27.4,47.4,37.4,47.4,47.4,50.4,39.4,46.4,46.4,46.4,36.4,47.4,46.4,6,15,2,,,,1,,
Jack Bech,LV,WR,54,No,No,No,49,12,No,4,No,10,0.8333,,0.2449,9,3,0.75,79,16,13,81,1,0.1111,,0.1837,0.8163,6,,,6.75,57.3,1.6122,6.5833,-0.3037,8.7778,1.7778,1.4444,5,20.9813,20.9813,0.2353,7.9,16.9,12.4,16.9,16.9,16.9,12.4,16.9,16.9,16.9,12.4,16.9,16.9,1,16,,,,,,,
Hassan Haskins,LAC,RB,10,Yes,No,No,5,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,1,,,,
Andrew Ogletree,IND,TE,31,No,Yes,Yes,18,1,No,,No,1,1,,0.0556,1,,1,4,1,,3,,,0.5,0.2778,0.2222,1,,,3,83.3,0.2222,4,-2.3218,4,1,,,1.3777,1.3777,0.0345,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,,15,,,,,,,
Jaylen Warren,PIT,RB,61,No,Yes,No,39,10,No,,No,8,0.8,,0.2564,8,,0.8,105,121,72,-11,6,0.75,0.1026,0.1282,0.0513,4,3,0.3,-1.1,110.4,2.6923,10.5,4.4084,13.125,15.125,9,3,14.3189,14.3189,0.1754,10.5,18.5,14.5,22.5,18.5,21.5,17.5,18.5,18.5,18.5,14.5,18.5,18.5,1,16,,,0.7179,,,,
Kendrick Bourne,SF,WR,103,No,No,No,94,12,Yes,3,Yes,11,0.9167,,0.1277,8,2,0.6667,82,28,13,68,,,,0.2553,0.7447,7,1,0.0833,5.6667,86.1,0.8723,6.8333,-0.1095,10.25,3.5,1.625,5,18.7771,18.7771,0.1224,8.2,16.2,12.2,16.2,16.2,16.2,12.2,16.2,16.2,16.2,12.2,16.2,16.2,1,16,,3,,0.25,,,
Juwan Johnson,NO,TE,132,No,No,No,120,26,No,2,No,24,0.9231,,0.2167,21,1,0.8077,181,113,31,107,2,0.0952,0.325,0.5417,0.1,19,4,0.1538,4.1154,108.5,1.5083,6.9615,0.0646,8.619,5.381,1.4762,8,40.2912,40.2912,0.1985,24.1,45.1,34.6,45.1,55.6,48.1,37.6,45.1,45.1,45.1,34.6,55.6,45.1,3,17,1,2,0.0333,0.0769,,,2
David Montgomery,DET,RB,59,Yes,No,No,40,9,No,,Yes,9,1,,0.225,9,,1,78,94,31,-16,2,0.2222,,,,3,3,0.3333,-1.7778,102.8,1.95,8.6667,2.8767,8.6667,10.4444,3.4444,5,12.1908,12.1908,0.1731,7.8,16.8,12.3,21.3,16.8,16.8,12.3,16.8,16.8,16.8,12.3,16.8,16.8,,17,,,1,,,,
Mack Hollins,NE,WR,95,No,No,No,89,16,No,3,Yes,14,0.875,,0.1798,14,3,0.875,118,35,11,106,1,0.0714,0.0225,0.2921,0.6854,14,,,6.625,97.4,1.3258,7.375,0.3976,8.4286,2.5,0.7857,6,23.6174,23.6174,0.1778,11.8,25.8,18.8,25.8,25.8,28.8,21.8,25.8,25.8,25.8,18.8,25.8,25.8,,15,,,,,,,
Dareke Young,SEA,WR,6,No,No,No,5,1,Yes,,Yes,1,1,,0.2,1,,1,12,,,12,,,,0.2,0.8,1,,,12,116.7,2.4,12,2.9539,12,,,1,1.8039,1.8039,0.1667,1.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,,9,,,,,,,
Foster Moreau,NO,TE,24,No,No,No,20,2,No,,Yes,1,0.5,,0.1,1,,0.5,5,8,5,,1,1,0.5,0.35,0.15,1,,,,56.3,0.25,2.5,-3.5935,5,8,5,,3.0446,3.0446,0.0909,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,,11,,,,,,,
Tyler Allgeier,ATL,RB,49,No,No,No,31,9,No,1,No,9,1,,0.2903,9,1,1,20,24,5,-4,,,,0.0645,0.0968,1,,,-0.4444,79.2,0.6452,2.2222,-3.8185,2.2222,2.6667,0.5556,1,14.0303,14.0303,0.1957,2,11,6.5,15.5,11,11,6.5,11,11,11,6.5,11,11,1,17,,,0.8387,,,,
KeAndre Lambert-Smith,LAC,WR,22,Yes,No,No,18,4,No,1,Yes,3,0.75,,0.2222,3,1,0.75,17,11,4,18,1,0.3333,,0.0556,0.9444,4,1,0.25,4.5,82.3,0.9444,4.25,-2.4112,5.6667,3.6667,1.3333,1,5.9411,5.9411,0.1905,1.7,4.7,3.2,4.7,4.7,4.7,3.2,4.7,4.7,4.7,3.2,4.7,4.7,1,10,,,,,,,
Devaughn Vele,NO,WR,56,No,Yes,No,52,6,No,1,Yes,5,0.8333,,0.1154,5,1,0.8333,42,16,,38,,,0.0385,0.3846,0.5769,3,,,6.3333,95.8,0.8077,7,0.0015,8.4,3.2,,3,9.031,9.031,0.1091,4.2,9.2,6.7,9.2,9.2,9.2,6.7,9.2,9.2,9.2,6.7,9.2,9.2,,13,,,,,,,
Khalil Herbert,NYJ,RB,13,Yes,No,No,5,2,No,,Yes,1,0.5,,0.4,,,,,,,-8,,,,,,,,,-4,39.6,,,-5.5699,,,,,3.0025,3.0025,0.1818,,,,,,,,,,,,,,1,5,,1,1,0.5,,,
Quinshon Judkins,CLV,RB,54,Yes,Yes,No,38,13,No,1,Yes,10,0.7692,,0.3421,9,,0.6923,50,69,21,-21,2,0.2222,0.0263,,0.0263,7,5,0.3846,-1.6154,75.8,1.3158,3.8462,-2.0365,5.5556,7.6667,2.3333,3,20.932,20.932,0.25,5,14,9.5,18.5,14,14,9.5,14,14,14,9.5,14,14,,14,,,0.9474,,,,
Josh Downs,IND,WR,106,No,No,Yes,97,23,No,3,Yes,21,0.913,1,0.2371,17,1,0.7391,127,48,14,115,3,0.1765,,0.7732,0.2062,21,,,5,115.7,1.3093,5.5217,-0.8253,7.4706,2.8235,0.8235,10,38.3088,38.3088,0.23,24.7,41.7,33.2,41.7,41.7,44.7,36.2,41.7,41.7,41.7,33.2,41.7,41.7,4,16,2,4,0.0206,0.1739,1,,
Tetairoa McMillan,CAR,WR,160,No,No,No,150,36,Yes,4,Yes,27,0.75,3,0.24,21,1,0.5833,217,71,20,270,2,0.0952,,0.1733,0.8267,33,,,7.5,73.5,1.4467,6.0278,-1.2863,10.3333,3.381,0.9524,17,62.0148,62.0148,0.2667,27.7,48.7,38.2,48.7,48.7,51.7,41.2,48.7,48.7,48.7,38.2,48.7,48.7,6,17,1,3,,0.0833,1,,1
Zamir White,LV,RB,14,No,No,No,10,2,No,,No,2,1,,0.2,2,,1,13,13,4,,,,,,,,,,,93.8,1.3,6.5,0.7258,6.5,6.5,2,,2.8976,2.8976,0.1538,1.3,3.3,2.3,4.3,3.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,,5,,,1,,,,
Ameer Abdullah,IND,RB,13,No,No,Yes,13,,No,,Yes,,,,,,,,,,,,,,,,0.1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,0.8462,,,,
David Sills,ATL,WR,103,No,No,No,85,9,No,2,No,8,0.8889,,0.1059,7,1,0.7778,65,28,10,42,,,,0.4471,0.5529,5,,,4.6667,96.8,0.7647,7.2222,1.0207,9.2857,4,1.4286,2,15.302,15.302,0.0989,6.5,13.5,10,13.5,13.5,13.5,10,13.5,13.5,13.5,10,13.5,13.5,2,17,,,,,,,
Devin Singletary,NYG,RB,29,Yes,No,No,20,7,No,,Yes,7,1,,0.35,6,,0.8571,25,46,7,-23,1,0.1667,,0.05,0.15,4,3,0.4286,-3.2857,81.5,1.25,3.5714,-2.3105,4.1667,7.6667,1.1667,1,13.1384,13.1384,0.2692,2.5,8.5,5.5,11.5,8.5,8.5,5.5,8.5,8.5,8.5,5.5,8.5,8.5,,17,,1,0.8,0.1429,,,
Gage Larvadain,CLV,WR,36,No,No,Yes,32,2,Yes,,Yes,2,1,,0.0625,2,,1,18,6,1,12,,,,0.4062,0.5938,2,,,6,104.2,0.5625,9,2.2198,9,3,0.5,1,2.7973,2.7973,0.0588,1.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,,13,,,,,,,
Isaiah Hodgins,NYG,WR,50,Yes,No,No,41,2,No,,Yes,1,0.5,,0.0488,1,,0.5,8,2,,11,,,,0.4634,0.5366,2,,,5.5,60.4,0.1951,4,-2.656,8,2,,1,4.1545,4.1545,0.0435,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,7,,,,,,,
Trayveon Williams,CLV,RB,8,No,No,Yes,4,,Yes,,Yes,,,,,,,,,,,,,,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,0.25,,,,
Tyjae Spears,TEN,RB,76,No,No,No,57,19,Yes,,Yes,19,1,,0.3333,16,,0.8421,87,152,58,-94,6,0.375,0.0175,0.1579,0.0351,12,9,0.4737,-4.9474,85.7,1.5263,4.5789,-0.8513,5.4375,9.5,3.625,4,28.2785,28.2785,0.2754,8.7,24.7,16.7,32.7,24.7,24.7,16.7,24.7,24.7,24.7,16.7,24.7,24.7,1,13,,3,0.7895,0.1579,,,
Josh Oliver,MIN,TE,30,No,No,Yes,18,6,No,1,Yes,5,0.8333,,0.3333,4,,0.6667,33,26,4,9,,,0.7222,0.1667,0.1111,5,1,0.1667,1.5,80.6,1.8333,5.5,-0.8009,8.25,6.5,1,2,8.9116,8.9116,0.24,3.3,7.3,5.3,7.3,9.3,7.3,5.3,7.3,7.3,7.3,5.3,9.3,7.3,1,15,,,,,,,
Nick Chubb,HST,RB,52,No,Yes,Yes,36,9,No,,No,5,0.5556,,0.25,5,,0.5556,8,19,9,-3,,,,,0.0278,3,2,0.2222,-0.3333,60.9,0.2222,0.8889,-5.4063,1.6,3.8,1.8,,14.4208,14.4208,0.18,0.8,5.8,3.3,8.3,5.8,5.8,3.3,5.8,5.8,5.8,3.3,5.8,5.8,,15,,,0.9722,,,,
Michael Carter,ARZ,RB,73,No,No,No,62,15,No,1,Yes,12,0.8,1,0.2419,11,,0.7333,96,105,44,13,3,0.2727,,0.0161,0.0484,5,1,0.0667,0.8667,89.9,1.5484,6.4,0.0641,8.7273,9.5455,4,5,21.7033,21.7033,0.2239,9.6,20.6,15.1,26.1,20.6,20.6,15.1,20.6,20.6,20.6,15.1,20.6,20.6,3,13,,,0.9355,,,,
Bucky Irving,TB,RB,63,No,No,No,43,15,Yes,2,Yes,14,0.9333,,0.3488,12,1,0.8,61,104,31,-28,5,0.4167,,0.0465,0.0698,4,3,0.2,-1.8667,105.8,1.4186,4.0667,-1.7344,5.0833,8.6667,2.5833,3,23.4189,23.4189,0.2419,12.1,24.1,18.1,30.1,24.1,24.1,18.1,24.1,24.1,24.1,18.1,24.1,24.1,2,10,1,1,0.8837,0.0667,,,
DJ Moore,CHI,WR,120,Yes,No,No,102,18,No,2,Yes,16,0.8889,1,0.1765,13,,0.7222,135,53,13,118,1,0.0769,,0.2745,0.6961,14,4,0.2222,6.5556,112,1.3235,7.5,-0.2588,10.3846,4.0769,1,7,29.5135,29.5135,0.1651,19.5,32.5,26,32.5,32.5,35.5,29,32.5,32.5,32.5,26,32.5,32.5,1,17,1,2,0.0294,0.1111,1,,
Keaton Mitchell,BLT,RB,18,No,Yes,No,16,5,No,,No,3,0.6,,0.3125,3,,0.6,21,30,1,-19,,,0.125,0.25,,2,2,0.4,-3.8,69.6,1.3125,4.2,-1.4262,7,10,0.3333,,7.1888,7.1888,0.2778,2.1,5.1,3.6,6.6,5.1,5.1,3.6,5.1,5.1,5.1,3.6,5.1,5.1,,13,,,0.625,,,,
Jacory Croskey-Merritt,WAS,RB,41,No,Yes,No,26,5,No,,Yes,4,0.8,,0.1923,4,,0.8,43,46,3,-1,,,,0.1154,0.0385,1,1,0.2,-0.2,102.5,1.6538,8.6,2.555,10.75,11.5,0.75,2,7.3264,7.3264,0.1389,4.3,8.3,6.3,10.3,8.3,8.3,6.3,8.3,8.3,8.3,6.3,8.3,8.3,,17,,,0.8462,,,,
Brenden Bates,CLV,TE,7,No,No,Yes,2,,Yes,,Yes,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
Rome Odunze,CHI,WR,95,No,No,Yes,77,16,No,2,Yes,11,0.6875,2,0.2078,11,2,0.6875,150,77,16,140,,,,0.3766,0.6234,13,1,0.0625,8.75,112,1.9481,9.375,1.5052,13.6364,7,1.4545,10,32.2249,32.2249,0.1839,27,38,32.5,38,38,41,35.5,38,38,38,32.5,38,38,2,12,2,,,,1,1,
Isaiah Bond,CLV,WR,93,No,No,Yes,85,11,Yes,1,Yes,10,0.9091,,0.1294,8,1,0.7273,60,36,6,38,1,0.125,,0.4824,0.5059,10,4,0.3636,3.4545,85.4,0.7059,5.4545,-0.8301,7.5,4.5,0.75,4,17.8692,17.8692,0.1375,6,14,10,14,14,14,10,14,14,14,10,14,14,2,16,,,0.0118,,,,
Isaiah Davis,NYJ,RB,52,No,No,No,35,11,No,1,Yes,10,0.9091,,0.3143,10,1,0.9091,67,89,12,-16,,,,0.0857,0.0571,6,5,0.4545,-1.4545,92,1.9143,6.0909,0.1472,6.7,8.9,1.2,3,15.7968,15.7968,0.2292,6.7,16.7,11.7,21.7,16.7,16.7,11.7,16.7,16.7,16.7,11.7,16.7,16.7,,16,,,0.8571,,,,
Colby Parkinson,LA,TE,74,No,No,No,50,12,No,2,Yes,11,0.9167,1,0.24,9,,0.75,93,73,20,33,,,0.66,0.2,0.14,6,2,0.1667,2.75,124.7,1.86,7.75,1.4632,10.3333,8.1111,2.2222,5,20.3372,20.3372,0.169,15.3,24.3,19.8,24.3,28.8,24.3,19.8,24.3,24.3,24.3,19.8,28.8,24.3,5,15,1,1,,0.0833,,,
Tyler Conklin,LAC,TE,22,Yes,No,No,16,3,No,,Yes,2,0.6667,,0.1875,1,,0.3333,3,7,6,-4,2,2,0.5,0.4375,0.0625,3,2,0.6667,-1.3333,42.4,0.1875,1,-5.1745,3,7,6,,5.6495,5.6495,0.1429,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,10,,1,,0.3333,,,
