Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsTotal,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentWideRoutesPercentage,playerStatsInside20ReceivingTargetsTotal,AlignmentInlineRoutesPercentage,DeepTargetTargetsTotal,ReceptionsHero
TreVeyon Henderson,NE,RB,61,Yes,No,Yes,44,10,No,Yes,9,0.9,0.2273,8,0.8,70,68,11,-1,1,0.8182,0.0682,5,3,0.3,-0.1,95.8,1.5909,7,0.7599,0.1,8.75,8.5,1.375,2,15.5571,15.5571,0.1852,7,15,11,19,15,15,11,15,15,15,11,15,15,17,,,,,,,,0.1136,,,,
Jayden Reed,GB,WR,37,Yes,Yes,Yes,36,5,No,No,5,1,0.1389,5,1,16,21,2,-5,,0.0556,0.6667,2,2,0.4,-1,80,0.4444,3.2,-1.8307,,3.2,4.2,0.4,1,7.6811,7.6811,0.1515,1.6,6.6,4.1,6.6,6.6,6.6,4.1,6.6,6.6,6.6,4.1,6.6,6.6,7,,,,,,2,0.4,0.25,1,0.0278,,
Devin Neal,NO,RB,57,No,No,No,42,9,No,Yes,8,0.8889,0.2143,8,0.8889,44,81,36,-44,,0.9524,,3,2,0.2222,-4.8889,87,1.0476,4.8889,-0.3504,,5.5,10.125,4.5,2,12.4513,12.4513,0.1837,4.4,12.4,8.4,16.4,12.4,12.4,8.4,12.4,12.4,12.4,8.4,12.4,12.4,9,,,,,,3,0.375,0.0476,1,,,
Oronde Gadsden,LAC,TE,127,No,Yes,No,115,29,No,No,25,0.8621,0.2522,22,0.7586,184,64,21,188,,0.0174,0.4957,18,,,6.4828,100.4,1.6,6.3448,-0.9058,,8.3636,2.9091,0.9545,9,52.3764,52.3764,0.2437,29.4,51.4,40.4,51.4,62.4,54.4,42.4,50.4,50.4,50.4,39.4,62.4,50.4,15,3,3,,2,1,1,0.0455,0.1565,7,0.3304,,
Kyle Pitts,ATL,TE,164,No,Yes,No,146,50,No,No,44,0.88,0.3425,40,0.8,324,204,68,179,,,0.3836,32,6,0.12,3.58,88.7,2.2192,6.48,-0.0384,,8.1,5.1,1.7,18,81.1207,81.1207,0.3311,50.4,90.4,70.4,90.4,110.4,93.4,73.4,90.4,90.4,90.4,70.4,110.4,90.4,17,4,3,,3,2,8,0.2,0.1986,10,0.4178,,
Dante Pettis,NO,WR,18,No,Yes,No,16,2,No,No,2,1,0.125,2,1,25,35,-1,-10,,,0.4375,2,2,1,-5,118.8,1.5625,12.5,8.3404,,12.5,17.5,-0.5,1,2.6202,2.6202,0.1176,2.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,8,,,,,,1,0.5,0.5625,,,,
Brayden Willis,SF,TE,1,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
Harold Fannin,CLV,TE,121,No,No,No,102,30,Yes,Yes,23,0.7667,0.2941,19,0.6333,172,89,34,141,,0.0098,0.4314,19,3,0.1,4.7,101,1.6863,5.7333,-1.0468,,9.0526,4.6842,1.7895,9,51.0762,51.0762,0.283,29.2,48.2,38.7,48.2,57.7,51.2,41.7,48.2,48.2,48.2,38.7,57.7,48.2,16,5,1,1,2,,5,0.2632,0.1569,5,0.402,,
Chris Godwin,TB,WR,68,Yes,No,Yes,57,15,No,Yes,12,0.8,0.2632,10,0.6667,160,129,40,78,,,0.5088,9,2,0.1333,5.2,102.1,2.807,10.6667,4.1078,,16,12.9,4,7,21.9787,21.9787,0.2586,16,26,21,26,26,29,24,26,26,26,21,26,26,9,5,,3,,,4,0.4,0.4912,,,,
Terry McLaurin,WAS,WR,70,No,Yes,No,61,12,No,No,9,0.75,0.1967,8,0.6667,91,12,5,128,,,0.1639,7,,,10.6667,117,1.4918,7.5833,-0.8902,,11.375,1.5,0.625,7,24.553,24.553,0.1905,15.1,23.1,19.1,23.1,23.1,23.1,19.1,23.1,23.1,23.1,19.1,23.1,23.1,10,1,2,,1,1,1,0.125,0.8361,2,,,
Dallas Goedert,PHI,TE,128,No,No,Yes,119,32,No,Yes,29,0.9062,0.2689,26,0.8125,192,113,54,134,2,0.0084,0.4202,27,4,0.125,4.1875,131.3,1.6134,6,-0.6945,0.0625,7.3846,4.3462,2.0769,14,63.344,63.344,0.2832,55.2,81.2,68.2,81.2,94.2,84.2,71.2,81.2,81.2,81.2,68.2,94.2,81.2,15,4,4,2,6,3,1,0.0385,0.1513,10,0.4202,,
Arian Smith,NYJ,WR,67,Yes,No,No,60,5,No,Yes,5,1,0.0833,5,1,29,28,15,1,,,0.4667,4,1,0.2,0.2,90.8,0.4833,5.8,0.7024,,5.8,5.6,3,3,7.0115,7.0115,0.0794,2.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,16,1,,1,,,1,0.2,0.5333,,,,
Marvin Mims,DEN,WR,78,No,Yes,No,71,17,No,No,16,0.9412,0.2394,15,0.8824,78,82,15,2,1,0.0563,0.2958,13,5,0.2941,0.1176,85.8,1.0986,4.5882,-0.5811,0.0588,5.2,5.4667,1,4,26.3348,26.3348,0.2429,7.8,22.8,15.3,22.8,22.8,22.8,15.3,22.8,22.8,22.8,15.3,22.8,22.8,15,1,,1,,,2,0.1333,0.6479,2,,,
Raheem Mostert,LV,RB,35,No,No,No,29,9,No,Yes,9,1,0.3103,9,1,35,58,9,-23,,0.931,0.069,2,2,0.2222,-2.5556,82.9,1.2069,3.8889,-1.9698,,3.8889,6.4444,1,3,14.1235,14.1235,0.2647,3.5,12.5,8,17,12.5,12.5,8,12.5,12.5,12.5,8,12.5,12.5,12,,,,,,2,0.2222,,1,,,
Cedric Tillman,CLV,WR,96,No,Yes,No,83,14,No,No,8,0.5714,0.1687,6,0.4286,58,8,3,111,,,0.2771,8,,,7.9286,55.1,0.6988,4.1429,-3.1849,,9.6667,1.3333,0.5,3,20.9227,20.9227,0.175,5.8,11.8,8.8,11.8,11.8,11.8,8.8,11.8,11.8,11.8,8.8,11.8,11.8,13,2,,1,,,,,0.7229,,,,
Calvin Ridley,TEN,WR,40,No,No,Yes,33,11,No,Yes,9,0.8182,0.3333,4,0.3636,49,18,4,94,2,,0.2424,10,,,8.5455,50.9,1.4848,4.4545,-3.0305,0.1818,12.25,4.5,1,3,16.2445,16.2445,0.3143,4.9,8.9,6.9,8.9,8.9,8.9,6.9,8.9,8.9,8.9,6.9,8.9,8.9,7,4,,,,,2,0.5,0.7576,,,,
Jalen Coker,CAR,WR,90,Yes,No,Yes,81,13,No,Yes,12,0.9231,0.1605,12,0.9231,62,21,11,46,,0.0123,0.5926,12,1,0.0769,3.5385,86.5,0.7654,4.7692,-1.3254,,5.1667,1.75,0.9167,5,19.2167,19.2167,0.1585,5.2,17.2,11.2,17.2,17.2,17.2,10.2,16.2,16.2,16.2,10.2,17.2,16.2,11,1,,1,,,1,0.0833,0.3951,,,,
Jacoby Jones,WAS,WR,2,No,No,Yes,1,1,No,Yes,1,1,1,1,1,25,22,,3,,,,1,,,3,118.8,25,25,19.5501,,25,22,,1,1.2729,1.2729,0.5,2.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,1,,,,,,,,1,,,,
Jalen Tolbert,DAL,WR,79,No,No,No,74,8,No,No,7,0.875,0.1081,5,0.625,26,7,2,55,1,,0.4054,7,,,6.875,67.7,0.3514,3.25,-4.0423,0.125,5.2,1.4,0.4,3,13.802,13.802,0.1111,2.6,7.6,5.1,7.6,7.6,7.6,5.1,7.6,7.6,7.6,5.1,7.6,7.6,13,1,,1,,,1,0.2,0.5946,1,,,
Drake London,ATL,WR,122,No,Yes,No,103,32,No,No,24,0.75,0.3107,23,0.7188,239,76,20,262,,0.0097,0.2913,29,,,8.1875,111.3,2.3204,7.4688,0.0151,,10.3913,3.3043,0.8696,12,56.1164,56.1164,0.2807,40.9,63.9,52.4,63.9,63.9,66.9,54.4,62.9,62.9,62.9,51.4,63.9,62.9,12,7,3,4,3,3,,,0.699,3,,1,2
Alec Pierce,IND,WR,131,Yes,Yes,No,119,13,No,Yes,11,0.8462,0.1092,7,0.5385,77,14,7,130,,,0.1008,11,,,10,97.3,0.6471,5.9231,-2.2537,,11,2,1,5,25.7547,25.7547,0.1074,13.7,20.7,17.2,20.7,20.7,20.7,17.2,20.7,20.7,20.7,17.2,20.7,20.7,15,6,2,2,1,1,,,0.8992,2,,,
LaJohntay Wester,BLT,WR,8,No,Yes,Yes,8,,No,No,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,0.5,,,,
Jaylin Lane,WAS,WR,62,No,No,No,52,14,No,Yes,8,0.5714,0.2692,6,0.4286,36,6,15,107,1,,0.3846,9,3,0.2143,7.6429,20.5,0.6923,2.5714,-5.0062,0.0714,6,1,2.5,2,20.3379,20.3379,0.2456,3.6,9.6,6.6,9.6,9.6,9.6,6.6,9.6,9.6,9.6,6.6,9.6,9.6,15,2,,1,,,,,0.6154,,,,
Bo Melton,GB,WR,16,Yes,Yes,Yes,15,3,No,No,1,0.3333,0.2,1,0.3333,10,1,1,33,,,0.5333,1,,,11,43.8,0.6667,3.3333,-4.8945,,10,1,1,1,4.5296,4.5296,0.2143,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,9,1,,1,,,,,0.4667,,,,
DJ Giddens,IND,RB,9,Yes,Yes,No,3,1,No,Yes,,,0.3333,,,,,,-5,,1,,1,,,-5,39.6,,,-5.8711,,,,,,2.6615,2.6615,0.125,,,,,,,,,,,,,,9,,,,,,,,,1,,,
Chris Rodriguez,WAS,RB,28,No,Yes,No,14,2,No,No,2,1,0.1429,2,1,24,22,5,2,,0.8571,0.0714,,,,1,116.7,1.7143,12,5.8891,,12,11,2.5,1,2.8418,2.8418,0.0909,2.4,4.4,3.4,5.4,4.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,13,,,,,,,,0.0714,,,,
Olamide Zaccheaus,CHI,WR,109,No,No,No,91,21,No,Yes,16,0.7619,0.2308,15,0.7143,109,50,16,104,,,0.5055,13,3,0.1429,4.9524,99.1,1.1978,5.1905,-1.4171,,7.2667,3.3333,1.0667,6,33.162,33.162,0.2188,16.9,31.9,24.4,31.9,31.9,34.9,27.4,31.9,31.9,31.9,24.4,31.9,31.9,16,4,1,2,1,1,1,0.0667,0.4945,4,,,1
Theo Wease,MIA,WR,10,Yes,No,Yes,10,3,No,Yes,3,1,0.3,2,0.6667,22,15,5,23,,,,3,,,7.6667,88.2,2.2,7.3333,0.0692,,11,7.5,2.5,2,4.6596,4.6596,0.3,2.2,4.2,3.2,4.2,4.2,4.2,3.2,4.2,4.2,4.2,3.2,4.2,4.2,3,1,,,,,,,1,,,,
Albert Okwuegbunam,LV,TE,8,No,No,No,7,2,No,Yes,2,1,0.2857,2,1,8,15,11,-7,,,0.1429,2,2,1,-3.5,83.3,1.1429,4,-0.6122,,4,7.5,5.5,,2.9179,2.9179,0.2857,0.8,2.8,1.8,2.8,3.8,2.8,1.8,2.8,2.8,2.8,1.8,3.8,2.8,1,,,,,,2,1,,,0.8571,,
Raheim Sanders,CLV,RB,7,No,Yes,No,4,1,No,No,1,1,0.25,1,1,10,4,3,6,,0.75,,1,,,6,108.3,2.5,10,2.2914,,10,4,3,,1.3128,1.3128,0.1667,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,4,,,,,,1,1,0.25,,,,
Tyler Warren,IND,TE,158,Yes,Yes,No,143,34,No,Yes,30,0.8824,0.2378,28,0.8235,272,210,62,122,,0.021,0.4406,31,6,0.1765,3.5882,109.8,1.9021,8,1.2671,,9.7143,7.5,2.2143,12,56.2546,56.2546,0.2329,33.2,61.2,47.2,61.2,75.2,64.2,50.2,61.2,61.2,61.2,47.2,75.2,61.2,17,4,3,2,1,1,3,0.1071,0.0979,6,0.4406,,
Will Mallory,IND,TE,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,
Dee Eskridge,MIA,WR,24,No,No,No,21,2,Yes,Yes,1,0.5,0.0952,1,0.5,5,3,2,8,,,0.1905,1,,,4,56.3,0.2381,2.5,-3.6418,,5,3,2,1,3.0063,3.0063,0.087,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,13,,,,,,,,0.8095,,,,
AJ Dillon,PHI,RB,6,No,Yes,No,4,1,No,No,1,1,0.25,1,1,3,1,1,2,,1,,,,,2,79.2,0.75,3,-3.3947,,3,1,1,,2.5812,2.5812,0.2,0.3,1.3,0.8,1.8,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,7,,,,,,,,,1,,,
Brittain Brown,CHI,RB,6,No,Yes,No,6,1,No,No,,,0.1667,,,,,,4,,0.6667,,,,,4,39.6,,,-6.6619,,,,,,1.3496,1.3496,0.2,,,,,,,,,,,,,,2,,,,,,,,0.3333,,,,
Ross Dwelley,DET,TE,12,No,No,No,7,3,Yes,Yes,3,1,0.4286,2,0.6667,7,7,4,1,,,0.1429,3,,,0.3333,70.1,1,2.3333,-3.1178,,3.5,3.5,2,,5.0143,5.0143,0.25,0.7,2.7,1.7,2.7,3.7,2.7,1.7,2.7,2.7,2.7,1.7,3.7,2.7,10,1,,,,,,,0.1429,1,0.7143,,
Jaxon Smith-Njigba,SEA,WR,131,No,No,No,130,35,No,No,29,0.8286,0.2692,26,0.7429,206,82,46,209,2,0.0154,0.2385,31,6,0.1714,5.9714,93.3,1.5846,5.8857,-0.9746,0.0571,7.9231,3.1538,1.7692,10,65.1048,65.1048,0.2966,38.6,64.6,51.6,64.6,64.6,67.6,54.6,64.6,64.6,64.6,51.6,64.6,64.6,17,5,3,3,3,3,4,0.1538,0.7462,5,,1,
Sam LaPorta,DET,TE,84,Yes,No,No,64,18,Yes,Yes,17,0.9444,0.2812,16,0.8889,189,143,38,62,,0.0156,0.3281,16,2,0.1111,3.4444,110.4,2.9531,10.5,4.0649,,11.8125,8.9375,2.375,7,26.0683,26.0683,0.2368,18.9,34.9,26.9,34.9,42.9,37.9,29.9,34.9,34.9,34.9,26.9,42.9,34.9,9,2,,1,,,4,0.25,0.1562,,0.5,,
Phil Mafah,DAL,RB,2,No,No,No,1,1,No,No,1,1,1,1,1,1,6,3,-5,,1,,1,1,1,-5,79.2,1,1,-4.8711,,1,6,3,,1.3472,1.3472,0.5,0.1,1.1,0.6,1.6,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1,,,,,,,,,,,,
Jackson Hawes,BUF,TE,44,Yes,No,No,29,6,No,Yes,6,1,0.2069,6,1,53,47,19,6,,,0.069,2,,,1,103.5,1.8276,8.8333,3.2,,8.8333,7.8333,3.1667,5,8.6553,8.6553,0.1429,5.3,11.3,8.3,11.3,14.3,11.3,8.3,11.3,11.3,11.3,8.3,14.3,11.3,17,,,,,,,,0.0345,,0.8966,,
Chris Blair,ATL,WR,4,No,No,No,3,,No,Yes,,,,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,0.3333,,,,
Mitchell Tinsley,CIN,WR,48,No,Yes,No,40,4,No,No,3,0.75,0.1,2,0.5,25,1,,54,1,0.025,0.075,4,,,13.5,109.4,0.625,6.25,-3.4263,0.25,12.5,0.5,,2,8.5003,8.5003,0.0976,8.5,10.5,9.5,10.5,10.5,10.5,9.5,10.5,10.5,10.5,9.5,10.5,10.5,17,2,2,1,1,1,,,0.9,2,,,1
Brycen Tremayne,CAR,WR,29,Yes,No,Yes,27,6,No,Yes,5,0.8333,0.2222,4,0.6667,45,18,2,53,,,0.3704,4,,,8.8333,88.9,1.6667,7.5,-0.182,,11.25,4.5,0.5,1,11.6053,11.6053,0.2308,4.5,8.5,6.5,8.5,8.5,8.5,6.5,8.5,8.5,8.5,6.5,8.5,8.5,16,1,,,,,,,0.6296,,,,
Tez Johnson,TB,WR,79,Yes,No,Yes,69,6,No,Yes,6,1,0.087,5,0.8333,48,35,10,40,,0.0145,0.4058,4,2,0.3333,6.6667,139.6,0.6957,8,0.2625,,9.6,7,2,3,13.4471,13.4471,0.0822,22.8,27.8,25.3,27.8,27.8,27.8,25.3,27.8,27.8,27.8,25.3,27.8,27.8,16,3,2,2,3,2,4,0.8,0.5797,2,,,
Christian McCaffrey,SF,RB,160,No,No,No,133,50,No,No,46,0.92,0.3759,41,0.82,339,315,101,48,4,0.8195,0.0977,22,11,0.22,0.96,91.6,2.5489,6.78,0.4182,0.08,8.2683,7.6829,2.4634,19,81.4659,81.4659,0.3401,45.9,86.9,66.4,107.4,86.9,89.9,69.4,86.9,86.9,86.9,66.4,86.9,86.9,17,2,2,,2,2,7,0.1707,0.0602,7,0.0226,,
Sterling Shepard,TB,WR,98,Yes,No,No,86,18,No,Yes,18,1,0.2093,16,0.8889,123,64,23,75,,,0.4767,10,5,0.2778,4.1667,95.1,1.4302,6.8333,0.4233,,7.6875,4,1.4375,5,26.913,26.913,0.2,12.3,28.3,20.3,28.3,28.3,31.3,23.3,28.3,28.3,28.3,20.3,28.3,28.3,13,3,,1,,,,,0.5233,,,,
Khalil Shakir,BUF,WR,120,No,No,Yes,107,32,No,Yes,31,0.9688,0.2991,28,0.875,349,296,193,45,2,0.0093,0.6542,25,11,0.3438,1.4062,143.4,3.2617,10.9062,4.7122,0.0625,12.4643,10.5714,6.8929,13,53.0555,53.0555,0.2936,52.9,80.9,66.9,80.9,80.9,83.9,69.9,80.9,80.9,80.9,66.9,80.9,80.9,16,4,1,3,3,1,10,0.3571,0.3084,5,0.028,,
Pharaoh Brown,ARZ,TE,11,Yes,No,No,7,2,No,Yes,2,1,0.2857,2,1,1,2,,-1,,,0.1429,2,,,-0.5,79.2,0.1429,0.5,-4.8133,,0.5,1,,,5.6542,5.6542,0.2,0.1,2.1,1.1,2.1,3.1,2.1,1.1,2.1,2.1,2.1,1.1,3.1,2.1,7,,,,,,,,,1,0.8571,,
Rico Dowdle,CAR,RB,86,Yes,No,Yes,67,16,No,Yes,15,0.9375,0.2388,14,0.875,114,149,59,-44,1,0.9104,0.0149,6,4,0.25,-2.75,96.4,1.7015,7.125,1.4559,0.0625,8.1429,10.6429,4.2143,5,24.1354,24.1354,0.2105,11.4,25.4,18.4,32.4,25.4,28.4,21.4,25.4,25.4,25.4,18.4,25.4,25.4,17,,,,,,3,0.2143,0.0746,2,,,
Ricky Pearsall,SF,WR,86,No,No,No,79,14,No,Yes,9,0.6429,0.1772,9,0.6429,75,9,3,126,,,0.2785,13,1,0.0714,9,48.2,0.9494,5.3571,-2.5629,,8.3333,1,0.3333,6,35.6986,35.6986,0.1892,7.5,16.5,12,16.5,16.5,16.5,12,16.5,16.5,16.5,12,16.5,16.5,9,1,2,1,,,,,0.7215,2,,,1
Chris Olave,NO,WR,180,No,Yes,No,170,35,No,Yes,31,0.8857,0.2059,26,0.7429,168,81,10,159,2,0.0059,0.4353,26,3,0.0857,4.5429,72.1,0.9882,4.8,-1.6109,0.0571,6.4615,3.1154,0.3846,11,58.2598,58.2598,0.2215,15.8,41.8,28.8,41.8,41.8,44.8,31.8,40.8,40.8,40.8,27.8,41.8,40.8,16,4,1,,,,2,0.0769,0.5588,2,,,
Jeremy McNichols,WAS,RB,63,No,Yes,No,45,16,No,No,12,0.75,0.3556,12,0.75,79,106,50,-22,,0.7333,0.2222,6,6,0.375,-1.375,59.1,1.7556,4.9375,-0.9721,,6.5833,8.8333,4.1667,3,25.0875,25.0875,0.2807,7.9,19.9,13.9,25.9,19.9,19.9,13.9,19.9,19.9,19.9,13.9,19.9,19.9,17,,,,,,4,0.3333,0.0444,2,,,
Jerome Ford,CLV,RB,51,No,No,No,36,9,No,Yes,8,0.8889,0.25,6,0.6667,21,48,6,-24,2,0.8611,,3,2,0.2222,-2.6667,70.1,0.5833,2.3333,-3.3997,0.2222,3.5,8,1,2,14.9308,14.9308,0.2045,2.1,8.1,5.1,11.1,8.1,8.1,5.1,8.1,8.1,8.1,5.1,8.1,8.1,13,,,,,,,,0.0556,2,0.0833,,
George Pickens,DAL,WR,182,No,No,No,174,36,No,No,27,0.75,0.2069,24,0.6667,314,138,43,289,1,,0.1437,28,,,8.0278,91.7,1.8046,8.7222,1.2329,0.0278,13.0833,5.75,1.7917,18,63.6002,63.6002,0.213,37.4,61.4,49.4,61.4,61.4,64.4,52.4,61.4,61.4,61.4,49.4,61.4,61.4,17,8,3,6,1,,2,0.0833,0.8563,9,,,
Josh Jacobs,GB,RB,89,No,No,Yes,58,15,No,Yes,13,0.8667,0.2586,13,0.8667,65,79,12,-16,,0.8448,0.0345,4,2,0.1333,-1.0667,106.9,1.1207,4.3333,-1.7588,,5,6.0769,0.9231,3,22.8126,22.8126,0.1974,12.5,25.5,19,32,25.5,25.5,19,25.5,25.5,25.5,19,25.5,25.5,15,1,1,1,1,1,2,0.1538,0.0517,2,0.069,,1
Cade Stover,HST,TE,20,Yes,Yes,No,18,8,No,Yes,8,1,0.4444,6,0.75,43,23,8,22,,,0.1111,5,,,2.75,87,2.3889,5.375,-0.6858,,7.1667,3.8333,1.3333,2,12.0464,12.0464,0.4211,4.3,10.3,7.3,10.3,13.3,10.3,7.3,10.3,10.3,10.3,7.3,13.3,10.3,9,2,,1,,,,,,1,0.8889,,
Stephen Carlson,CHI,TE,3,No,No,No,2,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,0.5,,0.5,,
Jaylen Waddle,MIA,WR,108,No,No,No,100,24,No,Yes,20,0.8333,0.24,18,0.75,162,46,16,176,2,,0.22,21,1,0.0417,7.3333,89.2,1.62,6.75,-0.5553,0.0833,9,2.5556,0.8889,9,40.018,40.018,0.233,22.52,40.52,31.52,40.52,40.52,43.52,34.52,40.52,40.52,40.52,31.52,40.6,40.6,16,4,1,3,1,1,2,0.1111,0.78,2,,,
Tee Higgins,CIN,WR,149,No,Yes,No,142,25,No,No,20,0.8,0.1761,15,0.6,123,35,17,190,,0.007,0.1549,25,,,7.6,99.3,0.8662,4.92,-2.3755,,8.2,2.3333,1.1333,9,48.9958,48.9958,0.1894,24.3,39.3,31.8,39.3,39.3,42.3,34.8,39.3,39.3,39.3,31.8,39.3,39.3,15,12,4,6,2,2,,,0.838,8,,,1
Scott Miller,PIT,WR,35,No,Yes,Yes,33,1,No,No,1,1,0.0303,1,1,9,,,9,,,0.0909,1,,,9,104.2,0.2727,9,1.5461,,9,,,1,3.2951,3.2951,0.0303,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,13,,,,,,,,0.9091,,,,
Rashod Bateman,BLT,WR,81,No,No,Yes,74,9,No,Yes,8,0.8889,0.1216,7,0.7778,49,22,11,44,1,0.0135,0.0811,6,,,4.8889,89.4,0.6622,5.4444,-0.885,0.1111,7,3.1429,1.5714,2,14.0909,14.0909,0.125,4.9,11.9,8.4,11.9,11.9,11.9,8.4,11.9,11.9,11.9,8.4,11.9,11.9,13,2,1,2,,,1,0.1429,0.9054,3,,,
Grant Calcaterra,PHI,TE,50,No,Yes,No,33,5,No,No,4,0.8,0.1515,3,0.6,29,16,3,28,,,0.4545,4,,,5.6,76.3,0.8788,5.8,-1.0939,,9.6667,5.3333,1,1,9.0819,9.0819,0.1087,2.9,5.9,4.4,5.9,7.4,5.9,4.4,5.9,5.9,5.9,4.4,7.4,5.9,15,2,1,1,,,,,0.1212,1,0.4242,,
Clyde Edwards-Helaire,KC,RB,4,No,No,No,4,1,No,Yes,1,1,0.25,1,1,7,8,3,-1,,1,,,,,-1,95.8,1.75,7,1.181,,7,8,3,,1.3123,1.3123,0.25,0.7,1.7,1.2,2.2,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,2,,,,,,,,,,,,
Ryan Flournoy,DAL,WR,86,No,No,No,81,15,No,No,13,0.8667,0.1852,11,0.7333,95,55,24,80,2,,0.358,14,3,0.2,5.3333,89.6,1.1728,6.3333,-0.5851,0.1333,8.6364,5,2.1818,7,25.5152,25.5152,0.1899,9.5,20.5,15,20.5,20.5,20.5,15,20.5,20.5,20.5,15,20.5,20.5,15,1,1,,,,1,0.0909,0.642,2,,,
Mike Gesicki,CIN,TE,69,No,Yes,No,66,15,No,No,11,0.7333,0.2273,10,0.6667,84,36,8,98,,,0.697,12,,,6.5333,53.2,1.2727,5.6,-1.895,,8.4,3.6,0.8,5,27.3017,27.3017,0.25,8.4,18.4,13.4,18.4,23.4,18.4,13.4,18.4,18.4,18.4,13.4,23.4,18.4,13,1,1,1,,,,,0.2424,2,0.0606,,1
Nikko Remigio,KC,WR,4,Yes,No,No,3,,No,Yes,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,0.6667,,,,
Deebo Samuel,WAS,WR,121,No,Yes,No,113,35,No,No,34,0.9714,0.3097,30,0.8571,275,233,71,87,1,0.0265,0.6903,28,13,0.3714,2.4857,116.1,2.4336,7.8571,1.6515,0.0286,9.1667,7.7667,2.3667,13,60.7944,60.7944,0.3125,45.5,75.5,60.5,75.5,75.5,78.5,63.5,75.5,75.5,75.5,60.5,75.5,75.5,16,7,2,5,3,2,9,0.3,0.2832,6,,,
Julius Chestnut,TEN,RB,4,No,Yes,No,3,1,No,No,,,0.3333,,,,,,13,,1,,1,,,13,39.6,,,-7.0476,,,,,,1.4737,1.4737,0.3333,,,,,,,,,,,,,,17,,,,,,,,,,,,
Wan'Dale Robinson,NYG,WR,139,No,No,No,130,41,No,Yes,35,0.8537,0.3154,29,0.7073,202,112,55,176,1,0.0231,0.6385,36,9,0.2195,4.2927,79.5,1.5538,4.9268,-1.4621,0.0244,6.9655,3.8621,1.8966,8,66.4278,66.4278,0.3417,26.2,55.2,40.7,55.2,55.2,58.2,43.7,55.2,55.2,55.2,40.7,55.2,55.2,16,9,1,3,1,,5,0.1724,0.3385,4,,,
Devin Duvernay,CHI,WR,9,No,No,No,8,1,No,Yes,,,0.125,,,,,,5,,0.125,0.25,,,,5,39.6,,,-6.3628,,,,,,1.6126,1.6126,0.1429,,,,,,,,,,,,,,17,,,,,,,,0.625,,,,
