"Rank","Name","Team","POS","G","Season","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"197","Luke Schoonmaker","DAL","TE","17","2025","133","19.4","6.6","152","3.1","23","1.4","3.7","0.17","14","60.9","132","7.8","2.8","0.99","5.74","9.43","88","6.29","36","2.57","0","0.0","2","1","0","4","13","3.3","1","0.07","7","0.053","3","13.0","21","91.3","0","","6","2","33.3","0","76.7","15.3","-1.5","8.3","24.1","67.7","","0.20","1.6","27.2","36.2","2.1","0.27","36.2"
"198","Treylon Burks","WAS","WR","8","2025","141","55.5","14.8","340","20.1","23","2.9","11.2","0.16","10","43.5","130","16.3","9.0","0.92","5.65","13.00","36","3.60","14","1.40","1","16.7","5","5","1","6","17","12.5","2","0.20","7","0.050","0","","14","60.9","1","4.3","6","2","33.3","1","40.1","19.8","-3.6","80.9","17.7","0.7","0.7","0.21","3.6","29.0","52.4","6.6","0.37","52.4"
"199","Gabe Davis","BUF","WR","6","2025","116","54.7","9.3","168","15.2","18","3.0","10.1","0.16","12","66.7","129","21.5","8.8","1.11","7.17","10.75","32","2.67","17","1.42","1","9.1","6","2","1","1","14","12.3","1","0.08","8","0.069","1","5.6","15","83.3","0","","7","5","71.4","0","82.9","17.1","-0.8","87.9","9.5","2.6","","0.27","5.2","30.9","37.2","6.2","0.32","37.2"
"200","Dante Pettis","NO","WR","8","2025","73","22.7","7.0","77","3.5","11","1.4","4.0","0.15","9","81.8","127","15.9","6.0","1.74","11.55","14.11","107","11.89","15","1.67","0","0.0","0","0","0","2","8","4.3","5","0.56","4","0.055","0","","9","81.8","3","27.3","0","0","0.0","0","114.8","16.7","4.1","56.2","43.8","","","0.28","2.6","20.7","19.6","2.5","0.27","19.6"
"201","Marquez Valdes-Scantling","PIT, SF","WR","10","2025","214","50.6","12.1","351","14.2","29","2.9","7.4","0.14","14","48.3","120","12.0","4.3","0.56","4.14","8.57","29","2.07","28","2.00","1","7.7","5","4","1","5","26","9.7","0","","6","0.028","1","3.4","20","69.0","3","10.3","9","5","55.6","0","71.0","14.4","-4.5","72.9","27.1","","","0.15","3.2","32.0","57.1","5.7","0.27","57.1"
"202","Mo Alie-Cox","IND","TE","17","2025","111","18.5","4.8","91","2.1","19","1.1","3.5","0.17","13","68.4","117","6.9","2.9","1.05","6.16","9.00","72","5.54","24","1.85","1","4.0","6","1","1","0","12","2.9","0","","4","0.036","2","10.5","15","78.9","0","","3","1","33.3","0","80.4","12.0","-0.3","0.9","9.0","90.1","","0.28","1.8","30.7","29.5","1.7","0.27","29.5"
"203","Mitchell Tinsley","CIN","WR","17","2025","129","18.7","14.9","358","7.9","24","1.4","3.8","0.19","8","33.3","116","6.8","2.7","0.90","4.83","14.50","17","2.13","9","1.13","2","5.6","5","4","2","8","18","4.3","1","0.13","6","0.047","2","8.3","12","50.0","0","","6","3","50.0","1","77.8","18.6","-4.7","82.2","16.3","0.8","0.8","0.24","1.9","31.6","51.3","3.0","0.40","51.3"
"204","Isaiah Hodgins","NYG","WR","7","2025","185","77.7","11.2","190","11.7","17","2.4","8.4","0.09","10","58.8","115","16.4","7.9","0.62","6.76","11.50","19","1.90","8","0.80","1","12.5","3","1","1","3","13","8.9","1","0.10","6","0.032","0","","11","64.7","0","","4","3","75.0","1","98.9","10.5","-1.5","61.1","37.8","1.1","","0.15","3.9","27.5","34.6","4.9","0.19","34.6"
"205","Ben Sinnott","WAS","TE","16","2025","99","18.4","8.4","109","3.1","13","0.8","3.0","0.13","11","84.6","114","7.1","3.7","1.15","8.77","10.36","55","5.00","22","2.00","1","5.6","1","0","0","3","9","3.2","1","0.09","5","0.051","0","","11","84.6","0","","1","1","100.0","0","128.8","16.0","1.5","9.1","31.3","55.6","4.0","0.29","1.8","28.4","20.4","1.3","0.21","20.4"
"206","Ian Thomas","LV","TE","15","2025","74","13.6","3.2","41","1.4","13","0.9","2.8","0.18","13","100.0","114","7.6","3.7","1.54","8.77","8.77","73","5.62","29","2.23","0","0.0","0","0","0","0","9","2.9","1","0.08","5","0.068","0","","13","100.0","1","7.7","0","0","0.0","0","103.2","10.9","2.1","13.5","16.2","68.9","1.4","0.33","1.6","24.4","19.4","1.3","0.26","19.4"
"207","Elijah Moore","BUF","WR","9","2025","103","31.9","7.5","128","6.7","17","1.9","6.3","0.17","9","52.9","112","12.4","5.1","1.09","6.59","12.44","64","7.11","17","1.89","0","0.0","0","0","0","2","12","7.1","2","0.22","4","0.039","3","17.6","13","76.5","3","17.6","4","2","50.0","0","49.1","21.0","-0.9","58.3","39.8","","1.9","0.28","3.2","28.6","30.2","3.4","0.25","25.7"
"208","Johnny Mundt","JAX","TE","16","2025","114","18.6","5.2","94","2.1","18","1.1","3.4","0.16","9","50.0","111","6.9","2.9","0.97","6.17","12.33","81","9.00","37","4.11","0","0.0","0","0","0","0","8","2.2","2","0.22","6","0.053","5","27.8","16","88.9","2","11.1","3","0","0.0","0","69.4","12.4","-0.7","8.8","13.2","78.1","","0.18","1.3","20.1","27.0","1.7","0.24","27.0"
"209","Brock Wright","DET","TE","11","2025","111","29.1","1.8","32","1.5","18","1.6","5.1","0.16","14","77.8","108","9.8","3.9","0.97","6.00","7.71","88","6.29","22","1.57","2","8.3","2","1","1","0","13","5.3","0","","7","0.063","1","5.6","16","88.9","1","5.6","1","0","0.0","0","128.7","12.2","0.2","10.8","24.3","61.3","3.6","0.33","3.3","36.8","28.8","2.6","0.26","28.8"
"210","Jimmy Horn","CAR","WR","13","2025","78","18.6","6.7","94","4.0","14","1.1","3.8","0.18","11","78.6","108","8.3","4.3","1.38","7.71","9.82","70","6.36","22","2.00","0","0.0","2","0","0","2","9","4.3","2","0.18","4","0.051","1","7.1","12","85.7","3","21.4","0","0","0.0","0","98.8","23.3","0.8","24.4","71.8","1.3","2.6","0.37","2.2","28.7","27.1","2.1","0.29","23.0"
"211","Jamari Thrash","CLV","WR","9","2025","128","34.3","10.0","140","7.0","14","1.6","4.2","0.11","10","71.4","107","11.9","6.4","0.84","7.64","10.70","6","0.60","4","0.40","0","0.0","1","1","0","2","9","4.1","0","","5","0.039","1","7.1","11","78.6","0","","1","0","0.0","0","93.5","12.8","0.5","43.8","56.3","","","0.16","2.3","20.7","19.8","2.2","0.16","19.8"
"212","Bo Melton","GB","WR","9","2025","45","16.1","18.1","217","9.7","12","1.3","5.0","0.27","4","33.3","107","11.9","6.0","2.38","8.92","26.75","9","2.25","6","1.50","1","7.7","0","0","0","3","7","4.9","0","","4","0.089","1","8.3","7","58.3","0","","3","2","66.7","0","60.1","31.6","-1.0","48.9","51.1","","","0.53","2.7","23.9","23.7","2.6","0.49","21.8"
"213","Ashton Dulin","IND","WR","12","2025","66","15.3","15.4","154","5.0","10","0.8","2.6","0.15","5","50.0","106","8.8","3.5","1.61","10.60","21.20","53","10.60","24","4.80","0","0.0","1","0","0","3","9","3.0","1","0.20","4","0.061","0","","6","60.0","1","10.0","2","1","50.0","0","87.9","15.6","1.1","75.8","22.7","1.5","","0.30","1.7","20.0","20.0","1.7","0.28","18.3"
"214","Drew Sample","CIN","TE","17","2025","191","27.7","-0.3","-5","-0.1","17","1.0","2.7","0.09","15","88.2","106","6.2","2.5","0.55","6.24","7.07","110","7.33","28","1.87","1","2.8","1","0","0","0","4","1.0","0","","5","0.026","0","","16","94.1","0","","2","1","50.0","0","112.3","6.9","0.8","4.7","6.8","65.4","23.0","0.17","1.9","31.9","27.2","1.6","0.14","26.8"
"215","John Bates","WAS","TE","15","2025","123","23.8","4.1","61","1.8","15","1.0","3.6","0.12","11","73.3","103","6.9","3.5","0.84","6.87","9.36","71","6.45","18","1.64","1","6.3","1","1","1","0","12","4.4","0","","6","0.049","1","6.7","13","86.7","2","13.3","1","0","0.0","0","114.0","10.7","0.0","5.7","13.0","81.3","","0.22","1.8","27.3","25.1","1.7","0.20","25.1"
"216","Tyler Conklin","LAC","TE","10","2025","78","19.3","4.5","45","1.8","10","1.0","2.9","0.13","7","70.0","101","10.1","4.4","1.29","10.10","14.43","58","8.29","14","2.00","0","0.0","0","0","0","0","9","3.8","3","0.43","3","0.038","2","20.0","9","90.0","2","20.0","0","0","0.0","0","102.5","15.4","2.9","12.8","47.4","38.5","1.3","0.22","1.7","17.3","20.3","2.0","0.26","20.0"
"217","Josh Reynolds","NYJ","WR","5","2025","153","81.8","13.2","278","24.3","21","4.2","14.4","0.14","11","52.4","101","20.2","10.7","0.66","4.81","9.18","16","1.45","9","0.82","0","0.0","1","1","0","4","15","19.0","1","0.09","4","0.026","1","4.8","14","66.7","0","","5","2","40.0","1","26.2","18.9","-3.9","77.8","22.2","","","0.15","4.6","23.1","35.5","7.1","0.23","35.5"
"218","Will Dissly","LAC","TE","9","2025","84","22.4","4.3","65","2.5","15","1.7","4.8","0.18","11","73.3","97","10.8","4.3","1.15","6.47","8.82","66","6.00","17","1.55","0","0.0","1","0","0","0","9","4.5","1","0.09","5","0.060","1","6.7","15","100.0","1","6.7","4","1","25.0","0","90.1","18.1","-0.2","16.7","17.9","65.5","","0.25","2.3","20.7","22.5","2.5","0.27","22.5"
"219","Casey Washington","ATL","WR","7","2025","95","38.6","17.8","249","13.4","14","2.0","6.2","0.15","6","42.9","94","13.4","5.6","0.99","6.71","15.67","12","2.00","5","0.83","0","0.0","0","0","0","3","8","5.3","0","","6","0.063","1","7.1","9","64.3","0","","3","1","33.3","0","65.8","17.1","-3.9","65.3","34.7","","","0.16","2.2","15.4","24.5","3.5","0.26","24.5"
"220","Darius Cooper","PHI","WR","13","2025","90","20.7","9.5","105","3.5","11","0.8","2.9","0.12","9","81.8","92","7.1","3.7","1.02","8.36","10.22","25","2.78","15","1.67","0","0.0","0","0","0","1","7","2.9","0","","6","0.067","0","","9","81.8","0","","2","2","100.0","0","101.5","14.7","0.7","57.8","42.2","","","0.20","1.4","18.2","23.0","1.8","0.26","23.0"
"221","Konata Mumpfield","LA","WR","17","2025","166","26.4","12.7","280","5.2","22","1.3","3.7","0.13","10","45.5","92","5.4","2.0","0.55","4.18","9.20","26","2.60","7","0.70","1","2.2","4","1","1","3","11","2.7","0","","7","0.042","2","9.1","14","63.6","1","4.5","7","4","57.1","0","53.6","13.8","-4.4","79.5","20.5","","","0.15","1.5","25.2","42.9","2.5","0.26","42.9"
"222","Tanner Conner","MIA","TE","9","2025","96","30.2","8.1","121","6.7","15","1.7","5.2","0.16","9","60.0","91","10.1","4.9","0.95","6.07","10.11","40","4.44","11","1.22","0","0.0","3","1","0","1","6","3.2","0","","3","0.031","3","20.0","13","86.7","0","","3","1","33.3","0","49.6","14.6","-1.8","14.6","39.6","45.8","","0.19","2.0","18.1","25.0","2.8","0.26","25.0"
"223","Taysom Hill","NO","TE","13","2025","79","15.6","3.0","48","1.3","16","1.2","3.6","0.20","11","68.8","91","7.0","2.8","1.15","5.69","8.27","87","7.91","22","2.00","0","0.0","0","1","0","1","11","3.7","0","","2","0.025","3","18.8","14","87.5","5","31.3","0","0","0.0","0","83.1","23.9","-1.0","27.8","39.2","11.4","21.5","0.54","3.3","42.8","58.5","4.5","0.34","26.6"
"224","Brevyn Spann-Ford","DAL","TE","17","2025","70","10.2","8.7","113","2.3","13","0.8","2.1","0.19","9","69.2","90","5.3","1.9","1.29","6.92","10.00","36","4.00","9","1.00","1","3.2","2","1","1","1","9","2.3","1","0.11","4","0.057","0","","10","76.9","0","","2","1","50.0","0","82.2","15.9","-1.0","2.9","28.6","67.1","1.4","0.34","1.4","24.0","22.9","1.3","0.33","22.9"
"225","Cody White","SEA","WR","9","2025","43","15.5","9.5","38","2.1","4","0.4","1.6","0.09","3","75.0","90","10.0","4.3","2.09","22.50","30.00","59","19.67","53","17.67","1","8.3","0","0","0","0","3","2.0","2","0.67","2","0.047","0","","3","75.0","0","","1","1","100.0","0","116.7","10.5","14.2","60.5","39.5","","","0.42","2.0","18.0","6.6","0.7","0.15","6.6"
"226","Hunter Renfrow","CAR","WR","6","2025","143","63.6","8.1","187","14.5","23","3.8","11.2","0.16","15","65.2","89","14.8","7.4","0.62","3.87","5.93","25","1.67","7","0.47","2","18.2","6","3","2","1","16","12.3","0","","8","0.056","0","","18","78.3","2","8.7","3","2","66.7","0","101.5","19.3","-3.7","19.6","80.4","","","0.25","6.0","35.9","44.2","7.4","0.31","44.2"
"227","Nick Westbrook-Ikhine","MIA","WR","15","2025","179","37.6","5.3","95","3.4","18","1.2","4.2","0.10","11","61.1","89","5.9","3.1","0.50","4.94","8.09","32","2.91","19","1.73","0","0.0","2","0","0","0","13","4.6","1","0.09","8","0.045","3","16.7","15","83.3","2","11.1","3","2","66.7","0","50.5","9.9","-1.7","58.1","41.9","","","0.11","1.3","19.9","34.7","2.3","0.19","34.7"
"228","Jahdae Walker","CHI","WR","7","2025","57","20.1","14.2","142","8.0","10","1.4","3.9","0.18","6","60.0","87","12.4","4.9","1.53","8.70","14.50","9","1.50","2","0.33","2","15.4","2","3","2","2","4","3.1","0","","4","0.070","0","","7","70.0","0","","1","1","100.0","0","127.9","20.0","-0.5","63.2","36.8","","","0.47","3.8","26.7","18.7","2.7","0.33","18.7"
"229","Skyy Moore","SF","WR","17","2025","62","9.9","15.9","111","2.8","7","0.4","1.2","0.11","5","71.4","87","5.1","2.0","1.40","12.43","17.40","27","5.40","23","4.60","0","0.0","0","0","0","2","5","1.4","2","0.40","5","0.081","0","","5","71.4","0","","2","2","100.0","0","113.4","12.1","2.9","71.0","29.0","","","0.24","0.9","14.8","13.8","0.8","0.21","12.8"
"230","Malik Heath","GB","WR","11","2025","86","23.1","9.3","65","2.5","7","0.6","2.1","0.08","6","85.7","86","7.8","3.3","1.00","12.29","14.33","29","4.83","20","3.33","0","0.0","0","0","0","1","7","3.2","2","0.33","4","0.047","1","14.3","7","100.0","1","14.3","0","0","0.0","1","117.9","8.5","4.5","60.5","36.0","3.5","","0.17","1.3","14.6","10.6","1.0","0.12","10.6"
"231","Hunter Long","JAX","TE","9","2025","112","30.7","4.1","65","2.4","16","1.8","4.9","0.14","12","75.0","85","9.4","4.1","0.76","5.31","7.08","34","2.83","8","0.67","2","18.2","4","2","2","0","10","4.3","0","","5","0.045","4","25.0","16","100.0","0","","1","1","100.0","0","126.3","13.3","-1.1","20.5","24.1","54.5","0.9","0.29","3.6","32.5","30.3","3.4","0.27","30.3"
"232","Luke Farrell","SF","TE","17","2025","121","19.3","3.5","42","1.0","12","0.7","2.1","0.10","11","91.7","85","5.0","2.0","0.70","7.08","7.73","53","4.82","26","2.36","2","6.1","4","1","0","0","6","1.7","1","0.09","6","0.050","0","","11","91.7","0","","4","4","100.0","0","135.8","9.3","0.6","8.3","11.6","79.3","0.8","0.25","1.8","30.5","20.4","1.2","0.17","20.4"
"233","Noah Brown","WAS","WR","4","2025","63","42.9","15.4","154","17.0","10","2.5","8.7","0.16","5","50.0","83","20.8","11.0","1.32","8.30","16.60","10","2.00","4","0.80","0","0.0","2","1","0","3","7","10.1","0","","3","0.048","0","","7","70.0","0","","3","1","33.3","0","78.3","20.8","-0.9","82.5","17.5","","","0.21","3.3","13.3","19.8","5.0","0.31","19.8"
"234","Curtis Samuel","BUF","WR","6","2025","76","38.0","12.4","99","7.1","8","1.3","4.7","0.11","7","87.5","81","13.5","5.2","1.07","10.13","11.57","26","3.71","4","0.57","1","9.1","1","0","0","2","4","3.8","0","","5","0.066","0","","7","87.5","0","","1","1","100.0","0","148.4","11.0","1.5","60.5","39.5","","","0.28","3.5","21.1","15.3","2.5","0.19","14.8"
"235","Malachi Corley","CLV","WR","13","2025","68","14.6","0.2","2","0.1","12","0.9","3.0","0.18","11","91.7","79","6.1","3.4","1.16","6.58","7.18","91","8.27","15","1.36","0","0.0","1","0","0","0","8","3.4","3","0.27","4","0.059","0","","11","91.7","6","50.0","1","1","100.0","0","94.1","20.7","1.2","33.8","60.3","1.5","4.4","0.46","2.4","31.6","25.2","1.9","0.26","17.5"
"236","Savion Williams","GB","WR","12","2025","39","9.8","1.4","14","0.5","10","0.8","2.8","0.26","10","100.0","78","6.5","2.8","2.00","7.80","7.80","64","6.40","17","1.70","1","5.9","4","0","0","1","7","3.0","2","0.20","3","0.077","0","","10","100.0","7","70.0","1","1","100.0","0","132.5","28.6","2.3","30.8","53.8","2.6","12.8","0.68","2.2","26.5","24.9","2.1","0.49","19.0"
"237","Grant Calcaterra","PHI","TE","15","2025","105","20.5","6.2","80","2.2","13","0.9","2.9","0.12","9","69.2","76","5.1","2.6","0.72","5.85","8.44","33","3.67","7","0.78","1","4.5","3","1","0","0","11","3.8","0","","4","0.038","1","7.7","11","84.6","0","","4","3","75.0","0","109.8","11.0","-1.3","9.5","43.8","46.7","","0.22","1.5","22.6","21.9","1.5","0.21","21.9"
"238","Cade Stover","HST","TE","9","2025","67","21.3","1.9","30","1.4","16","1.8","5.6","0.24","12","75.0","76","8.4","3.8","1.13","4.75","6.33","53","4.42","21","1.75","0","0.0","3","0","0","0","13","7.0","0","","4","0.060","2","12.5","16","100.0","0","","3","2","66.7","0","84.4","23.2","-1.1","11.9","9.0","77.6","1.5","0.30","2.2","19.9","27.2","3.0","0.36","24.2"
"239","Mason Tipton","NO","WR","13","2025","165","32.1","8.9","151","4.2","17","1.3","3.8","0.10","11","64.7","76","5.8","2.5","0.46","4.47","6.91","41","3.73","5","0.45","0","0.0","2","1","0","3","14","4.7","1","0.09","4","0.024","0","","13","76.5","1","5.9","2","0","0.0","0","50.1","12.1","-3.0","67.3","32.1","","0.6","0.12","1.6","20.4","33.1","2.5","0.19","31.4"
"240","Efton Chism","NE","WR","8","2025","32","11.8","12.7","38","1.8","3","0.4","1.4","0.09","3","100.0","75","9.4","3.6","2.34","25.00","25.00","40","13.33","9","3.00","1","5.6","1","1","1","0","3","2.0","0","","3","0.094","0","","3","100.0","0","","0","0","0.0","0","158.3","9.4","15.7","75.0","21.9","3.1","","0.52","2.1","16.5","9.5","1.2","0.30","9.5"
"241","John FitzPatrick","GB","TE","15","2025","107","21.2","1.7","26","0.7","15","1.0","3.3","0.14","12","80.0","72","4.8","2.0","0.67","4.80","6.00","55","4.58","21","1.75","1","4.0","4","1","1","0","3","1.1","1","0.08","4","0.037","2","13.3","14","93.3","0","","1","1","100.0","0","108.9","12.9","-1.1","8.4","12.1","75.7","3.7","0.24","1.7","25.2","29.3","2.0","0.27","29.3"
"242","Gage Larvadain","CLV","WR","13","2025","121","26.0","9.3","121","4.9","13","1.0","3.3","0.11","7","53.8","71","5.5","3.1","0.59","5.46","10.14","30","4.29","7","1.00","0","0.0","0","1","0","2","12","5.0","2","0.29","3","0.025","2","15.4","10","76.9","0","","1","0","0.0","0","37.7","12.6","-2.0","57.0","43.0","","","0.11","1.0","13.4","19.4","1.5","0.16","18.9"
"243","Allen Lazard","NYJ","WR","10","2025","145","35.8","12.2","219","8.8","18","1.8","5.5","0.12","10","55.6","70","7.0","3.6","0.48","3.89","7.00","37","3.70","13","1.30","1","9.1","6","5","1","4","9","4.3","0","","4","0.028","1","5.6","11","61.1","2","11.1","3","2","66.7","0","60.0","15.4","-4.2","56.6","43.4","","","0.16","2.3","23.0","37.5","3.8","0.26","37.5"
"244","Ben Skowronek","PIT","WR","16","2025","46","8.3","10.8","65","2.2","6","0.4","1.2","0.13","4","66.7","69","4.3","2.0","1.50","11.50","17.25","23","5.75","5","1.25","1","3.8","1","1","0","0","3","0.9","0","","4","0.087","0","","4","66.7","0","","0","0","0.0","0","145.1","10.9","3.1","60.9","39.1","","","0.37","1.1","16.9","10.3","0.6","0.22","10.3"
"245","Ray-Ray McCloud","ATL, NYG","WR","6","2025","128","56.6","6.2","80","5.6","13","2.2","6.5","0.10","7","53.8","69","11.5","4.8","0.54","5.31","9.86","45","6.43","33","4.71","0","0.0","1","1","0","0","10","7.7","3","0.43","4","0.031","2","15.4","9","69.2","2","15.4","1","1","100.0","0","37.0","11.3","-1.9","68.0","32.0","","","0.11","2.3","13.9","24.0","4.0","0.19","24.0"
"246","Xavier Weaver","ARZ","WR","9","2025","187","45.7","15.2","198","7.9","13","1.4","3.7","0.07","7","53.8","67","7.4","2.7","0.36","5.15","9.57","20","2.86","2","0.29","0","0.0","3","1","0","5","8","3.6","0","","2","0.011","1","7.7","8","61.5","0","","2","1","50.0","0","36.4","7.9","-3.9","78.1","21.9","","","0.07","1.5","13.7","28.5","3.2","0.15","28.5"
"247","James Proche","TEN","WR","9","2025","91","27.5","15.5","155","8.6","10","1.1","3.4","0.11","6","60.0","65","7.2","3.8","0.71","6.50","10.83","4","0.67","","","0","0.0","0","0","0","3","7","3.8","0","","2","0.022","0","","6","60.0","0","","0","0","0.0","1","79.2","10.8","-2.7","69.2","29.7","","1.1","0.14","1.4","12.5","22.1","2.5","0.24","22.1"
"248","Kameron Johnson","TB","WR","17","2025","39","6.1","12.9","90","2.0","7","0.4","1.3","0.18","4","57.1","64","3.8","1.7","1.64","9.14","16.00","21","5.25","2","0.50","1","3.8","0","0","0","2","6","1.6","0","","3","0.077","1","14.3","5","71.4","1","14.3","0","0","0.0","0","87.8","18.4","0.1","56.4","43.6","","","0.45","1.0","17.7","12.9","0.8","0.31","12.0"
"249","Dee Eskridge","MIA","WR","13","2025","54","12.5","12.5","75","3.0","6","0.5","1.5","0.11","4","66.7","62","4.8","2.3","1.15","10.33","15.50","9","2.25","7","1.75","0","0.0","0","0","0","1","4","1.6","0","","3","0.056","0","","4","66.7","0","","1","1","100.0","1","100.7","12.5","1.9","70.4","29.6","","","0.17","0.7","9.2","10.7","0.8","0.20","10.7"
"250","Scott Miller","PIT","WR","13","2025","93","20.4","5.5","66","2.7","12","0.9","2.8","0.13","9","75.0","62","4.8","2.1","0.67","5.17","6.89","33","3.67","8","0.89","0","0.0","2","1","0","1","11","3.9","1","0.11","4","0.043","0","","10","83.3","3","25.0","1","1","100.0","0","86.1","13.0","-1.8","74.2","25.8","","","0.16","1.2","15.2","21.2","1.6","0.23","21.2"
"251","Foster Moreau","NO","TE","11","2025","69","15.9","2.4","24","0.8","10","0.9","2.6","0.14","7","70.0","59","5.4","2.2","0.86","5.90","8.43","42","6.00","21","3.00","0","0.0","1","0","0","0","6","2.4","1","0.14","2","0.029","1","10.0","8","80.0","0","","0","0","0.0","0","45.4","12.7","-0.3","7.2","20.3","72.5","","0.19","1.2","12.9","14.9","1.4","0.22","14.9"
"252","Shedrick Jackson","LV","WR","5","2025","17","11.0","16.0","80","10.0","5","1.0","3.8","0.29","4","80.0","56","11.2","8.6","3.29","11.20","14.00","6","1.50","1","0.25","1","33.3","0","1","1","2","4","4.7","0","","2","0.118","0","","4","80.0","0","","0","0","0.0","0","152.9","33.3","2.2","41.2","58.8","","","0.94","3.2","15.9","9.0","1.8","0.50","8.6"
"253","Quintin Morris","JAX","TE","13","2025","65","13.7","7.4","52","1.5","7","0.5","1.7","0.11","6","85.7","55","4.2","1.8","0.85","7.86","9.17","22","3.67","4","0.67","1","3.7","1","0","0","0","6","2.1","0","","4","0.062","0","","6","85.7","0","","0","0","0.0","0","139.0","10.4","0.5","15.4","24.6","58.5","1.5","0.27","1.3","17.5","15.4","1.2","0.24","15.4"
"254","Robbie Chosen","WAS","WR","3","2025","39","39.8","14.1","127","16.2","9","3.0","10.7","0.23","5","55.6","53","17.7","8.2","1.36","5.89","10.60","5","1.00","3","0.60","0","0.0","0","0","0","2","9","15.0","0","","2","0.051","0","","7","77.8","0","","3","1","33.3","0","72.9","25.0","-3.0","89.7","10.3","","","0.26","3.4","10.3","20.9","7.0","0.54","20.9"
"255","Anthony Firkser","DET","TE","7","2025","96","33.2","4.8","38","2.1","8","1.1","3.0","0.08","8","100.0","53","7.6","2.6","0.55","6.63","6.63","15","1.88","4","0.50","0","0.0","3","0","0","0","5","2.7","0","","4","0.042","0","","8","100.0","1","12.5","2","2","100.0","0","94.3","8.1","-0.4","24.0","43.8","31.3","1.0","0.14","1.9","13.3","12.6","1.8","0.13","12.6"
"256","Arian Smith","NYJ","WR","16","2025","229","40.2","14.3","215","7.1","15","0.9","3.3","0.07","7","46.7","52","3.3","2.0","0.23","3.47","7.43","33","4.71","16","2.29","0","0.0","0","2","0","5","12","4.0","1","0.14","4","0.017","0","","10","66.7","2","13.3","4","1","25.0","0","27.6","8.9","-5.3","57.2","42.8","","","0.06","0.8","13.5","29.5","1.8","0.12","27.6"
"257","Stone Smartt","NYJ","TE","8","2025","51","18.9","4.8","43","3.3","9","1.1","4.1","0.18","7","77.8","52","6.5","5.1","1.02","5.78","7.43","26","3.71","22","3.14","0","0.0","0","0","0","0","9","5.6","1","0.14","3","0.059","0","","8","88.9","0","","5","4","80.0","0","90.7","18.8","-0.9","13.7","52.9","33.3","","0.24","1.5","12.2","12.6","1.6","0.25","12.6"
"258","KeAndre Lambert-Smith","LAC","WR","10","2025","68","17.2","17.6","211","8.1","12","1.2","3.6","0.18","5","41.7","51","5.1","2.2","0.75","4.25","10.20","20","4.00","6","1.20","1","6.7","2","1","1","6","12","5.4","1","0.20","3","0.044","1","8.3","6","50.0","1","8.3","2","2","100.0","0","47.6","21.1","-5.3","91.2","8.8","","","0.24","1.6","16.1","26.0","2.6","0.38","26.0"
"259","Jalen Brooks","DAL, ARZ","WR","6","2025","68","28.3","10.8","65","4.2","6","1.0","2.8","0.09","3","50.0","51","8.5","3.5","0.75","8.50","17.00","18","6.00","10","3.33","0","0.0","0","0","0","1","3","2.3","2","0.67","3","0.044","1","16.7","4","66.7","0","","0","0","0.0","0","79.2","10.0","0.2","75.0","25.0","","","0.10","1.2","7.1","8.7","1.5","0.13","8.7"
"260","Michael Bandy","DEN","WR","4","2025","13","8.7","5.8","23","1.9","4","1.0","2.9","0.31","4","100.0","50","12.5","6.2","3.85","12.50","12.50","27","6.75","2","0.50","1","12.5","1","0","0","0","3","3.9","0","","3","0.231","0","","4","100.0","0","","0","0","0.0","0","158.3","44.4","5.8","15.4","84.6","","","1.08","3.5","14.0","5.5","1.4","0.42","5.5"
"261","Brenden Bates","CLV, HST","TE","9","2025","29","9.3","7.6","38","2.0","5","0.6","1.9","0.17","4","80.0","48","5.3","2.9","1.66","9.60","12.00","10","2.50","5","1.25","0","0.0","1","0","0","0","2","1.2","1","0.25","3","0.103","1","20.0","5","100.0","0","","2","1","50.0","0","106.7","15.6","1.7","3.4","3.4","93.1","","0.30","1.0","8.8","9.5","1.1","0.33","9.5"
"262","Mason Kinsey","TEN","WR","10","2025","42","11.3","22.5","90","4.4","4","0.4","1.2","0.10","2","50.0","48","4.8","2.4","1.14","12.00","24.00","4","2.00","","","0","0.0","0","0","0","2","2","1.0","0","","2","0.048","1","25.0","3","75.0","0","","1","1","100.0","0","93.8","12.1","0.8","57.1","42.9","","","0.16","0.7","6.8","7.0","0.7","0.17","7.0"
"263","Charlie Woerner","ATL","TE","17","2025","114","19.5","1.1","9","0.2","8","0.5","1.5","0.07","8","100.0","48","2.8","1.3","0.42","6.00","6.00","39","4.88","26","3.25","0","0.0","1","0","0","0","3","0.8","2","0.25","2","0.018","0","","8","100.0","0","","3","3","100.0","0","91.7","4.4","-0.2","6.1","10.5","43.0","40.4","0.11","0.8","12.8","11.8","0.7","0.10","11.8"
