Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,TargetedReadFirstTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,YardsAirTotal,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,AverageDepthOfTarget,TargetsContestedTotal,ReceptionsContested,AlignmentInlineRoutesPercentage,DropsTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AveragesPerTargetDropsTotal,TargetsInEndzone,ReceptionsHero,TouchdownsTotal,TouchdownsInEndzone,DeepTargetTargetsTotal
Noah Gray,KC,TE,116,Yes,No,No,100,23,No,Yes,19,0.8261,0.23,18,0.7826,169,74,19,1,0.0556,0.03,14,90,1.69,7.3478,0.0846,9.3889,4.1111,1.0556,11,41.9657,41.9657,0.1983,28.9,46.9,37.9,46.9,55.9,49.9,40.9,46.9,46.9,46.9,37.9,55.9,46.9,5,17,147,0.25,0.15,6.3913,,,0.57,1,,,0.0435,3,,2,2,
Brian Thomas,JAX,WR,179,No,Yes,No,176,54,Yes,Yes,45,0.8333,0.3068,36,0.6667,465,220,73,2,0.0556,0.0057,50,110.5,2.642,8.6111,1.1772,12.9167,6.1111,2.0278,24,93.6079,93.6079,0.3017,70.5,106.5,88.5,106.5,106.5,109.5,91.5,106.5,106.5,106.5,88.5,106.5,106.5,6,17,451,0.2841,0.7102,8.3519,6,1,,5,,,0.0926,3,,4,2,2
Jakobi Meyers,LV,WR,227,No,No,No,224,68,No,Yes,55,0.8088,0.3036,50,0.7353,555,177,71,5,0.1,0.0045,57,102.3,2.4777,8.1618,0.4987,11.1,3.54,1.42,31,110.1018,110.1018,0.2996,61.5,111.5,86.5,111.5,111.5,114.5,89.5,111.5,111.5,111.5,86.5,111.5,111.5,9,15,582,0.3036,0.692,8.5588,13,10,,1,,,0.0147,3,2,1,1,4
DeAndre Hopkins,KC,WR,118,No,No,No,118,36,No,Yes,31,0.8611,0.3051,28,0.7778,286,54,16,5,0.1786,,30,127.5,2.4237,7.9444,0.2092,10.2143,1.9286,0.5714,19,72.4592,72.4592,0.3051,46.6,74.6,60.6,74.6,74.6,77.6,63.6,74.6,74.6,74.6,60.6,74.6,74.6,5,16,319,0.2373,0.7627,8.8611,7,5,,1,,,0.0278,3,1,3,2,1
Tim Patrick,DET,WR,143,No,Yes,Yes,139,23,No,No,19,0.8261,0.1655,17,0.7391,238,74,41,2,0.1176,,16,103.2,1.7122,10.3478,1.519,14,4.3529,2.4118,11,46.4898,46.4898,0.1608,29.8,46.8,38.3,46.8,46.8,49.8,41.3,46.8,46.8,46.8,38.3,46.8,46.8,2,16,281,0.2302,0.7698,12.2174,2,,,1,,,0.0435,1,,1,1,4
Dez Fitzpatrick,LAC,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
Tay Martin,TEN,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
Ezekiel Elliott,DAL,RB,59,No,No,No,45,3,Yes,Yes,1,0.3333,0.0667,1,0.3333,5,4,1,,,0.7556,3,42.4,0.1111,1.6667,-4.2515,5,4,1,,4.9901,4.9901,0.0508,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1,15,-1,0.1556,0.0889,-0.3333,,,,,,,,,,,,
Stone Smartt,LAC,TE,40,No,No,No,36,10,No,Yes,9,0.9,0.2778,8,0.8,94,27,4,,,,7,105.8,2.6111,9.4,0.4538,11.75,3.375,0.5,6,19.5409,19.5409,0.25,9.4,17.4,13.4,17.4,21.4,17.4,13.4,17.4,17.4,17.4,13.4,21.4,17.4,1,14,101,0.3333,0.2222,10.1,2,2,0.4444,1,,,0.1,,,,,
Eric Tomlinson,LAC,TE,18,No,No,Yes,7,2,No,Yes,2,1,0.2857,,,,,,,,,1,39.6,,,-6.2734,,,,,3.6046,3.6046,0.1111,,,,,,,,,,,,,,1,9,9,,0.1429,4.5,1,,0.8571,1,,,0.5,,,,,
Xavier Hutchinson,HST,WR,111,No,No,No,110,17,No,Yes,9,0.5294,0.1545,8,0.4706,94,12,5,1,0.125,0.0091,9,39.8,0.8545,5.5294,-3.1183,11.75,1.5,0.625,5,31.8688,31.8688,0.1532,9.4,17.4,13.4,17.4,17.4,17.4,13.4,17.4,17.4,17.4,13.4,17.4,17.4,2,16,201,0.3,0.6909,11.8235,1,,,,,,,2,3,,,1
Simi Fehoko,LAC,WR,45,No,No,No,45,6,Yes,Yes,3,0.5,0.1333,3,0.5,40,10,,,,,4,71.5,0.8889,6.6667,-1.6178,13.3333,3.3333,,3,9.8364,9.8364,0.1333,4,7,5.5,7,7,7,5.5,7,7,7,5.5,7,7,,8,67,0.1556,0.8444,11.1667,,,,,,,,,,,,
T.J. Hockenson,MIN,TE,115,No,Yes,Yes,110,40,No,No,35,0.875,0.3636,29,0.725,296,91,37,2,0.069,,25,72.5,2.6909,7.4,-0.5487,10.2069,3.1379,1.2759,20,67.6083,67.6083,0.3478,29.6,58.6,44.1,58.6,73.1,61.6,47.1,58.6,58.6,58.6,44.1,73.1,58.6,6,10,337,0.3182,0.1364,8.425,8,4,0.5455,2,,,0.05,2,2,,,2
Michael Pittman,IND,WR,184,No,Yes,No,178,51,Yes,Yes,38,0.7451,0.2865,32,0.6275,383,113,63,1,0.0312,,42,75.9,2.1517,7.5098,-0.5998,11.9688,3.5312,1.9688,16,86.3808,86.3808,0.2772,43.3,75.3,59.3,75.3,75.3,78.3,61.3,74.3,74.3,74.3,58.3,75.3,74.3,6,16,529,0.3371,0.6629,10.3725,13,8,,1,,,0.0196,2,,1,1,6
Malik Washington,MIA,WR,86,No,No,No,80,14,No,Yes,12,0.8571,0.175,12,0.8571,112,26,11,2,0.1667,,13,100,1.4,8,0.9941,9.3333,2.1667,0.9167,7,21.9954,21.9954,0.1628,11.2,23.2,17.2,23.2,23.2,26.2,20.2,23.2,23.2,23.2,17.2,23.2,23.2,,14,91,0.575,0.425,6.5,3,2,,,,,,,,,,
Tyler Goodson,IND,RB,28,No,Yes,No,22,3,Yes,Yes,3,1,0.1364,3,1,9,4,2,,,0.6364,1,118.8,0.4091,3,-3.4523,3,1.3333,0.6667,1,6.3405,6.3405,0.1071,6.9,9.9,8.4,11.4,9.9,9.9,8.4,9.9,9.9,9.9,8.4,9.9,9.9,1,16,8,0.2273,0.1364,2.6667,,,,,,,,1,,1,1,
Jordan Mason,SF,RB,74,Yes,No,No,60,3,Yes,Yes,2,0.6667,0.05,2,0.6667,29,19,15,,,0.8167,1,97.9,0.4833,9.6667,2.9023,14.5,9.5,7.5,2,4.2535,4.2535,0.0405,2.9,4.9,3.9,5.9,4.9,4.9,3.9,4.9,4.9,4.9,3.9,4.9,4.9,,12,10,0.1,0.05,3.3333,1,1,0.0333,,,,,,,,,
Feleipe Franks,CAR,TE,4,No,No,No,3,1,No,Yes,1,1,0.3333,1,1,12,1,,,,0.3333,,116.7,4,12,3.2598,12,1,,1,1.5093,1.5093,0.25,1.2,2.2,1.7,2.2,2.7,2.2,1.7,2.2,2.2,2.2,1.7,2.7,2.2,,15,11,,,11,,,0.6667,,,,,,,,,
Tre Tucker,LV,WR,249,No,No,No,245,30,No,Yes,20,0.6667,0.1224,19,0.6333,194,82,27,,,,24,81.8,0.7918,6.4667,-0.8776,10.2105,4.3158,1.4211,9,49.8293,49.8293,0.1205,19.4,38.4,28.9,38.4,38.4,41.4,31.9,38.4,38.4,38.4,28.9,38.4,38.4,1,17,227,0.2163,0.7837,7.5667,5,4,,1,,,0.0333,,,,,
Grant DuBose,MIA,WR,15,No,Yes,No,13,2,No,No,2,1,0.1538,1,0.5,13,1,,,,,2,31.3,1,6.5,-3.6427,13,1,,1,5.5419,5.5419,0.1333,1.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,,3,33,0.4615,0.5385,16.5,1,,,,,,,,,,,1
Tim Jones,JAX,WR,20,No,Yes,No,19,5,Yes,Yes,3,0.6,0.2632,3,0.6,41,19,1,,,,3,86.3,2.1579,8.2,1.2273,13.6667,6.3333,0.3333,3,6.8191,6.8191,0.25,4.1,7.1,5.6,7.1,7.1,7.1,5.6,7.1,7.1,7.1,5.6,7.1,7.1,,16,36,0.4737,0.4737,7.2,1,1,0.0526,,,,,,,,,
Jonathan Taylor,IND,RB,120,No,Yes,No,89,7,Yes,Yes,5,0.7143,0.0787,4,0.5714,32,29,6,,,0.8539,3,108.3,0.3596,4.5714,-1.4422,8,7.25,1.5,3,12.1694,12.1694,0.0583,9.2,13.2,11.2,15.2,13.2,13.2,11.2,13.2,13.2,13.2,11.2,13.2,13.2,2,14,7,0.0337,0.1124,1,,,,1,,,0.1429,,,1,,
Troy Franklin,DEN,WR,66,Yes,No,No,65,13,No,Yes,9,0.6923,0.2,9,0.6923,98,36,8,,,,10,84.8,1.5077,7.5385,-0.3925,10.8889,4,0.8889,6,22.5199,22.5199,0.197,15.8,24.8,20.3,24.8,24.8,24.8,20.3,24.8,24.8,24.8,20.3,24.8,24.8,2,16,120,0.3846,0.6154,9.2308,1,1,,,,,,1,,1,1,3
Javon Baker,NE,WR,14,No,No,No,11,1,No,No,,,0.0909,,,,,,,,,1,39.6,,,-6.9491,,,,,1.4755,1.4755,0.0714,,,,,,,,,,,,,,,10,6,0.1818,0.8182,6,,,,,,,,,,,,
Audric Estime,DEN,RB,11,Yes,No,No,5,1,No,Yes,1,1,0.2,1,1,11,13,5,,,1,,112.5,2.2,11,4.802,11,13,5,1,1.4591,1.4591,0.0909,1.1,2.1,1.6,2.6,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,,13,-2,,,-2,,,,,,,,,,,,
Charlie Kolar,BLT,TE,27,No,No,No,17,5,No,Yes,4,0.8,0.2941,4,0.8,59,46,5,,,,2,115.8,3.4706,11.8,5.2879,14.75,11.5,1.25,2,7.4886,7.4886,0.1852,5.9,9.9,7.9,9.9,11.9,9.9,7.9,9.9,9.9,9.9,7.9,11.9,9.9,,13,20,0.2353,,4,,,0.7647,,,,,,,,,
Brady Russell,SEA,TE,3,No,No,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,1,,,,,,,,,
Darnell Washington,PIT,TE,55,No,No,No,43,8,No,Yes,8,1,0.186,7,0.875,53,42,17,1,0.1429,,8,94.3,1.2326,6.625,0.4822,7.5714,6,2.4286,2,11.5482,11.5482,0.1455,5.3,12.3,8.8,12.3,15.8,12.3,8.8,12.3,12.3,12.3,8.8,15.8,12.3,,17,19,0.0233,0.0233,2.375,,,0.9535,,,,,,,,,
Zach Ertz,WAS,TE,163,No,No,Yes,158,47,No,Yes,39,0.8298,0.2975,35,0.7447,343,90,26,,,,35,134.1,2.1709,7.2979,-0.3783,9.8,2.5714,0.7429,24,98.3866,98.3866,0.2883,76.3,111.3,93.8,111.3,128.8,114.3,96.8,111.3,111.3,111.3,93.8,128.8,111.3,13,17,368,0.5063,0.1013,7.8298,7,4,0.3924,2,,,0.0426,7,3,7,6,1
Davis Allen,LA,TE,59,No,No,No,53,9,No,No,5,0.5556,0.1698,4,0.4444,16,6,1,,,0.0189,4,51.6,0.3019,1.7778,-4.9946,4,1.5,0.25,1,17.838,17.838,0.1525,1.6,5.6,3.6,5.6,7.6,5.6,3.6,5.6,5.6,5.6,3.6,7.6,5.6,5,14,43,0.1321,0.1321,4.7778,,,0.717,,,,,2,,,,1
John Samuel Shenker,LV,TE,15,No,No,No,10,1,No,No,1,1,0.1,1,1,7,3,1,,,0.1,1,95.8,0.7,7,0.9333,7,3,1,,1.5114,1.5114,0.0667,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,,7,4,0.3,0.2,4,,,0.4,,,,,,,,,
Laquon Treadwell,IND,WR,3,No,No,No,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0.6667,0.3333,,,,,,,,,,,,,
Javonte Williams,DEN,RB,120,Yes,No,No,68,5,No,Yes,4,0.8,0.0735,2,0.4,8,6,1,,,0.9559,1,47.9,0.1176,1.6,-4.474,4,3,0.5,,12.6898,12.6898,0.0417,0.8,2.8,1.8,3.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,2,17,25,,0.0147,5,,,0.0294,1,,,0.2,,,,,
River Cracraft,MIA,WR,29,No,No,No,28,4,No,Yes,4,1,0.1429,3,0.75,25,7,4,1,0.3333,0.0357,3,90.6,0.8929,6.25,-1.3239,8.3333,2.3333,1.3333,2,7.5071,7.5071,0.1379,2.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,1,8,32,0.1786,0.7857,8,,,,1,,,0.25,,,,,
Cam Akers,MIN,RB,54,No,Yes,Yes,40,3,No,No,3,1,0.075,3,1,17,18,2,,,0.9,3,129.9,0.425,5.6667,-0.3021,5.6667,6,0.6667,3,7.1117,7.1117,0.0556,13.7,16.7,15.2,18.2,16.7,16.7,15.2,16.7,16.7,16.7,15.2,16.7,16.7,2,16,-1,0.05,0.025,-0.3333,,,0.025,,,,,,,2,,
JaMycal Hasty,NE,RB,19,Yes,No,No,16,1,No,Yes,1,1,0.0625,1,1,-1,,,,,0.8125,1,79.2,-0.0625,-1,-6.819,-1,,,,1.6739,1.6739,0.0526,-0.1,0.9,0.4,1.4,0.9,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,,13,-1,,0.1875,-1,,,,,,,,,,,,
Greg Dortch,ARZ,WR,103,No,Yes,No,102,21,No,No,16,0.7619,0.2059,13,0.619,127,83,28,2,0.1538,0.0098,17,118.5,1.2451,6.0476,-0.7211,9.7692,6.3846,2.1538,8,35.0264,35.0264,0.2039,30.7,43.7,37.2,43.7,43.7,46.7,40.2,43.7,43.7,43.7,37.2,43.7,43.7,6,17,123,0.6569,0.3333,5.8571,3,1,,2,2,0.0952,0.0952,1,,3,1,2
Terrell Jennings,NE,RB,8,No,No,No,3,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
Tip Reiman,ARZ,TE,54,No,Yes,No,36,4,No,No,3,0.75,0.1111,3,0.75,26,24,9,1,0.3333,,1,91.7,0.7222,6.5,0.9252,8.6667,8,3,1,5.7912,5.7912,0.0741,2.6,5.6,4.1,5.6,7.1,5.6,4.1,5.6,5.6,5.6,4.1,7.1,5.6,,17,6,0.1389,0.1111,1.5,,,0.75,,,,,,,,,
Courtland Sutton,DEN,WR,180,Yes,No,No,167,67,No,Yes,50,0.7463,0.4012,37,0.5522,469,97,29,,,,54,62.3,2.8084,7,-1.7534,12.6757,2.6216,0.7838,26,124.0207,124.0207,0.3743,61.98,98.98,80.48,98.98,98.98,101.98,82.48,97.98,97.98,97.98,79.48,99,98,11,17,773,0.1677,0.8323,11.5373,9,4,,6,1,0.0149,0.0896,5,1,2,2,4
Tyrell Shavers,BUF,WR,3,No,No,Yes,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,
Marvin Mims,DEN,WR,48,Yes,No,No,45,6,No,Yes,5,0.8333,0.1333,5,0.8333,26,32,9,,,0.0889,5,84.7,0.5778,4.3333,-1.6729,5.2,6.4,1.8,2,11.602,11.602,0.125,8.6,13.6,11.1,13.6,13.6,13.6,11.1,13.6,13.6,13.6,11.1,13.6,13.6,2,17,12,0.3111,0.5778,2,,,0.0222,,2,0.3333,,,,1,,
Calvin Ridley,TEN,WR,181,No,No,No,178,55,No,Yes,40,0.7273,0.309,33,0.6,448,114,76,8,0.2424,0.0056,48,78.4,2.5169,8.1455,-0.2521,13.5758,3.4545,2.303,21,95.2702,95.2702,0.3039,44.8,77.8,61.3,77.8,77.8,80.8,64.3,77.8,77.8,77.8,61.3,77.8,77.8,5,17,586,0.1966,0.7978,10.6545,4,2,,5,,,0.0909,2,1,,,4
Roschon Johnson,CHI,RB,60,No,No,No,34,1,No,Yes,1,1,0.0294,1,1,8,7,,,,0.9118,1,100,0.2353,8,2.2706,8,7,,1,1.3434,1.3434,0.0167,0.8,1.8,1.3,2.3,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,13,1,0.0294,0.0588,1,,,,,,,,,1,,,
Dallas Goedert,PHI,TE,81,No,Yes,No,77,29,No,Yes,26,0.8966,0.3766,24,0.8276,359,198,77,2,0.0833,0.013,24,129.7,4.6623,12.3793,4.8694,14.9583,8.25,3.2083,16,46.816,46.816,0.358,41.9,65.9,53.9,65.9,77.9,68.9,56.9,65.9,65.9,65.9,53.9,77.9,65.9,3,10,214,0.4935,0.1429,7.3793,2,2,0.3506,2,,,0.069,1,1,1,,1
Cedric Tillman,CLV,WR,104,No,No,No,97,24,No,Yes,22,0.9167,0.2474,19,0.7917,206,77,42,4,0.2105,,20,99,2.1237,8.5833,1.3407,10.8421,4.0526,2.2105,11,37.6255,37.6255,0.2308,26.6,45.6,36.1,45.6,45.6,48.6,39.1,45.6,45.6,45.6,36.1,45.6,45.6,1,11,182,0.2784,0.7216,7.5833,1,,,3,,,0.125,,,1,,2
DJ Chark,LAC,WR,23,No,No,No,22,3,No,Yes,2,0.6667,0.1364,2,0.6667,16,1,1,,,,3,79.9,0.7273,5.3333,-2.4702,8,0.5,0.5,,4.241,4.241,0.1304,1.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,,7,28,0.1364,0.8636,9.3333,,,,,,,,,,,,
Baylor Cupp,KC,TE,1,No,No,No,1,1,No,No,1,1,1,,,,,,,,,,39.6,,,-4.9014,,,,,1.349,1.349,1,,,,,,,,,,,,,,,1,-1,,,-1,,,1,1,,,1,,,,,
Raheem Mostert,MIA,RB,57,No,No,No,46,6,No,Yes,6,1,0.1304,6,1,73,52,14,2,0.3333,0.7609,4,117.4,1.587,12.1667,5.3977,12.1667,8.6667,2.3333,5,9.357,9.357,0.1053,7.3,13.3,10.3,16.3,13.3,13.3,10.3,13.3,13.3,13.3,10.3,13.3,13.3,,13,21,0.1739,0.0652,3.5,,,,,1,0.1667,,,,,,
Jalen Coker,CAR,WR,100,No,No,No,99,26,No,Yes,23,0.8846,0.2626,21,0.8077,258,74,44,2,0.0952,,23,108,2.6061,9.9231,2.0088,12.2857,3.5238,2.0952,14,50.4948,50.4948,0.26,25.8,46.8,36.3,46.8,46.8,49.8,39.3,46.8,46.8,46.8,36.3,46.8,46.8,2,11,240,0.6263,0.3737,9.2308,4,3,,1,,,0.0385,1,,,,1
Brayden Willis,SF,TE,5,No,Yes,No,5,1,No,No,1,1,0.2,,,,,,,,,1,39.6,,,-6.48,,,,,1.4769,1.4769,0.2,,,,,,,,,,,,,,,9,5,0.6,,5,1,,0.4,,,,,,,,,
Kyle Pitts,ATL,TE,173,No,No,No,167,30,No,Yes,26,0.8667,0.1796,17,0.5667,198,100,50,4,0.2353,,22,85.1,1.1856,6.6,-0.6169,11.6471,5.8824,2.9412,9,54.0076,54.0076,0.1734,31.8,48.8,40.3,48.8,57.3,51.8,43.3,48.8,48.8,48.8,40.3,57.3,48.8,7,17,197,0.3713,0.2395,6.5667,8,2,0.3892,4,,,0.1333,2,,2,1,
Trishton Jackson,MIN,WR,1,No,Yes,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,
Dante Pettis,NO,WR,42,No,No,Yes,42,14,No,Yes,9,0.6429,0.3333,8,0.5714,93,16,8,2,0.25,,12,101.2,2.2143,6.6429,-1.3547,11.625,2,1,7,24.4353,24.4353,0.3333,15.3,23.3,19.3,23.3,23.3,23.3,19.3,23.3,23.3,23.3,19.3,23.3,23.3,1,8,131,0.5238,0.4762,9.3571,,,,,,,,1,,1,1,1
Brevin Jordan,HST,TE,10,No,No,Yes,7,1,No,Yes,1,1,0.1429,1,1,4,,,,,,1,83.3,0.5714,4,-2.0667,4,,,,1.3495,1.3495,0.1,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,,2,4,0.1429,0.2857,4,,,0.5714,,,,,,,,,
Jayden Reed,GB,WR,149,No,No,No,141,28,No,Yes,23,0.8214,0.1986,16,0.5714,185,93,7,1,0.0625,0.0638,25,112.9,1.3121,6.6071,-0.6275,11.5625,5.8125,0.4375,11,56.9351,56.9351,0.1879,36.5,52.5,44.5,52.5,52.5,55.5,47.5,52.5,52.5,52.5,44.5,52.5,52.5,5,17,188,0.7305,0.2057,6.7143,2,,,6,2,0.0714,0.2143,2,2,3,2,1
Terry McLaurin,WAS,WR,166,No,No,Yes,163,47,No,Yes,41,0.8723,0.2883,36,0.766,414,97,66,3,0.0833,,37,142.2,2.5399,8.8085,0.6143,11.5,2.6944,1.8333,27,87.5031,87.5031,0.2831,77.4,113.4,95.4,113.4,113.4,116.4,98.4,113.4,113.4,113.4,95.4,113.4,113.4,7,17,475,0.135,0.865,10.1064,13,9,,,1,0.0213,,5,2,6,5,3
Ainias Smith,PHI,WR,25,No,Yes,No,25,6,No,Yes,5,0.8333,0.24,4,0.6667,33,7,4,,,,5,120.1,1.32,5.5,-1.7001,8.25,1.75,1,1,10.4305,10.4305,0.24,9.3,13.3,11.3,13.3,13.3,13.3,11.3,13.3,13.3,13.3,11.3,13.3,13.3,1,7,45,0.84,0.16,7.5,1,,,1,,,0.1667,,,1,,
Chris Godwin,TB,WR,104,No,No,No,100,34,Yes,Yes,30,0.8824,0.34,26,0.7647,267,99,36,3,0.1154,,27,105.9,2.67,7.8529,0.7241,10.2692,3.8077,1.3846,21,60.4942,60.4942,0.3269,38.7,64.7,51.7,64.7,64.7,67.7,54.7,64.7,64.7,64.7,51.7,64.7,64.7,4,7,248,0.61,0.39,7.2941,6,4,,2,,,0.0588,1,,2,1,
Jalen Reagor,LAC,WR,23,No,No,No,23,4,No,No,3,0.75,0.1739,2,0.5,15,2,1,,,,2,59.4,0.6522,3.75,-3.1308,7.5,1,0.5,1,6.1865,6.1865,0.1739,1.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,,8,26,0.4783,0.5217,6.5,1,,,,,,,,1,,,
Trey McBride,ARZ,TE,190,No,Yes,No,185,67,No,No,59,0.8806,0.3622,54,0.806,593,261,92,7,0.1296,,61,97.3,3.2054,8.8507,1.6294,10.9815,4.8333,1.7037,35,116.9818,116.9818,0.3526,59.3,113.3,86.3,113.3,140.3,116.3,89.3,113.3,113.3,113.3,86.3,140.3,113.3,11,16,443,0.4919,0.0973,6.6119,5,1,0.4108,1,,,0.0149,4,1,,,2
Patrick Taylor,SF,RB,50,No,Yes,No,32,5,No,No,1,0.2,0.1562,,,,,,,,0.9062,3,39.6,,,-6.6981,,,,,7.5776,7.5776,0.1,,,,,,,,,,,,,,1,9,16,0.0312,0.0625,3.2,,,,1,,,0.2,,,,,
Carson Steele,KC,RB,28,Yes,No,No,23,1,No,Yes,,,0.0435,,,,,,,,0.9565,,39.6,,,-8.5126,,,,,1.185,1.185,0.0357,,,,,,,,,,,,,,,16,8,,0.0435,8,,,,,,,,,,,,
John Bates,WAS,TE,52,No,No,Yes,30,6,No,Yes,6,1,0.2,6,1,71,45,9,,,,4,116,2.3667,11.8333,5.1258,11.8333,7.5,1.5,3,8.8422,8.8422,0.1154,6.1,12.1,9.1,12.1,15.1,12.1,8.1,11.1,11.1,11.1,8.1,15.1,11.1,1,17,26,0.1333,0.0333,4.3333,,,0.8333,,,,,,,,,
Dontayvion Wicks,GB,WR,120,No,No,No,113,38,No,Yes,25,0.6579,0.3363,18,0.4737,182,71,28,2,0.1111,,32,76.9,1.6106,4.7895,-3.4374,10.1111,3.9444,1.5556,13,72.5113,72.5113,0.3167,36.2,54.2,45.2,54.2,54.2,57.2,48.2,54.2,54.2,54.2,45.2,54.2,54.2,10,17,383,0.3274,0.6549,10.0789,3,1,0.0177,6,2,0.0526,0.1579,4,,3,2,4
Dawson Knox,BUF,TE,109,No,No,Yes,95,14,No,Yes,12,0.8571,0.1474,10,0.7143,111,37,7,,,0.0105,9,64.9,1.1684,7.9286,-0.0154,11.1,3.7,0.7,4,22.5648,22.5648,0.1284,11.1,21.1,16.1,21.1,26.1,24.1,19.1,21.1,21.1,21.1,16.1,26.1,21.1,,16,108,0.3789,0.1684,7.7143,2,1,0.4421,1,,,0.0714,,,,,
Noah Brown,WAS,WR,92,No,No,No,91,24,No,No,17,0.7083,0.2637,13,0.5417,179,17,9,,,,20,60.9,1.967,7.4583,-1.1783,13.7692,1.3077,0.6923,10,44.5357,44.5357,0.2609,17.9,30.9,24.4,30.9,30.9,33.9,27.4,30.9,30.9,30.9,24.4,30.9,30.9,3,11,288,0.2418,0.7582,12,1,,,2,,,0.0833,,,,,4
Marcedes Lewis,CHI,TE,13,No,No,No,6,1,No,Yes,1,1,0.1667,1,1,2,1,1,,,,1,79.2,0.3333,2,-3.7754,2,1,1,1,2.7156,2.7156,0.0769,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,,17,1,,,1,,,1,,,,,,,,,
Kyren Williams,LA,RB,223,No,No,Yes,143,5,Yes,Yes,4,0.8,0.035,4,0.8,31,16,2,,,0.8531,2,132.1,0.2168,6.2,-0.6064,7.75,4,0.5,2,11.8315,11.8315,0.0224,15.1,19.1,17.1,21.1,19.1,19.1,17.1,19.1,19.1,19.1,17.1,19.1,19.1,3,16,19,0.049,0.0979,3.8,,,,,,,,1,,2,1,
Tucker Kraft,GB,TE,185,No,No,No,162,32,No,Yes,28,0.875,0.1975,23,0.7188,372,251,108,8,0.3478,,24,150,2.2963,11.625,4.4273,16.1739,10.913,4.6957,17,54.9472,54.9472,0.173,61.2,84.2,72.7,84.2,95.7,87.2,75.7,84.2,84.2,84.2,72.7,95.7,84.2,6,17,196,0.2654,0.1235,6.125,2,,0.6111,3,1,0.0312,0.0938,3,,4,2,2
Payne Durham,TB,TE,58,No,No,Yes,44,10,No,Yes,9,0.9,0.2273,8,0.8,52,12,1,,,,6,127.9,1.1818,5.2,-2.4593,6.5,1.5,0.125,3,17.7261,17.7261,0.1724,17.2,25.2,21.2,25.2,29.2,25.2,21.2,25.2,25.2,25.2,21.2,29.2,25.2,2,16,77,0.2273,0.1591,7.7,1,1,0.6136,,,,,2,,2,2,
