Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,ReceptionsContested,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentInlineRoutesPercentage,TouchdownsTotal,TouchdownsInEndzone,DropsTotal,AveragesPerTargetDropsTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,ReceptionsHero
Xavier Smith,LA,WR,56,No,No,No,52,10,No,,Yes,10,1,,0.1923,10,1,72,23,8,49,0.5962,0.4038,3,4.9,96.7,1.3846,7.2,0.8888,7.2,2.3,0.8,4,14.6628,14.6628,0.1786,7.2,17.2,12.2,17.2,17.2,17.2,12.2,17.2,17.2,17.2,12.2,17.2,17.2,2,16,,,,,,,,,,,,
Kenneth Walker,SEA,RB,89,No,No,No,70,13,No,,Yes,12,0.9231,,0.1857,10,0.7692,93,72,24,27,0.1143,0.1,3,2.0769,96,1.3286,7.1538,0.9168,9.3,7.2,2.4,5,20.5082,20.5082,0.1461,9.3,19.3,14.3,24.3,19.3,19.3,14.3,19.3,19.3,19.3,14.3,19.3,19.3,1,17,0.7857,,4,0.4,,,,2,0.1538,,,
Lil'Jordan Humphrey,DEN,WR,59,No,No,No,56,10,No,2,Yes,7,0.7,1,0.1786,7,0.7,46,10,3,44,0.3929,0.5893,9,4.4,112.9,0.8214,4.6,-1.4912,6.5714,1.4286,0.4286,3,17.664,17.664,0.1695,10.6,17.6,14.1,17.6,17.6,17.6,14.1,17.6,17.6,17.6,14.1,17.6,17.6,2,10,,2,,,0.0179,1,1,,,,,
Keon Coleman,BUF,WR,109,Yes,No,No,108,29,No,6,Yes,26,0.8966,2,0.2685,24,0.8276,160,57,17,150,0.2037,0.7963,23,5.1724,101.1,1.4815,5.5172,-0.904,6.6667,2.375,0.7083,12,48.0125,48.0125,0.2661,21,45,33,45,45,48,35,44,44,44,32,45,44,4,13,,3,,,,1,1,2,0.069,,,
Tyler Lockett,LV,WR,141,No,No,No,141,33,No,5,Yes,27,0.8182,1,0.234,22,0.6667,163,52,7,158,0.7447,0.2553,26,4.7879,78.2,1.156,4.9394,-1.3689,7.4091,2.3636,0.3182,7,54.537,54.537,0.234,16.3,38.3,27.3,38.3,38.3,41.3,30.3,38.3,38.3,38.3,27.3,38.3,38.3,1,17,,2,,,,,,3,0.0909,,,
Jordan Addison,MIN,WR,137,Yes,Yes,Yes,134,27,No,5,No,26,0.963,,0.2015,23,0.8519,155,37,28,129,0.2239,0.7761,25,4.7778,90.6,1.1567,5.7407,-0.6016,6.7391,1.6087,1.2174,8,43.7246,43.7246,0.1971,15.5,38.5,27,38.5,38.5,41.5,30,38.5,38.5,38.5,27,38.5,38.5,5,14,,4,3,0.1304,,,,3,0.1111,,,1
David Martin-Robinson,TEN,TE,13,No,Yes,No,13,3,No,,No,3,1,1,0.2308,3,1,24,11,10,20,0.0769,0.2308,1,6.6667,139.6,1.8462,8,0.8308,8,3.6667,3.3333,2,6.5537,6.5537,0.2308,8.4,11.4,9.9,11.4,12.9,11.4,9.9,11.4,11.4,11.4,9.9,12.9,11.4,1,15,,,1,0.3333,0.6923,1,1,,,,,
Travis Homer,CHI,RB,3,No,No,No,3,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,
Jayden Higgins,HST,WR,157,No,No,No,156,29,No,5,Yes,26,0.8966,1,0.1859,23,0.7931,196,68,16,163,0.2628,0.7372,23,5.6207,106.3,1.2564,6.7586,0.1632,8.5217,2.9565,0.6957,11,42.9596,42.9596,0.1847,25.6,48.6,37.1,48.6,48.6,51.6,40.1,48.6,48.6,48.6,37.1,48.6,48.6,3,17,,3,,,,1,1,1,0.0345,,,
Skyy Moore,SF,WR,22,No,No,No,22,1,No,,Yes,,,,0.0455,,,,,,8,0.2727,0.7273,1,8,39.6,,,-7.5106,,,,,1.5202,1.5202,0.0455,,,,,,,,,,,,,,,17,,,,,,,,,,,,
Shane Zylstra,DET,TE,44,No,No,No,37,2,No,1,Yes,2,1,,0.0541,2,1,9,1,1,8,0.4595,0.2162,,4,85.4,0.2432,4.5,-1.9009,4.5,0.5,0.5,1,2.6266,2.6266,0.0455,0.9,2.9,1.9,2.9,3.9,2.9,1.9,2.9,2.9,2.9,1.9,3.9,2.9,,5,,1,,,0.3243,,,,,,,
Malik Heath,GB,WR,34,No,Yes,No,31,5,No,,Yes,5,1,,0.1613,4,0.8,36,15,7,29,0.3226,0.6452,5,5.8,96.7,1.1613,7.2,0.4665,9,3.75,1.75,2,7.4648,7.4648,0.1471,3.6,7.6,5.6,7.6,7.6,7.6,5.6,7.6,7.6,7.6,5.6,7.6,7.6,,11,,,1,0.25,0.0323,,,1,0.2,,,
Jalen Royals,KC,WR,9,No,No,No,7,1,No,,Yes,1,1,,0.1429,1,1,2,,,2,0.1429,0.8571,,2,79.2,0.2857,2,-3.3344,2,,,,1.4373,1.4373,0.1111,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,7,,,,,,,,,,,,
Nate Adkins,DEN,TE,16,No,No,No,14,5,No,1,Yes,5,1,,0.3571,4,0.8,34,21,10,18,0.2143,0.1429,3,3.6,95,2.4286,6.8,0.4466,8.5,5.25,2.5,2,6.8898,6.8898,0.3125,3.4,7.4,5.4,7.4,9.4,7.4,5.4,7.4,7.4,7.4,5.4,9.4,7.4,,9,,,,,0.6429,,,,,,,
Tre Harris,LAC,WR,118,No,No,No,118,20,No,5,Yes,18,0.9,,0.1695,15,0.75,136,74,44,93,0.3136,0.678,17,4.65,92.9,1.1525,6.8,0.4858,9.0667,4.9333,2.9333,7,28.6088,28.6088,0.1695,13.6,28.6,21.1,28.6,28.6,31.6,24.1,28.6,28.6,28.6,21.1,28.6,28.6,1,17,,3,3,0.2,0.0085,,,1,0.05,1,0.05,
Luke Schoonmaker,DAL,TE,62,No,No,No,59,14,No,4,No,14,1,,0.2373,9,0.6429,101,68,29,54,0.2034,0.0508,7,3.8571,85.7,1.7119,7.2143,0.8953,11.2222,7.5556,3.2222,5,21.3627,21.3627,0.2258,10.1,19.1,14.6,19.1,23.6,22.1,17.6,19.1,19.1,19.1,14.6,23.6,19.1,1,17,,,1,0.1111,0.7458,,,2,0.1429,,,
Darius Cooper,PHI,WR,30,No,Yes,No,28,3,No,1,Yes,3,1,,0.1071,3,1,13,7,4,6,0.4286,0.5714,2,2,84.7,0.4643,4.3333,-0.9685,4.3333,2.3333,1.3333,1,4.2567,4.2567,0.1,1.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,,13,,1,,,,,,,,,,
Jack Stoll,NO,TE,18,No,No,No,16,7,Yes,1,Yes,4,0.5714,,0.4375,4,0.5714,26,10,4,28,0.1875,,5,4,25.6,1.625,3.7143,-2.6522,6.5,2.5,1,1,9.9578,9.9578,0.3889,2.6,6.6,4.6,6.6,8.6,6.6,4.6,6.6,6.6,6.6,4.6,8.6,6.6,,15,,1,,,0.8125,,,,,,,
Russell Gage,SF,WR,9,No,No,No,9,,No,,No,,,,,,,,,,,0.4444,0.5556,,,,,,,,,,,1.5422,1.5422,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Giovanni Ricci,DET,TE,7,No,No,No,4,1,No,,Yes,,,,0.25,,,,,,2,,0.25,1,2,39.6,,,-6.3701,,,,,3.4838,3.4838,0.1429,,,,,,,,,,,,,,1,3,,,,,0.75,,,,,,,
Jameson Williams,DET,WR,251,No,No,No,249,32,No,4,Yes,31,0.9688,,0.1285,22,0.6875,269,149,45,173,0.2209,0.7751,22,5.4062,94.4,1.0803,8.4062,1.928,12.2273,6.7727,2.0455,15,51.3468,51.3468,0.1275,26.9,48.9,37.9,48.9,48.9,51.9,40.9,48.9,48.9,48.9,37.9,48.9,48.9,6,17,0.004,1,2,0.0909,,,,6,0.1875,,,
Jalen McMillan,TB,WR,21,Yes,No,Yes,21,7,No,,Yes,7,1,,0.3333,5,0.7143,58,33,5,38,0.2381,0.7619,4,5.4286,96.1,2.7619,8.2857,1.8721,11.6,6.6,1,2,9.9539,9.9539,0.3333,5.8,10.8,8.3,10.8,10.8,10.8,8.3,10.8,10.8,10.8,8.3,10.8,10.8,,4,,,,,,,,2,0.2857,,,
Mitchell Evans,CAR,TE,51,Yes,No,Yes,43,13,No,1,Yes,13,1,1,0.3023,11,0.8462,83,41,14,56,0.1395,0.0465,7,4.3077,132.9,1.9302,6.3846,-0.2252,7.5455,3.7273,1.2727,6,21.8944,21.8944,0.2549,20.3,31.3,25.8,31.3,36.8,31.3,25.8,31.3,31.3,31.3,25.8,36.8,31.3,2,17,,1,1,0.0909,0.814,2,1,1,0.0769,,,
Jahan Dotson,PHI,WR,159,No,Yes,No,149,15,No,2,Yes,10,0.6667,,0.1007,10,0.6667,61,10,4,77,0.3691,0.6309,12,5.1333,46.8,0.4094,4.0667,-2.4106,6.1,1,0.4,3,25.8122,25.8122,0.0943,6.1,16.1,11.1,16.1,16.1,16.1,11.1,16.1,16.1,16.1,11.1,16.1,16.1,2,17,,2,,,,,,,,,,
DeVonta Smith,PHI,WR,206,No,Yes,No,198,48,No,3,Yes,43,0.8958,2,0.2424,40,0.8333,309,103,45,251,0.6616,0.3384,36,5.2292,107.4,1.5606,6.4375,-0.0334,7.725,2.575,1.125,16,78.6704,78.6704,0.233,42.9,82.9,62.9,82.9,82.9,85.9,65.9,82.9,82.9,82.9,62.9,82.9,82.9,6,17,,1,1,0.025,,2,2,1,0.0208,,,
D'Ernest Johnson,NE,RB,5,No,Yes,Yes,3,,No,,No,,,,,,,,,,,0.3333,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.3333,,,,,,,,,,,
Theo Johnson,NYG,TE,156,Yes,Yes,Yes,135,29,No,8,No,24,0.8276,2,0.2148,18,0.6207,176,95,33,142,0.4889,0.1481,21,4.8966,84.8,1.3037,6.069,-0.5696,9.7778,5.2778,1.8333,7,48.7311,48.7311,0.1859,35.6,53.6,44.6,53.6,62.6,56.6,47.6,53.6,53.6,53.6,44.6,62.6,53.6,4,15,0.0444,5,2,0.1111,0.3185,3,1,4,0.1379,,,
Luke Musgrave,GB,TE,76,Yes,Yes,Yes,73,16,No,6,No,16,1,,0.2192,13,0.8125,90,35,10,61,0.3151,0.1096,12,3.8125,90.1,1.2329,5.625,-0.713,6.9231,2.6923,0.7692,4,22.7019,22.7019,0.2105,9,22,15.5,22,28.5,22,15.5,22,22,22,15.5,28.5,22,,17,,3,,,0.5753,,,2,0.125,,,
Aaron Jones,MIN,RB,67,No,No,No,59,12,No,,Yes,11,0.9167,,0.2034,10,0.8333,59,36,9,28,0.0169,0.0339,4,2.3333,87.2,1,4.9167,-1.8391,5.9,3.6,0.9,1,18.6741,18.6741,0.1791,5.9,15.9,10.9,20.9,15.9,15.9,10.9,15.9,15.9,15.9,10.9,15.9,15.9,1,12,0.9153,,,,0.0339,,,1,0.0833,,,
Luke Farrell,SF,TE,70,No,No,No,59,10,No,4,Yes,10,1,,0.1695,10,1,81,46,22,35,0.1017,0.0508,5,3.5,140,1.3729,8.1,1.6317,8.1,4.6,2.2,6,15.2901,15.2901,0.1429,19.1,29.1,24.1,29.1,34.1,29.1,23.1,28.1,28.1,28.1,23.1,34.1,28.1,3,17,0.0169,4,1,0.1,0.8305,2,,,,,,
Woody Marks,HST,RB,123,No,No,No,69,15,No,1,Yes,12,0.8,2,0.2174,11,0.7333,111,81,19,59,0.0435,0.0725,3,3.9333,133.6,1.6087,7.4,0.6888,10.0909,7.3636,1.7273,4,27.3178,27.3178,0.122,29.1,40.1,34.6,45.6,40.1,43.1,37.6,40.1,40.1,40.1,34.6,40.1,40.1,5,16,0.8841,,2,0.1818,,3,1,,,,,
Christian Kirk,HST,WR,125,No,No,No,124,29,No,6,Yes,25,0.8621,2,0.2339,20,0.6897,176,88,27,126,0.6935,0.2984,23,4.3448,82,1.4194,6.069,-0.0493,8.8,4.4,1.35,9,47.6167,47.6167,0.232,23.6,43.6,33.6,43.6,43.6,46.6,36.6,43.6,43.6,43.6,33.6,43.6,43.6,4,13,0.0081,2,2,0.1,,1,1,1,0.0345,,,
James Proche,TEN,WR,33,No,Yes,No,32,4,No,,No,3,0.75,,0.125,3,0.75,17,,,24,0.3125,0.6562,3,6,82.3,0.5312,4.25,-2.5814,5.6667,,,,8.7308,8.7308,0.1212,1.7,4.7,3.2,4.7,4.7,4.7,3.2,4.7,4.7,4.7,3.2,4.7,4.7,,9,0.0312,,,,,,,,,,,
Xavier Restrepo,TEN,WR,6,No,No,No,6,1,No,1,Yes,1,1,,0.1667,,,,,,6,0.5,0.5,1,6,39.6,,,-6.9491,,,,,1.5112,1.5112,0.1667,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Puka Nacua,LA,WR,194,No,No,No,189,77,No,17,Yes,69,0.8961,3,0.4074,63,0.8182,518,218,122,390,0.4074,0.5767,71,5.0649,102.3,2.7407,6.7273,0.3668,8.2222,3.4603,1.9365,32,127.4702,127.4702,0.3969,68.8,131.8,100.3,131.8,131.8,134.8,102.3,130.8,130.8,130.8,99.3,131.8,130.8,7,16,0.0053,13,8,0.127,0.0106,3,2,2,0.026,,,
Colson Yankoff,WAS,TE,7,No,Yes,No,5,1,No,,Yes,,,,0.2,,,,,,5,0.2,0.6,1,5,39.6,,,-6.48,,,,,1.4608,1.4608,0.1429,,,,,,,,,,,,,,,14,,,,,0.2,,,,,,,
Dylan Laube,LV,RB,8,No,No,No,7,2,No,,Yes,1,0.5,,0.2857,1,0.5,4,3,2,4,,,,2,56.3,0.5714,2,-4.1194,4,3,2,,2.7407,2.7407,0.25,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,17,1,,,,,,,,,,,
Jason Brownlee,KC,WR,4,No,No,No,3,,No,,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
Taysom Hill,NO,TE,29,No,No,No,28,8,No,,Yes,8,1,,0.2857,6,0.75,49,28,7,25,0.5,0.1786,4,3.125,90.1,1.75,6.125,-0.007,8.1667,4.6667,1.1667,1,11.0365,11.0365,0.2759,4.9,10.9,7.9,10.9,13.9,10.9,7.9,10.9,10.9,10.9,7.9,13.9,10.9,,13,0.1429,,,,0.1786,,,2,0.25,1,0.125,
James Mitchell,CAR,TE,6,Yes,No,Yes,6,2,No,,Yes,2,1,,0.3333,2,1,19,10,3,9,0.6667,,1,4.5,106.3,3.1667,9.5,2.752,9.5,5,1.5,1,2.6191,2.6191,0.3333,1.9,3.9,2.9,3.9,4.9,3.9,2.9,3.9,3.9,3.9,2.9,4.9,3.9,,5,,,,,0.3333,,,,,,,
Cade Otton,TB,TE,195,Yes,No,Yes,175,60,No,18,Yes,55,0.9167,,0.3429,45,0.75,391,197,75,266,0.5886,0.1829,35,4.4333,77.8,2.2343,6.5167,0.0338,8.6889,4.3778,1.6667,17,86.5789,86.5789,0.3077,39.1,84.1,61.6,84.1,106.6,87.1,64.6,84.1,84.1,84.1,61.6,106.6,84.1,3,16,0.0057,9,2,0.0444,0.2229,,,1,0.0167,,,
DeMario Douglas,NE,WR,73,No,Yes,Yes,73,14,No,1,No,11,0.7857,2,0.1918,10,0.7143,103,49,7,86,0.8219,0.1781,12,6.1429,116.1,1.411,7.3571,0.6032,10.3,4.9,0.7,6,26.6547,26.6547,0.1918,16.3,26.3,21.3,26.3,26.3,29.3,24.3,26.3,26.3,26.3,21.3,26.3,26.3,4,17,,1,,,,1,1,,,,,1
Xavier Weaver,ARZ,WR,86,No,No,No,84,6,No,,Yes,5,0.8333,,0.0714,5,0.8333,35,13,2,28,0.2024,0.7976,3,4.6667,91,0.4167,5.8333,-0.485,7,2.6,0.4,1,10.4774,10.4774,0.0698,3.5,8.5,6,8.5,8.5,8.5,6,8.5,8.5,8.5,6,8.5,8.5,2,9,,,,,,,,,,,,
Carter Runyon,LV,TE,2,No,No,No,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,1,,,,,,,
Malik Nabers,NYG,WR,38,No,No,Yes,37,9,No,,Yes,9,1,,0.2432,8,0.8889,64,25,9,46,0.1892,0.8108,9,5.1111,96.3,1.7297,7.1111,0.6819,8,3.125,1.125,2,18.1537,18.1537,0.2368,6.4,14.4,10.4,14.4,14.4,14.4,10.4,14.4,14.4,14.4,10.4,14.4,14.4,,4,,,2,0.25,,,,1,0.1111,,,
Eric Saubert,SEA,TE,31,No,No,No,24,3,No,,Yes,3,1,,0.125,3,1,30,12,5,18,0.1667,,,6,108.3,1.25,10,3.0399,10,4,1.6667,2,4.6653,4.6653,0.0968,3,6,4.5,6,7.5,6,4.5,6,6,6,4.5,7.5,6,1,11,,,,,0.8333,,,,,,,
Ray-Ray McCloud,NYG,WR,57,No,No,No,57,6,No,1,Yes,5,0.8333,,0.1053,4,0.6667,40,20,12,32,0.3509,0.6491,3,5.3333,85.4,0.7018,6.6667,0.1214,10,5,3,2,8.9047,8.9047,0.1053,4,8,6,8,8,8,6,8,8,8,6,8,8,,6,,1,1,0.25,,,,1,0.1667,,,
Jimmy Horn,CAR,WR,20,Yes,No,Yes,20,2,No,,Yes,2,1,,0.1,2,1,11,7,1,4,0.65,0.35,2,2,89.6,0.55,5.5,0.1656,5.5,3.5,0.5,,2.7257,2.7257,0.1,1.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,,13,,,,,,,,,,,,
Brian Robinson,SF,RB,32,No,No,No,25,7,No,3,Yes,6,0.8571,,0.28,4,0.5714,14,4,2,18,0.12,,1,2.5714,62.2,0.56,2,-4.3924,3.5,1,0.5,,11.3789,11.3789,0.2188,1.4,5.4,3.4,7.4,5.4,5.4,3.4,5.4,5.4,5.4,3.4,5.4,5.4,3,17,0.88,1,,,,,,,,,,
Alvin Kamara,NO,RB,118,No,Yes,No,93,23,No,1,Yes,22,0.9565,,0.2473,18,0.7826,121,68,18,74,0.0645,0.0968,11,3.2174,88.6,1.3011,5.2609,-1.3232,6.7222,3.7778,1,5,35.9016,35.9016,0.1949,12.1,30.1,21.1,39.1,30.1,33.1,24.1,30.1,30.1,30.1,21.1,30.1,30.1,3,11,0.8387,,3,0.1667,,,,3,0.1304,,,
Gunner Olszewski,NYG,WR,23,No,No,No,23,5,No,1,No,5,1,,0.2174,5,1,59,34,9,25,0.5652,0.4348,4,5,115.8,2.5652,11.8,5.4248,11.8,6.8,1.8,3,7.2715,7.2715,0.2174,5.9,10.9,8.4,10.9,10.9,10.9,8.4,10.9,10.9,10.9,8.4,10.9,10.9,,16,,1,,,,,,,,,,
Tucker Fisk,LAC,TE,16,No,No,No,10,1,No,1,Yes,1,1,,0.1,,,,,,4,0.2,,1,4,39.6,,,-6.0667,,,,,1.3418,1.3418,0.0625,,,,,,,,,,,,,,,10,,,,,0.8,,,1,1,,,
Tai Felton,MIN,WR,7,Yes,Yes,Yes,7,2,No,,No,2,1,,0.2857,2,1,15,2,,13,0.1429,0.8571,2,6.5,97.9,2.1429,7.5,0.4932,7.5,1,,1,3.978,3.978,0.2857,1.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,,14,,,,,,,,,,,,
Thomas Fidone,NYG,TE,5,No,Yes,No,5,,No,,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Braxton Berrios,HST,WR,22,No,Yes,No,22,7,Yes,,Yes,5,0.7143,,0.3182,5,0.7143,38,10,5,33,0.6364,0.3636,6,4.7143,84.2,1.7273,5.4286,-0.9352,7.6,2,1,3,10.4993,10.4993,0.3182,3.8,8.8,6.3,8.8,8.8,8.8,6.3,8.8,8.8,8.8,6.3,8.8,8.8,1,4,,,1,0.2,,,,,,,,
Travis Hunter,JAX,WR,76,No,No,Yes,75,19,Yes,1,Yes,14,0.7368,,0.2533,12,0.6316,111,65,40,72,0.5733,0.4,13,3.7895,79.1,1.48,5.8421,-0.1277,9.25,5.4167,3.3333,5,27.4295,27.4295,0.25,11.1,23.1,17.1,23.1,23.1,26.1,20.1,23.1,23.1,23.1,17.1,23.1,23.1,2,7,0.0267,1,6,0.5,,,,2,0.1053,,,
Kendre Miller,NO,RB,18,No,No,Yes,11,2,No,,Yes,2,1,,0.1818,2,1,13,9,4,4,0.0909,0.0909,,2,93.8,1.1818,6.5,0.3806,6.5,4.5,2,1,4.2937,4.2937,0.1111,1.3,3.3,2.3,4.3,3.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,,7,0.8182,,,,,,,,,,,
DK Metcalf,PIT,WR,173,No,No,No,172,45,No,8,Yes,39,0.8667,4,0.2616,31,0.6889,319,165,55,232,0.2035,0.7907,38,5.1556,103.8,1.8547,7.0889,0.7006,10.2903,5.3226,1.7742,18,75.2975,75.2975,0.2601,43.9,74.9,59.4,74.9,74.9,77.9,62.4,74.9,74.9,74.9,59.4,74.9,74.9,7,15,0.0058,3,5,0.1613,,2,2,3,0.0667,,,
Mark Andrews,BLT,TE,132,No,No,Yes,122,41,No,4,Yes,35,0.8537,3,0.3361,32,0.7805,206,53,32,210,0.7705,0.1639,34,5.122,77.4,1.6885,5.0244,-1.6426,6.4375,1.6562,1,10,67.521,67.521,0.3106,20.6,52.6,36.6,52.6,68.6,55.6,39.6,52.6,52.6,52.6,36.6,68.6,52.6,6,17,,3,1,0.0312,0.0656,,,2,0.0488,,,
Parker Washington,JAX,WR,159,No,Yes,No,155,35,No,7,No,28,0.8,1,0.2258,26,0.7429,287,149,41,193,0.529,0.4645,30,5.5143,95.8,1.8516,8.2,1.6508,11.0385,5.7308,1.5769,10,59.1201,59.1201,0.2201,34.7,60.7,47.7,60.7,60.7,63.7,50.7,60.7,60.7,60.7,47.7,60.7,60.7,6,16,0.0065,5,8,0.3077,,1,1,1,0.0286,,,
Tyquan Thornton,KC,WR,78,No,No,Yes,75,4,No,,Yes,4,1,,0.0533,4,1,27,14,2,13,0.3733,0.6267,4,3.25,94.8,0.36,6.75,0.9547,6.75,3.5,0.5,2,5.5793,5.5793,0.0513,2.7,6.7,4.7,6.7,6.7,6.7,4.7,6.7,6.7,6.7,4.7,6.7,6.7,,14,,,,,,,,,,,,
Evan Hull,NO,RB,12,No,No,No,11,,No,,Yes,,,,,,,,,,,,0.4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.5455,,,,,,,,,,,
Breece Hall,NYJ,RB,142,No,No,No,107,22,No,1,Yes,21,0.9545,1,0.2056,19,0.8636,149,84,37,81,0.0187,0.0467,7,3.6818,94.9,1.3925,6.7727,0.1351,7.8421,4.4211,1.9474,5,33.2689,33.2689,0.1549,14.9,33.9,24.4,43.4,33.9,36.9,27.4,33.9,33.9,33.9,24.4,33.9,33.9,3,16,0.9346,,2,0.1053,,,,1,0.0455,,,
Trent Sherfield,ARZ,WR,36,No,Yes,No,30,3,No,,Yes,2,0.6667,,0.1,2,0.6667,18,10,8,14,0.3667,0.6,1,4.6667,82.6,0.6,6,-0.4109,9,5,4,1,4.1435,4.1435,0.0833,1.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,1,12,,,1,0.5,0.0333,,,,,,,
Dameon Pierce,KC,RB,4,No,No,No,2,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,
Blake Corum,LA,RB,72,No,No,No,39,8,No,,Yes,8,1,,0.2051,5,0.625,33,20,4,23,0.0513,0.0256,,2.875,71.4,0.8462,4.125,-2.2989,6.6,4,0.8,2,10.6308,10.6308,0.1111,3.3,8.3,5.8,10.8,8.3,8.3,5.8,8.3,8.3,8.3,5.8,8.3,8.3,,17,0.9231,,,,,,,3,0.375,,,
Julian Hill,MIA,TE,55,No,Yes,Yes,39,11,No,,No,10,0.9091,,0.2821,9,0.8182,93,58,23,44,0.2051,0.0256,7,4,101.9,2.3846,8.4545,1.8962,10.3333,6.4444,2.5556,4,15.819,15.819,0.2,9.3,18.3,13.8,18.3,22.8,18.3,13.8,18.3,18.3,18.3,13.8,22.8,18.3,1,14,0.0256,,2,0.2222,0.7436,,,1,0.0909,1,0.0909,
