Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,ReceptionsContested,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,AveragesPerTargetDropsTotal,playerStatsFirstDownsReceiving,playerStatsInside20ReceivingTargetsTotal,AlignmentBackfieldRoutesPercentage,ReceptionsHero,TouchdownsTotal,TargetsInEndzone,TouchdownsInEndzone
Brenton Strange,JAX,TE,122,No,No,No,107,36,No,Yes,34,0.9444,0.3364,29,0.8056,248,129,53,147,0.4112,0.4579,0.1308,31,4.0833,95.4,2.3178,6.8889,0.4863,8.5517,4.4483,1.8276,58.671,58.671,0.2951,23.8,52.8,38.3,52.8,67.3,55.8,40.3,51.8,51.8,51.8,37.3,67.3,51.8,17,5,2,2,4,0.1379,1,0.0278,0.0556,12,1,,,,,
Tyreek Hill,MIA,WR,187,No,No,Yes,179,31,No,Yes,29,0.9355,0.1732,29,0.9355,193,56,17,156,0.0056,0.3799,0.6089,28,5.0323,132.2,1.0782,6.2258,-0.1788,6.6552,1.931,0.5862,61.6169,61.6169,0.1658,49.3,78.3,63.8,78.3,78.3,81.3,66.8,78.3,78.3,78.3,63.8,78.3,78.3,17,2,2,,4,0.1379,,,,17,8,0.0056,,5,4,4
Demarcus Robinson,LA,WR,211,No,No,No,211,18,No,No,12,0.6667,0.0853,12,0.6667,83,24,9,104,,0.4408,0.5592,15,5.7778,116.4,0.3934,4.6111,-1.9243,6.9167,2,0.75,42.0848,42.0848,0.0853,32.3,44.3,38.3,44.3,44.3,44.3,38.3,44.3,44.3,44.3,38.3,44.3,44.3,17,,,,,,,,,8,5,,,4,5,4
Travis Kelce,KC,TE,201,No,No,No,184,69,No,Yes,63,0.913,0.375,57,0.8261,397,172,48,306,0.2989,0.4946,0.2011,48,4.4348,100.3,2.1576,5.7536,-0.799,6.9649,3.0175,0.8421,107.6132,107.6132,0.3433,51.7,108.7,80.2,108.7,137.2,111.7,83.2,108.7,108.7,108.7,80.2,137.2,108.7,16,4,2,4,2,0.0351,,,0.058,23,12,0.0054,,2,2,2
Cole Kmet,CHI,TE,190,Yes,No,No,170,35,No,Yes,32,0.9143,0.2059,31,0.8857,249,108,45,171,0.2412,0.6471,0.1,20,4.8857,124.9,1.4647,7.1143,0.4267,8.0323,3.4839,1.4516,61.1015,61.1015,0.1842,42.9,73.9,58.4,73.9,89.4,76.9,61.4,73.9,73.9,73.9,58.4,89.4,73.9,17,5,5,1,1,0.0323,,,0.0286,14,7,0.0118,,3,2,2
Zack Moss,CIN,RB,81,No,No,No,60,9,No,Yes,8,0.8889,0.15,7,0.7778,68,43,13,32,0.0167,0.0167,0.0667,,3.5556,98.1,1.1333,7.5556,1.0703,9.7143,6.1429,1.8571,13.0374,13.0374,0.1125,6.8,13.8,10.3,17.3,13.8,13.8,10.3,13.8,13.8,13.8,10.3,13.8,13.8,8,,,1,,,,,0.1111,3,2,0.9,,,,
Craig Reynolds,DET,RB,16,No,No,No,10,2,Yes,Yes,1,0.5,0.2,1,0.5,9,5,1,7,,0.1,0.1,,3.5,62.5,0.9,4.5,-2.0857,9,5,1,2.8013,2.8013,0.125,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,14,,,,,,,,,1,,0.8,,,,
Johnny Mundt,MIN,TE,65,No,No,No,62,16,Yes,Yes,16,1,0.2581,14,0.875,88,44,17,56,0.5968,0.2581,0.1452,5,3.5,129.2,1.4194,5.5,-0.8986,6.2857,3.1429,1.2143,28.2778,28.2778,0.2462,20.8,34.8,27.8,34.8,41.8,34.8,27.8,34.8,34.8,34.8,27.8,41.8,34.8,17,1,1,1,1,0.0714,,,0.0625,5,3,,,2,2,2
Durham Smythe,MIA,TE,46,No,No,Yes,36,12,No,Yes,11,0.9167,0.3333,8,0.6667,50,14,5,51,0.3889,0.4444,0.1111,7,4.25,75,1.3889,4.1667,-2.3048,6.25,1.75,0.625,19.2811,19.2811,0.2609,5,13,9,13,17,13,9,13,13,13,9,17,13,17,2,1,3,,,,,0.25,1,2,0.0556,,,1,
Xavier Legette,CAR,WR,135,No,Yes,No,131,33,No,Yes,32,0.9697,0.2519,27,0.8182,197,63,11,169,,0.313,0.687,31,5.1212,111.7,1.5038,5.9697,-0.4124,7.2963,2.3333,0.4074,52.3675,52.3675,0.2444,31.7,58.7,45.2,58.7,58.7,61.7,48.2,58.7,58.7,58.7,45.2,58.7,58.7,16,2,1,4,4,0.1481,,,0.1212,9,2,,,2,2,2
J.J. Taylor,HST,RB,5,No,No,No,3,1,No,Yes,1,1,0.3333,1,1,2,,,2,,,0.6667,1,2,79.2,0.6667,2,-4.3947,2,,,1.4082,1.4082,0.2,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,4,,,,,,,,,,,0.3333,,,,
Justin Jefferson,MIN,WR,205,No,No,No,203,55,Yes,Yes,48,0.8727,0.2709,40,0.7273,330,114,28,307,,0.2512,0.7291,40,5.5818,84.7,1.6256,6,-0.5562,8.25,2.85,0.7,95.9975,95.9975,0.2683,45,85,65,85,85,88,68,85,85,85,65,85,85,17,13,6,3,,,,,0.0545,14,10,0.0197,,2,4,2
Rashid Shaheed,NO,WR,63,No,Yes,No,63,12,No,Yes,9,0.75,0.1905,9,0.75,62,23,6,56,,0.2063,0.7937,9,4.6667,51.4,0.9841,5.1667,-1.1206,6.8889,2.5556,0.6667,17.0236,17.0236,0.1905,6.2,15.2,10.7,15.2,15.2,15.2,10.7,15.2,15.2,15.2,10.7,15.2,15.2,6,,,,,,,,,3,1,,,,,
Greg Dulcich,NYG,TE,50,No,No,No,48,8,No,Yes,6,0.75,0.1667,4,0.5,28,13,4,37,0.3125,0.4167,0.2708,6,4.625,58.3,0.5833,3.5,-3.1318,7,3.25,1,13.8108,13.8108,0.16,2.8,6.8,4.8,6.8,8.8,6.8,4.8,6.8,6.8,6.8,4.8,8.8,6.8,9,,,2,,,,,0.25,,1,,,,,
Kenny Yeboah,NYJ,TE,13,No,No,Yes,10,4,No,Yes,4,1,0.4,3,0.75,30,26,1,7,0.8,0.1,0.1,2,1.75,135.4,3,7.5,1.4393,10,8.6667,0.3333,6.103,6.103,0.3077,9,12,10.5,12,13.5,12,10.5,12,12,12,10.5,13.5,12,9,,,,,,,,,2,1,,,1,,
A.J. Brown,PHI,WR,130,Yes,Yes,No,129,47,No,Yes,38,0.8085,0.3643,37,0.7872,425,216,115,267,,0.1938,0.8062,43,5.6809,102.6,3.2946,9.0426,2.4161,11.4865,5.8378,3.1081,72.5819,72.5819,0.3615,48.5,85.5,67,85.5,85.5,88.5,70,85.5,85.5,85.5,67,85.5,85.5,13,3,2,,12,0.3243,,,,24,4,,,1,,
Luke McCaffrey,WAS,WR,88,No,No,Yes,83,10,Yes,Yes,9,0.9,0.1205,9,0.9,53,16,5,42,,0.8554,0.1446,8,4.2,88.8,0.6386,5.3,-0.7099,5.8889,1.7778,0.5556,17.5058,17.5058,0.1136,5.3,14.3,9.8,14.3,14.3,14.3,9.8,14.3,14.3,14.3,9.8,14.3,14.3,17,1,1,,1,0.1111,,,,3,2,,,,,
Brock Wright,DET,TE,82,No,No,No,66,9,Yes,Yes,8,0.8889,0.1364,8,0.8889,68,41,9,34,0.7424,0.1515,0.0909,5,3.7778,95.6,1.0303,7.5556,1.2011,8.5,5.125,1.125,13.8497,13.8497,0.1098,12.8,20.8,16.8,20.8,24.8,20.8,16.8,20.8,20.8,20.8,16.8,24.8,20.8,17,,,,,,,,,5,2,0.0152,,1,,
Deonte Harty,BLT,WR,2,No,No,No,2,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
Jamaal Williams,NO,RB,38,No,No,Yes,25,6,No,Yes,6,1,0.24,6,1,48,32,13,16,,0.08,0.04,,2.6667,100,1.92,8,1.5225,8,5.3333,2.1667,12.229,12.229,0.1579,4.8,10.8,7.8,13.8,10.8,10.8,7.8,10.8,10.8,10.8,7.8,10.8,10.8,14,,,,,,,,,3,,0.88,,,,
Brandin Cooks,DAL,WR,112,No,No,Yes,111,23,Yes,Yes,17,0.7391,0.2072,14,0.6087,101,32,5,139,,0.2523,0.7477,17,6.0435,67.5,0.9099,4.3913,-2.3398,7.2143,2.2857,0.3571,40.8838,40.8838,0.2054,16.1,30.1,23.1,30.1,30.1,33.1,26.1,30.1,30.1,30.1,23.1,30.1,30.1,10,2,,1,,,,,0.0435,10,3,,,1,3,1
Ryan Miller,TB,WR,50,No,No,Yes,46,10,No,Yes,10,1,0.2174,7,0.7,38,8,5,48,,0.4783,0.5217,8,4.8,109.6,0.8261,3.8,-2.5381,5.4286,1.1429,0.7143,16.0159,16.0159,0.2,9.8,16.8,13.3,16.8,16.8,16.8,13.3,16.8,16.8,16.8,13.3,16.8,16.8,11,2,2,1,,,,,0.1,4,1,,,1,1,1
Jalin Hyatt,NYG,WR,83,No,No,No,82,8,No,Yes,7,0.875,0.0976,6,0.75,42,5,2,50,,0.0732,0.9268,8,6.25,86.5,0.5122,5.25,-1.4882,7,0.8333,0.3333,12.0245,12.0245,0.0964,4.2,10.2,7.2,10.2,10.2,10.2,7.2,10.2,10.2,10.2,7.2,10.2,10.2,16,,,1,,,,,0.125,2,,,,,,
David Njoku,CLV,TE,162,No,No,No,156,59,Yes,Yes,50,0.8475,0.3782,40,0.678,268,127,62,244,0.5064,0.3333,0.1538,44,4.1356,69,1.7179,4.5424,-1.8886,6.7,3.175,1.55,95.4634,95.4634,0.3642,32.8,72.8,52.8,72.8,92.8,75.8,55.8,72.8,72.8,72.8,52.8,92.8,72.8,11,8,4,6,1,0.025,,,0.1017,11,9,0.0064,,1,7,1
Brock Bowers,LV,TE,266,No,No,No,254,96,No,Yes,81,0.8438,0.378,74,0.7708,698,377,127,423,0.2165,0.5984,0.1732,69,4.4062,90.5,2.748,7.2708,0.739,9.4324,5.0946,1.7162,151.8742,151.8742,0.3609,81.8,155.8,118.8,155.8,192.8,158.8,121.8,155.8,155.8,155.8,118.8,192.8,155.8,17,10,5,4,5,0.0676,,,0.0417,39,10,0.0118,1,2,3,
Isaac Guerendo,SF,RB,42,No,Yes,No,38,9,No,No,9,1,0.2368,8,0.8889,72,50,15,27,,0.1053,0.0526,1,3,100,1.8947,8,1.4885,9,6.25,1.875,13.2549,13.2549,0.2143,7.2,15.2,11.2,19.2,15.2,15.2,11.2,15.2,15.2,15.2,11.2,15.2,15.2,16,,,1,,,,,0.1111,4,,0.8421,,,,
Chig Okonkwo,TEN,TE,150,No,No,No,141,44,No,Yes,39,0.8864,0.3121,37,0.8409,362,191,65,201,0.3333,0.4823,0.156,33,4.5682,99.1,2.5674,8.2273,1.65,9.7838,5.1622,1.7568,69.1534,69.1534,0.2933,42.2,79.2,60.7,79.2,97.7,82.2,63.7,79.2,79.2,79.2,60.7,97.7,79.2,17,4,3,,6,0.1622,1,0.0227,,13,1,0.0284,,1,,
Gerald Everett,CHI,TE,42,Yes,No,No,36,5,No,Yes,5,1,0.1389,3,0.6,26,16,11,18,0.3889,0.3611,0.1944,3,3.6,73.8,0.7222,5.2,-1.251,8.6667,5.3333,3.6667,7.1178,7.1178,0.119,2.6,5.6,4.1,5.6,7.1,5.6,4.1,5.6,5.6,5.6,4.1,7.1,5.6,17,,,1,1,0.3333,,,0.2,1,,0.0556,,,,
Lucas Krull,DEN,TE,72,No,No,No,67,15,No,Yes,14,0.9333,0.2239,13,0.8667,98,49,18,57,0.403,0.4627,0.1343,6,3.8,93.9,1.4627,6.5333,0.2058,7.5385,3.7692,1.3846,20.9877,20.9877,0.2083,9.8,22.8,16.3,22.8,29.3,22.8,16.3,22.8,22.8,22.8,16.3,29.3,22.8,13,1,,,2,0.1538,,,,4,,,,,,
Tyler Johnson,LA,WR,84,No,No,No,83,20,No,No,18,0.9,0.241,17,0.85,202,141,57,72,,0.3133,0.6867,6,3.6,108.8,2.4337,10.1,4.2481,11.8824,8.2941,3.3529,29.7892,29.7892,0.2381,20.2,37.2,28.7,37.2,37.2,40.2,31.7,37.2,37.2,37.2,28.7,37.2,37.2,15,2,2,1,6,0.3529,,,0.05,4,2,,,,,
Brenden Rice,LAC,WR,2,No,No,No,2,,No,No,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
C.J. Uzomah,PHI,TE,11,Yes,Yes,No,8,,No,Yes,,,,,,,,,,0.375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,0.125,,,,
Tony Pollard,TEN,RB,129,No,No,No,96,19,No,Yes,17,0.8947,0.1979,15,0.7895,93,44,29,69,0.0104,0.1042,0.1042,9,3.6316,65.1,0.9688,4.8947,-1.7565,6.2,2.9333,1.9333,31.0849,31.0849,0.1473,9.3,24.3,16.8,31.8,24.3,24.3,16.8,24.3,24.3,24.3,16.8,24.3,24.3,16,2,2,2,3,0.2,,,0.1053,1,,0.7812,,,,
Romeo Doubs,GB,WR,125,Yes,No,No,122,34,Yes,Yes,31,0.9118,0.2787,27,0.7941,242,89,34,195,,0.1639,0.8361,32,5.7353,103.7,1.9836,7.1176,0.4514,8.963,3.2963,1.2593,55.335,55.335,0.272,36.2,63.2,49.7,63.2,63.2,66.2,52.7,63.2,63.2,63.2,49.7,63.2,63.2,13,5,5,4,2,0.0741,,,0.1176,16,7,,,2,1,
Ray Davis,BUF,RB,36,No,No,Yes,30,8,No,Yes,8,1,0.2667,8,1,50,30,10,20,,0.0667,0.0333,4,2.5,132.3,1.6667,6.25,-0.195,6.25,3.75,1.25,16.7792,16.7792,0.2222,17,25,21,29,25,25,21,25,25,25,21,25,25,17,1,1,,,,,,,5,2,0.9,,2,1,1
DeeJay Dallas,ARZ,RB,10,No,Yes,No,4,1,No,No,1,1,0.25,1,1,1,,,1,,,0.25,1,1,118.8,0.25,1,-4.7294,1,,,4.7038,4.7038,0.1,6.1,7.1,6.6,7.6,7.1,7.1,6.6,7.1,7.1,7.1,6.6,7.1,7.1,16,,,,,,,,,1,1,0.75,,1,1,1
JuJu Smith-Schuster,KC,WR,94,No,No,No,86,14,No,Yes,11,0.7857,0.1628,9,0.6429,72,34,21,66,,0.3837,0.6163,11,4.7143,71.1,0.8372,5.1429,-1.1357,8,3.7778,2.3333,24.4469,24.4469,0.1489,13.2,22.2,17.7,22.2,22.2,22.2,17.7,22.2,22.2,22.2,17.7,22.2,22.2,14,2,1,1,2,0.2222,,,0.0714,5,2,,,1,,
Ladd McConkey,LAC,WR,167,No,No,No,163,53,No,Yes,45,0.8491,0.3252,39,0.7358,374,180,57,273,0.0061,0.7055,0.2883,41,5.1509,105.4,2.2945,7.0566,0.5915,9.5897,4.6154,1.4615,86.0176,86.0176,0.3174,49.4,88.4,68.9,88.4,88.4,91.4,71.9,88.4,88.4,88.4,68.9,88.4,88.4,16,7,3,4,10,0.2564,,,0.0755,16,4,,,2,1,1
Brandon Johnson,PIT,WR,6,No,Yes,No,6,1,No,No,1,1,0.1667,1,1,9,5,2,4,,,1,,4,104.2,1.5,9,2.9502,9,5,2,1.3265,1.3265,0.1667,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,3,,,,,,,,,,,,,,,
Alex Bachman,LV,WR,23,No,No,No,22,2,Yes,Yes,2,1,0.0909,2,1,20,11,1,9,,0.5455,0.4545,2,4.5,108.3,0.9091,10,3.8005,10,5.5,0.5,3.2293,3.2293,0.087,2,4,3,4,4,4,3,4,4,4,3,4,4,5,,,,1,0.5,1,0.5,,1,,,,,,
Austin Trammell,JAX,WR,4,No,Yes,Yes,4,,No,No,,,,,,,,,,,0.75,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Kendric Pryor,CIN,WR,2,No,Yes,No,2,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
Jordan Akins,CLV,TE,139,No,No,Yes,131,26,No,No,23,0.8846,0.1985,20,0.7692,165,61,30,137,0.3817,0.4275,0.1908,14,5.2692,92.6,1.2595,6.3462,-0.3181,8.25,3.05,1.5,38.9484,38.9484,0.1871,16.5,36.5,26.5,36.5,46.5,39.5,29.5,36.5,36.5,36.5,26.5,46.5,36.5,17,5,3,1,1,0.05,,,0.0385,9,,,,,,
Nick Vannett,TEN,TE,35,No,No,No,29,9,No,Yes,8,0.8889,0.3103,8,0.8889,57,31,11,43,0.7586,0.1379,0.1034,3,4.7778,132.6,1.9655,6.3333,-0.1146,7.125,3.875,1.375,20.7624,20.7624,0.2571,23.7,31.7,27.7,31.7,35.7,31.7,27.7,31.7,31.7,31.7,27.7,35.7,31.7,17,1,1,,,,,,,4,4,,,3,2,1
Peyton Hendershot,KC,TE,13,No,No,No,11,2,No,Yes,2,1,0.1818,2,1,25,18,10,7,0.4545,0.1818,0.3636,1,3.5,118.8,2.2727,12.5,6.3057,12.5,9,5,2.9348,2.9348,0.1538,2.5,4.5,3.5,4.5,5.5,4.5,3.5,4.5,4.5,4.5,3.5,5.5,4.5,7,,,,,,,,,1,,,,,,
CeeDee Lamb,DAL,WR,215,Yes,Yes,No,213,73,No,Yes,65,0.8904,0.3427,51,0.6986,394,146,78,378,,0.5164,0.4742,63,5.1781,71.4,1.8498,5.3973,-1.0104,7.7255,2.8627,1.5294,116.5854,116.5854,0.3395,38.4,89.4,63.9,89.4,89.4,92.4,65.9,88.4,88.4,88.4,62.9,89.4,88.4,16,12,5,8,9,0.1765,,,0.1096,21,7,0.0094,,,1,
Noah Fant,SEA,TE,164,No,No,No,151,43,No,No,38,0.8837,0.2848,35,0.814,333,165,69,203,0.298,0.5166,0.1523,28,4.7209,89.2,2.2053,7.7442,1.1408,9.5143,4.7143,1.9714,67.2508,67.2508,0.2622,33.3,68.3,50.8,68.3,85.8,71.3,53.8,68.3,68.3,68.3,50.8,85.8,68.3,14,1,,2,7,0.2,,,0.0465,16,2,0.0331,,,1,
Isaiah Likely,BLT,TE,97,No,No,Yes,85,22,No,No,20,0.9091,0.2588,20,0.9091,177,93,40,101,0.2941,0.5765,0.1294,17,4.5909,130.5,2.0824,8.0455,1.4784,8.85,4.65,2,35.151,35.151,0.2268,29.7,49.7,39.7,49.7,59.7,52.7,42.7,49.7,49.7,49.7,39.7,59.7,49.7,16,,,,3,0.15,1,0.0455,,12,4,,,2,1,1
Dalton Schultz,HST,TE,191,No,No,No,173,51,No,Yes,39,0.7647,0.2948,36,0.7059,283,130,43,225,0.6069,0.289,0.0925,33,4.4118,90.6,1.6358,5.549,-0.8934,7.8611,3.6111,1.1944,78.7942,78.7942,0.267,34.3,70.3,52.3,70.3,88.3,73.3,55.3,70.3,70.3,70.3,52.3,88.3,70.3,17,1,1,2,2,0.0556,,,0.0392,13,5,0.0116,,1,,
Anthony Gould,IND,WR,2,No,No,No,2,,No,Yes,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,
George Kittle,SF,TE,171,No,Yes,No,157,37,No,No,36,0.973,0.2357,34,0.9189,308,149,67,186,0.5478,0.3312,0.121,25,5.027,128.4,1.9618,8.3243,1.6298,9.0588,4.3824,1.9706,70.0858,70.0858,0.2164,48.8,82.8,65.8,82.8,99.8,85.8,68.8,82.8,82.8,82.8,65.8,99.8,82.8,15,7,5,,5,0.1471,,,,14,11,,,3,3,2
Keenan Allen,CHI,WR,171,Yes,No,No,166,58,No,Yes,51,0.8793,0.3494,39,0.6724,277,94,42,303,,0.5,0.5,46,5.2241,89.5,1.6687,4.7759,-1.6897,7.1026,2.4103,1.0769,95.7061,95.7061,0.3392,39.7,78.7,59.2,78.7,78.7,81.7,62.2,78.7,78.7,78.7,59.2,78.7,78.7,15,6,4,10,1,0.0256,,,0.1724,19,7,,,2,2,1
James Cook,BUF,RB,70,No,No,Yes,59,10,No,Yes,9,0.9,0.1695,8,0.8,73,45,24,32,,0.0169,0.0508,1,3.2,130.4,1.2373,7.3,0.7619,9.125,5.625,3,15.8344,15.8344,0.1429,13.3,21.3,17.3,25.3,21.3,21.3,17.3,21.3,21.3,21.3,17.3,21.3,21.3,16,,,1,1,0.125,,,0.1,3,1,0.9322,,1,,
Treylon Burks,TEN,WR,23,No,No,Yes,21,3,Yes,Yes,3,1,0.1429,2,0.6667,11,4,3,10,,0.2857,0.7143,3,3.3333,72.9,0.5238,3.6667,-1.9832,5.5,2,1.5,5.5611,5.5611,0.1304,1.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,5,1,,,,,,,,1,,,,,,
Ja'Lynn Polk,NE,WR,87,No,No,No,87,11,No,Yes,9,0.8182,0.1264,6,0.5455,32,2,1,58,,0.1954,0.8046,9,5.2727,90.3,0.3678,2.9091,-3.6174,5.3333,0.3333,0.1667,19.6884,19.6884,0.1264,9.2,15.2,12.2,15.2,15.2,15.2,12.2,15.2,15.2,15.2,12.2,15.2,15.2,15,5,2,2,,,,,0.1818,1,1,,1,1,1,1
