Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,AlignmentWideRoutesPercentage,DropsTotal,AveragesPerTargetDropsTotal,TouchdownsTotal,playerStatsInside20ReceivingTargetsTotal,AlignmentInlineRoutesPercentage,ReceptionsHero,TargetsContestedTotal,ReceptionsContested
Xavier Legette,CAR,WR,83,Yes,No,No,62,7,No,Yes,5,0.7143,0.1129,5,0.7143,9,16,11,-15,1,0.2,,0.3548,6,5,0.7143,-2.1429,74.1,0.1452,1.2857,-4.1312,1.8,3.2,2.2,1,10.2078,10.2078,0.0843,0.9,5.9,3.4,5.9,5.9,5.9,3.4,5.9,5.9,5.9,3.4,5.9,5.9,16,0.6452,,,,1,,,,
J.J. Taylor,HST,RB,5,Yes,No,No,3,2,No,Yes,2,1,0.6667,1,0.5,-2,,,-7,,,0.6667,0.3333,2,1,0.5,-3.5,56.3,-0.6667,-1,-7.0346,-2,,,,3.0427,3.0427,0.4,-0.2,0.8,0.3,1.3,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,4,,1,0.5,,,,,,
Jalin Hyatt,NYG,WR,31,No,Yes,No,23,1,No,Yes,1,1,0.0435,1,1,1,2,1,-1,,,,0.087,1,,,-1,79.2,0.0435,1,-5.1699,1,2,1,,1.3579,1.3579,0.0323,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,16,0.913,,,,,,,,
David Njoku,CLV,TE,38,No,No,No,27,15,No,Yes,15,1,0.5556,14,0.9333,83,98,34,-19,1,0.0714,,0.2963,10,6,0.4,-1.2667,89.7,3.0741,5.5333,0.2055,5.9286,7,2.4286,3,25.9803,25.9803,0.3947,8.3,22.3,15.3,22.3,29.3,22.3,15.3,22.3,22.3,22.3,15.3,29.3,22.3,11,0.037,1,0.0667,,,0.6667,,1,1
Brock Bowers,LV,TE,100,No,No,No,81,20,No,Yes,18,0.9,0.2469,18,0.9,69,108,33,-43,1,0.0556,0.0123,0.4568,17,11,0.55,-2.15,81,0.8519,3.45,-1.9609,3.8333,6,1.8333,3,37.0914,37.0914,0.2,6.9,24.9,15.9,24.9,33.9,24.9,15.9,24.9,24.9,24.9,15.9,33.9,24.9,17,0.1852,,,,3,0.3457,,1,1
Isaac Guerendo,SF,RB,17,No,No,No,9,5,No,Yes,5,1,0.5556,5,1,13,36,17,-23,2,0.4,0.8889,0.1111,4,4,0.8,-4.6,79.2,1.4444,2.6,-3.1506,2.6,7.2,3.4,1,7.1605,7.1605,0.2941,1.3,6.3,3.8,8.8,6.3,6.3,3.8,6.3,6.3,6.3,3.8,6.3,6.3,16,,,,,,,,,
Kenny Yeboah,NYJ,TE,8,No,No,No,3,1,No,Yes,1,1,0.3333,1,1,4,7,1,-3,,,,,1,,,-3,83.3,1.3333,4,-1.8652,4,7,1,,1.5429,1.5429,0.125,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,9,,,,,,1,,,
A.J. Brown,PHI,WR,40,No,No,No,24,,No,Yes,,,,,,,,,,,,,0.2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.7917,,,,,,,,
Luke McCaffrey,WAS,WR,35,No,No,No,17,5,No,Yes,5,1,0.2941,5,1,34,52,12,-18,1,0.2,,0.7647,4,4,0.8,-3.6,95,2,6.8,2.06,6.8,10.4,2.4,1,7.3827,7.3827,0.1429,3.4,8.4,5.9,8.4,8.4,8.4,5.9,8.4,8.4,8.4,5.9,8.4,8.4,17,0.2353,,,,,,,,
Brock Wright,DET,TE,53,No,No,No,25,4,No,Yes,4,1,0.16,4,1,27,34,10,-7,1,0.25,0.08,0.08,4,1,0.25,-1.75,94.8,1.08,6.75,1.4055,6.75,8.5,2.5,1,7.7499,7.7499,0.0755,2.7,6.7,4.7,6.7,8.7,6.7,4.7,6.7,6.7,6.7,4.7,8.7,6.7,17,0.04,,,,2,0.8,,,
Jamaal Williams,NO,RB,13,No,No,No,5,3,No,Yes,3,1,0.6,3,1,9,21,3,-12,,,0.6,0.4,1,1,0.3333,-4,79.2,1.8,3,-2.3352,3,7,1,,3.4329,3.4329,0.2308,0.9,3.9,2.4,5.4,3.9,3.9,2.4,3.9,3.9,3.9,2.4,3.9,3.9,14,,,,,,,,,
Brandin Cooks,DAL,WR,48,No,No,No,31,2,No,Yes,2,1,0.0645,2,1,2,10,3,-8,,,,0.2258,2,1,0.5,-4,79.2,0.0645,1,-3.5502,1,5,1.5,,4.4678,4.4678,0.0417,0.2,2.2,1.2,2.2,2.2,2.2,1.2,2.2,2.2,2.2,1.2,2.2,2.2,10,0.7742,,,,,,,,
Ryan Miller,TB,WR,34,No,No,No,15,2,No,Yes,2,1,0.1333,2,1,40,42,7,-2,,,,0.4,2,1,0.5,-1,118.8,2.6667,20,14.2312,20,21,3.5,1,2.9218,2.9218,0.0588,4,6,5,6,6,6,5,6,6,6,5,6,6,11,0.6,,,,,,,,
Chig Okonkwo,TEN,TE,63,No,No,No,42,12,No,No,11,0.9167,0.2857,10,0.8333,25,55,23,-31,4,0.4,,0.381,9,7,0.5833,-2.5833,44.4,0.5952,2.0833,-3.0018,2.5,5.5,2.3,1,19.6983,19.6983,0.1905,1.5,11.5,6.5,11.5,16.5,11.5,5.5,10.5,10.5,10.5,5.5,16.5,10.5,17,0.1905,1,0.0833,,2,0.4286,,,
Gerald Everett,CHI,TE,26,Yes,No,No,10,5,No,Yes,5,1,0.5,5,1,10,26,5,-16,,,0.2,0.3,4,3,0.6,-3.2,79.2,1,2,-4.0945,2,5.2,1,,6.9158,6.9158,0.1923,1,6,3.5,6,8.5,6,3.5,6,6,6,3.5,8.5,6,17,0.1,,,,,0.4,,,
Lucas Krull,DEN,TE,55,Yes,No,No,28,3,No,Yes,3,1,0.1071,3,1,6,13,2,-7,,,0.0357,0.2143,1,1,0.3333,-2.3333,79.2,0.2143,2,-2.7254,2,4.3333,0.6667,,4.1099,4.1099,0.0556,0.6,3.6,2.1,3.6,5.1,3.6,2.1,3.6,3.6,3.6,2.1,5.1,3.6,13,0.1071,,,,,0.6429,,,
Tyler Johnson,LA,WR,36,Yes,No,No,27,5,No,Yes,5,1,0.1852,4,0.8,28,39,27,-12,2,0.5,,0.4444,4,1,0.2,-2.4,90,1.037,5.6,0.3219,7,9.75,6.75,1,9.4593,9.4593,0.1389,2.8,6.8,4.8,6.8,6.8,6.8,4.8,6.8,6.8,6.8,4.8,6.8,6.8,15,0.5556,,,,1,,,1,
Alex Bachman,LV,WR,11,No,Yes,Yes,7,,No,Yes,,,,,,,,,,,,,0.2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.7143,,,,,,,,
Austin Trammell,JAX,WR,2,No,No,Yes,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Kendric Pryor,CIN,WR,2,No,Yes,No,1,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,
Tony Pollard,TEN,RB,68,No,No,No,46,35,No,No,32,0.9143,0.7609,24,0.6857,93,182,50,-120,1,0.0417,0.8913,0.0652,21,15,0.4286,-3.4286,71.7,2.0217,2.6571,-2.9657,3.875,7.5833,2.0833,6,56.2189,56.2189,0.5147,9.3,33.3,21.3,45.3,33.3,33.3,21.3,33.3,33.3,33.3,21.3,33.3,33.3,16,0.0217,7,0.2,,3,0.0217,,1,
Romeo Doubs,GB,WR,72,Yes,No,No,40,1,No,Yes,1,1,0.025,1,1,5,6,2,-1,,,,0.1,1,1,1,-1,87.5,0.125,5,-1.1699,5,6,2,,1.6208,1.6208,0.0139,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,13,0.9,,,,,,,,
Ray Davis,BUF,RB,22,No,No,No,17,8,No,Yes,8,1,0.4706,8,1,97,135,67,-38,2,0.25,0.8235,0.0588,3,,,-4.75,156.8,5.7059,12.125,7.0413,12.125,16.875,8.375,2,11.4271,11.4271,0.3636,15.7,23.7,19.7,27.7,23.7,23.7,19.7,23.7,23.7,23.7,19.7,23.7,23.7,17,0.0588,,,1,,0.0588,,,
JuJu Smith-Schuster,KC,WR,71,Yes,No,No,44,5,No,Yes,5,1,0.1136,5,1,39,62,17,-23,1,0.2,,0.3864,5,4,0.8,-4.6,138.8,0.8864,7.8,3.456,7.8,12.4,3.4,2,8.6206,8.6206,0.0704,9.9,14.9,12.4,14.9,14.9,14.9,12.4,14.9,14.9,14.9,12.4,14.9,14.9,14,0.5682,,,1,3,0.0455,,,
DeeJay Dallas,ARZ,RB,5,No,No,No,4,2,No,Yes,2,1,0.5,2,1,10,20,4,-10,,,0.75,0.25,2,2,1,-5,87.5,2.5,5,-0.3296,5,10,2,,2.8621,2.8621,0.4,1,3,2,4,3,3,2,3,3,3,2,3,3,16,,,,,,,,,
Ladd McConkey,LAC,WR,58,No,No,No,43,5,No,Yes,5,1,0.1163,5,1,10,26,4,-16,,,,0.5581,5,3,0.6,-3.2,79.2,0.2326,2,-2.8702,2,5.2,0.8,,10.905,10.905,0.0862,1,6,3.5,6,6,6,3.5,6,6,6,3.5,6,6,16,0.4186,,,,,0.0233,,,
CeeDee Lamb,DAL,WR,94,No,No,No,85,23,No,Yes,23,1,0.2706,21,0.913,159,221,93,-64,6,0.2857,0.0235,0.5059,23,22,0.9565,-2.7826,95.5,1.8706,6.913,1.8301,7.5714,10.5238,4.4286,7,35.4635,35.4635,0.2447,15.9,36.9,26.4,36.9,36.9,39.9,29.4,36.9,36.9,36.9,26.4,36.9,36.9,16,0.4588,2,0.087,,2,0.0118,,,
Noah Fant,SEA,TE,63,Yes,No,No,44,8,No,Yes,8,1,0.1818,8,1,72,83,24,-11,,,,0.5,5,5,0.625,-1.375,104.2,1.6364,9,3.767,9,10.375,3,4,11.6367,11.6367,0.127,7.2,15.2,11.2,15.2,19.2,15.2,11.2,15.2,15.2,15.2,11.2,19.2,15.2,14,0.1136,,,,,0.3864,,,
Jordan Akins,CLV,TE,41,No,No,Yes,26,12,No,Yes,11,0.9167,0.4615,11,0.9167,72,91,23,-20,,,,0.2308,9,6,0.5,-1.6667,56.9,2.7692,6,0.7093,6.5455,8.2727,2.0909,2,19.1508,19.1508,0.2927,7.2,18.2,12.7,18.2,23.7,18.2,12.7,18.2,18.2,18.2,12.7,23.7,18.2,17,,,,,1,0.7692,,,
Nick Vannett,TEN,TE,36,No,No,No,19,9,No,No,8,0.8889,0.4737,8,0.8889,54,70,12,-17,,,,,6,3,0.3333,-1.8889,52.1,2.8421,6,0.402,6.75,8.75,1.5,2,13.8211,13.8211,0.25,5.4,13.4,9.4,13.4,17.4,13.4,9.4,13.4,13.4,13.4,9.4,17.4,13.4,17,0.0526,,,,1,0.9474,,,
Peyton Hendershot,KC,TE,7,Yes,No,No,4,2,No,Yes,2,1,0.5,2,1,15,16,6,-1,1,0.5,,0.5,1,,,-0.5,97.9,3.75,7.5,2.4048,7.5,8,3,,2.8861,2.8861,0.2857,1.5,3.5,2.5,3.5,4.5,3.5,2.5,3.5,3.5,3.5,2.5,4.5,3.5,7,,,,,,0.5,,,
Elijah Cooks,JAX,WR,3,Yes,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,
James Cook,BUF,RB,70,No,No,No,52,24,No,Yes,23,0.9583,0.4615,22,0.9167,132,206,32,-83,2,0.0909,0.8846,0.0577,8,3,0.125,-3.4583,103.5,2.5385,5.5,-0.0431,6,9.3636,1.4545,9,36.0594,36.0594,0.3429,19.2,41.2,30.2,52.2,41.2,44.2,33.2,41.2,41.2,41.2,30.2,41.2,41.2,16,0.0385,1,0.0417,1,3,0.0192,,,
Treylon Burks,TEN,WR,20,Yes,No,No,9,,No,Yes,,,,,,,,,,,,,0.1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.8889,,,,,,,,
Ja'Lynn Polk,NE,WR,46,Yes,No,Yes,26,2,No,Yes,2,1,0.0769,2,1,7,9,3,-2,,,,0.0769,2,1,0.5,-1,81.3,0.2692,3.5,-2.2688,3.5,4.5,1.5,,2.8897,2.8897,0.0435,0.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,15,0.9231,,,,,,,,
Jared Wiley,KC,TE,9,No,Yes,Yes,2,,No,Yes,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,0.5,,,
Isaiah Likely,BLT,TE,64,No,No,Yes,33,10,No,Yes,10,1,0.303,10,1,54,84,17,-30,3,0.3,,0.303,7,7,0.7,-3,89.2,1.6364,5.4,-0.3034,5.4,8.4,1.7,2,15.0169,15.0169,0.1562,4.4,14.4,9.4,14.4,19.4,14.4,8.4,13.4,13.4,13.4,8.4,19.4,13.4,16,0.1515,,,,1,0.5455,,,
Dalton Schultz,HST,TE,86,No,No,No,36,8,No,No,6,0.75,0.2222,5,0.625,24,37,16,-19,3,0.6,0.1111,0.1389,5,1,0.125,-2.375,66.7,0.6667,3,-2.6664,4.8,7.4,3.2,1,12.5856,12.5856,0.093,2.4,7.4,4.9,7.4,9.9,7.4,4.9,7.4,7.4,7.4,4.9,9.9,7.4,17,0.1111,1,0.125,,1,0.6389,,,
Anthony Gould,IND,WR,1,No,Yes,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,
George Kittle,SF,TE,55,No,No,No,28,15,No,Yes,15,1,0.5357,13,0.8667,184,208,59,-30,5,0.3846,0.0714,0.1429,10,8,0.5333,-2,140,6.5714,12.2667,7.0705,14.1538,16,4.5385,6,24.7068,24.7068,0.2727,24.4,37.4,30.9,37.4,43.9,40.4,33.9,37.4,37.4,37.4,30.9,43.9,37.4,15,0.0357,2,0.1333,1,2,0.75,,,
Keenan Allen,CHI,WR,89,Yes,No,No,48,9,No,Yes,8,0.8889,0.1875,8,0.8889,27,51,13,-27,1,0.125,,0.4167,9,8,0.8889,-3,79.2,0.5625,3,-1.944,3.375,6.375,1.625,2,13.2444,13.2444,0.1011,2.7,10.7,6.7,10.7,10.7,10.7,6.7,10.7,10.7,10.7,6.7,10.7,10.7,15,0.5833,,,,,,,,
Chris Rodriguez Jr.,WAS,RB,3,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,
Olamide Zaccheaus,WAS,WR,51,No,No,No,29,15,No,Yes,14,0.9333,0.5172,13,0.8667,101,143,28,-50,1,0.0769,0.0345,0.5172,13,10,0.6667,-3.3333,94.7,3.4828,6.7333,1.7827,7.7692,11,2.1538,3,27.8831,27.8831,0.2941,10.1,23.1,16.6,23.1,23.1,26.1,19.6,23.1,23.1,23.1,16.6,23.1,23.1,17,0.4483,1,0.0667,,3,,,,
Alec Pierce,IND,WR,60,No,Yes,No,33,1,No,Yes,1,1,0.0303,1,1,5,8,2,-3,,,,0.2121,1,1,1,-3,87.5,0.1515,5,0.0592,5,8,2,,1.5095,1.5095,0.0167,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,16,0.7879,,,,,,,,
Drake London,ATL,WR,89,Yes,No,No,50,3,No,Yes,3,1,0.06,1,0.3333,5,8,2,-3,,,,0.22,3,2,0.6667,-1,42.4,0.1,1.6667,-4.006,5,8,2,,4.2894,4.2894,0.0337,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,17,0.78,2,0.6667,,,,,,
Jalen Tolbert,DAL,WR,93,No,No,No,57,3,No,Yes,3,1,0.0526,2,0.6667,11,12,3,-1,,,,0.2105,3,1,0.3333,-0.3333,72.9,0.193,3.6667,-2.4157,5.5,6,1.5,,6.1016,6.1016,0.0323,1.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,17,0.7895,,,,1,,,1,
Bo Melton,GB,WR,16,Yes,No,No,11,,No,Yes,,,,,,,,,,,,,0.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.8182,,,,,,,,
Bub Means,NO,WR,13,Yes,No,No,10,1,No,Yes,1,1,0.1,1,1,14,18,18,-4,3,3,,0.3,1,1,1,-4,118.8,1.4,14,9.5149,14,18,18,,1.4882,1.4882,0.0769,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,7,0.7,,,,,,,,
Mike Boone,CAR,RB,4,Yes,No,No,3,3,No,Yes,2,0.6667,1,1,0.3333,-2,2,,-14,,,0.6667,0.3333,,,,-4.6667,42.4,-0.6667,-0.6667,-6.0764,-2,2,,,4.1769,4.1769,0.75,-0.2,0.8,0.3,1.3,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,5,,1,0.3333,,,,,,
Velus Jones,CAR,WR,1,No,Yes,No,1,1,No,Yes,1,1,1,1,1,8,13,3,-5,,,,1,1,1,1,-5,100,8,8,3.8404,8,13,3,,1.5078,1.5078,1,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,2,,,,,,,,,
Will Mallory,IND,TE,9,No,No,No,6,,No,Yes,,,,,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.1667,,,,,0.1667,,,
Jaxon Smith-Njigba,SEA,WR,115,Yes,No,No,79,22,No,Yes,22,1,0.2785,22,1,151,195,47,-44,3,0.1364,0.0127,0.7848,20,19,0.8636,-2,95.3,1.9114,6.8636,1.4205,6.8636,8.8636,2.1364,4,34.5786,34.5786,0.1913,15.1,37.1,26.1,37.1,37.1,40.1,29.1,37.1,37.1,37.1,26.1,37.1,37.1,17,0.2025,,,,3,,,,
Jalen Moreno-Cropper,DAL,WR,1,Yes,No,No,1,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Sam LaPorta,DET,TE,102,No,No,No,46,12,No,Yes,11,0.9167,0.2609,11,0.9167,101,134,48,-33,4,0.3636,0.0217,0.1522,9,6,0.5,-2.75,101.7,2.1957,8.4167,3.0952,9.1818,12.1818,4.3636,5,17.3301,17.3301,0.1176,10.1,21.1,15.6,21.1,26.6,24.1,18.6,21.1,21.1,21.1,15.6,26.6,21.1,16,0.1739,,,,3,0.6522,,,
D'Wayne Eskridge,MIA,WR,5,No,No,No,2,1,No,Yes,1,1,0.5,1,1,8,11,1,-3,,,,,1,1,1,-3,100,4,8,3.0592,8,11,1,,1.4785,1.4785,0.2,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,6,1,,,,,,,,
Ross Dwelley,ATL,TE,2,Yes,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,1,,,
Christian McCaffrey,SF,RB,8,No,No,No,6,4,No,Yes,4,1,0.6667,4,1,44,57,10,-13,2,0.5,0.5,0.1667,4,3,0.75,-3.25,112.5,7.3333,11,5.3487,11,14.25,2.5,2,6.5484,6.5484,0.5,3.4,7.4,5.4,9.4,7.4,7.4,4.4,6.4,6.4,6.4,4.4,7.4,6.4,4,0.3333,,,,1,,,,
Khalil Shakir,BUF,WR,78,No,No,Yes,63,36,No,Yes,34,0.9444,0.5714,33,0.9167,255,362,116,-116,10,0.303,,0.7937,31,26,0.7222,-3.2222,114.7,4.0476,7.0833,2.2848,7.7273,10.9697,3.5152,12,58.197,58.197,0.4615,37.5,70.5,54,70.5,70.5,73.5,57,70.5,70.5,70.5,54,70.5,70.5,15,0.1905,1,0.0278,2,7,0.0159,,,
Sterling Shepard,TB,WR,63,No,No,No,36,6,No,Yes,6,1,0.1667,5,0.8333,50,60,12,-11,,,,0.3333,6,6,1,-1.8333,101.4,1.3889,8.3333,2.7999,10,12,2.4,3,8.6149,8.6149,0.0952,5,10,7.5,10,10,10,7.5,10,10,10,7.5,10,10,14,0.6667,,,,1,,,1,
Chris Blair,ATL,WR,3,Yes,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,
Robert Woods,HST,WR,31,No,No,No,11,4,No,No,4,1,0.3636,4,1,12,24,5,-12,,,,0.5455,4,4,1,-3,79.2,1.0909,3,-1.9665,3,6,1.25,,5.8343,5.8343,0.129,1.2,5.2,3.2,5.2,5.2,5.2,3.2,5.2,5.2,5.2,3.2,5.2,5.2,15,0.4545,,,,,,,,
Brycen Tremayne,WAS,WR,2,Yes,No,No,2,1,No,Yes,1,1,0.5,1,1,-2,2,1,-4,,,,,1,1,1,-4,79.2,-1,-2,-6.4851,-2,2,1,,1.7271,1.7271,0.5,-0.2,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,2,1,,,,,,,,
Jeremy McNichols,WAS,RB,27,No,No,No,17,6,No,Yes,6,1,0.3529,6,1,6,24,1,-18,,,0.7647,0.1765,2,2,0.3333,-3,79.2,0.3529,1,-4.5755,1,4,0.1667,,9.2062,9.2062,0.2222,0.6,6.6,3.6,9.6,6.6,6.6,3.6,6.6,6.6,6.6,3.6,6.6,6.6,17,0.0588,,,,1,,,,
Jerome Ford,CLV,RB,49,No,No,No,36,28,No,Yes,28,1,0.7778,27,0.9643,145,251,84,-109,14,0.5185,0.8056,0.0556,19,15,0.5357,-3.8929,88.2,4.0278,5.1786,-0.3895,5.3704,9.2963,3.1111,7,43.0227,43.0227,0.5714,14.5,41.5,28,55,41.5,44.5,31,41.5,41.5,41.5,28,41.5,41.5,14,0.0278,1,0.0357,,1,0.1111,,,
George Pickens,PIT,WR,59,No,Yes,No,47,5,Yes,Yes,5,1,0.1064,5,1,25,42,4,-17,1,0.2,,0.1702,5,5,1,-3.4,127.1,0.5319,5,0.3159,5,8.4,0.8,2,7.6252,7.6252,0.0847,8.5,13.5,11,13.5,13.5,13.5,11,13.5,13.5,13.5,11,13.5,13.5,14,0.8298,,,1,2,,,,
Rico Dowdle,DAL,RB,69,No,No,No,42,27,No,Yes,24,0.8889,0.6429,23,0.8519,113,196,49,-99,5,0.2174,0.9048,0.0952,17,11,0.4074,-3.6667,96.5,2.6905,4.1852,-1.3816,4.913,8.5217,2.1304,7,41.7173,41.7173,0.3913,17.3,40.3,28.8,51.8,40.3,43.3,31.8,40.3,40.3,40.3,28.8,40.3,40.3,16,,1,0.037,1,5,,,,
Jermaine Burton,CIN,WR,7,No,No,Yes,6,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,,,,,,,,
Ricky Pearsall,SF,WR,34,No,No,No,17,2,No,Yes,2,1,0.1176,2,1,7,15,4,-8,,,,0.3529,2,2,1,-4,81.3,0.4118,3.5,-0.9851,3.5,7.5,2,,5.9894,5.9894,0.0588,0.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,11,0.6471,,,,1,,,,
Pharaoh Brown,SEA,TE,26,Yes,No,No,12,3,No,Yes,3,1,0.25,3,1,13,14,7,-1,,,,0.3333,2,2,0.6667,-0.3333,84.7,1.0833,4.3333,-0.8265,4.3333,4.6667,2.3333,,4.5248,4.5248,0.1154,0.3,3.3,1.8,3.3,4.8,3.3,0.8,2.3,2.3,2.3,0.8,4.8,2.3,15,,,,,,0.6667,,,
Chris Olave,NO,WR,31,Yes,No,No,21,3,No,No,3,1,0.1429,3,1,,7,3,-7,,,,0.1905,3,3,1,-2.3333,79.2,,,-5.3847,,2.3333,1,,4.707,4.707,0.0968,,3,1.5,3,3,3,1.5,3,3,3,1.5,3,3,8,0.8095,,,,,,,,
Jordan Matthews,CAR,TE,4,Yes,No,No,3,,No,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
Dante Miller,NYG,RB,1,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Rashod Bateman,BLT,WR,77,No,No,Yes,47,1,No,Yes,1,1,0.0213,1,1,9,10,4,-1,,,,0.0213,1,,,-1,104.2,0.1915,9,2.8301,9,10,4,,1.4477,1.4477,0.013,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,17,0.9787,,,,,,,,
Grant Calcaterra,PHI,TE,29,No,Yes,No,19,3,No,Yes,3,1,0.1579,3,1,40,41,3,-1,1,0.3333,,0.4737,2,,,-0.3333,118.8,2.1053,13.3333,8.1735,13.3333,13.6667,1,1,4.7494,4.7494,0.1034,4,7,5.5,7,8.5,7,5.5,7,7,7,5.5,8.5,7,17,0.2105,,,,,0.3158,,,
Josh Jacobs,GB,RB,64,Yes,No,No,38,28,No,Yes,24,0.8571,0.7368,24,0.8571,203,296,135,-106,13,0.5417,0.8684,0.0526,14,14,0.5,-3.7857,93.9,5.3421,7.25,1.6208,8.4583,12.3333,5.625,11,43.8733,43.8733,0.4375,26.3,50.3,38.3,62.3,50.3,53.3,41.3,50.3,50.3,50.3,38.3,50.3,50.3,17,0.0789,,,1,2,,,1,1
Cade Stover,HST,TE,30,No,No,No,14,6,No,No,6,1,0.4286,6,1,30,44,8,-14,,,0.0714,0.0714,4,2,0.3333,-2.3333,87.5,2.1429,5,-0.7397,5,7.3333,1.3333,1,8.9178,8.9178,0.2,3,9,6,9,12,9,6,9,9,9,6,12,9,15,0.1429,,,,1,0.7143,,,
Scott Miller,PIT,WR,20,No,No,No,15,1,No,Yes,1,1,0.0667,1,1,9,9,2,,,,,0.2,1,,,,104.2,0.6,9,2.9614,9,9,2,,1.3899,1.3899,0.05,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,13,0.8,,,,,,,,
Jaylen Waddle,MIA,WR,100,No,No,No,64,9,No,Yes,9,1,0.1406,9,1,-2,60,9,-39,1,0.1111,,0.2031,9,9,1,-4.3333,79.2,-0.0312,-0.2222,-5.2496,-0.2222,6.6667,1,,13.5204,13.5204,0.09,-0.2,8.8,4.3,8.8,8.8,8.8,4.3,8.8,8.8,8.8,4.3,8.8,8.8,15,0.7969,,,,2,,,,
