Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,TouchdownsInEndzone,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AlignmentInlineRoutesPercentage,TargetsContestedTotal,ReceptionsContested,DropsTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AveragesPerTargetDropsTotal,ReceptionsHero
Omarion Hampton,LAC,RB,69,No,Yes,No,50,22,No,Yes,22,1,,0.44,22,1,157,183,63,-26,,,0.1,0.04,11,-1.1818,,96.4,3.14,7.1364,1.112,7.1364,8.3182,2.8636,5,33.3553,33.3553,0.3188,15.7,37.7,26.7,48.7,37.7,40.7,29.7,37.7,37.7,37.7,26.7,37.7,37.7,,9,2,0.0909,0.84,0.02,2,2,,7,0.3182,,
Charlie Woerner,ATL,TE,61,No,No,No,35,2,Yes,Yes,2,1,,0.0571,2,1,3,3,2,,,,0.1429,0.0857,1,,,79.2,0.0857,1.5,-5.2053,1.5,1.5,1,,2.8629,2.8629,0.0328,0.3,2.3,1.3,2.3,3.3,2.3,1.3,2.3,2.3,2.3,1.3,3.3,2.3,1,17,,,0.4571,0.3143,2,2,,,,,
David Moore,CAR,WR,11,Yes,No,Yes,9,1,No,Yes,1,1,,0.1111,1,1,5,,,5,,,0.4444,0.5556,1,5,,87.5,0.5556,5,-1.3628,5,,,,1.2445,1.2445,0.0909,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,4,,,,,1,1,,,,,
CJ Dippre,NE,TE,2,Yes,No,Yes,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,
Amon-Ra St. Brown,DET,WR,173,Yes,No,No,146,47,No,Yes,47,1,1,0.3219,45,0.9574,428,215,84,234,5,1,0.5753,0.411,41,4.9787,,140.1,2.9315,9.1064,2.3687,9.5111,4.7778,1.8667,23,84.1078,84.1078,0.2717,72.8,117.8,95.3,117.8,117.8,120.8,98.3,117.8,117.8,117.8,95.3,117.8,117.8,9,17,10,0.2222,0.0137,,7,6,1,11,0.234,0.0213,
Isaiah Williams,NYJ,WR,53,No,No,No,46,15,No,Yes,15,1,,0.3261,14,0.9333,91,82,19,14,,,0.5652,0.413,12,0.9333,,91.9,1.9783,6.0667,0.3693,6.5,5.8571,1.3571,5,21.4069,21.4069,0.283,9.1,23.1,16.1,23.1,23.1,23.1,16.1,23.1,23.1,23.1,16.1,23.1,23.1,,15,1,0.0714,0.0217,,2,1,1,8,0.5333,0.0667,
Chris Moore,WAS,WR,64,No,No,No,53,4,No,Yes,4,1,,0.0755,4,1,50,9,6,41,,,0.1887,0.8113,3,10.25,,118.8,0.9434,12.5,4.2031,12.5,2.25,1.5,3,6.4549,6.4549,0.0625,5,9,7,9,9,9,7,9,9,9,7,9,9,,14,,,,,1,1,,,,,
Tutu Atwell,LA,WR,38,No,No,No,32,3,No,Yes,3,1,,0.0938,2,0.6667,23,6,1,34,,,0.7188,0.2812,3,11.3333,,89.6,0.7188,7.6667,-1.2099,11.5,3,0.5,1,4.4518,4.4518,0.0789,2.3,4.3,3.3,4.3,4.3,4.3,3.3,4.3,4.3,4.3,3.3,4.3,4.3,,10,,,,,1,,,,,,
Elijah Higgins,ARZ,TE,90,No,No,No,77,13,No,Yes,13,1,,0.1688,13,1,109,68,43,41,,,0.4416,0.0909,8,3.1538,,101.6,1.4156,8.3846,1.5741,8.3846,5.2308,3.3077,5,21.1917,21.1917,0.1444,10.9,23.9,17.4,23.9,30.4,26.9,20.4,23.9,23.9,23.9,17.4,30.4,23.9,1,17,4,0.3077,0.026,0.4416,3,3,,3,0.2308,,
Adam Thielen,PIT,WR,69,No,No,No,53,14,No,Yes,14,1,,0.2642,9,0.6429,82,26,10,90,,,0.6226,0.3585,13,6.4286,,80.1,1.5472,5.8571,-1.216,9.1111,2.8889,1.1111,4,21.2063,21.2063,0.2029,8.2,17.2,12.7,17.2,17.2,17.2,12.7,17.2,17.2,17.2,12.7,17.2,17.2,,16,1,0.1111,0.0189,,9,5,2,1,0.0714,0.1429,
Josiah Deguara,ARZ,TE,15,No,No,No,11,1,No,Yes,1,1,,0.0909,1,1,6,1,1,5,,,0.1818,0.4545,,5,,91.7,0.5455,6,-0.48,6,1,1,,1.4109,1.4109,0.0667,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,,12,,,,0.3636,,,,,,,
Braelon Allen,NYJ,RB,7,No,Yes,Yes,4,,Yes,Yes,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,0.75,,,,,,,,
Harrison Bryant,HST,TE,10,Yes,No,Yes,7,1,No,Yes,1,1,,0.1429,1,1,5,,,5,,,0.4286,,,5,,87.5,0.7143,5,-1.48,5,,,1,4.9193,4.9193,0.1,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,,12,,,,0.5714,,,,,,,
Tylan Wallace,BLT,WR,20,No,No,No,16,1,No,Yes,1,1,,0.0625,1,1,6,7,1,-1,,,0.4375,0.5625,1,-1,,91.7,0.375,6,-0.1699,6,7,1,,1.3738,1.3738,0.05,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,,14,,,,,,,,1,1,,
Jonnu Smith,PIT,TE,99,No,No,No,69,24,No,Yes,24,1,,0.3478,22,0.9167,135,119,40,20,1,,0.4348,0.1739,16,0.8333,,104,1.9565,5.625,-0.3318,6.1364,5.4091,1.8182,6,38.478,38.478,0.2424,19.5,41.5,30.5,41.5,52.5,44.5,33.5,41.5,41.5,41.5,30.5,52.5,41.5,4,17,3,0.1364,0.0145,0.3768,2,1,1,8,0.3333,0.0417,
Darren Waller,MIA,TE,36,No,No,No,30,6,No,Yes,6,1,1,0.2,6,1,53,38,3,23,1,1,0.4333,0.2333,6,3.8333,,143.1,1.7667,8.8333,2.1781,8.8333,6.3333,0.5,5,9.6695,9.6695,0.1667,11.3,17.3,14.3,17.3,20.3,17.3,14.3,17.3,17.3,17.3,14.3,20.3,17.3,1,9,1,0.1667,,0.3333,,,,1,0.1667,,
Isiah Pacheco,KC,RB,89,Yes,No,No,55,12,No,Yes,12,1,,0.2182,11,0.9167,38,65,15,-30,1,,0.0727,0.0727,7,-2.5,,107.6,0.6909,3.1667,-2.7732,3.4545,5.9091,1.3636,3,18.213,18.213,0.1348,9.8,20.8,15.3,26.3,20.8,20.8,15.3,20.8,20.8,20.8,15.3,20.8,20.8,2,13,,,0.8545,,,,1,3,0.25,0.0833,
Pat Freiermuth,PIT,TE,96,No,No,No,75,21,No,Yes,21,1,,0.28,21,1,243,152,63,91,1,,0.6667,0.12,18,4.3333,2,130.8,3.24,11.5714,4.7401,11.5714,7.2381,3,9,32.2565,32.2565,0.2188,30.3,51.3,40.8,51.3,61.8,54.3,43.8,51.3,51.3,51.3,40.8,61.8,51.3,2,17,3,0.1429,,0.2133,3,3,,8,0.381,,
Calvin Austin,PIT,WR,94,No,No,No,77,12,No,Yes,12,1,,0.1558,11,0.9167,100,55,32,51,,,0.6104,0.3766,12,4.25,,101.4,1.2987,8.3333,1.6746,9.0909,5,2.9091,5,17.8623,17.8623,0.1277,10,21,15.5,21,21,24,18.5,21,21,21,15.5,21,21,1,14,2,0.1818,0.013,,3,3,1,4,0.3333,0.0833,
Ronnie Bell,NO,WR,3,No,No,No,1,,Yes,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
LeQuint Allen,JAX,RB,51,No,No,No,37,5,No,Yes,5,1,,0.1351,5,1,28,27,7,1,,,0.1892,0.0541,1,0.2,,90,0.7568,5.6,-0.5164,5.6,5.4,1.4,,7.7617,7.7617,0.098,2.8,7.8,5.3,10.3,7.8,7.8,5.3,7.8,7.8,7.8,5.3,7.8,7.8,1,17,,,0.7568,,,,,,,,
Colston Loveland,CHI,TE,93,Yes,No,No,67,15,No,Yes,15,1,,0.2239,15,1,179,70,25,109,,,0.4328,0.2239,9,7.2667,,116.4,2.6716,11.9333,4.4044,11.9333,4.6667,1.6667,12,26.6514,26.6514,0.1613,17.9,32.9,25.4,32.9,40.4,35.9,28.4,32.9,32.9,32.9,25.4,40.4,32.9,,16,2,0.1333,0.0299,0.3134,1,1,,,,,
Bijan Robinson,ATL,RB,131,No,No,No,114,47,Yes,Yes,47,1,,0.4123,45,0.9574,426,501,137,-81,1,,0.193,0.1404,35,-1.7234,,111.5,3.7368,9.0638,3.1157,9.4667,11.1333,3.0444,15,70.699,70.699,0.3588,47.6,92.6,70.1,115.1,92.6,95.6,72.1,91.6,91.6,91.6,69.1,92.6,91.6,3,17,16,0.3556,0.6667,,4,3,1,25,0.5319,0.0213,
Jaleel McLaughlin,DEN,RB,9,No,No,No,3,1,No,Yes,1,1,,0.3333,1,1,-5,1,,-6,,,,,,-6,,79.2,-1.6667,-5,-10.0893,-5,1,,,1.3296,1.3296,0.1111,-0.5,0.5,,1,0.5,0.5,,0.5,0.5,0.5,,0.5,0.5,,8,,,1,,,,,,,,
Ty Johnson,BUF,RB,63,No,No,No,48,16,No,Yes,16,1,,0.3333,15,0.9375,175,214,86,-63,1,,0.25,0.0833,13,-3.9375,,133.1,3.6458,10.9375,4.7521,11.6667,14.2667,5.7333,7,23.1544,23.1544,0.254,23.5,38.5,31,46,38.5,41.5,34,38.5,38.5,38.5,31,38.5,38.5,2,17,5,0.3333,0.6667,,1,,,13,0.8125,,
Van Jefferson,TEN,WR,91,No,Yes,No,60,13,Yes,Yes,13,1,,0.2167,11,0.8462,106,38,13,119,,,0.1333,0.8667,9,9.1538,1,100.6,1.7667,8.1538,0.5687,9.6364,3.4545,1.1818,6,19.3564,19.3564,0.1429,10.6,21.6,16.1,21.6,21.6,24.6,19.1,21.6,21.6,21.6,16.1,21.6,21.6,,16,,,,,4,2,,1,0.0769,,
Andre Baccellia,ARZ,WR,22,No,Yes,No,17,1,No,Yes,1,1,,0.0588,1,1,3,6,3,-3,,,0.2941,0.7059,1,-3,,79.2,0.1765,3,-1.9408,3,6,3,,1.6358,1.6358,0.0455,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,,5,2,2,,,,,,1,1,,
Elic Ayomanor,TEN,WR,110,No,No,No,77,18,No,Yes,18,1,2,0.2338,14,0.7778,112,24,8,151,2,2,0.2078,0.7922,11,8.3889,,129.6,1.4545,6.2222,-1.4693,8,1.7143,0.5714,10,29.2647,29.2647,0.1636,23.2,37.2,30.2,37.2,37.2,40.2,33.2,37.2,37.2,37.2,30.2,37.2,37.2,3,16,,,,,6,3,2,1,0.0556,0.1111,
Sean McKeon,IND,TE,1,Yes,No,Yes,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,
Derrick Henry,BLT,RB,59,No,No,No,33,5,No,Yes,5,1,,0.1515,5,1,29,31,14,-2,,,,0.0303,2,-0.4,,90.8,0.8788,5.8,-0.2897,5.8,6.2,2.8,,7.3126,7.3126,0.0847,2.9,7.9,5.4,10.4,7.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,,17,1,0.2,0.9697,,1,1,,2,0.4,,
Robert Tonyan,KC,TE,10,No,No,No,6,,No,Yes,,,,,,,,,,,,,0.5,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0.3333,,,,,,,
Kareem Hunt,KC,RB,84,No,No,No,44,13,No,Yes,13,1,1,0.2955,13,1,95,99,33,1,1,1,0.0227,0.0227,7,0.0769,,122.8,2.1591,7.3077,1.0583,7.3077,7.6154,2.5385,6,19.8938,19.8938,0.1548,15.5,28.5,22,35,28.5,28.5,22,28.5,28.5,28.5,22,28.5,28.5,2,17,3,0.2308,0.9545,,,,,4,0.3077,,
AJ Barner,SEA,TE,128,Yes,No,No,98,29,No,Yes,29,1,,0.2959,28,0.9655,221,134,62,86,1,,0.0918,0.0306,16,2.9655,,109.9,2.2551,7.6207,1.357,7.8929,4.7857,2.2143,13,45.5271,45.5271,0.2266,28.1,56.1,42.1,56.1,70.1,59.1,45.1,56.1,56.1,56.1,42.1,70.1,56.1,4,17,3,0.1071,,0.8776,3,3,1,2,0.069,0.0345,
Zach Charbonnet,SEA,RB,86,Yes,No,No,61,17,No,Yes,17,1,,0.2787,16,0.9412,104,77,29,32,,,0.082,0.082,7,1.8824,,92.2,1.7049,6.1176,-0.3455,6.5,4.8125,1.8125,4,25.2124,25.2124,0.1977,10.4,26.4,18.4,34.4,26.4,29.4,21.4,26.4,26.4,26.4,18.4,26.4,26.4,2,16,,,0.7869,0.0492,1,1,1,4,0.2353,0.0588,
Chuba Hubbard,CAR,RB,82,No,No,No,64,25,No,Yes,25,1,,0.3906,24,0.96,152,219,54,-68,2,,0.0469,0.0781,11,-2.72,,118.7,2.375,6.08,0.3728,6.3333,9.125,2.25,8,43.5341,43.5341,0.3049,27.2,51.2,39.2,63.2,51.2,54.2,42.2,51.2,51.2,51.2,39.2,51.2,51.2,4,15,6,0.25,0.875,,,,1,8,0.32,0.04,
Jared Wayne,HST,WR,2,No,Yes,No,1,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Xavier Worthy,KC,WR,116,Yes,No,No,93,26,No,Yes,26,1,,0.2796,23,0.8846,239,144,24,119,,,0.2366,0.7527,21,4.5769,1,105,2.5699,9.1923,2.3659,10.3913,6.2609,1.0435,10,42.5486,42.5486,0.2241,23.9,46.9,35.4,46.9,46.9,49.9,38.4,46.9,46.9,46.9,35.4,46.9,46.9,2,14,8,0.3478,0.0108,,2,1,1,8,0.3077,0.0385,
Elijah Moore,BUF,WR,28,No,No,No,25,7,No,Yes,7,1,,0.28,5,0.7143,34,32,10,12,,,0.32,0.68,5,1.7143,,81.8,1.36,4.8571,-0.8433,6.8,6.4,2,1,9.8279,9.8279,0.25,3.4,8.4,5.9,8.4,8.4,8.4,5.9,8.4,8.4,8.4,5.9,8.4,8.4,,9,1,0.2,,,,,1,2,0.2857,0.1429,
Malachi Corley,CLV,WR,30,No,Yes,No,24,8,Yes,Yes,8,1,,0.3333,8,1,48,71,13,-2,,,0.7083,0.2917,6,-0.25,,91.7,2,6,0.5255,6,8.875,1.625,2,11.8506,11.8506,0.2667,4.8,12.8,8.8,12.8,12.8,12.8,8.8,12.8,12.8,12.8,8.8,12.8,12.8,,13,2,0.25,,,1,1,,5,0.625,,
Rachaad White,TB,RB,101,No,No,No,78,26,No,Yes,26,1,,0.3333,26,1,153,241,65,-88,,,0.1026,0.0897,18,-3.3846,,91.2,1.9615,5.8846,0.1361,5.8846,9.2692,2.5,8,43.7128,43.7128,0.2574,15.3,41.3,28.3,54.3,41.3,44.3,31.3,41.3,41.3,41.3,28.3,41.3,41.3,6,17,7,0.2692,0.8077,,,,,17,0.6538,,
Johnny Mundt,JAX,TE,47,No,No,No,37,4,No,Yes,4,1,,0.1081,2,0.5,21,14,1,2,,,0.1622,0.0541,3,0.5,,65.6,0.5676,5.25,-0.6462,10.5,7,0.5,1,5.9863,5.9863,0.0851,2.1,4.1,3.1,4.1,5.1,4.1,3.1,4.1,4.1,4.1,3.1,5.1,4.1,,16,,,,0.7838,,,2,2,0.5,0.5,
Durham Smythe,CHI,TE,24,Yes,No,No,18,3,No,Yes,3,1,,0.1667,3,1,21,14,2,7,,,0.1111,0.0556,,2.3333,,95.8,1.1667,7,1.2007,7,4.6667,0.6667,1,4.3267,4.3267,0.125,2.1,5.1,3.6,5.1,6.6,5.1,3.6,5.1,5.1,5.1,3.6,6.6,5.1,,17,,,0.2222,0.6111,,,,,,,
Xavier Legette,CAR,WR,116,No,No,No,105,23,No,Yes,23,1,,0.219,19,0.8261,131,38,9,130,,,0.3714,0.6286,18,5.6522,1,90.4,1.2476,5.6957,-1.1366,6.8947,2,0.4737,5,34.823,34.823,0.1983,13.1,32.1,22.6,32.1,32.1,35.1,25.6,32.1,32.1,32.1,22.6,32.1,32.1,3,15,4,0.2105,,,3,2,,5,0.2174,,
Gunnar Helm,TEN,TE,66,No,Yes,No,47,18,Yes,Yes,18,1,,0.383,17,0.9444,82,54,18,30,,,0.3404,0.0851,13,1.6667,,85.6,1.7447,4.5556,-1.5936,4.8235,3.1765,1.0588,1,25.1539,25.1539,0.2727,8.2,25.2,16.7,25.2,33.7,25.2,16.7,25.2,25.2,25.2,16.7,33.7,25.2,1,16,1,0.0588,,0.5745,6,5,,4,0.2222,,
Justin Jefferson,MIN,WR,118,Yes,No,Yes,109,30,No,Yes,30,1,1,0.2752,28,0.9333,245,149,53,136,1,1,0.2477,0.7523,26,4.5333,1,97.9,2.2477,8.1667,1.1878,8.75,5.3214,1.8929,10,47.6061,47.6061,0.2542,30.5,58.5,44.5,58.5,58.5,61.5,47.5,58.5,58.5,58.5,44.5,58.5,58.5,2,17,3,0.1071,,,2,,1,14,0.4667,0.0333,
Rashid Shaheed,SEA,WR,136,Yes,No,No,125,25,No,Yes,25,1,,0.2,24,0.96,217,79,23,146,,,0.344,0.656,21,5.84,,102.8,1.736,8.68,1.4938,9.0417,3.2917,0.9583,10,39.0319,39.0319,0.1838,21.7,45.7,33.7,45.7,45.7,48.7,36.7,45.7,45.7,45.7,33.7,45.7,45.7,4,18,2,0.0833,,,2,1,,7,0.28,,
Greg Dulcich,MIA,TE,33,Yes,No,Yes,26,7,No,Yes,7,1,,0.2692,6,0.8571,55,43,5,16,,,0.3077,0.1538,6,2.2857,,99.4,2.1154,7.8571,1.6199,9.1667,7.1667,0.8333,3,11.6014,11.6014,0.2121,5.5,11.5,8.5,11.5,14.5,11.5,8.5,11.5,11.5,11.5,8.5,14.5,11.5,1,10,,,,0.5385,2,1,,2,0.2857,,
Brandin Cooks,BUF,WR,91,No,No,Yes,82,10,No,Yes,10,1,,0.122,10,1,75,19,4,56,,,0.3415,0.6341,7,5.6,,97.9,0.9146,7.5,0.7545,7.5,1.9,0.4,4,14.7774,14.7774,0.1099,7.5,17.5,12.5,17.5,17.5,17.5,12.5,17.5,17.5,17.5,12.5,17.5,17.5,,15,,,0.0244,,2,2,,1,0.1,,
A.J. Brown,PHI,WR,128,No,No,Yes,112,34,No,Yes,34,1,,0.3036,34,1,373,118,102,255,,,0.0804,0.9196,25,7.5,,112.4,3.3304,10.9706,3.5948,10.9706,3.4706,3,19,52.7573,52.7573,0.2656,37.3,71.3,54.3,71.3,71.3,74.3,57.3,71.3,71.3,71.3,54.3,71.3,71.3,2,15,6,0.1765,,,5,5,,3,0.0882,,
Luke McCaffrey,WAS,WR,30,No,No,No,26,5,No,Yes,5,1,,0.1923,5,1,63,52,7,11,1,,0.3077,0.6923,5,2.2,,158.3,2.4231,12.6,6.3633,12.6,10.4,1.4,1,8.6748,8.6748,0.1667,12.3,17.3,14.8,17.3,17.3,17.3,14.8,17.3,17.3,17.3,14.8,17.3,17.3,,9,,,,,1,1,,2,0.4,,
Brock Wright,DET,TE,56,Yes,No,No,30,5,No,Yes,5,1,,0.1667,4,0.8,25,18,5,12,,,0.2333,0.1,2,2.4,,87.5,0.8333,5,-0.8334,6.25,4.5,1.25,1,7.4624,7.4624,0.0893,2.5,6.5,4.5,6.5,8.5,6.5,4.5,6.5,6.5,6.5,4.5,8.5,6.5,,11,,,,0.6667,1,,,,,,
Ryan Miller,TB,WR,9,No,No,Yes,5,1,No,Yes,1,1,,0.2,1,1,14,,,14,,,0.2,0.8,1,14,,118.8,2.8,14,4.1866,14,,,,1.8581,1.8581,0.1111,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,,13,,,,,,,,,,,
Jalin Hyatt,NYG,WR,29,No,No,No,21,2,Yes,Yes,2,1,,0.0952,2,1,18,-1,,19,,,0.1905,0.8095,2,9.5,,104.2,0.8571,9,0.7703,9,-0.5,,1,3.3145,3.3145,0.069,1.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,,8,,,,,,,,,,,
David Njoku,CLV,TE,78,No,No,No,59,17,No,Yes,17,1,,0.2881,16,0.9412,157,107,38,52,1,,0.3729,0.0847,13,3.0588,,124.8,2.661,9.2353,2.7637,9.8125,6.6875,2.375,4,26.9687,26.9687,0.2179,21.7,37.7,29.7,37.7,45.7,40.7,32.7,37.7,37.7,37.7,29.7,45.7,37.7,1,12,3,0.1875,,0.5424,1,,,3,0.1765,,
Terrance Ferguson,LA,TE,27,No,No,No,24,,No,Yes,,,,,,,,,,,,,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,0.375,,,,,,,
Brock Bowers,LV,TE,118,No,No,Yes,98,26,No,Yes,26,1,,0.2653,25,0.9615,245,93,56,149,,,0.4898,0.2347,21,5.7308,,105.9,2.5,9.4231,2.4043,9.8,3.72,2.24,13,40.4433,40.4433,0.2203,24.5,49.5,37,49.5,62,52.5,40,49.5,49.5,49.5,37,62,49.5,3,12,3,0.12,,0.2755,4,4,1,3,0.1154,0.0385,
Kimani Vidal,LAC,RB,91,No,No,No,55,9,No,Yes,9,1,,0.1636,8,0.8889,89,102,22,-18,,,0.0364,0.0364,4,-2,,107.9,1.6182,9.8889,3.93,11.125,12.75,2.75,4,14.2353,14.2353,0.0989,8.9,16.9,12.9,20.9,16.9,16.9,12.9,16.9,16.9,16.9,12.9,16.9,16.9,1,13,1,0.125,0.9091,0.0182,,,1,3,0.3333,0.1111,
RJ Harvey,DEN,RB,94,No,No,No,65,25,No,Yes,25,1,1,0.3846,25,1,148,174,37,-17,1,1,0.1077,0.1692,11,-0.68,,104.7,2.2769,5.92,-0.0657,5.92,6.96,1.48,7,40.7106,40.7106,0.266,20.8,45.8,33.3,58.3,45.8,48.8,36.3,45.8,45.8,45.8,33.3,45.8,45.8,4,17,3,0.12,0.7231,,,,,7,0.28,,
Mason Tipton,NO,WR,47,No,No,No,42,6,Yes,Yes,6,1,,0.1429,5,0.8333,33,27,4,20,,,0.4286,0.5476,5,3.3333,,89.6,0.7857,5.5,-0.7836,6.6,5.4,0.8,2,10.2089,10.2089,0.1277,3.3,8.3,5.8,8.3,8.3,8.3,5.8,8.3,8.3,8.3,5.8,8.3,8.3,1,13,,,0.0238,,1,,,1,0.1667,,
Savion Williams,GB,WR,18,No,No,No,17,8,No,Yes,8,1,,0.4706,8,1,39,55,16,-16,1,,0.6471,0.1765,6,-2,,126.6,2.2941,4.875,-0.1118,4.875,6.875,2,1,14.3785,14.3785,0.4444,9.9,17.9,13.9,17.9,17.9,17.9,13.9,17.9,17.9,17.9,13.9,17.9,17.9,3,12,2,0.25,0.1765,,,,,6,0.75,,
Derius Davis,LAC,WR,9,No,No,No,9,2,No,Yes,2,1,,0.2222,2,1,10,8,-1,2,,,0.3333,0.6667,2,1,,87.5,1.1111,5,-0.7171,5,4,-0.5,,2.9872,2.9872,0.2222,1,3,2,3,3,3,2,3,3,3,2,3,3,,11,,,,,,,,1,0.5,,
Kylen Granson,PHI,TE,25,No,No,No,18,5,No,Yes,5,1,,0.2778,4,0.8,18,7,3,42,,,0.2778,0.1111,3,8.4,1,81.7,1,3.6,-4.1607,4.5,1.75,0.75,1,8.1609,8.1609,0.2,1.8,5.8,3.8,5.8,7.8,5.8,3.8,5.8,5.8,5.8,3.8,7.8,5.8,1,17,,,0.0556,0.5556,1,,1,,,0.2,
Konata Mumpfield,LA,WR,40,No,No,No,35,6,No,Yes,6,1,,0.1714,6,1,66,25,7,41,,,0.1429,0.8571,2,6.8333,,112.5,1.8857,11,3.9001,11,4.1667,1.1667,5,9.0346,9.0346,0.15,6.6,12.6,9.6,12.6,12.6,12.6,9.6,12.6,12.6,12.6,9.6,12.6,12.6,1,17,,,,,3,3,,1,0.1667,,
Deven Thompkins,ATL,WR,6,No,No,No,5,2,Yes,Yes,2,1,,0.4,2,1,8,18,3,-10,,,0.2,0.8,2,-5,,83.3,1.6,4,-0.1596,4,9,1.5,,3.2333,3.2333,0.3333,0.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,,7,,,,,,,,1,0.5,,
Rhamondre Stevenson,NE,RB,92,Yes,No,Yes,70,19,No,Yes,19,1,,0.2714,17,0.8947,105,103,13,35,,,0.0143,0.0571,7,1.8421,1,89.7,1.5,5.5263,-1.309,6.1765,6.0588,0.7647,2,30.8342,30.8342,0.2065,9.5,26.5,18,35,26.5,29.5,20,25.5,25.5,25.5,17,26.5,25.5,1,14,1,0.0588,0.9286,,2,,1,3,0.1579,0.0526,
Kaleb Johnson,PIT,RB,6,No,Yes,No,3,1,No,Yes,1,1,,0.3333,1,1,9,14,2,-5,,,0.3333,,,-5,,104.2,3,9,3.1289,9,14,2,,2.0571,2.0571,0.1667,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,10,,,0.6667,,,,,,,,
Brenton Strange,JAX,TE,88,No,No,No,63,24,No,Yes,24,1,,0.381,24,1,291,154,44,137,,,0.3333,0.2381,16,5.7083,2,117.2,4.619,12.125,5.2665,12.125,6.4167,1.8333,13,37.8463,37.8463,0.2727,29.1,53.1,41.1,53.1,65.1,56.1,44.1,53.1,53.1,53.1,41.1,65.1,53.1,2,12,6,0.25,,0.4286,3,3,,3,0.125,,
Tyreek Hill,MIA,WR,24,No,Yes,Yes,21,7,Yes,Yes,7,1,1,0.3333,7,1,105,17,3,95,1,1,0.3333,0.6667,3,13.5714,2,158.3,5,15,6.5865,15,2.4286,0.4286,6,14.5995,14.5995,0.2917,16.5,23.5,20,23.5,23.5,26.5,23,23.5,23.5,23.5,20,23.5,23.5,1,4,,,,,,,,1,0.1429,,
Demarcus Robinson,SF,WR,82,Yes,No,No,73,14,No,Yes,14,1,1,0.1918,13,0.9286,168,23,7,193,1,1,0.411,0.589,11,13.7857,3,140.5,2.3014,12,3.1153,12.9231,1.7692,0.5385,11,26.352,26.352,0.1707,22.8,35.8,29.3,35.8,35.8,38.8,32.3,35.8,35.8,35.8,29.3,35.8,35.8,1,14,,,,,4,3,1,1,0.0714,0.0714,
