Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsInEndzone,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,DeepTargetTargetsTotal,AveragesPerTargetDropsTotal,AlignmentBackfieldRoutesPercentage,ReceptionsHero
Calvin Austin,PIT,WR,61,No,No,No,60,10,No,Yes,10,1,0.1667,9,0.9,178,46,3,147,3,,0.6,0.4,8,14.7,158.3,2.9667,17.8,8.6946,19.7778,5.1111,0.3333,8,18.4593,18.4593,0.1639,35.8,44.8,40.3,44.8,44.8,47.8,43.3,44.8,44.8,44.8,40.3,44.8,44.8,,17,1,2,1,2,1,1,0.1111,,,3,0.1,,
Ronnie Bell,SF,WR,12,No,No,No,11,2,Yes,Yes,2,1,0.1818,,,,,,35,,,0.1818,0.8182,1,17.5,39.6,,,-7.7081,,,,,3.3558,3.3558,0.1667,,,,,,,,,,,,,,,8,,,,,2,,,,,1,1,,
Pat Freiermuth,PIT,TE,71,No,No,No,66,22,No,Yes,22,1,0.3333,20,0.9091,176,93,37,99,2,0.2727,0.6212,0.1061,19,4.5,130.3,2.6667,8,1.3176,8.8,4.65,1.85,11,36.4943,36.4943,0.3099,29.6,49.6,39.6,49.6,59.6,52.6,42.6,49.6,49.6,49.6,39.6,59.6,49.6,4,17,2,,2,,2,1,0.05,,,,0.0909,,
Isiah Pacheco,KC,RB,17,No,No,No,9,2,No,Yes,2,1,0.2222,1,0.5,15,14,4,10,,,,0.2222,2,5,75,1.6667,7.5,0.9381,15,14,4,1,2.9399,2.9399,0.1176,1.5,2.5,2,3,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,,7,,,,,1,,,,,,0.5,0.7778,
Cordarrelle Patterson,PIT,RB,10,No,No,No,9,1,No,Yes,1,1,0.1111,1,1,-1,5,3,-6,,0.1111,0.4444,0.1111,1,-6,79.2,-0.1111,-1,-6.0893,-1,5,3,,1.577,1.577,0.1,-0.1,0.9,0.4,1.4,0.9,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,,13,,,,,,1,1,,,,,0.3333,
Ben Sinnott,WAS,TE,18,No,No,Yes,12,3,Yes,Yes,3,1,0.25,3,1,18,10,2,8,1,0.4167,0.3333,0.0833,3,2.6667,131.3,1.5,6,-0.269,6,3.3333,0.6667,2,6.5256,6.5256,0.1667,7.8,10.8,9.3,10.8,12.3,10.8,9.3,10.8,10.8,10.8,9.3,12.3,10.8,1,17,,,,,,,,,,,,0.1667,
Stefon Diggs,HST,WR,53,Yes,No,Yes,53,18,No,Yes,18,1,0.3396,17,0.9444,219,74,17,158,3,,0.4528,0.4906,17,8.7778,156.9,4.1321,12.1667,4.6144,12.8824,4.3529,1,15,33.8259,33.8259,0.3396,39.9,56.9,48.4,56.9,56.9,59.9,51.4,56.9,56.9,56.9,48.4,56.9,56.9,5,8,1,2,,2,,1,0.0588,1,0.0556,2,,0.0566,
Zay Jones,ARZ,WR,42,No,No,No,39,4,No,Yes,4,1,0.1026,4,1,42,4,1,38,,,0.1795,0.8205,4,9.5,110.4,1.0769,10.5,3.0022,10.5,1,0.25,2,6.1702,6.1702,0.0952,4.2,8.2,6.2,8.2,8.2,8.2,6.2,8.2,8.2,8.2,6.2,8.2,8.2,,11,,,,,,,,,,1,,,
Irv Smith,HST,TE,7,No,Yes,No,5,,No,Yes,,,,,,,,,,,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Brandon Aiyuk,SF,WR,36,No,No,No,34,7,No,Yes,7,1,0.2059,5,0.7143,48,15,4,56,,,0.2941,0.7059,6,8,90.2,1.4118,6.8571,-0.7429,9.6,3,0.8,4,11.4779,11.4779,0.1944,4.8,9.8,7.3,9.8,9.8,9.8,7.3,9.8,9.8,9.8,7.3,9.8,9.8,1,7,1,,,,1,,,1,0.1429,,0.1429,,
Allen Lazard,NYJ,WR,109,No,No,No,101,22,No,Yes,22,1,0.2178,20,0.9091,303,110,34,232,3,,0.4059,0.5941,20,10.5455,158.3,3,13.7727,5.468,15.15,5.5,1.7,14,37.5907,37.5907,0.2018,48.3,68.3,58.3,68.3,68.3,71.3,61.3,68.3,68.3,68.3,58.3,68.3,68.3,3,12,4,,2,,,2,0.1,2,0.0909,3,,,
Andrei Iosivas,CIN,WR,113,No,No,No,109,10,No,Yes,10,1,0.0917,10,1,142,20,8,135,3,,0.5688,0.4312,5,13.5,158.3,1.3028,14.2,5.1881,14.2,2,0.8,9,20.1328,20.1328,0.0885,32.2,42.2,37.2,42.2,42.2,45.2,40.2,42.2,42.2,42.2,37.2,42.2,42.2,3,17,3,2,3,2,,,,,,2,,,
Jeremy Ruckert,NYJ,TE,43,No,No,No,30,9,No,Yes,9,1,0.3,7,0.7778,51,35,8,37,,0.5333,0.4,0.0333,5,4.1111,90.3,1.7,5.6667,-0.8198,7.2857,5,1.1429,2,13.0935,13.0935,0.2093,5.1,12.1,8.6,12.1,15.6,12.1,8.6,12.1,12.1,12.1,8.6,15.6,12.1,1,17,1,,,,1,,,,,,0.1111,0.0333,
Kalif Raymond,DET,WR,27,No,No,No,26,4,Yes,Yes,4,1,0.1538,4,1,58,22,1,36,1,,0.5,0.5,4,9,158.3,2.2308,14.5,6.9181,14.5,5.5,0.25,3,5.7131,5.7131,0.1481,11.8,15.8,13.8,15.8,15.8,15.8,13.8,15.8,15.8,15.8,13.8,15.8,15.8,,12,,,,,,,,,,1,,,
Darnell Mooney,ATL,WR,108,No,No,No,104,26,No,Yes,26,1,0.25,24,0.9231,470,129,44,410,3,,0.3942,0.5865,24,15.7692,157.2,4.5192,18.0769,8.811,19.5833,5.375,1.8333,20,50.4013,50.4013,0.2407,65,89,77,89,89,92,80,89,89,89,77,89,89,1,16,4,,2,,1,2,0.0833,1,0.0385,9,0.0385,0.0192,
Najee Harris,PIT,RB,33,No,No,No,23,5,No,Yes,5,1,0.2174,5,1,40,44,18,-4,,0.087,,,2,-0.8,100,1.7391,8,2.1647,8,8.8,3.6,1,6.4343,6.4343,0.1515,4,9,6.5,11.5,9,9,6.5,9,9,9,6.5,9,9,1,17,,,,,,1,0.2,1,0.2,,,0.913,
Chase Brown,CIN,RB,92,No,No,No,69,15,Yes,Yes,15,1,0.2174,14,0.9333,114,83,20,32,,0.0435,0.0435,0.1159,9,2.1333,98.3,1.6522,7.6,1.2154,8.1429,5.9286,1.4286,5,22.7757,22.7757,0.163,11.4,25.4,18.4,32.4,25.4,28.4,21.4,25.4,25.4,25.4,18.4,25.4,25.4,3,16,,,,,,3,0.2143,1,0.0667,,,0.7971,
Curtis Samuel,BUF,WR,32,No,No,No,32,2,No,Yes,2,1,0.0625,2,1,,1,,-1,,,0.4062,0.5625,2,-0.5,79.2,,,-5.3101,,0.5,,,6.5297,6.5297,0.0625,,2,1,2,2,2,1,2,2,2,1,2,2,1,14,1,,1,,,,,,,,,0.0312,1
Tanner Hudson,CIN,TE,13,No,No,No,10,4,No,Yes,4,1,0.4,4,1,31,22,5,9,,0.4,0.4,0.2,4,2.25,99,3.1,7.75,1.5666,7.75,5.5,1.25,1,7.1514,7.1514,0.3077,2.1,6.1,4.1,6.1,8.1,6.1,3.1,5.1,5.1,5.1,3.1,8.1,5.1,2,11,,,,,,,,,,,,,
Drew Sample,CIN,TE,58,No,No,No,31,2,No,Yes,2,1,0.0645,2,1,14,13,5,1,,0.6452,0.0323,,,0.5,95.8,0.4516,7,1.3643,7,6.5,2.5,1,2.8971,2.8971,0.0345,1.4,3.4,2.4,3.4,4.4,3.4,2.4,3.4,3.4,3.4,2.4,4.4,3.4,,17,,,,,,,,,,,,0.3226,
Daniel Bellinger,NYG,TE,29,Yes,Yes,No,25,6,No,Yes,6,1,0.24,6,1,46,32,18,14,,0.64,0.36,,2,2.3333,98.6,1.84,7.6667,1.8162,7.6667,5.3333,3,3,9.2339,9.2339,0.2069,4.6,10.6,7.6,10.6,13.6,10.6,7.6,10.6,10.6,10.6,7.6,13.6,10.6,1,17,,,,,,1,0.1667,,,,,,
Austin Ekeler,WAS,RB,45,No,No,Yes,33,9,Yes,Yes,9,1,0.2727,9,1,106,113,35,-7,,0.0303,0.2424,0.1212,5,-0.7778,115.7,3.2121,11.7778,5.773,11.7778,12.5556,3.8889,5,12.3984,12.3984,0.2,10.6,19.6,15.1,24.1,19.6,22.6,18.1,19.6,19.6,19.6,15.1,19.6,19.6,,12,,,,,,1,0.1111,1,0.1111,,,0.6061,
Jaheim Bell,NE,TE,2,No,No,No,2,1,No,Yes,1,1,0.5,,,,,,7,,,0.5,0.5,1,7,39.6,,,-7.3078,,,,,1.7115,1.7115,0.5,,,,,,,,,,,,,,,13,1,,,,1,,,,,,1,,
Devontez Walker,BLT,WR,3,Yes,No,Yes,3,2,No,Yes,2,1,0.6667,1,0.5,21,,,69,1,,,1,2,34.5,127.1,7,10.5,-1.5429,21,,,1,2.4357,2.4357,0.6667,8.1,9.1,8.6,9.1,9.1,9.1,8.6,9.1,9.1,9.1,8.6,9.1,9.1,,7,,1,,1,1,,,,,2,0.5,,
Dontayvion Wicks,GB,WR,40,Yes,No,No,35,9,No,Yes,9,1,0.2571,9,1,103,36,7,74,2,0.0286,0.2286,0.7429,9,8.2222,153.9,2.9429,11.4444,3.975,11.4444,4,0.7778,6,16.0334,16.0334,0.225,22.3,31.3,26.8,31.3,31.3,34.3,29.8,31.3,31.3,31.3,26.8,31.3,31.3,4,17,1,1,1,1,,,,,,1,,,
Marcedes Lewis,CHI,TE,9,Yes,No,No,2,1,No,Yes,1,1,0.5,1,1,2,1,1,1,,1,,,1,1,79.2,1,2,-3.7754,2,1,1,1,1.316,1.316,0.1111,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,,17,,,,,,,,,,,,,
Dawson Knox,BUF,TE,67,No,Yes,No,58,6,No,Yes,6,1,0.1034,6,1,92,24,10,68,,0.5,0.3448,0.1552,3,11.3333,118.8,1.5862,15.3333,6.0575,15.3333,4,1.6667,3,8.8003,8.8003,0.0896,9.2,15.2,12.2,15.2,18.2,15.2,12.2,15.2,15.2,15.2,12.2,18.2,15.2,,16,,,,,,,,,,1,,,
Noah Brown,WAS,WR,36,No,No,No,32,3,Yes,Yes,3,1,0.0938,3,1,53,17,7,36,,,0.125,0.875,2,12,118.8,1.6562,17.6667,8.4382,17.6667,5.6667,2.3333,2,7.1592,7.1592,0.0833,5.3,8.3,6.8,8.3,8.3,8.3,6.8,8.3,8.3,8.3,6.8,8.3,8.3,,11,,,,,,,,,,,,,
Jalen Reagor,LAC,WR,16,No,No,No,16,1,Yes,Yes,1,1,0.0625,1,1,4,2,1,2,,,0.375,0.625,,2,83.3,0.25,4,-1.3344,4,2,1,,1.3,1.3,0.0625,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,8,,,,,,,,,,,,,
Patrick Taylor,SF,RB,22,No,No,No,16,1,No,Yes,1,1,0.0625,,,,,,4,,,0.0625,0.125,1,4,39.6,,,-6.6619,,,,,1.3739,1.3739,0.0455,,,,,,,,,,,,,,,9,,,,,1,,,,,,1,0.8125,
Carson Steele,KC,RB,5,Yes,No,No,4,,No,Yes,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,0.75,
Trey McBride,ARZ,TE,111,No,No,No,108,39,No,Yes,39,1,0.3611,36,0.9231,409,216,81,233,1,0.4074,0.5093,0.0833,35,5.9744,108.2,3.787,10.4872,3.3129,11.3611,6,2.25,25,69.592,69.592,0.3514,46.9,82.9,64.9,82.9,100.9,85.9,67.9,82.9,82.9,82.9,64.9,100.9,82.9,9,16,4,4,1,1,2,6,0.1667,1,0.0256,1,0.0513,,
John Bates,WAS,TE,27,No,No,Yes,17,3,Yes,Yes,3,1,0.1765,2,0.6667,33,21,6,44,,0.8824,0.1176,,2,14.6667,103.5,1.9412,11,1.9923,16.5,10.5,3,1,5.1484,5.1484,0.1111,2.3,4.3,3.3,4.3,5.3,4.3,2.3,3.3,3.3,3.3,2.3,5.3,3.3,,17,1,,,,,,,,,1,,,
Trey Palmer,TB,WR,28,No,No,Yes,26,3,No,Yes,3,1,0.1154,3,1,49,2,,47,1,,0.1923,0.8077,2,15.6667,158.3,1.8846,16.3333,5.5051,16.3333,0.6667,,3,6.329,6.329,0.1071,10.9,13.9,12.4,13.9,13.9,13.9,12.4,13.9,13.9,13.9,12.4,13.9,13.9,1,15,1,1,1,1,,,,,,,,,
Kyren Williams,LA,RB,121,No,No,Yes,80,16,Yes,Yes,16,1,0.2,16,1,123,117,37,6,2,,0.025,0.075,2,0.375,138.3,1.5375,7.6875,1.4848,7.6875,7.3125,2.3125,4,29.7291,29.7291,0.1322,24.3,40.3,32.3,48.3,40.3,43.3,35.3,40.3,40.3,40.3,32.3,40.3,40.3,5,16,,1,,1,,4,0.25,,,,,0.9,
Will Shipley,PHI,RB,6,Yes,Yes,No,3,2,No,Yes,2,1,0.6667,2,1,17,8,4,9,,,,0.3333,1,4.5,102.1,5.6667,8.5,1.5526,8.5,4,2,1,3.7746,3.7746,0.3333,1.7,3.7,2.7,4.7,3.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,1,13,,,,,,,,,,,,0.6667,
Tucker Kraft,GB,TE,67,Yes,No,No,56,14,No,Yes,14,1,0.25,13,0.9286,258,194,74,67,3,0.6429,0.2679,0.0893,11,4.7857,158.3,4.6071,18.4286,11.6038,19.8462,14.9231,5.6923,9,26.0912,26.0912,0.209,42.8,55.8,49.3,55.8,62.3,58.8,51.3,54.8,54.8,54.8,48.3,62.3,54.8,4,17,,,,,1,5,0.3846,2,0.1429,1,0.0714,,
Payne Durham,TB,TE,41,No,No,Yes,30,7,No,Yes,7,1,0.2333,7,1,46,12,1,43,1,0.5,0.3,0.2,4,6.1429,133.6,1.5333,6.5714,-0.499,6.5714,1.7143,0.1429,2,11.7896,11.7896,0.1707,10.6,17.6,14.1,17.6,21.1,17.6,14.1,17.6,17.6,17.6,14.1,21.1,17.6,1,16,1,1,1,1,,,,,,,,,
Raheem Mostert,MIA,RB,23,No,No,No,15,5,No,Yes,5,1,0.3333,5,1,42,35,8,7,,,0.1333,0.1333,3,1.4,101.7,2.8,8.4,1.9495,8.4,7,1.6,3,8.02,8.02,0.2174,4.2,9.2,6.7,11.7,9.2,9.2,6.7,9.2,9.2,9.2,6.7,9.2,9.2,,13,,,,,,,,,,,,0.7333,
Baylor Cupp,KC,TE,1,No,No,No,1,1,Yes,Yes,1,1,1,,,,,,-1,,1,,,,-1,39.6,,,-4.9014,,,,,1.349,1.349,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,
Dallas Goedert,PHI,TE,31,Yes,Yes,No,31,8,No,Yes,8,1,0.2581,7,0.875,133,79,17,68,,0.3226,0.5161,0.1613,6,8.5,118.8,4.2903,16.625,8.7323,19,11.2857,2.4286,5,11.0783,11.0783,0.2581,13.3,20.3,16.8,20.3,23.8,23.3,19.8,20.3,20.3,20.3,16.8,23.8,20.3,,10,1,,1,,1,,,,,,0.125,,
Roschon Johnson,CHI,RB,20,Yes,No,No,11,1,No,Yes,1,1,0.0909,1,1,10,6,1,4,,,,0.0909,,4,108.3,0.9091,10,3.3381,10,6,1,1,1.5733,1.5733,0.05,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,1,13,,,,,,,,,,,,0.9091,
Cedric Tillman,CLV,WR,47,No,No,No,42,12,No,Yes,12,1,0.2857,11,0.9167,158,58,31,102,2,,0.3333,0.6667,10,8.5,158.3,3.7619,13.1667,6.0681,14.3636,5.2727,2.8182,8,18.8385,18.8385,0.2553,27.8,38.8,33.3,38.8,38.8,41.8,36.3,38.8,38.8,38.8,33.3,38.8,38.8,1,11,,1,,1,1,2,0.1818,,,1,0.0833,,
Marvin Mims,DEN,WR,18,Yes,No,No,17,8,No,Yes,8,1,0.4706,8,1,264,154,9,122,3,,0.3529,0.4706,6,15.25,158.3,15.5294,33,24.7032,33,19.25,1.125,5,13.7532,13.7532,0.4444,44.4,52.4,48.4,52.4,52.4,55.4,51.4,52.4,52.4,52.4,48.4,52.4,52.4,,17,1,2,1,2,,,,2,0.25,3,,0.1765,1
Calvin Ridley,TEN,WR,84,No,Yes,No,84,29,No,Yes,29,1,0.3452,22,0.7586,427,89,53,478,3,,0.1667,0.8333,26,16.4828,151.9,5.0833,14.7241,4.9902,19.4091,4.0455,2.4091,16,50.9814,50.9814,0.3452,60.7,82.7,71.7,82.7,82.7,85.7,74.7,82.7,82.7,82.7,71.7,82.7,82.7,2,17,5,1,1,1,3,6,0.2727,,,8,0.1034,,1
Jalen Coker,CAR,WR,48,No,Yes,No,45,8,No,Yes,8,1,0.1778,8,1,164,87,18,77,1,,0.5778,0.4222,7,9.625,158.3,3.6444,20.5,12.4279,20.5,10.875,2.25,5,13.8887,13.8887,0.1667,23.16,31.16,27.16,31.16,31.16,34.16,30.16,31.16,31.16,31.16,27.16,31.35,31.35,1,11,,,,,,1,0.125,,,1,,,
Ainias Smith,PHI,WR,5,Yes,Yes,No,5,2,No,Yes,2,1,0.4,2,1,6,5,,1,,,0.8,0.2,2,0.5,79.2,1.2,3,-2.4239,3,2.5,,,2.4994,2.4994,0.4,0.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,,7,,,,,,,,1,0.5,,,,
Chris Godwin,TB,WR,43,No,Yes,No,37,11,No,Yes,11,1,0.2973,11,1,131,41,16,96,2,,0.6486,0.3514,9,8.7273,155.9,3.5405,11.9091,4.2933,11.9091,3.7273,1.4545,11,19.3162,19.3162,0.2558,25.1,36.1,30.6,36.1,36.1,39.1,33.6,36.1,36.1,36.1,30.6,36.1,36.1,3,7,2,2,2,2,,2,0.1818,,,,,,
Terry McLaurin,WAS,WR,72,No,No,Yes,69,26,Yes,Yes,26,1,0.3768,22,0.8462,558,169,60,466,3,,0.1594,0.8406,21,17.9231,157.2,8.087,21.4615,11.8188,25.3636,7.6818,2.7273,18,54.8948,54.8948,0.3611,73.8,95.8,84.8,95.8,95.8,98.8,87.8,95.8,95.8,95.8,84.8,95.8,95.8,3,17,6,3,4,2,2,3,0.1364,1,0.0385,10,0.0769,,1
Kyle Pitts,ATL,TE,96,No,Yes,No,90,21,No,Yes,21,1,0.2333,17,0.8095,295,148,69,184,3,0.4111,0.4667,0.1222,11,8.7619,158.3,3.2778,14.0476,5.9826,17.3529,8.7059,4.0588,9,37.0401,37.0401,0.2188,47.5,64.5,56,64.5,73,67.5,59,64.5,64.5,64.5,56,73,64.5,4,17,5,2,1,1,,4,0.2353,,,2,,,
Trishton Jackson,MIN,WR,1,No,No,No,1,,Yes,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Brayden Willis,SF,TE,2,No,No,No,2,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,
Dante Pettis,NO,WR,11,No,No,Yes,11,2,No,Yes,2,1,0.1818,2,1,10,,,16,1,,0.3636,0.6364,1,8,127.1,0.9091,5,-2.339,5,,,1,4.4202,4.4202,0.1818,7,9,8,9,9,9,8,9,9,9,8,9,9,1,8,,1,,1,,,,,,,,,
Brevin Jordan,HST,TE,4,No,No,Yes,3,,No,Yes,,,,,,,,,,,0.6667,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Jayden Reed,GB,WR,44,Yes,No,No,39,10,No,Yes,10,1,0.2564,10,1,246,110,20,136,,0.0256,0.8205,0.0513,10,13.6,118.8,6.3077,24.6,15.8948,24.6,11,2,8,16.462,16.462,0.2273,24.6,34.6,29.6,34.6,34.6,37.6,32.6,34.6,34.6,34.6,29.6,34.6,34.6,,17,2,,2,,,2,0.2,2,0.2,4,,0.1026,1
Mike Boone,CAR,RB,7,No,Yes,No,7,1,No,Yes,1,1,0.1429,1,1,-2,2,,-4,,,0.1429,0.1429,,-4,79.2,-0.2857,-2,-7.5699,-2,2,,,1.4507,1.4507,0.1429,-0.2,0.8,0.3,1.3,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,,5,,,,,,,,,,,,0.7143,
Will Mallory,IND,TE,14,No,No,No,14,,No,Yes,,,,,,,,,,,0.1429,0.6429,0.2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
Velus Jones,CAR,WR,1,No,No,Yes,1,1,No,Yes,1,1,1,1,1,8,13,3,-5,,,1,,1,-5,100,8,8,3.8404,8,13,3,,1.5078,1.5078,1,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,2,,,,,,,,1,1,,,,
Olamide Zaccheaus,WAS,WR,41,No,No,Yes,39,13,Yes,Yes,13,1,0.3333,11,0.8462,154,55,18,156,,,0.4872,0.5128,11,12,116,3.9487,11.8462,3.4742,14,5,1.6364,6,25.2882,25.2882,0.3171,15.4,26.4,20.9,26.4,26.4,29.4,23.9,26.4,26.4,26.4,20.9,26.4,26.4,1,17,1,1,1,,2,,,1,0.0769,3,0.1538,,
Chris Rodriguez Jr.,WAS,RB,2,No,No,Yes,1,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,1,
Irvin Charles,NYJ,WR,1,No,No,Yes,1,,Yes,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
Bo Melton,GB,WR,14,Yes,No,No,10,2,No,Yes,2,1,0.2,2,1,14,,,14,,,0.3,0.6,2,7,95.8,1.4,7,-0.0178,7,,,1,3.6461,3.6461,0.1429,1.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,1,17,,,,,,,,1,0.5,,,0.1,
Drake London,ATL,WR,111,No,Yes,No,105,35,No,Yes,35,1,0.3333,32,0.9143,456,106,53,378,6,,0.3048,0.6952,32,10.8,158.3,4.3429,13.0286,4.8905,14.25,3.3125,1.6562,23,66.9002,66.9002,0.3153,81.6,113.6,97.6,113.6,113.6,116.6,100.6,113.6,113.6,113.6,97.6,113.6,113.6,8,17,9,5,7,4,1,3,0.0938,,,6,0.0286,,
Jalen Tolbert,DAL,WR,72,No,No,Yes,67,16,Yes,Yes,16,1,0.2388,16,1,247,79,16,190,4,,0.3433,0.6567,14,11.875,158.3,3.6866,15.4375,7.0495,15.4375,4.9375,1,13,33.522,33.522,0.2222,48.7,64.7,56.7,64.7,64.7,67.7,59.7,64.7,64.7,64.7,56.7,64.7,64.7,4,17,2,4,2,4,,,,,,3,,,1
Bub Means,NO,WR,14,No,No,Yes,13,5,Yes,Yes,5,1,0.3846,4,0.8,67,1,,92,1,,0.1538,0.8462,5,18.4,158.3,5.1538,13.4,3.0451,16.75,0.25,,3,10.0454,10.0454,0.3571,12.7,16.7,14.7,16.7,16.7,16.7,14.7,16.7,16.7,16.7,14.7,16.7,16.7,1,7,1,1,1,1,,,,,,2,,,
Alec Pierce,IND,WR,81,No,Yes,No,77,18,No,Yes,18,1,0.2338,17,0.9444,440,41,20,429,5,,0.0909,0.9091,16,23.8333,158.3,5.7143,24.4444,13.5508,25.8824,2.4118,1.1765,16,42.9754,42.9754,0.2222,74,91,82.5,91,91,94,85.5,91,91,91,82.5,91,91,3,16,4,3,3,3,,,,,,8,,,
Sterling Shepard,TB,WR,60,No,No,Yes,59,10,No,Yes,10,1,0.1695,8,0.8,75,19,,73,1,,0.4237,0.5763,8,7.3,131.3,1.2712,7.5,0.1548,9.375,2.375,,4,17.4038,17.4038,0.1667,13.5,21.5,17.5,21.5,21.5,21.5,17.5,21.5,21.5,21.5,17.5,21.5,21.5,2,14,1,1,1,1,2,1,0.125,1,0.1,,0.2,,
Khalil Shakir,BUF,WR,63,No,Yes,No,63,19,No,Yes,19,1,0.3016,18,0.9474,219,144,37,111,1,,0.619,0.3651,12,5.8421,132.2,3.4762,11.5263,4.9959,12.1667,8,2.0556,8,30.0823,30.0823,0.3016,27.9,45.9,36.9,45.9,45.9,48.9,39.9,45.9,45.9,45.9,36.9,45.9,45.9,1,15,1,1,,,,5,0.2778,,,2,,0.0159,
Christian McCaffrey,SF,RB,22,No,No,Yes,15,5,No,Yes,5,1,0.3333,5,1,60,33,12,27,,,0.0667,0.1333,2,5.4,116.7,4,12,5.8537,12,6.6,2.4,3,6.9083,6.9083,0.2273,6,11,8.5,13.5,11,11,8.5,11,11,11,8.5,11,11,1,4,,,,,,2,0.4,,,,,0.8,
Brycen Tremayne,WAS,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Robert Woods,HST,WR,32,No,Yes,No,32,7,No,Yes,7,1,0.2188,6,0.8571,91,15,4,94,,,0.2812,0.7188,3,13.4286,118.8,2.8438,13,4.5634,15.1667,2.5,0.6667,4,12.0213,12.0213,0.2188,8.1,14.1,11.1,14.1,14.1,14.1,10.1,13.1,13.1,13.1,10.1,14.1,13.1,,15,1,,,,,,,,,2,,,1
Chris Blair,ATL,WR,3,No,Yes,No,2,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Sam LaPorta,DET,TE,83,No,No,No,67,17,Yes,Yes,17,1,0.2537,16,0.9412,280,111,33,190,3,0.597,0.1642,0.2388,14,11.1765,158.3,4.1791,16.4706,8.1234,17.5,6.9375,2.0625,13,30.4099,30.4099,0.2048,46,62,54,62,70,65,57,62,62,62,54,70,62,2,16,2,2,1,2,,1,0.0625,,,4,,,
Jaxon Smith-Njigba,SEA,WR,77,No,No,No,71,14,Yes,Yes,14,1,0.1972,11,0.7857,162,16,3,200,2,,0.8592,0.1408,12,14.2857,154.5,2.2817,11.5714,2.2384,14.7273,1.4545,0.2727,9,27.0474,27.0474,0.1818,28.2,39.2,33.7,39.2,39.2,42.2,36.7,39.2,39.2,39.2,33.7,39.2,39.2,2,17,3,2,2,2,2,,,,,5,0.1429,,
