Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAirTotal,AlignmentWideRoutesPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,YardsAfterCatchTotal,YardsAfterContactTotal,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,DeepTargetTargetsTotal,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsInside20ReceivingTargetsTotal,AlignmentInlineRoutesPercentage,TargetsInEndzone,ReceptionsHero,TouchdownsTotal,TouchdownsInEndzone
Aaron Jones,MIN,RB,36,Yes,No,Yes,29,8,No,2,Yes,8,1,0.2759,6,1,0.75,93,32,0.1034,4,113,3.2069,11.625,4.3909,15.5,11.1249,11.1249,0.2222,9.3,15.3,12.3,18.3,15.3,15.3,12.3,15.3,15.3,15.3,12.3,15.3,15.3,17,0.8621,66,16,1,,,,5,3,0.375,1,0.125,11,2.6667,5,,0.0345,,,,
Luke Farrell,JAX,TE,7,No,No,No,5,1,No,,No,1,1,0.2,1,,1,2,1,0.2,1,79.2,0.4,2,-3.7754,2,1.3434,1.3434,0.1429,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,17,,1,,,,,0.2,,,,,,1,,,,0.6,,,,
Luke Musgrave,GB,TE,4,No,No,Yes,4,1,No,,Yes,1,1,0.25,1,,1,4,1,0.25,1,83.3,1,4,-1.7754,4,4.0348,4.0348,0.25,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,7,,3,1,,,,0.25,1,,,,,3,1,,1,0.5,,,,
Christian Kirk,JAX,WR,12,No,No,No,12,3,No,,Yes,3,1,0.25,2,,0.6667,20,28,0.3333,9.3333,85.4,1.6667,6.6667,-1.2414,10,6.2275,6.2275,0.25,2,4,3,4,4,4,3,4,4,4,3,4,4,8,,3,,,,,0.6667,3,,,,,1.5,,1,1,,1,,,
Skyy Moore,KC,WR,4,No,Yes,Yes,3,,No,,Yes,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0.3333,,,,,,,,,,,,,,
Chris Conley,SF,WR,14,No,No,No,13,1,Yes,,Yes,1,1,0.0769,1,,1,23,18,0.8462,18,118.8,1.7692,23,12.1009,23,1.7129,1.7129,0.0714,2.3,3.3,2.8,3.3,3.3,3.3,2.8,3.3,3.3,3.3,2.8,3.3,3.3,15,,5,2,,,,0.1538,1,,,,,5,2,1,,,,,,
Jaelon Darden,SEA,WR,4,Yes,Yes,No,4,,No,,Yes,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,0.5,,,,,,,,,,,,,,
David Martin-Robinson,TEN,TE,2,No,No,Yes,2,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,
Luke Schoonmaker,DAL,TE,22,No,No,Yes,20,2,Yes,1,Yes,2,1,0.1,2,1,1,28,20,0.15,10,118.8,1.4,14,5.8712,14,3.3635,3.3635,0.0909,2.8,4.8,3.8,4.8,5.8,4.8,3.8,4.8,4.8,4.8,3.8,5.8,4.8,17,,8,8,,1,0.5,0.45,1,,,,,4,4,1,,0.4,,,,
Nate Adkins,DEN,TE,16,No,No,No,13,2,No,,Yes,2,1,0.1538,2,,1,18,9,0.1538,4.5,143.8,1.3846,9,2.7266,9,5.0995,5.0995,0.125,13.8,15.8,14.8,15.8,16.8,15.8,14.8,15.8,15.8,15.8,14.8,16.8,15.8,17,,11,5,,1,0.5,,1,,,,,5.5,2.5,2,2,0.8462,1,,2,1
Jack Stoll,MIA,TE,1,Yes,No,No,1,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,1,,,,,,,,,,,,,,
Mecole Hardman,KC,WR,9,Yes,No,No,9,1,No,,Yes,1,1,0.1111,1,,1,15,-2,0.2222,-2,118.8,1.6667,15,9.5009,15,1.5148,1.5148,0.1111,1.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,12,,17,4,,,,0.7778,1,1,1,,,17,4,1,,,,,,
Shane Zylstra,DET,TE,4,Yes,No,Yes,2,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,1,,,,,,,,,,,,,,
Malik Heath,GB,WR,3,No,No,Yes,3,,No,,Yes,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,0.3333,,,,,,,,,,,,,,
Kenneth Gainwell,PHI,RB,9,No,Yes,No,7,1,No,,Yes,1,1,0.1429,1,,1,10,-4,0.1429,-4,108.3,1.4286,10,4.4301,10,3.0923,3.0923,0.1111,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,17,0.8571,14,11,,2,2,,,,,,,14,11,1,,,,,,
Jordan Mims,NO,RB,7,No,No,Yes,5,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,
Kevin Austin,NO,WR,11,No,No,Yes,11,4,No,1,Yes,4,1,0.3636,3,1,0.75,44,46,0.6364,11.5,110.4,4,11,2.4202,14.6667,6.9278,6.9278,0.3636,4.4,7.4,5.9,7.4,7.4,7.4,5.9,7.4,7.4,7.4,5.9,7.4,7.4,8,,5,2,,,,0.3636,4,,,,,1.6667,0.6667,3,,,,,,
Jalen Brooks,DAL,WR,21,No,No,Yes,20,6,Yes,4,Yes,6,1,0.3,3,1,0.5,75,127,0.8,21.1667,95.8,3.75,12.5,1.9692,25,10.5098,10.5098,0.2857,7.5,10.5,9,10.5,10.5,10.5,9,10.5,10.5,10.5,9,10.5,10.5,14,,14,5,1,,,0.2,5,,,2,0.1667,4.6667,1.6667,2,,,,,,
KaVontae Turpin,DAL,WR,17,No,No,Yes,17,6,Yes,,Yes,6,1,0.3529,4,,0.6667,31,33,0.2353,5.5,79.2,1.8235,5.1667,-1.934,7.75,9.1324,9.1324,0.3529,3.1,7.1,5.1,7.1,7.1,7.1,5.1,7.1,7.1,7.1,5.1,7.1,7.1,17,,12,6,2,1,0.25,0.7647,5,3,0.5,,0.3333,3,1.5,1,,,,,,
Jamison Crowder,WAS,WR,9,No,No,Yes,8,3,Yes,2,Yes,3,1,0.375,3,2,1,25,21,0.125,7,101.4,3.125,8.3333,1.2689,8.3333,4.7673,4.7673,0.3333,2.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,6,,4,2,,,,0.875,2,,,,,1.3333,0.6667,1,1,,,,,
Jalen Nailor,MIN,WR,38,Yes,No,Yes,36,8,No,1,Yes,8,1,0.2222,6,,0.75,68,102,0.5,12.75,100,1.8889,8.5,-0.1013,11.3333,13.8753,13.8753,0.2105,6.8,12.8,9.8,12.8,12.8,12.8,9.8,12.8,12.8,12.8,9.8,12.8,12.8,17,,22,4,1,,,0.5,6,,,2,0.125,3.6667,0.6667,4,,,,,,
John Metchie,HST,WR,11,No,No,Yes,11,5,Yes,2,Yes,5,1,0.4545,4,1,0.8,43,45,0.4545,9,102.5,3.9091,8.6,0.6362,10.75,8.8194,8.8194,0.4545,4.3,8.3,6.3,8.3,8.3,8.3,6.3,8.3,8.3,8.3,6.3,8.3,8.3,13,,3,,,,,0.5455,1,,,,,0.75,,1,1,,,1,,
Marquise Brown,KC,WR,3,No,Yes,No,3,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,
Tanner Conner,MIA,TE,2,Yes,No,No,2,,No,,Yes,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0.5,,,,,,,,,,,,,,
Quintin Morris,BUF,TE,2,No,No,No,2,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,0.5,,,,,,,,,,0.5,,,,
Ja'Tavion Sanders,CAR,TE,22,No,No,No,19,4,No,,Yes,4,1,0.2105,4,,1,14,4,0.1579,1,81.3,0.7368,3.5,-2.2913,3.5,8.2931,8.2931,0.1818,1.4,5.4,3.4,5.4,7.4,5.4,3.4,5.4,5.4,5.4,3.4,7.4,5.4,16,,10,2,,1,0.25,0.5263,2,,,,,2.5,0.5,,1,0.3158,,,,
Anthony Miller,BLT,WR,1,Yes,No,Yes,1,1,No,,Yes,1,1,1,1,,1,16,16,1,16,118.8,16,16,5.9048,16,1.7588,1.7588,1,1.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,2,,,,,,,,1,,,,,,,1,,,,,,
Jauan Jennings,SF,WR,25,No,No,No,25,10,Yes,1,Yes,10,1,0.4,8,,0.8,114,100,0.56,10,114.2,4.56,11.4,4.0738,14.25,14.1378,14.1378,0.4,11.4,19.4,15.4,19.4,19.4,22.4,18.4,19.4,19.4,19.4,15.4,19.4,19.4,15,,27,9,1,1,0.125,0.44,9,,,1,0.1,3.375,1.125,6,,,,,,
Ashton Dulin,IND,WR,1,No,No,No,1,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,1,,,,,,,,,,,,,,
Andrew Ogletree,IND,TE,11,No,No,No,5,1,No,,No,1,1,0.2,1,,1,2,1,,1,79.2,0.4,2,-3.7754,2,1.4134,1.4134,0.0909,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,17,,1,,,,,,1,,,,,1,,,,1,,,,
Jaylen Warren,PIT,RB,17,No,Yes,No,11,2,Yes,,Yes,2,1,0.1818,2,,1,17,4,,2,102.1,1.5455,8.5,2.3806,8.5,3.0317,3.0317,0.1176,1.7,3.7,2.7,4.7,3.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,15,0.7273,13,4,,1,0.5,,1,,,,,6.5,2,,,0.2727,,,,
Kendrick Bourne,NE,WR,15,No,No,No,14,3,No,2,Yes,3,1,0.2143,2,1,0.6667,17,27,0.8571,9,120.8,1.2143,5.6667,-1.9696,8.5,7.2089,7.2089,0.2,7.7,9.7,8.7,9.7,9.7,9.7,8.7,9.7,9.7,9.7,8.7,9.7,9.7,12,,3,2,,,,0.1429,3,,,,,1.5,1,1,2,,2,,1,1
Hassan Haskins,LAC,RB,2,No,No,No,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,,,,,,,,,,,,,,,,,,,,
Dareke Young,SEA,WR,1,Yes,Yes,No,1,,No,,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,
Juwan Johnson,NO,TE,30,No,No,Yes,27,9,No,,Yes,9,1,0.3333,7,,0.7778,48,47,0.1481,5.2222,125.9,1.7778,5.3333,-1.5994,6.8571,16.7985,16.7985,0.3,10.8,17.8,14.3,17.8,21.3,17.8,14.3,17.8,17.8,17.8,14.3,21.3,17.8,17,,16,6,1,,,0.4074,6,,,,0.1111,2.2857,0.8571,3,1,0.4444,,,1,
David Montgomery,DET,RB,25,No,No,No,16,2,No,,Yes,2,1,0.125,2,,1,16,-1,,-0.5,100,1,8,2.0363,8,2.7777,2.7777,0.08,1.6,3.6,2.6,4.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,14,0.9375,17,6,,2,1,0.0625,,,,,,8.5,3,1,,,,,,
Mack Hollins,BUF,WR,18,No,No,No,14,2,No,,Yes,2,1,0.1429,1,,0.5,7,11,0.7143,5.5,58.3,0.5,3.5,-3.156,7,2.9357,2.9357,0.1111,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,17,,1,,,,,0.2857,2,,,,,1,,,,,,,,
Tyler Boyd,TEN,WR,18,Yes,Yes,Yes,16,3,No,,Yes,3,1,0.1875,3,,1,15,10,,3.3333,87.5,0.9375,5,-1.1482,5,4.4881,4.4881,0.1667,1.5,4.5,3,4.5,4.5,4.5,3,4.5,4.5,4.5,3,4.5,4.5,16,,5,2,,,,1,3,1,0.3333,,,1.6667,0.6667,1,,,,,,
Tyler Allgeier,ATL,RB,7,No,No,No,7,1,No,,Yes,1,1,0.1429,1,,1,3,2,0.1429,2,79.2,0.4286,3,-3.3947,3,2.0395,2.0395,0.1429,0.3,1.3,0.8,1.8,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,17,0.8571,1,1,,,,,,,,,,1,1,,1,,,,,
Foster Moreau,NO,TE,26,No,No,Yes,20,4,No,,Yes,4,1,0.2,4,,1,79,64,0.1,16,158.3,3.95,19.75,9.0903,19.75,11.4417,11.4417,0.1538,13.9,17.9,15.9,17.9,19.9,17.9,15.9,17.9,17.9,17.9,15.9,19.9,17.9,17,,16,5,,,,0.35,4,,,1,,4,1.25,4,1,0.55,1,,1,1
Trey Sermon,IND,RB,8,No,No,No,4,2,No,,No,2,1,0.5,2,,1,8,-1,,-0.5,83.3,2,4,-1.823,4,2.8257,2.8257,0.25,0.8,2.8,1.8,3.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,17,1,9,4,,1,0.5,,,,,,,4.5,2,,,,,,,
Josh Downs,IND,WR,20,No,No,No,20,6,No,,No,6,1,0.3,6,,1,47,21,0.15,3.5,99.3,2.35,7.8333,1.3128,7.8333,10.6129,10.6129,0.3,4.7,10.7,7.7,10.7,10.7,10.7,7.7,10.7,10.7,10.7,7.7,10.7,10.7,14,,26,12,,2,0.3333,0.85,4,,,,,4.3333,2,3,1,,,,,
Devaughn Vele,DEN,WR,21,No,No,No,20,5,No,,Yes,5,1,0.25,5,,1,38,28,0.3,5.6,137.9,1.9,7.6,1.0201,7.6,7.6663,7.6663,0.2381,9.8,14.8,12.3,14.8,14.8,14.8,12.3,14.8,14.8,14.8,12.3,14.8,14.8,13,,15,5,,1,0.2,0.7,3,,,,,3,1,4,1,,1,,1,1
Khalil Herbert,CIN,RB,13,No,Yes,No,9,4,Yes,,Yes,4,1,0.4444,4,,1,10,-10,0.1111,-2.5,79.2,1.1111,2.5,-3.2912,2.5,5.6905,5.6905,0.3077,1,5,3,7,5,5,3,5,5,5,3,5,5,13,0.8889,20,7,,,,,,,,,,5,1.75,,,,,,,
Zamir White,LV,RB,7,No,No,No,5,2,No,1,Yes,2,1,0.4,1,,0.5,2,-4,0.2,-2,56.3,0.4,1,-4.6985,2,2.929,2.929,0.2857,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,8,0.8,6,2,,,,,,,,,,6,2,,,,,,,
Ameer Abdullah,LV,RB,17,No,No,Yes,12,2,No,,Yes,2,1,0.1667,2,,1,14,2,0.0833,1,135.4,1.1667,7,0.8358,7,4.5227,4.5227,0.1176,7.4,9.4,8.4,10.4,9.4,9.4,8.4,9.4,9.4,9.4,8.4,9.4,9.4,16,0.75,12,7,,1,0.5,0.1667,2,,,,,6,3.5,1,1,,,,1,
Tanner McLachlan,CIN,TE,1,No,No,Yes,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,
Devin Singletary,NYG,RB,18,No,Yes,No,12,1,No,,Yes,1,1,0.0833,1,,1,8,2,0.25,2,100,0.6667,8,1.6053,8,1.3995,1.3995,0.0556,0.8,1.8,1.3,2.3,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,15,0.6667,6,1,,,,0.0833,,,,,,6,1,,,,,,,
Isaiah Hodgins,NYG,WR,1,No,No,Yes,1,,No,,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
Josh Oliver,MIN,TE,22,Yes,No,Yes,16,3,No,1,Yes,3,1,0.1875,2,,0.6667,19,49,0.0625,16.3333,123.6,1.1875,6.3333,-4.1272,9.5,8.5231,8.5231,0.1364,13.9,15.9,14.9,15.9,16.9,15.9,14.9,15.9,15.9,15.9,14.9,16.9,15.9,15,,1,,,,,0.125,3,,,1,,0.5,,2,2,0.8125,1,,2,1
Nick Chubb,CLV,RB,10,No,Yes,Yes,6,1,Yes,,Yes,1,1,0.1667,,,,,-3,,-3,39.6,,,-6.1191,,1.4444,1.4444,0.1,,,,,,,,,,,,,,8,1,,,,,,,1,1,1,,,,,,,,,,,
Michael Carter,ARZ,RB,5,No,No,No,5,1,Yes,,Yes,1,1,0.2,1,,1,6,,0.2,,91.7,1.2,6,0.1729,6,1.4339,1.4339,0.2,0.6,1.6,1.1,2.1,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,3,0.8,6,3,,,,,,,,,,6,3,,,,,,,
Tyjae Spears,TEN,RB,10,Yes,Yes,Yes,6,1,No,,Yes,1,1,0.1667,1,,1,1,1,,1,79.2,0.1667,1,-4.7294,1,1.2864,1.2864,0.1,0.1,1.1,0.6,1.6,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,12,0.8333,,,,,,0.1667,,,,,,,,,,,,,,
Laviska Shenault,LAC,WR,3,No,Yes,Yes,3,2,No,,Yes,2,1,0.6667,2,,1,8,-9,,-4.5,83.3,2.6667,4,-0.3223,4,4.6141,4.6141,0.6667,0.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,12,0.6667,17,5,,,,0.3333,2,1,0.5,,,8.5,2.5,,,,,,,
D.J. Moore,CHI,WR,27,No,No,Yes,27,3,No,,Yes,3,1,0.1111,2,,0.6667,16,21,0.7778,7,79.9,0.5926,5.3333,-1.784,8,6.7596,6.7596,0.1111,1.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,17,,4,2,1,,,0.2222,2,,,,0.3333,2,1,2,,,,,,
Keaton Mitchell,BLT,RB,1,No,No,Yes,1,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,
Bucky Irving,TB,RB,14,No,No,Yes,13,4,No,,Yes,4,1,0.3077,4,,1,23,-10,0.1538,-2.5,90.6,1.7692,5.75,0.0865,5.75,5.1631,5.1631,0.2857,2.3,6.3,4.3,8.3,6.3,6.3,4.3,6.3,6.3,6.3,4.3,6.3,6.3,17,0.7692,33,8,,2,0.5,0.0769,2,1,0.25,,,8.25,2,,,,,,,
Brenden Bates,CLV,TE,1,No,No,Yes,1,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,
Rome Odunze,CHI,WR,25,No,No,Yes,25,2,No,,Yes,2,1,0.08,2,,1,9,9,0.72,4.5,85.4,0.36,4.5,-1.6995,4.5,2.8145,2.8145,0.08,0.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,17,,,,,,,0.28,2,,,,,,,,,,,,,
Colby Parkinson,LA,TE,20,Yes,Yes,No,16,4,No,,Yes,4,1,0.25,4,,1,40,7,0.0625,1.75,108.3,2.5,10,3.9522,10,5.6818,5.6818,0.2,4,8,6,8,10,8,6,8,8,8,6,10,8,17,,33,12,,,,0.25,4,1,0.25,,,8.25,3,3,,0.6875,,,,
Justice Hill,BLT,RB,12,Yes,No,Yes,10,4,No,,Yes,4,1,0.4,4,,1,66,25,,6.25,158.3,6.6,16.5,9.0265,16.5,8.5619,8.5619,0.3333,18.6,22.6,20.6,24.6,22.6,22.6,20.6,22.6,22.6,22.6,20.6,22.6,22.6,16,1,44,16,,2,0.5,,1,,,1,,11,4,3,1,,1,,2,1
Sincere McCormick,LV,RB,3,No,No,Yes,2,1,No,,Yes,1,1,0.5,1,,1,-2,-3,,-3,79.2,-1,-2,-8.1191,-2,1.5434,1.5434,0.3333,-0.2,0.8,0.3,1.3,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,4,1,1,,,,,,1,,,,,1,,,,,,,,
K.J. Osborn,WAS,WR,5,No,No,No,5,,No,,Yes,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0.4,,,,,,,,,,,,,,
Tyler Conklin,NYJ,TE,28,No,Yes,No,23,4,No,,Yes,4,1,0.1739,4,,1,17,3,0.087,0.75,84.4,0.7391,4.25,-1.2973,4.25,5.7302,5.7302,0.1429,1.7,5.7,3.7,5.7,7.7,5.7,3.7,5.7,5.7,5.7,3.7,7.7,5.7,16,,14,5,,,,0.6087,1,,,,,3.5,1.25,2,,0.3043,,,,
James Conner,ARZ,RB,13,No,No,No,9,1,No,,Yes,1,1,0.1111,1,,1,11,-2,0.1111,-2,112.5,1.2222,11,4.802,11,1.4819,1.4819,0.0769,1.1,2.1,1.6,2.6,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,16,0.8889,13,8,,,,,,,,,,13,8,1,,,,,,
Blake Watson,DEN,RB,1,No,Yes,Yes,1,1,Yes,1,Yes,1,1,1,,,,,2,,2,39.6,,,-6.3947,,1.4082,1.4082,1,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,
Dallin Holker,NO,TE,3,No,No,Yes,2,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,1,,,,,,,,,,,,,,
Chris Brooks,GB,RB,10,No,No,Yes,7,1,No,,Yes,1,1,0.1429,,,,,4,,4,39.6,,,-6.6619,,1.8659,1.8659,0.1,,,,,,,,,,,,,,13,0.7143,,,1,,,0.1429,1,,,,1,,,,1,0.1429,,,,
Jonathon Brooks,CAR,RB,2,No,Yes,No,2,1,No,,Yes,1,1,0.5,1,,1,,-5,,-5,79.2,,,-5.8711,,2.0688,2.0688,0.5,,1,0.5,1.5,1,1,0.5,1,1,1,0.5,1,1,3,1,5,,,,,,1,,,,,5,,,1,,,,,
Tom Kennedy,DET,WR,1,No,No,No,1,,No,,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Christian Watson,GB,WR,19,No,No,Yes,18,7,No,3,Yes,7,1,0.3889,4,1,0.5714,29,57,0.5,8.1429,67,1.6111,4.1429,-3.4535,7.25,12.369,12.369,0.3684,2.9,6.9,4.9,6.9,6.9,6.9,4.9,6.9,6.9,6.9,4.9,6.9,6.9,15,,20,2,1,,,0.5,3,,,1,0.1429,5,0.5,1,2,,1,,,
Ben Sims,GB,TE,4,No,No,Yes,3,1,No,,Yes,1,1,0.3333,1,,1,10,3,,3,108.3,3.3333,10,3.6782,10,1.3358,1.3358,0.25,1,2,1.5,2,2.5,2,1.5,2,2,2,1.5,2.5,2,16,,7,2,,,,0.3333,,,,,,7,2,,,0.6667,,,,
DeAndre Carter,CHI,WR,7,Yes,No,No,7,2,No,,Yes,2,1,0.2857,2,,1,13,12,0.4286,6,93.8,1.8571,6.5,-0.4491,6.5,5.0342,5.0342,0.2857,1.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,13,,1,,,,,0.5714,2,,,,,0.5,,,1,,,,,
Robbie Chosen,MIA,WR,1,No,No,No,1,,No,,No,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
Kayshon Boutte,NE,WR,17,No,No,No,16,2,No,1,Yes,2,1,0.125,1,,0.5,21,59,0.75,29.5,87.5,1.3125,10.5,-0.9779,21,4.0828,4.0828,0.1176,2.1,3.1,2.6,3.1,3.1,3.1,2.6,3.1,3.1,3.1,2.6,3.1,3.1,15,,,,,,,0.25,1,,,2,,,,1,,,,,,
Hunter Long,LA,TE,4,Yes,Yes,No,4,2,No,,Yes,2,1,0.5,2,,1,22,11,,5.5,112.5,5.5,11,4.2281,11,2.8591,2.8591,0.5,2.2,4.2,3.2,4.2,5.2,4.2,3.2,4.2,4.2,4.2,3.2,5.2,4.2,17,,11,4,,,,,1,,,,,5.5,2,1,,1,,,,
Jonathan Mingo,DAL,WR,17,No,No,Yes,15,4,Yes,1,Yes,4,1,0.2667,1,,0.25,1,41,0.6667,10.25,39.6,0.0667,0.25,-8.4645,1,6.615,6.615,0.2353,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,17,,1,1,1,,,0.3333,3,,,,0.25,1,1,,,,,,,
Cooper Kupp,LA,WR,19,No,No,No,19,4,No,,Yes,4,1,0.2105,3,,0.75,20,24,0.7368,6,85.4,1.0526,5,-1.7237,6.6667,6.0908,6.0908,0.2105,2,5,3.5,5,5,5,3.5,5,5,5,3.5,5,5,12,,3,1,,,,0.2632,4,,,,,1,0.3333,1,,,,,,
Tommy Tremble,CAR,TE,10,No,No,No,9,1,No,1,Yes,1,1,0.1111,1,1,1,5,3,0.1111,3,87.5,0.5556,5,-1.3218,5,1.3427,1.3427,0.1,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,12,,2,2,,,,0.3333,1,,,,,2,2,,1,0.5556,,,,
Adam Trautman,DEN,TE,23,No,No,No,12,3,No,,Yes,3,1,0.25,3,,1,33,21,0.0833,7,112.5,2.75,11,2.8597,11,5.1738,5.1738,0.1304,3.3,6.3,4.8,6.3,7.8,6.3,4.8,6.3,6.3,6.3,4.8,7.8,6.3,17,,12,-1,,,,0.0833,3,,,,,4,-0.3333,2,1,0.8333,,,,
Ja'Marr Chase,CIN,WR,56,No,Yes,No,54,13,Yes,2,Yes,13,1,0.2407,8,,0.6154,165,94,0.6296,7.2308,113,3.0556,12.6923,5.2456,20.625,24.4073,24.4073,0.2321,34.5,42.5,38.5,42.5,42.5,45.5,41.5,42.5,42.5,42.5,38.5,42.5,42.5,17,0.0185,117,7,3,5,0.625,0.3519,11,2,0.1538,,0.2308,14.625,0.875,6,4,,1,1,3,1
D'Andre Swift,CHI,RB,18,No,No,Yes,15,4,No,,Yes,4,1,0.2667,3,,0.75,19,,0.2,,84.4,1.2667,4.75,-1.2356,6.3333,5.4658,5.4658,0.2222,1.9,4.9,3.4,6.4,4.9,4.9,3.4,4.9,4.9,4.9,3.4,4.9,4.9,17,0.8,11,4,1,,,,2,1,0.25,,0.25,3.6667,1.3333,,,,,,,
