Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,ReceptionsContested,playerStatsInside20ReceivingTargetsTotal,TouchdownsTotal,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero
Deven Thompkins,ATL,WR,8,No,Yes,No,7,3,No,Yes,3,1,,0.4286,3,1,27,21,4,6,,,,0.2857,0.7143,3,1,0.3333,2,,104.2,3.8571,9,2.8619,,9,7,1.3333,1,5.6983,5.6983,0.4286,2.7,5.7,4.2,5.7,5.7,5.7,4.2,5.7,5.7,5.7,4.2,5.7,5.7,7,,,,,,,,
Kylen Granson,PHI,TE,69,No,Yes,No,56,7,No,No,6,0.8571,,0.125,5,0.7143,23,12,5,52,1,0.0357,0.4821,0.375,0.1071,3,,,7.4286,1,75.3,0.4107,3.2857,-4.123,0.1429,4.6,2.4,1,1,11.1361,11.1361,0.1094,2.3,7.3,4.8,7.3,9.8,7.3,4.8,7.3,7.3,7.3,4.8,9.8,7.3,17,2,1,1,,,,,
Konata Mumpfield,LA,WR,145,No,Yes,No,134,19,No,No,12,0.6316,1,0.1418,9,0.4737,73,14,6,252,1,,,0.2313,0.7687,10,1,0.0526,13.2632,3,53.2,0.5448,3.8421,-4.8704,0.0526,8.1111,1.5556,0.6667,6,36.1491,36.1491,0.1429,13.3,22.3,17.8,22.3,22.3,22.3,17.8,22.3,22.3,22.3,17.8,22.3,22.3,17,7,4,3,1,1,,,
Kimani Vidal,LAC,RB,217,No,No,No,138,19,No,No,16,0.8421,,0.1377,14,0.7368,119,155,36,-15,2,0.913,0.0072,0.0507,0.029,8,4,0.2105,-0.7895,1,89.6,0.8623,6.2632,0.0358,0.1053,8.5,11.0714,2.5714,4,31.8047,31.8047,0.1067,11.9,25.9,18.9,32.9,25.9,28.9,21.9,25.9,25.9,25.9,18.9,25.9,25.9,13,,,4,,,2,0.1429,
RJ Harvey,DEN,RB,211,No,No,No,163,48,No,No,44,0.9167,,0.2945,40,0.8333,337,351,95,18,4,0.7301,0.0123,0.1227,0.135,21,8,0.1667,0.375,1,109.8,2.0675,7.0208,0.7591,0.0833,8.425,8.775,2.375,15,76.1162,76.1162,0.2449,45.7,85.7,65.7,105.7,85.7,88.7,68.7,85.7,85.7,85.7,65.7,85.7,85.7,17,,,7,2,,10,0.25,
Mason Tipton,NO,WR,136,No,No,No,124,17,No,No,13,0.7647,1,0.1371,11,0.6471,76,41,5,151,,,,0.3387,0.6613,14,1,0.0588,8.8824,3,50.1,0.6129,4.4706,-3.0295,,6.9091,3.7273,0.4545,4,29.8492,29.8492,0.1371,7.6,18.6,13.1,18.6,18.6,18.6,13.1,18.6,18.6,18.6,13.1,18.6,18.6,13,2,,2,,,1,0.0909,
Savion Williams,GB,WR,34,Yes,Yes,Yes,32,9,Yes,Yes,9,1,,0.2812,9,1,76,53,13,23,,0.125,,0.5938,0.2812,7,7,0.7778,2.5556,1,138.9,2.375,8.4444,2.5756,,8.4444,5.8889,1.4444,3,17.8076,17.8076,0.2903,13.6,22.6,18.1,22.6,22.6,22.6,18.1,22.6,22.6,22.6,18.1,22.6,22.6,12,1,1,4,1,,2,0.2222,
Treylon Burks,WAS,WR,117,No,Yes,No,107,20,No,No,11,0.55,5,0.1869,9,0.45,116,38,14,282,,0.0093,0.0093,0.1589,0.8224,17,1,0.05,14.1,5,40.8,1.0841,5.8,-3.2305,,12.8889,4.2222,1.5556,6,46.8129,46.8129,0.1942,17.6,26.6,22.1,26.6,26.6,29.6,25.1,26.6,26.6,26.6,22.1,26.6,26.6,8,4,2,5,1,1,2,0.2222,1
James Cook,BUF,RB,195,No,No,No,159,34,No,Yes,30,0.8824,,0.2138,29,0.8529,238,225,81,42,,0.9686,0.0063,0.0252,,11,2,0.0588,1.2353,,115.4,1.4969,7,0.6837,,8.2069,7.7586,2.7931,8,54.0365,54.0365,0.1848,35.8,64.8,50.3,79.3,64.8,67.8,53.3,64.8,64.8,64.8,50.3,64.8,64.8,17,2,1,3,2,,11,0.3793,
Jared Wiley,KC,TE,11,No,No,No,7,1,No,Yes,1,1,,0.1429,1,1,4,8,4,-4,,0.2857,0.5714,,0.1429,1,,,-4,,83.3,0.5714,4,-2.3364,,4,8,4,1,1.2512,1.2512,0.1,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,4,,,,,,,,
Michael Bandy,DEN,WR,7,No,No,No,7,3,No,No,3,1,,0.4286,3,1,30,14,2,16,,,,1,,3,,,5.3333,,108.3,4.2857,10,3.4417,,10,4.6667,0.6667,2,4.1845,4.1845,0.4286,3,6,4.5,6,6,6,4.5,6,6,6,4.5,6,6,4,,,,,,,,
Isaiah Likely,BLT,TE,201,No,Yes,Yes,174,30,Yes,Yes,25,0.8333,3,0.1724,22,0.7333,222,97,17,195,2,,0.1149,0.7644,0.1207,19,1,0.0333,6.5,1,105.1,1.2759,7.4,0.3104,0.0667,10.0909,4.4091,0.7727,9,52.3473,52.3473,0.1705,27.2,49.2,38.2,49.2,60.2,52.2,40.2,48.2,48.2,48.2,37.2,60.2,48.2,14,4,3,6,1,1,1,0.0455,
Jimmy Holiday,KC,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
George Kittle,SF,TE,250,No,No,No,219,59,No,No,55,0.9322,4,0.2694,50,0.8475,536,224,92,394,3,0.0091,0.589,0.3059,0.0959,46,8,0.1356,6.678,4,138.4,2.4475,9.0847,1.7394,0.0508,10.72,4.48,1.84,33,106.4206,106.4206,0.2599,89.6,139.6,114.6,139.6,164.6,142.6,117.6,139.6,139.6,139.6,114.6,164.6,139.6,11,15,11,12,6,3,3,0.06,2
Zaire Mitchell-Paden,NO,TE,20,No,No,No,7,2,No,No,2,1,,0.2857,2,1,17,5,1,12,,0.5714,0.1429,0.2857,,1,,,6,,102.1,2.4286,8.5,1.7093,,8.5,2.5,0.5,1,3.2621,3.2621,0.1111,1.7,3.7,2.7,3.7,4.7,3.7,2.7,3.7,3.7,3.7,2.7,4.7,3.7,8,,,,,,,,
Dalton Schultz,HST,TE,419,No,No,No,366,83,No,Yes,72,0.8675,3,0.2268,65,0.7831,620,276,85,541,2,0.0082,0.5301,0.3525,0.1093,62,1,0.012,6.5181,4,105.8,1.694,7.4699,0.1466,0.0241,9.5385,4.2462,1.3077,28,140.9986,140.9986,0.2202,74,139,106.5,139,171.5,142,109.5,139,139,139,106.5,171.5,139,17,9,4,6,2,2,5,0.0769,1
Hayden Rucci,MIA,TE,8,Yes,Yes,No,1,,No,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Keenan Allen,LAC,WR,365,No,No,No,351,99,No,No,84,0.8485,4,0.2821,73,0.7374,651,225,114,694,6,,,0.4131,0.5869,86,4,0.0404,7.0101,5,90.1,1.8547,6.5758,-0.4951,0.0606,8.9178,3.0822,1.5616,42,161.818,161.818,0.3103,71.1,144.1,107.6,144.1,144.1,147.1,110.6,144.1,144.1,144.1,107.6,144.1,144.1,17,14,9,8,1,1,9,0.1233,
Anthony Gould,IND,WR,26,No,No,No,25,2,Yes,Yes,2,1,,0.08,2,1,6,8,1,-2,,,,0.88,0.12,2,1,0.5,-1,,79.2,0.24,3,-1.8048,,3,4,0.5,,3.3425,3.3425,0.087,0.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,11,,,,,,,,
CeeDee Lamb,DAL,WR,378,No,No,No,365,105,No,Yes,86,0.819,10,0.2877,70,0.6667,1048,324,98,1374,8,0.0055,,0.3452,0.6493,87,4,0.0381,13.0857,25,96.8,2.8712,9.981,1.2966,0.0762,14.9714,4.6286,1.4,41,217.1408,217.1408,0.3079,122.8,192.8,157.8,192.8,192.8,195.8,160.8,192.8,192.8,192.8,157.8,192.8,192.8,14,18,9,16,3,2,7,0.1,1
Noah Fant,CIN,TE,195,No,No,Yes,171,35,No,No,32,0.9143,2,0.2047,30,0.8571,232,146,48,119,1,,0.6433,0.2632,0.0936,23,2,0.0571,3.4,1,122.9,1.3567,6.6286,0.1658,0.0286,7.7333,4.8667,1.6,11,58.1191,58.1191,0.1955,38.2,68.2,53.2,68.2,83.2,71.2,53.2,65.2,65.2,65.2,50.2,83.2,65.2,15,3,2,3,3,2,2,0.0667,
Kene Nwangwu,NYJ,RB,12,No,No,No,10,1,No,Yes,,,,0.1,,,,,,-6,,0.7,,0.2,0.1,1,1,1,-6,,39.6,,,-5.0893,,,,,,1.3542,1.3542,0.0909,,,,,,,,,,,,,,10,,,,,,,,
Travis Vokolek,ARZ,TE,2,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Nick Vannett,LA,TE,9,No,Yes,No,6,,No,No,,,,,,,,,,,,,0.5,0.1667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
Alex Bachman,LV,WR,14,No,No,No,13,3,No,Yes,2,0.6667,,0.2308,2,0.6667,12,3,2,14,,,,0.4615,0.5385,2,,,4.6667,,74.3,0.9231,4,-2.2539,,6,1.5,1,2,4.2225,4.2225,0.2308,1.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,13,,,,,,,,
Dalevon Campbell,CAR,WR,3,No,No,No,3,,No,Yes,,,,,,,,,,,,,,0.3333,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Austin Trammell,JAX,WR,38,No,No,No,35,8,Yes,Yes,4,0.5,1,0.2286,3,0.375,46,2,,115,,,,0.5714,0.4286,6,,,14.375,2,17.7,1.3143,5.75,-3.6514,,15.3333,0.6667,,2,15.1083,15.1083,0.2759,4.6,7.6,6.1,7.6,7.6,7.6,6.1,7.6,7.6,7.6,6.1,7.6,7.6,6,3,2,1,,,,,
Malik Turner,SF,WR,6,No,Yes,Yes,5,,No,No,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Ray Davis,BUF,RB,46,No,No,No,29,7,No,Yes,6,0.8571,,0.2414,5,0.7143,51,69,15,-11,1,1,,,,1,1,0.1429,-1.5714,,92,1.7586,7.2857,1.5326,0.1429,10.2,13.8,3,3,9.7868,9.7868,0.1591,5.1,10.1,7.6,12.6,10.1,10.1,7.6,10.1,10.1,10.1,7.6,10.1,10.1,17,,,1,,,1,0.2,
DeeJay Dallas,JAX,RB,13,No,No,No,8,,No,Yes,,,,,,,,,,,,0.625,,0.25,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
Tony Pollard,TEN,RB,275,No,No,No,188,36,No,Yes,32,0.8889,,0.1915,30,0.8333,184,196,78,-18,2,0.8989,,0.0638,0.0372,10,7,0.1944,-0.5,,76.4,0.9787,5.1111,-0.8577,0.0556,6.1333,6.5333,2.6,9,55.8297,55.8297,0.1565,17.4,47.4,32.4,62.4,47.4,50.4,34.4,46.4,46.4,46.4,31.4,47.4,46.4,17,2,2,1,,,5,0.1667,
Drake Dabney,GB,TE,9,No,No,Yes,6,1,No,Yes,1,1,,0.1667,1,1,3,1,1,2,,,0.5,0.5,,,,,2,,79.2,0.5,3,-3.3701,,3,1,1,,1.388,1.388,0.1667,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,2,1,1,,,,,,
Ladd McConkey,LAC,WR,427,Yes,No,No,402,81,No,Yes,63,0.7778,5,0.2015,54,0.6667,696,263,63,780,5,,0.01,0.6468,0.3433,65,4,0.0494,9.6296,11,90.4,1.7313,8.5926,0.7331,0.0617,12.8889,4.8704,1.1667,28,145.278,145.278,0.2213,87.6,141.6,114.6,141.6,141.6,144.6,117.6,141.6,141.6,141.6,114.6,141.6,141.6,16,7,2,8,3,2,11,0.2037,
JuJu Smith-Schuster,KC,WR,284,No,No,No,226,33,No,Yes,27,0.8182,2,0.146,24,0.7273,211,144,52,127,1,,0.0044,0.4558,0.5398,28,5,0.1515,3.8485,,74.2,0.9336,6.3939,0.0724,0.0303,8.7917,6,2.1667,14,62.7981,62.7981,0.1279,27.1,51.1,39.1,51.1,51.1,54.1,42.1,51.1,51.1,51.1,39.1,51.1,51.1,17,4,2,8,1,1,3,0.125,
Romeo Doubs,GB,WR,325,No,No,No,305,76,No,Yes,64,0.8421,8,0.2492,52,0.6842,673,157,63,947,5,,,0.1803,0.8197,62,2,0.0263,12.4605,12,122.3,2.2066,8.8553,0.2013,0.0658,12.9423,3.0192,1.2115,39,157.3174,157.3174,0.255,103.3,155.3,129.3,155.3,155.3,158.3,132.3,155.3,155.3,155.3,129.3,155.3,155.3,16,21,11,15,6,5,4,0.0769,
Ko Kieft,TB,TE,4,No,No,No,1,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Lucas Krull,DEN,TE,20,No,No,Yes,16,4,No,Yes,2,0.5,,0.25,2,0.5,15,3,2,20,,,0.375,0.5625,0.0625,2,,,5,,59.4,0.9375,3.75,-2.7303,,7.5,1.5,1,,5.7986,5.7986,0.2,1.5,3.5,2.5,3.5,4.5,3.5,2.5,3.5,3.5,3.5,2.5,4.5,3.5,3,,,,,,,,
Tyler Johnson,NYJ,WR,127,No,No,No,113,12,No,Yes,10,0.8333,1,0.1062,8,0.6667,106,40,8,152,2,,,0.4159,0.5841,9,,,12.6667,4,122.2,0.9381,8.8333,0.2475,0.1667,13.25,5,1,4,24.3958,24.3958,0.12,16.6,24.6,20.6,24.6,24.6,27.6,23.6,24.6,24.6,24.6,20.6,24.6,24.6,12,1,,2,1,1,2,0.25,
Chig Okonkwo,TEN,TE,354,No,No,No,290,73,No,Yes,61,0.8356,1,0.2517,54,0.7397,537,324,92,359,6,0.0069,0.3759,0.4586,0.1586,54,21,0.2877,4.9178,5,97.8,1.8517,7.3562,0.2452,0.0822,9.9444,6,1.7037,23,120.9826,120.9826,0.2425,65.7,119.7,92.7,119.7,146.7,122.7,95.7,119.7,119.7,119.7,92.7,146.7,119.7,17,6,5,5,2,,10,0.1852,
Ke'Shawn Williams,CIN,WR,10,No,No,Yes,10,1,No,No,1,1,,0.1,1,1,5,1,1,4,,,,0.2,0.8,1,,,4,,87.5,0.5,5,-1.0498,,5,1,1,,1.42,1.42,0.1,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,11,1,1,,,,,,
Nick Kallerup,SEA,TE,18,No,Yes,Yes,5,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,
David Sills,ATL,WR,304,No,Yes,No,269,33,No,Yes,22,0.6667,2,0.1227,18,0.5455,191,60,28,368,3,,0.0037,0.3941,0.6022,22,2,0.0606,11.1515,5,79.2,0.71,5.7879,-2.6094,0.0909,10.6111,3.3333,1.5556,9,62.9565,62.9565,0.1241,31.1,49.1,40.1,49.1,49.1,52.1,43.1,49.1,49.1,49.1,40.1,49.1,49.1,17,5,3,6,2,1,2,0.1111,
Zamir White,LV,RB,36,No,No,No,23,5,No,Yes,4,0.8,,0.2174,4,0.8,24,29,9,-10,,1,,,,1,,,-2,,86.7,1.0435,4.8,-0.9617,,6,7.25,2.25,,7.1459,7.1459,0.1562,2.4,6.4,4.4,8.4,6.4,6.4,4.4,6.4,6.4,6.4,4.4,6.4,6.4,5,,,,,,,,
Ameer Abdullah,IND,RB,60,No,No,No,50,15,No,Yes,15,1,,0.3,15,1,90,99,25,-9,,0.86,,0.08,0.06,7,2,0.1333,-0.6,,91.7,1.8,6,0.0124,,6,6.6,1.6667,4,21.6158,21.6158,0.2778,9,24,16.5,31.5,24,24,16.5,24,24,24,16.5,24,24,13,1,1,1,,,3,0.2,
Trayveon Williams,CLV,RB,46,No,No,Yes,37,9,No,No,8,0.8889,,0.2432,8,0.8889,55,84,14,-35,,0.7838,0.1081,0.0541,0.0541,6,6,0.6667,-3.8889,,92.1,1.4865,6.1111,0.4573,,6.875,10.5,1.75,2,14.8816,14.8816,0.225,5.5,13.5,9.5,17.5,13.5,13.5,9.5,13.5,13.5,13.5,9.5,13.5,13.5,6,,,2,,,,,
Isaiah Hodgins,NYG,WR,165,No,No,No,147,16,No,Yes,10,0.625,1,0.1088,9,0.5625,103,19,8,178,,,,0.381,0.619,13,,,11.125,3,96.6,0.7007,6.4375,-1.773,,11.4444,2.1111,0.8889,5,33.0058,33.0058,0.1074,16.3,25.3,20.8,25.3,25.3,28.3,23.8,25.3,25.3,25.3,20.8,25.3,25.3,7,3,2,3,1,1,1,0.1111,1
Devin Singletary,NYG,RB,118,No,No,No,86,18,No,Yes,18,1,,0.2093,17,0.9444,110,120,46,-12,1,0.814,,0.0465,0.1395,10,5,0.2778,-0.6667,1,92.1,1.2791,6.1111,-0.1038,0.0556,6.4706,7.0588,2.7059,3,28.5043,28.5043,0.1748,11,28,19.5,36.5,28,31,22.5,28,28,28,19.5,28,28,17,2,2,2,,,3,0.1765,1
Gage Larvadain,CLV,WR,97,No,No,Yes,89,11,No,No,9,0.8182,1,0.1236,6,0.5455,61,28,7,86,2,,,0.427,0.573,11,,,7.8182,1,70.6,0.6854,5.5455,-1.5522,0.1818,10.1667,4.6667,1.1667,2,16.4145,16.4145,0.1264,6.1,12.1,9.1,12.1,12.1,12.1,9.1,12.1,12.1,12.1,9.1,12.1,12.1,13,1,,,,,2,0.3333,
Tyler Allgeier,ATL,RB,128,No,Yes,No,84,16,No,Yes,15,0.9375,,0.1905,14,0.875,96,122,21,-30,1,0.9048,,0.0357,0.0595,4,2,0.125,-1.875,,91.7,1.1429,6,0.1169,0.0625,6.8571,8.7143,1.5,3,25.5652,25.5652,0.1404,9.6,23.6,16.6,30.6,23.6,23.6,16.6,23.6,23.6,23.6,16.6,23.6,23.6,17,1,1,1,,,,,
KeAndre Lambert-Smith,LAC,WR,60,No,No,No,53,12,No,No,6,0.5,1,0.2264,5,0.4167,51,20,6,211,1,,,0.0943,0.9057,12,1,0.0833,17.5833,6,47.6,0.9623,4.25,-5.2887,0.0833,10.2,4,1.2,3,26.0128,26.0128,0.2449,11.1,16.1,13.6,16.1,16.1,16.1,13.6,16.1,16.1,16.1,13.6,16.1,16.1,10,2,2,2,1,1,1,0.2,
Foster Moreau,NO,TE,74,No,No,No,52,5,No,No,5,1,,0.0962,5,1,46,30,15,16,,,0.6731,0.2308,0.0962,4,,,3.2,,105,0.8846,9.2,2.6197,,9.2,6,3,2,7.5368,7.5368,0.0758,4.6,9.6,7.1,9.6,12.1,9.6,7.1,9.6,9.6,9.6,7.1,12.1,9.6,11,,,1,,,1,0.2,
Josh Downs,IND,WR,343,No,No,No,322,80,No,Yes,62,0.775,3,0.2484,54,0.675,491,121,56,622,5,0.0062,,0.8168,0.177,73,2,0.025,7.775,7,91.2,1.5248,6.1375,-1.1919,0.0625,9.0926,2.2407,1.037,32,135.1784,135.1784,0.2581,67.1,121.1,94.1,121.1,121.1,124.1,97.1,121.1,121.1,121.1,94.1,121.1,121.1,16,11,6,13,3,2,5,0.0926,2
Tetairoa McMillan,CAR,WR,436,No,No,No,412,107,No,Yes,83,0.7757,9,0.2597,61,0.5701,903,264,71,1273,10,,,0.2087,0.7913,87,3,0.028,11.8972,20,80.9,2.1917,8.4393,-0.1756,0.0935,14.8033,4.3279,1.1639,49,191.3896,191.3896,0.2823,119.3,180.3,149.8,180.3,180.3,183.3,151.8,179.3,179.3,179.3,148.8,180.3,179.3,17,22,8,12,5,3,8,0.1311,1
Khalil Herbert,NYJ,RB,21,No,No,No,12,2,No,Yes,2,1,,0.1667,1,0.5,4,9,-1,-9,1,0.9167,,,0.0833,1,,,-4.5,,56.3,0.3333,2,-3.7205,0.5,4,9,-1,,2.682,2.682,0.1,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,5,,,1,,,,,
Quinshon Judkins,CLV,RB,140,No,No,No,118,31,No,No,27,0.871,,0.2627,24,0.7742,144,161,39,-27,1,0.8814,0.0339,0.0254,0.0593,13,12,0.3871,-0.871,,72.5,1.2203,4.6452,-1.343,0.0323,6,6.7083,1.625,6,46.9977,46.9977,0.2541,14.4,38.4,26.4,50.4,38.4,41.4,29.4,38.4,38.4,38.4,26.4,38.4,38.4,14,5,3,1,,,3,0.125,1
Devaughn Vele,NO,WR,180,No,No,No,166,28,No,Yes,21,0.75,2,0.1687,20,0.7143,226,40,4,329,,,0.0301,0.4036,0.5663,23,,,11.75,4,107.1,1.3614,8.0714,-0.4606,,11.3,2,0.2,14,54.0943,54.0943,0.1761,28.6,48.6,38.6,48.6,48.6,51.6,41.6,48.6,48.6,48.6,38.6,48.6,48.6,13,8,7,2,1,1,,,1
Rome Odunze,CHI,WR,294,No,No,No,250,67,No,No,48,0.7164,8,0.268,38,0.5672,589,205,56,909,6,,,0.38,0.62,58,2,0.0299,13.5672,16,98.4,2.356,8.791,-0.2074,0.0896,15.5,5.3947,1.4737,31,140.1592,140.1592,0.2519,88.9,126.9,107.9,126.9,126.9,129.9,110.9,126.9,126.9,126.9,107.9,126.9,126.9,12,15,6,8,5,2,4,0.1053,
Brenden Bates,CLV,TE,30,No,No,Yes,18,2,No,No,2,1,,0.1111,2,1,23,6,3,17,,,0.9444,,0.0556,1,,,8.5,,114.6,1.2778,11.5,3.927,,11.5,3,1.5,2,2.7826,2.7826,0.0833,2.3,4.3,3.3,4.3,5.3,4.3,3.3,4.3,4.3,4.3,3.3,5.3,4.3,9,1,1,,,,1,0.5,
Jacory Croskey-Merritt,WAS,RB,121,No,Yes,No,78,12,No,No,9,0.75,,0.1538,9,0.75,68,78,22,-20,,0.8462,,0.1282,0.0256,7,6,0.5,-1.6667,,88.2,0.8718,5.6667,-0.1408,,7.5556,8.6667,2.4444,3,16.7487,16.7487,0.1121,6.8,15.8,11.3,20.3,15.8,15.8,11.3,15.8,15.8,15.8,11.3,15.8,15.8,17,,,1,,,,,
Isaiah Davis,NYJ,RB,178,No,No,No,119,22,No,Yes,21,0.9545,,0.1849,20,0.9091,176,185,42,,,0.8908,,0.0672,0.042,7,5,0.2273,,,100,1.479,8,1.8331,,8.8,9.25,2.1,7,32.8915,32.8915,0.1549,17.6,37.6,27.6,47.6,37.6,40.6,30.6,37.6,37.6,37.6,27.6,37.6,37.6,16,2,1,1,,,2,0.1,
Colby Parkinson,LA,TE,252,No,Yes,No,178,43,No,No,40,0.9302,6,0.2416,34,0.7907,316,231,51,190,4,,0.5787,0.1685,0.2528,26,10,0.2326,4.4186,3,127.2,1.7753,7.3488,0.5046,0.093,9.2941,6.7941,1.5,18,82.3139,82.3139,0.183,73.6,107.6,90.6,107.6,124.6,110.6,93.6,107.6,107.6,107.6,90.6,124.6,107.6,15,8,5,15,7,3,4,0.1176,
Isaiah Bond,CLV,WR,276,No,No,Yes,259,35,No,No,23,0.6571,2,0.1351,17,0.4857,286,59,7,472,1,0.0039,,0.4479,0.5483,31,4,0.1143,13.4857,8,76.6,1.1042,8.1714,-0.7869,0.0286,16.8235,3.4706,0.4118,11,67.5614,67.5614,0.1528,28.6,45.6,37.1,45.6,45.6,48.6,40.1,45.6,45.6,45.6,37.1,45.6,45.6,16,7,4,3,,,1,0.0588,
Josh Oliver,MIN,TE,118,No,No,Yes,71,10,No,Yes,9,0.9,,0.1408,8,0.8,74,47,8,36,,,0.7324,0.1972,0.0704,6,1,0.1,3.6,,137.1,1.0423,7.4,0.7942,,9.25,5.875,1,5,18.5257,18.5257,0.0962,25.4,33.4,29.4,33.4,37.4,33.4,29.4,33.4,33.4,33.4,29.4,37.4,33.4,15,2,1,5,3,,,,
Nick Chubb,HST,RB,133,Yes,No,No,92,18,No,Yes,14,0.7778,,0.1957,13,0.7222,67,61,14,17,1,0.9565,,,0.0435,6,4,0.2222,0.9444,,77.8,0.7283,3.7222,-2.7115,0.0556,5.1538,4.6923,1.0769,1,27.9646,27.9646,0.1417,6.7,19.7,13.2,26.2,19.7,19.7,13.2,19.7,19.7,19.7,13.2,19.7,19.7,15,1,1,1,,,,,
Michael Carter,ARZ,RB,229,No,Yes,No,188,40,No,No,34,0.85,,0.2128,31,0.775,257,248,93,66,3,0.9043,0.0053,0.0372,0.0532,9,1,0.025,1.65,1,93.4,1.367,6.425,0.4201,0.075,8.2903,8,3,12,60.4232,60.4232,0.1951,25.7,56.7,41.2,72.2,56.7,59.7,44.2,56.7,56.7,56.7,41.2,56.7,56.7,13,,,5,,,12,0.3871,
Tyjae Spears,TEN,RB,224,No,No,No,161,41,No,Yes,41,1,,0.2547,39,0.9512,234,329,99,-105,2,0.8323,0.0311,0.0994,0.0373,22,15,0.3659,-2.561,,90.4,1.4534,5.7073,-0.0372,0.0488,6,8.4359,2.5385,9,63.1333,63.1333,0.2135,23.4,62.4,42.9,81.9,62.4,65.4,45.9,62.4,62.4,62.4,42.9,62.4,62.4,13,,,6,,,16,0.4103,
Keaton Mitchell,BLT,RB,44,No,Yes,Yes,39,12,Yes,Yes,10,0.8333,,0.3077,9,0.75,63,86,5,-34,1,0.7436,0.0513,0.1795,0.0256,5,5,0.4167,-2.8333,,51.7,1.6154,5.25,-0.5251,0.0833,7,9.5556,0.5556,2,19.2074,19.2074,0.3,6.3,15.3,10.8,19.8,15.3,15.3,10.8,15.3,15.3,15.3,10.8,15.3,15.3,13,,,,,,,,
DJ Moore,CHI,WR,399,Yes,Yes,Yes,357,66,No,Yes,49,0.7424,7,0.1849,39,0.5909,505,156,50,727,6,0.0252,,0.3361,0.6387,53,12,0.1818,11.0152,11,103.4,1.4146,7.6515,-1.123,0.0909,12.9487,4,1.2821,22,127.0228,127.0228,0.1854,73.5,112.5,93,112.5,112.5,115.5,95,111.5,111.5,111.5,92,112.5,111.5,17,14,7,8,4,3,3,0.0769,
