Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,DropsTotal,AveragesPerTargetDropsTotal,TouchdownsTotal,ReceptionsHero,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception
Kenneth Gainwell,PIT,RB,174,No,Yes,Yes,153,28,Yes,3,Yes,26,0.9286,,0.183,25,3,0.8929,202,117,23,89,0.2157,0.1569,0.1046,28,3.1786,1,120.5,1.3203,7.2143,0.551,8.08,4.68,0.92,7,45.7274,45.7274,0.1609,31.2,56.2,43.7,68.7,56.2,59.2,45.7,55.2,55.2,55.2,42.7,56.2,55.2,5,17,0.5229,1,0.0357,2,1,,2,0.08
Bhayshul Tuten,JAX,RB,54,No,No,No,39,4,Yes,1,Yes,4,1,,0.1026,3,,0.75,21,15,1,8,,0.0769,0.1026,4,2,,126,0.5385,5.25,-0.8673,7,5,0.3333,1,6.0475,6.0475,0.0741,8.1,11.1,9.6,12.6,11.1,11.1,9.6,11.1,11.1,11.1,9.6,11.1,11.1,1,15,0.8205,,,1,,,1,0.3333
Casey Washington,ATL,WR,54,No,No,No,54,8,No,2,No,6,0.75,,0.1481,4,1,0.5,70,13,5,123,,0.4259,0.5741,8,15.375,1,80.2,1.2963,8.75,-1.3119,17.5,3.25,1.25,4,15.2193,15.2193,0.1481,7,11,9,11,11,11,9,11,11,11,9,11,11,,7,,1,0.125,,,,,
John Metchie,NYJ,WR,122,Yes,No,No,122,31,No,6,Yes,27,0.871,1,0.2541,19,1,0.6129,187,76,21,203,,0.3689,0.623,31,6.5484,,75.6,1.5328,6.0323,-0.9307,9.8421,4,1.1053,9,48.9712,48.9712,0.2541,24.7,43.7,34.2,43.7,43.7,46.7,37.2,43.7,43.7,43.7,34.2,43.7,43.7,5,16,0.0082,3,0.0968,1,,,,
Jalen Nailor,MIN,WR,198,Yes,No,Yes,191,35,No,7,Yes,20,0.5714,6,0.1832,17,5,0.4857,267,72,24,482,,0.6021,0.3979,35,13.7714,6,53.8,1.3979,7.6286,-1.6413,15.7059,4.2353,1.4118,14,79.5297,79.5297,0.1768,38.7,55.7,47.2,55.7,55.7,58.7,50.2,55.7,55.7,55.7,47.2,55.7,55.7,8,17,,1,0.0286,2,,2,1,0.0588
Marquise Brown,KC,WR,182,No,No,No,179,48,No,4,Yes,33,0.6875,5,0.2682,30,3,0.625,405,96,45,680,,0.4525,0.5475,48,14.1667,10,92.8,2.2626,8.4375,-0.2617,13.5,3.2,1.5,19,94.1411,94.1411,0.2637,58.5,88.5,73.5,88.5,88.5,91.5,76.5,88.5,88.5,88.5,73.5,88.5,88.5,5,16,,2,0.0417,3,1,3,6,0.2
KaVontae Turpin,DAL,WR,127,No,No,Yes,125,22,No,3,No,16,0.7273,4,0.176,14,3,0.6364,186,62,26,286,,0.744,0.248,22,13,5,86.6,1.488,8.4545,0.1586,13.2857,4.4286,1.8571,11,46.9232,46.9232,0.1732,24.6,38.6,31.6,38.6,38.6,41.6,34.6,38.6,38.6,38.6,31.6,38.6,38.6,5,15,0.008,2,0.0909,1,1,1,1,0.0714
Kalel Mullings,TEN,RB,3,No,No,Yes,1,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,
Dare Ogunbowale,HST,RB,55,No,No,No,32,4,No,1,Yes,3,0.75,,0.125,3,,0.75,30,17,2,18,,0.1562,0.0625,4,4.5,,95.8,0.9375,7.5,0.4051,10,5.6667,0.6667,2,7.2345,7.2345,0.0727,3,6,4.5,7.5,6,6,4.5,6,6,6,4.5,6,6,3,17,0.7812,,,,,,,
Nico Collins,HST,WR,263,Yes,No,No,261,95,No,29,Yes,68,0.7158,10,0.364,58,20,0.6105,914,279,137,1225,,0.2337,0.7663,95,12.8947,19,107.1,3.5019,9.6211,0.9749,15.7586,4.8103,2.3621,40,188.1999,188.1999,0.3612,114.4,172.4,143.4,172.4,172.4,175.4,145.4,171.4,171.4,171.4,142.4,172.4,171.4,14,15,,2,0.0211,4,1,2,2,0.0345
Jake Ferguson,DAL,TE,286,No,No,Yes,267,62,No,13,No,58,0.9355,8,0.2322,51,8,0.8226,403,159,80,402,0.3895,0.5356,0.0674,62,6.4839,4,119.3,1.5094,6.5,-0.8046,7.902,3.1176,1.5686,23,120.9342,120.9342,0.2168,75.3,126.3,100.8,126.3,151.8,129.3,102.8,125.3,125.3,125.3,99.8,151.8,125.3,15,17,0.0075,2,0.0323,6,2,5,6,0.1176
Davante Adams,LA,WR,250,No,No,No,249,88,No,15,Yes,62,0.7045,22,0.3534,49,7,0.5568,633,90,32,1183,,0.1526,0.8474,88,13.4432,19,113.3,2.5422,7.1932,-1.683,12.9184,1.8367,0.6531,42,200.3647,200.3647,0.352,135.3,184.3,159.8,184.3,184.3,187.3,162.8,184.3,184.3,184.3,159.8,184.3,184.3,25,14,,5,0.0568,12,,12,4,0.0816
Jerry Jeudy,CLV,WR,259,No,No,Yes,256,84,No,13,No,56,0.6667,3,0.3281,42,5,0.5,520,132,28,1032,,0.1992,0.8008,84,12.2857,14,52.7,2.0312,6.1905,-2.3967,12.381,3.1429,0.6667,29,151.0766,151.0766,0.3243,64,106,85,106,106,109,88,106,106,106,85,106,106,6,17,,6,0.0714,2,,1,1,0.0238
Ronnie Rivers,LA,RB,2,No,No,Yes,2,,No,,No,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.5,,,,,,,
Elijah Arroyo,SEA,TE,89,No,No,No,80,16,No,3,No,12,0.75,1,0.2,11,2,0.6875,131,58,11,108,0.625,0.15,0.2,16,6.75,2,114.3,1.6375,8.1875,0.9439,11.9091,5.2727,1,5,32.8647,32.8647,0.1798,18.1,29.1,23.6,29.1,34.6,32.1,25.6,28.1,28.1,28.1,22.6,34.6,28.1,2,13,0.025,,,1,,,,
Darius Slayton,NYG,WR,196,No,No,Yes,193,51,No,11,No,40,0.7843,5,0.2642,29,5,0.5686,430,156,41,747,,0.1762,0.8238,51,14.6471,14,91.1,2.228,8.4314,-0.4986,14.8276,5.3793,1.4138,17,104.1117,104.1117,0.2602,48,77,62.5,77,77,80,64.5,76,76,76,61.5,77,76,4,14,,5,0.098,1,1,,4,0.1379
Brandon Smith,NYJ,WR,2,No,No,No,2,,Yes,,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Jordan Whittington,LA,WR,124,No,No,Yes,112,15,No,1,No,12,0.8,,0.1339,10,1,0.6667,130,52,18,122,0.0089,0.5804,0.4107,15,8.1333,1,93.8,1.1607,8.6667,1.1455,13,5.2,1.8,5,25.0711,25.0711,0.121,13,23,18,23,23,26,21,23,23,23,18,23,23,1,17,,2,0.1333,,,,2,0.2
Josh Whyle,GB,TE,42,Yes,No,Yes,32,3,No,,Yes,3,1,1,0.0938,3,,1,31,12,7,22,0.6562,0.1562,0.1875,3,7.3333,,149.3,0.9688,10.3333,3.1246,10.3333,4,2.3333,2,6.6113,6.6113,0.0714,9.1,12.1,10.6,12.1,13.6,12.1,10.6,12.1,12.1,12.1,10.6,13.6,12.1,1,8,,,,1,,1,1,0.3333
Travis Etienne,JAX,RB,184,No,No,No,121,8,Yes,1,Yes,7,0.875,1,0.0661,6,,0.75,69,52,2,22,,0.1157,0.0661,8,2.75,1,140.1,0.5702,8.625,2.0616,11.5,8.6667,0.3333,4,15.7781,15.7781,0.0435,24.9,30.9,27.9,33.9,30.9,30.9,27.9,30.9,30.9,30.9,27.9,30.9,30.9,4,17,0.8182,1,0.125,3,,1,2,0.3333
Quentin Skinner,NYJ,WR,5,Yes,No,No,5,1,No,,Yes,1,1,,0.2,1,,1,10,6,1,4,,0.4,0.6,1,4,,108.3,2,10,3.9502,10,6,1,1,1.3496,1.3496,0.2,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,,1,,,,,,,,
Samaje Perine,CIN,RB,115,No,No,Yes,85,,No,,No,,,,,,,,,,,,0.0235,0.0353,0.0353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.9059,,,,,,,
Bam Knight,ARZ,RB,88,No,No,No,63,5,No,,No,5,1,,0.0794,5,,1,51,50,11,1,,0.0794,0.0476,5,0.2,,109.2,0.8095,10.2,4.3925,10.2,10,2.2,5,7.5127,7.5127,0.0568,5.1,10.1,7.6,12.6,10.1,10.1,7.6,10.1,10.1,10.1,7.6,10.1,10.1,1,12,0.873,,,,,,,
Jaret Patterson,LAC,RB,30,No,No,No,20,1,No,,No,1,1,,0.05,1,,1,4,4,2,,,,0.1,1,,,83.3,0.2,4,-1.8271,4,4,2,1,1.3603,1.3603,0.0333,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,6,0.9,,,,,,,
Elijah Mitchell,KC,RB,1,No,No,No,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
J.K. Dobbins,DEN,RB,77,No,Yes,No,41,3,No,,Yes,3,1,,0.0732,3,,1,14,13,2,1,,0.0244,,3,0.3333,,86.1,0.3415,4.6667,-1.3825,4.6667,4.3333,0.6667,,4.3717,4.3717,0.039,1.4,4.4,2.9,5.9,4.4,4.4,2.9,4.4,4.4,4.4,2.9,4.4,4.4,,10,0.9756,,,,,,,
Emari Demercado,ARZ,RB,67,No,No,Yes,53,4,No,,No,4,1,,0.0755,3,,0.75,39,13,5,-1,,0.0755,0.0755,4,-0.25,,144.8,0.7358,9.75,5.4081,13,4.3333,1.6667,2,6.9123,6.9123,0.0597,9.9,12.9,11.4,14.4,12.9,12.9,11.4,12.9,12.9,12.9,11.4,12.9,12.9,3,13,0.8491,1,0.25,1,,,1,0.3333
Efton Chism,NE,WR,22,Yes,No,Yes,22,3,No,,Yes,3,1,1,0.1364,3,,1,75,40,9,38,0.0455,0.2727,0.6818,3,12.6667,,158.3,3.4091,25,15.7347,25,13.3333,3,3,9.488,9.488,0.1364,13.5,16.5,15,16.5,16.5,16.5,15,16.5,16.5,16.5,15,16.5,16.5,1,8,,,,1,,1,,
Will Dissly,LAC,TE,52,No,No,No,41,8,No,4,No,8,1,,0.1951,5,1,0.625,39,27,11,37,0.6341,0.2195,0.1463,8,4.625,,74.5,0.9512,4.875,-1.8765,7.8,5.4,2.2,2,11.6664,11.6664,0.1538,3.9,8.9,6.4,8.9,11.4,8.9,6.4,8.9,8.9,8.9,6.4,11.4,8.9,,9,,,,,,,1,0.2
Miles Sanders,DAL,RB,20,No,Yes,No,11,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,1.4508,1.4508,,,,,,,,,,,,,,,,4,1,,,,,,,
Charlie Jones,CIN,WR,5,No,No,No,5,1,Yes,,Yes,,,,0.2,,,,,,,40,,,1,1,40,1,39.6,,,-15,,,,,1.5278,1.5278,0.2,,,,,,,,,,,,,,,14,,,,,,,,
Rasheen Ali,BLT,RB,35,No,Yes,Yes,27,2,Yes,,Yes,2,1,,0.0741,1,,0.5,3,1,,3,0.037,0.037,,2,1.5,,56.3,0.1111,1.5,-4.562,3,1,,,3.0037,3.0037,0.0571,0.3,1.3,0.8,1.8,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,,15,0.9259,1,0.5,,,,,
KhaDarel Hodge,ATL,WR,20,No,Yes,Yes,20,7,No,2,No,2,0.2857,1,0.35,,,,,,,127,,0.2,0.8,7,18.1429,3,39.6,,,-10.2108,,,,,12.8313,12.8313,0.35,,,,,,,,,,,,,,,11,,,,,,,,
Saquon Barkley,PHI,RB,213,No,No,Yes,129,7,No,,Yes,7,1,,0.0543,6,,0.8571,89,55,16,34,0.0078,0.1085,0.186,7,4.8571,1,158.3,0.6899,12.7143,6.698,14.8333,9.1667,2.6667,5,11.9393,11.9393,0.0329,20.9,26.9,23.9,29.9,26.9,26.9,23.9,26.9,26.9,26.9,23.9,26.9,26.9,2,16,0.6977,1,0.1429,2,,,2,0.3333
Evan Engram,DEN,TE,169,No,No,No,161,33,No,3,No,25,0.7576,1,0.205,23,2,0.697,286,152,50,208,0.3354,0.5155,0.1304,33,6.303,3,96.3,1.7764,8.6667,1.2995,12.4348,6.6087,2.1739,15,56.7424,56.7424,0.1953,28.6,51.6,40.1,51.6,63.1,54.6,43.1,51.6,51.6,51.6,40.1,63.1,51.6,4,16,0.0186,1,0.0303,,,,1,0.0435
Keleki Latu,BUF,TE,22,Yes,No,No,16,2,No,,Yes,2,1,,0.125,2,,1,21,16,8,5,0.4375,0.375,0.1875,2,2.5,,110.4,1.3125,10.5,4.6155,10.5,8,4,2,2.6581,2.6581,0.0909,2.1,4.1,3.1,4.1,5.1,4.1,3.1,4.1,4.1,4.1,3.1,5.1,4.1,,5,,,,,,,1,0.5
Jamari Thrash,CLV,WR,69,No,Yes,Yes,69,9,No,,Yes,7,0.7778,1,0.1304,7,,0.7778,57,-19,1,102,,0.4783,0.5217,9,11.3333,2,93.1,0.8261,6.3333,-1.1505,8.1429,-2.7143,0.1429,3,12.6963,12.6963,0.1304,5.7,12.7,9.2,12.7,12.7,12.7,9.2,12.7,12.7,12.7,9.2,12.7,12.7,1,9,,,,,,,,
Connor Heyward,PIT,TE,9,No,Yes,Yes,6,2,Yes,,Yes,2,1,1,0.3333,1,,0.5,6,2,1,21,,0.3333,0.1667,2,10.5,,56.3,1,3,-5.8737,6,2,1,,4.3962,4.3962,0.2222,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,1,16,0.5,1,0.5,,,,,
Dylan Sampson,CLV,RB,60,No,No,Yes,56,9,No,,No,9,1,1,0.1607,8,,0.8889,78,51,13,31,0.0893,0.0357,0.1964,9,3.4444,,139.8,1.3929,8.6667,2.3114,9.75,6.375,1.625,4,14.1718,14.1718,0.15,13.8,21.8,17.8,25.8,21.8,21.8,17.8,21.8,21.8,21.8,17.8,21.8,21.8,1,15,0.6786,1,0.1111,1,,1,1,0.125
Jawhar Jordan,HST,RB,17,No,No,No,10,2,No,,Yes,2,1,,0.2,2,,1,12,12,3,,,0.2,0.2,2,,,91.7,1.2,6,-0.399,6,6,1.5,1,2.5317,2.5317,0.1176,1.2,3.2,2.2,4.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,,4,0.6,,,,,,1,0.5
Adonai Mitchell,NYJ,WR,169,Yes,No,No,167,65,No,13,Yes,39,0.6,5,0.3892,30,7,0.4615,397,69,44,1005,,0.1916,0.8084,65,15.4615,17,45.5,2.3772,6.1077,-3.1407,13.2333,2.3,1.4667,12,117.8767,117.8767,0.3846,44.7,74.7,59.7,74.7,74.7,77.7,61.7,73.7,73.7,73.7,58.7,74.7,73.7,7,16,,5,0.0769,1,2,,2,0.0667
Nick Westbrook-Ikhine,MIA,WR,98,Yes,No,Yes,92,11,No,3,Yes,8,0.7273,,0.1196,6,2,0.5455,61,15,10,74,,0.4457,0.5543,11,6.7273,,32.8,0.663,5.5455,-1.4318,10.1667,2.5,1.6667,5,20.5799,20.5799,0.1122,6.1,12.1,9.1,12.1,12.1,12.1,9.1,12.1,12.1,12.1,9.1,12.1,12.1,2,15,,1,0.0909,,,,,
Matthew Golden,GB,WR,123,Yes,No,Yes,120,29,No,5,Yes,22,0.7586,1,0.2417,18,2,0.6207,273,66,12,462,0.0417,0.3583,0.6,29,15.931,10,78.7,2.275,9.4138,0.4957,15.1667,3.6667,0.6667,13,50.6559,50.6559,0.2358,27.3,45.3,36.3,45.3,45.3,48.3,39.3,45.3,45.3,45.3,36.3,45.3,45.3,1,14,,2,0.069,,,,2,0.1111
Brevyn Spann-Ford,DAL,TE,49,No,No,Yes,36,9,No,2,No,7,0.7778,,0.25,6,1,0.6667,79,32,8,97,0.6667,0.3056,,9,10.7778,1,54.6,2.1944,8.7778,0.1801,13.1667,5.3333,1.3333,3,12.7875,12.7875,0.1837,7.9,13.9,10.9,13.9,16.9,13.9,10.9,13.9,13.9,13.9,10.9,16.9,13.9,,17,0.0278,,,,,,1,0.1667
Tyler Higbee,LA,TE,125,No,No,Yes,107,21,No,4,No,17,0.8095,1,0.1963,13,1,0.619,188,68,11,190,0.5421,0.2804,0.1776,21,9.0476,3,130.6,1.757,8.9524,0.7625,14.4615,5.2308,0.8462,12,39.272,39.272,0.168,36.8,49.8,43.3,49.8,56.3,52.8,46.3,49.8,49.8,49.8,43.3,56.3,49.8,5,10,,3,0.1429,3,,1,,
Jake Bobo,SEA,WR,18,No,No,No,17,,Yes,,Yes,,,,,,,,,,,,,0.3529,0.6471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,
Pat Bryant,DEN,WR,142,No,No,No,138,32,No,5,No,23,0.7188,2,0.2319,20,3,0.625,244,85,38,305,0.0072,0.5362,0.4565,32,9.5312,3,57.3,1.7681,7.625,0.0565,12.2,4.25,1.9,16,54.0007,54.0007,0.2254,30.4,50.4,40.4,50.4,50.4,53.4,43.4,50.4,50.4,50.4,40.4,50.4,50.4,4,15,,1,0.0312,1,,1,2,0.1
Marquez Valdes-Scantling,PIT,WR,133,No,Yes,Yes,130,23,Yes,7,Yes,15,0.6522,3,0.1769,10,4,0.4348,96,11,21,326,,0.2769,0.7231,23,14.1739,5,70.2,0.7385,4.1739,-4.9908,9.6,1.1,2.1,6,45.8269,45.8269,0.1729,15.6,25.6,20.6,25.6,25.6,25.6,20.6,25.6,25.6,25.6,20.6,25.6,25.6,4,10,,1,0.0435,1,,1,,
Kayshon Boutte,NE,WR,198,Yes,No,Yes,196,40,No,13,Yes,33,0.825,5,0.2041,28,9,0.7,478,32,16,720,,0.102,0.898,40,18,12,139.4,2.4388,11.95,1.7453,17.0714,1.1429,0.5714,22,82.2426,82.2426,0.202,77.8,105.8,91.8,105.8,105.8,108.8,94.8,105.8,105.8,105.8,91.8,105.8,105.8,3,14,,1,0.025,5,2,3,1,0.0357
Hunter Long,JAX,TE,72,No,No,No,58,10,Yes,1,Yes,10,1,2,0.1724,7,1,0.7,44,15,1,38,0.5862,0.2069,0.2069,10,3.8,,118.3,0.7586,4.4,-1.9833,6.2857,2.1429,0.1429,4,21.9362,21.9362,0.1389,16.4,23.4,19.9,23.4,26.9,23.4,19.9,23.4,23.4,23.4,19.9,26.9,23.4,4,9,,3,0.3,2,,2,,
Sal Cannella,CLV,TE,9,No,No,Yes,9,3,No,,No,2,0.6667,1,0.3333,1,,0.3333,6,4,2,48,0.4444,0.3333,0.2222,3,16,1,42.4,0.6667,2,-6.4191,6,4,2,1,5.2823,5.2823,0.3333,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,,2,,1,0.3333,,,,,
Ben Sims,MIN,TE,17,Yes,No,Yes,14,3,No,2,Yes,3,1,,0.2143,1,,0.3333,9,5,2,24,0.6429,0.2143,0.1429,3,8,,42.4,0.6429,3,-4.4844,9,5,2,1,4.7369,4.7369,0.1765,0.9,1.9,1.4,1.9,2.4,1.9,1.4,1.9,1.9,1.9,1.4,2.4,1.9,1,9,,,,,,,,
Tahj Brooks,CIN,RB,12,No,No,No,8,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,,,,,,,
Robbie Chosen,WAS,WR,26,No,No,Yes,25,9,Yes,3,Yes,7,0.7778,,0.36,5,1,0.5556,53,5,3,127,,0.12,0.88,9,14.1111,2,72.9,2.12,5.8889,-2.9724,10.6,1,0.6,2,20.891,20.891,0.3462,5.3,10.3,7.8,10.3,10.3,10.3,7.8,10.3,10.3,10.3,7.8,10.3,10.3,,3,,,,,,,,
Ja'Marr Chase,CIN,WR,343,No,No,Yes,341,134,No,28,No,106,0.791,7,0.393,89,15,0.6642,1123,386,152,1424,0.0029,0.3109,0.6804,134,10.6269,18,97.3,3.2933,8.3806,0.3637,12.618,4.3371,1.7079,61,243.0061,243.0061,0.3907,154.3,243.3,198.8,243.3,243.3,246.3,201.8,243.3,243.3,243.3,198.8,243.3,243.3,18,16,0.0059,5,0.0373,7,2,2,12,0.1348
Adam Trautman,DEN,TE,139,No,No,No,84,13,No,2,No,12,0.9231,1,0.1548,12,2,0.9231,125,66,17,78,0.5357,0.3571,0.1071,13,6,,132.4,1.4881,9.6154,2.5962,10.4167,5.5,1.4167,8,21.4853,21.4853,0.0935,18.5,30.5,24.5,30.5,36.5,33.5,27.5,30.5,30.5,30.5,24.5,36.5,30.5,1,17,,,,1,,1,2,0.1667
Trevor Etienne,CAR,RB,9,No,No,No,7,,No,,Yes,,,,,,,,,,,,,0.5714,0.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.2857,,,,,,,
D'Andre Swift,CHI,RB,156,Yes,Yes,Yes,117,6,No,,Yes,5,0.8333,,0.0513,4,,0.6667,77,59,40,4,0.0598,0.0513,0.0855,6,0.6667,,149.3,0.6581,12.8333,5.4579,19.25,14.75,10,3,10.0585,10.0585,0.0385,13.7,17.7,15.7,19.7,17.7,17.7,15.7,17.7,17.7,17.7,15.7,17.7,17.7,,16,0.8034,1,0.1667,1,,,1,0.25
Jonathan Mingo,DAL,WR,22,No,No,Yes,22,1,No,,No,,,,0.0455,,,,,,,10,,0.2273,0.7727,1,10,,39.6,,,-7.5,,,,,3.9622,3.9622,0.0455,,,,,,,,,,,,,,,6,,,,,,,,
Cooper Kupp,SEA,WR,215,No,No,No,210,47,Yes,7,Yes,36,0.766,5,0.2238,32,4,0.6809,384,177,77,394,0.0048,0.5095,0.481,47,8.383,4,80.5,1.8286,8.1702,0.6802,12,5.5312,2.4062,18,88.0813,88.0813,0.2186,48.4,80.4,64.4,80.4,80.4,83.4,66.4,78.4,78.4,78.4,62.4,80.4,78.4,8,16,0.0048,3,0.0638,2,2,1,6,0.1875
Steven Sims,ARZ,WR,1,No,No,Yes,1,,No,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Tommy Tremble,CAR,TE,129,No,No,No,114,27,No,3,Yes,23,0.8519,1,0.2368,22,2,0.8148,164,103,31,100,0.4211,0.4298,0.1228,27,3.7037,,116.7,1.4386,6.0741,-0.4604,7.4545,4.6818,1.4091,8,44.08,44.08,0.2093,28.4,50.4,39.4,50.4,61.4,53.4,42.4,50.4,50.4,50.4,39.4,61.4,50.4,5,17,0.0263,1,0.037,2,,1,1,0.0455
James Conner,ARZ,RB,18,No,No,No,11,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,
Shedrick Jackson,LV,WR,11,No,No,No,11,4,No,,Yes,3,0.75,1,0.3636,3,,0.75,45,5,,70,,0.5455,0.4545,4,17.5,2,151,4.0909,11.25,1.9112,15,1.6667,,2,6.8868,6.8868,0.3636,10.5,13.5,12,13.5,13.5,13.5,12,13.5,13.5,13.5,12,13.5,13.5,,5,,,,1,,1,,
Kyle Williams,NE,WR,83,Yes,No,Yes,82,17,No,1,Yes,11,0.6471,2,0.2073,8,,0.4706,187,74,2,315,,0.061,0.939,17,18.5294,6,126.7,2.2805,11,0.8717,23.375,9.25,0.25,5,34.7291,34.7291,0.2048,36.7,44.7,40.7,44.7,44.7,47.7,43.7,44.7,44.7,44.7,40.7,44.7,44.7,,17,,1,0.0588,3,,2,,
Justice Hill,BLT,RB,70,No,No,No,47,5,No,,No,3,0.6,,0.1064,3,,0.6,7,19,1,-4,,0.0426,0.0638,5,-0.8,,64.6,0.1489,1.4,-4.8976,2.3333,6.3333,0.3333,1,7.1097,7.1097,0.0714,0.7,3.7,2.2,5.2,3.7,3.7,2.2,3.7,3.7,3.7,2.2,3.7,3.7,,10,0.8936,,,,,,,
Anthony Firkser,DET,TE,67,Yes,Yes,Yes,58,4,No,,Yes,4,1,,0.069,4,,1,33,9,1,24,0.3448,0.4138,0.2241,4,6,,101,0.569,8.25,1.0296,8.25,2.25,0.25,3,6.0956,6.0956,0.0597,3.3,7.3,5.3,7.3,9.3,7.3,5.3,7.3,7.3,7.3,5.3,9.3,7.3,1,7,0.0172,,,,,,,
Tyler Conklin,LAC,TE,45,No,No,No,39,7,No,,No,6,0.8571,,0.1795,5,,0.7143,81,51,8,35,0.359,0.5385,0.1026,7,5,,109.8,2.0769,11.5714,4.7418,16.2,10.2,1.6,2,9.755,9.755,0.1556,8.1,13.1,10.6,13.1,15.6,13.1,10.6,13.1,13.1,13.1,10.6,15.6,13.1,,10,,1,0.1429,,,,1,0.2
George Holani,SEA,RB,6,No,No,No,4,,Yes,,Yes,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.75,,,,,,,
Tom Kennedy,DET,WR,12,Yes,Yes,Yes,12,2,No,1,Yes,2,1,,0.1667,2,1,1,25,3,,22,,0.6667,0.3333,2,11,1,118.8,2.0833,12.5,4.4002,12.5,1.5,,1,2.795,2.795,0.1667,2.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,,6,,,,,,,,
Chris Brooks,GB,RB,58,Yes,No,Yes,36,4,No,,Yes,4,1,,0.1111,3,,0.75,11,15,3,-1,0.0556,0.1111,0.0278,4,-0.25,,77.1,0.3056,2.75,-3.2051,3.6667,5,1,1,5.3273,5.3273,0.069,1.1,4.1,2.6,5.6,4.1,4.1,2.6,4.1,4.1,4.1,2.6,4.1,4.1,2,17,0.8056,1,0.25,,,,,
Christian Watson,GB,WR,119,No,No,No,118,44,No,14,Yes,36,0.8182,4,0.3729,30,10,0.6818,511,93,18,833,0.0085,0.339,0.6525,44,18.9318,15,127.9,4.3305,11.6136,1.7482,17.0333,3.1,0.6,24,87.5523,87.5523,0.3697,87.1,117.1,102.1,117.1,117.1,120.1,105.1,117.1,117.1,117.1,102.1,117.1,117.1,5,10,,1,0.0227,6,1,2,,
Audric Estime,NO,RB,72,No,Yes,No,58,3,No,,Yes,2,0.6667,,0.0517,2,,0.6667,12,10,2,5,,,0.069,3,1.6667,,74.3,0.2069,4,-2.2437,6,5,1,,4.4103,4.4103,0.0417,1.2,3.2,2.2,4.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,,6,0.931,,,,,,,
