Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,TouchdownsInEndzone,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,DropsTotal,AlignmentInlineRoutesPercentage,AveragesPerTargetDropsTotal,ReceptionsContested,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero,TargetedReadDesignTotal,TargetedReadDesignPercentage
Christian Watson,GB,WR,103,No,No,No,99,No,Yes,,0.3939,0.5859,10,35,29,0.8286,3,0.3535,25,0.7143,371,86,16,422,2,,25,12.0571,6,124.8,3.7475,10.6,1.7191,14.84,3.44,0.64,20,62.1159,62.1159,0.3398,49.1,74.1,61.6,74.1,74.1,77.1,64.6,74.1,74.1,74.1,61.6,74.1,74.1,3,9,2,0.0202,0.0571,7,,,,,
Kayshon Boutte,NE,WR,117,Yes,No,Yes,115,No,Yes,,0.1043,0.8957,14,14,10,0.7143,,0.1217,9,0.6429,113,21,8,167,,,13,11.9286,,59.5,0.9826,8.0714,-0.8271,12.5556,2.3333,0.8889,6,28.0592,28.0592,0.1197,11.3,20.3,15.8,20.3,20.3,23.3,18.8,20.3,20.3,20.3,15.8,20.3,20.3,1,1,1,,0.0714,1,,,,,
Hunter Long,JAX,TE,52,No,No,No,46,Yes,Yes,,0.2174,0.2609,9,11,11,1,2,0.2391,8,0.7273,51,19,,41,2,2,10,3.7273,,121.6,1.1087,4.6364,-1.7414,6.375,2.375,,4,22.2025,22.2025,0.2115,17.1,25.1,21.1,25.1,29.1,25.1,21.1,25.1,25.1,25.1,21.1,29.1,25.1,4,1,3,0.5217,0.2727,1,,,,,
Sal Cannella,CLV,TE,6,No,No,Yes,5,Yes,Yes,,0.6,0.2,2,2,1,0.5,,0.4,1,0.5,6,4,2,10,,,2,5,,56.3,1.2,3,-4.0453,6,4,2,1,2.5083,2.5083,0.3333,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,,,,0.2,,,,,,,
Ben Sims,MIN,TE,12,Yes,Yes,Yes,10,No,No,,0.3,,9,4,3,0.75,,0.4,1,0.25,18,,,55,,,2,13.75,,45.8,1.8,4.5,-5.7601,18,,,1,6.8566,6.8566,0.3333,1.8,2.8,2.3,2.8,3.3,2.8,2.3,2.8,2.8,2.8,2.3,3.3,2.8,1,3,,0.7,,1,,,1,,
Tahj Brooks,CIN,RB,8,No,Yes,No,4,Yes,Yes,1,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbie Chosen,WAS,WR,17,Yes,Yes,No,17,No,No,,0.1176,0.8824,3,3,3,1,,0.1765,3,1,27,5,3,22,,,3,7.3333,,104.2,1.5882,9,1.5168,9,1.6667,1,1,4.4851,4.4851,0.1765,2.7,5.7,4.2,5.7,5.7,5.7,4.2,5.7,5.7,5.7,4.2,5.7,5.7,,,,,,,,,,,
Ja'Marr Chase,CIN,WR,241,No,No,Yes,240,Yes,Yes,0.0125,0.3583,0.625,16,97,79,0.8144,2,0.4042,69,0.7113,752,293,118,776,4,1,82,8,6,98.8,3.1333,7.7526,0.3415,10.8986,4.2464,1.7101,47,163.3248,163.3248,0.4025,99.2,168.2,133.7,168.2,168.2,171.2,136.7,168.2,168.2,168.2,133.7,168.2,168.2,11,16,5,0.0042,0.0515,10,11,0.1594,1,3,0.0309
D'Andre Swift,CHI,RB,141,Yes,Yes,Yes,110,No,Yes,0.7545,0.0545,0.1091,16,8,6,0.75,,0.0727,5,0.625,90,66,40,43,1,,4,5.375,,140.6,0.8182,11.25,3.6261,18,13.2,8,3,11.5436,11.5436,0.0567,15,20,17.5,22.5,20,20,17.5,20,20,20,17.5,20,20,,,1,0.0818,0.125,,1,0.2,,,
Adam Trautman,DEN,TE,93,No,No,No,62,No,Yes,,0.1935,0.1452,17,11,10,0.9091,1,0.1774,10,0.9091,104,68,28,55,1,1,9,5,,136.4,1.6774,9.4545,2.6754,10.4,6.8,2.8,6,18.2782,18.2782,0.1183,16.4,26.4,21.4,26.4,31.4,29.4,24.4,26.4,26.4,26.4,21.4,31.4,26.4,1,1,,0.6613,,1,4,0.4,,,
Trevor Etienne,CAR,RB,7,No,No,No,5,No,Yes,0.4,0.4,0.2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Mingo,DAL,WR,18,No,No,No,18,No,No,,0.1111,0.8889,6,2,2,1,,0.1111,1,0.5,25,4,,39,,,,19.5,1,95.8,1.3889,12.5,1.4308,25,4,,1,4.0826,4.0826,0.1111,2.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,,,1,,0.5,,,,,,
Cooper Kupp,SEA,WR,167,No,No,No,162,Yes,Yes,,0.5123,0.4815,16,37,30,0.8108,3,0.2284,28,0.7568,316,119,46,309,2,1,30,8.3514,3,107.5,1.9506,8.5405,1.0652,11.2857,4.25,1.6429,14,63.3497,63.3497,0.2216,41.6,69.6,55.6,69.6,69.6,72.6,57.6,67.6,67.6,67.6,53.6,69.6,67.6,6,4,1,0.0062,0.027,3,6,0.2143,2,1,0.027
Tommy Tremble,CAR,TE,119,No,No,No,109,No,Yes,0.0092,0.3945,0.1101,17,27,22,0.8148,,0.2477,20,0.7407,197,152,76,81,1,,21,3,,106.6,1.8073,7.2963,1.0044,9.85,7.6,3.8,8,42.6727,42.6727,0.2269,25.7,45.7,35.7,45.7,55.7,48.7,38.7,45.7,45.7,45.7,35.7,55.7,45.7,4,2,2,0.4862,0.0741,1,6,0.3,,,
Josh Downs,IND,WR,155,No,No,No,149,No,Yes,0.0067,0.7785,0.2148,16,46,40,0.8696,2,0.3087,33,0.7174,331,65,25,319,4,2,41,6.9348,1,111.8,2.2215,7.1957,0.0285,10.0303,1.9697,0.7576,24,76.4089,76.4089,0.2968,57.1,90.1,73.6,90.1,90.1,93.1,76.6,90.1,90.1,90.1,73.6,90.1,90.1,9,8,4,,0.087,4,1,0.0303,1,,
Khalil Herbert,NYJ,RB,14,Yes,No,No,4,No,Yes,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinshon Judkins,CLV,RB,73,No,Yes,No,58,No,Yes,0.8448,0.0517,0.069,14,6,6,1,,0.1034,4,0.6667,37,30,7,14,,,3,2.3333,,43.8,0.6379,6.1667,-0.1651,9.25,7.5,1.75,2,9.6992,9.6992,0.0822,3.7,7.7,5.7,9.7,7.7,7.7,5.7,7.7,7.7,7.7,5.7,7.7,7.7,,,1,0.0345,0.1667,,,,,,
Tetairoa McMillan,CAR,WR,190,No,No,No,188,No,Yes,,0.2447,0.7553,17,56,47,0.8393,2,0.2979,38,0.6786,610,205,49,569,2,1,40,10.1607,5,86.2,3.2447,10.8929,2.5617,16.0526,5.3947,1.2895,33,95.7114,95.7114,0.2947,72,110,91,110,110,113,93,109,109,109,90,110,109,5,8,6,,0.1071,3,7,0.1842,,1,0.0179
Devaughn Vele,NO,WR,86,No,No,No,83,No,Yes,,0.3735,0.5783,13,26,20,0.7692,2,0.3133,19,0.7308,222,28,3,268,1,1,18,10.3077,2,111.4,2.6747,8.5385,0.3077,11.6842,1.4737,0.1579,15,48.4289,48.4289,0.3023,28.2,47.2,37.7,47.2,47.2,50.2,40.7,47.2,47.2,47.2,37.7,47.2,47.2,2,7,1,0.0482,0.0385,7,,,2,,
Tyler Allgeier,ATL,RB,50,No,No,No,38,No,Yes,0.8684,0.0263,0.1053,17,2,2,1,,0.0526,2,1,8,2,,6,,,1,3,,83.3,0.2105,4,-2.5283,4,1,,,2.4852,2.4852,0.04,0.8,2.8,1.8,3.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,1,,,,,,,,,,
KeAndre Lambert-Smith,LAC,WR,25,No,No,No,25,No,Yes,,0.04,0.96,10,5,5,1,1,0.2,4,0.8,50,17,5,44,1,1,5,8.8,1,108.3,2,10,2.7247,12.5,4.25,1.25,3,8.6393,8.6393,0.2,11,15,13,15,15,15,13,15,15,15,13,15,15,1,2,1,,0.2,2,1,0.25,,,
Foster Moreau,NO,TE,31,No,No,No,22,Yes,Yes,,0.2273,0.0455,11,6,4,0.6667,,0.2727,4,0.6667,28,20,10,16,,,4,2.6667,,37.5,1.2727,4.6667,-1.4872,7,5,2.5,,8.516,8.516,0.1935,2.8,6.8,4.8,6.8,8.8,6.8,4.8,6.8,6.8,6.8,4.8,8.8,6.8,,,,0.7273,,,,,,,
Trayveon Williams,CLV,RB,17,No,No,Yes,11,Yes,Yes,0.7273,0.0909,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1818,,,,,,,
Isaiah Hodgins,NYG,WR,77,No,No,No,74,No,No,,0.3784,0.5946,7,10,8,0.8,1,0.1351,7,0.7,77,18,8,89,1,1,7,8.9,1,125.8,1.0405,7.7,-0.1095,11,2.5714,1.1429,5,17.2016,17.2016,0.1299,13.7,20.7,17.2,20.7,20.7,20.7,17.2,20.7,20.7,20.7,17.2,20.7,20.7,2,3,,0.027,,2,1,0.1429,1,,
Devin Singletary,NYG,RB,41,No,No,No,28,No,No,0.7143,,0.2857,17,3,3,1,,0.1071,3,1,59,60,61,-1,,,3,-0.3333,,118.8,2.1071,19.6667,13.8423,19.6667,20,20.3333,2,5.5584,5.5584,0.0732,5.9,8.9,7.4,10.4,8.9,8.9,7.4,8.9,8.9,8.9,7.4,8.9,8.9,1,,,,,,3,1,,,
Gage Larvadain,CLV,WR,52,No,No,Yes,51,Yes,Yes,,0.3922,0.6078,13,10,8,0.8,,0.1961,5,0.5,53,18,7,87,,,9,8.7,1,26.3,1.0392,5.3,-2.2037,10.6,3.6,1.4,2,14.1479,14.1479,0.1923,5.3,10.3,7.8,10.3,10.3,10.3,7.8,10.3,10.3,10.3,7.8,10.3,10.3,,1,2,,0.2,,1,0.2,,,
David Sills,ATL,WR,122,No,No,No,121,No,Yes,,0.3554,0.6364,17,16,10,0.625,,0.1322,8,0.5,84,27,8,170,,,12,10.625,2,65.6,0.6942,5.25,-3.1454,10.5,3.375,1,3,27.3231,27.3231,0.1311,8.4,16.4,12.4,16.4,16.4,16.4,12.4,16.4,16.4,16.4,12.4,16.4,16.4,3,3,1,0.0083,0.0625,2,,,,,
Zamir White,LV,RB,14,No,No,No,8,No,No,1,,,5,3,3,1,,0.375,3,1,20,26,8,-6,,,1,-2,,94.4,2.5,6.6667,0.9307,6.6667,8.6667,2.6667,,4.5123,4.5123,0.2143,2,5,3.5,6.5,5,5,3.5,5,5,5,3.5,5,5,,,,,,,,,,,
Ameer Abdullah,IND,RB,23,No,No,No,20,No,Yes,0.9,0.05,0.05,13,5,5,1,,0.25,5,1,38,29,7,9,,,3,1.8,,98.3,1.9,7.6,1.5511,7.6,5.8,1.4,1,6.642,6.642,0.2174,3.8,8.8,6.3,11.3,8.8,8.8,6.3,8.8,8.8,8.8,6.3,8.8,8.8,,1,,,,1,,,,,
Keaton Mitchell,BLT,RB,21,No,Yes,Yes,18,Yes,Yes,0.6667,0.1667,0.0556,13,1,1,1,,0.0556,1,1,12,10,,2,,,,2,,116.7,0.6667,12,5.6053,12,10,,1,1.256,1.256,0.0476,1.2,2.2,1.7,2.7,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,,,,0.1111,,,,,,,
DJ Moore,CHI,WR,227,Yes,Yes,Yes,224,No,Yes,0.0089,0.3214,0.6696,17,39,29,0.7436,6,0.1741,23,0.5897,338,63,27,507,3,3,28,13,7,113,1.5089,8.6667,-0.7116,14.6957,2.7391,1.1739,18,73.0053,73.0053,0.1718,50.8,73.8,62.3,73.8,73.8,76.8,64.3,72.8,72.8,72.8,61.3,73.8,72.8,5,10,3,,0.0769,6,3,0.1304,,,
Bucky Irving,TB,RB,75,No,No,No,51,No,Yes,0.8235,0.0784,0.098,10,6,6,1,,0.1176,6,1,19,22,6,-3,1,,4,-0.5,,119.4,0.3725,3.1667,-2.7033,3.1667,3.6667,1,1,10.88,10.88,0.08,7.9,13.9,10.9,16.9,13.9,13.9,10.9,13.9,13.9,13.9,10.9,13.9,13.9,1,,,,,,1,0.1667,,,
Josh Oliver,MIN,TE,61,Yes,Yes,Yes,37,No,No,,0.1351,0.027,15,11,10,0.9091,,0.2973,9,0.8182,82,60,15,24,1,,8,2.1818,,128,2.2162,7.4545,1.2386,9.1111,6.6667,1.6667,5,19.2024,19.2024,0.1803,14.2,23.2,18.7,23.2,27.7,23.2,18.7,23.2,23.2,23.2,18.7,27.7,23.2,3,2,,0.8378,,1,1,0.1111,,,
Nick Chubb,HST,RB,79,Yes,No,No,43,No,Yes,0.9535,,0.0465,15,1,,,,0.0233,,,,,,5,,,1,5,,39.6,,,-7.233,,,,,1.4355,1.4355,0.0127,,,,,,,,,,,,,,,,,,,,,,,,
Michael Carter,ARZ,RB,94,No,No,No,74,No,Yes,0.8919,0.0405,0.0676,13,12,10,0.8333,,0.1622,9,0.75,62,56,26,15,,,6,1.25,,86.1,0.8378,5.1667,-0.9506,6.8889,6.2222,2.8889,1,17.0136,17.0136,0.1277,6.2,15.2,10.7,19.7,15.2,15.2,10.7,15.2,15.2,15.2,10.7,15.2,15.2,2,,1,,0.0833,,3,0.3333,,,
Tyjae Spears,TEN,RB,80,No,Yes,No,58,No,No,0.9138,0.0517,0.0172,13,7,5,0.7143,,0.1207,5,0.7143,41,28,2,14,,,5,2,,86,0.7069,5.8571,-0.7513,8.2,5.6,0.4,2,10.7821,10.7821,0.0875,4.1,9.1,6.6,11.6,9.1,9.1,6.6,9.1,9.1,9.1,6.6,9.1,9.1,1,1,,0.0172,,1,2,0.4,,,
Isaiah Davis,NYJ,RB,74,No,No,No,48,No,Yes,0.875,0.0833,0.0417,16,7,5,0.7143,,0.1458,4,0.5714,55,41,8,24,,,4,3.4286,,82.4,1.1458,7.8571,1.1791,13.75,10.25,2,3,9.8692,9.8692,0.0946,5.5,9.5,7.5,11.5,9.5,9.5,7.5,9.5,9.5,9.5,7.5,9.5,9.5,1,,1,,0.1429,,,,,,
Colby Parkinson,LA,TE,146,No,No,No,112,No,Yes,,0.1429,0.1875,15,26,26,1,3,0.2321,21,0.8077,192,114,41,141,6,2,18,5.4231,,137,1.7143,7.3846,0.4453,9.1429,5.4286,1.9524,15,53.1943,53.1943,0.1781,54.2,75.2,64.7,75.2,85.7,78.2,66.7,74.2,74.2,74.2,63.7,85.7,74.2,13,2,4,0.6696,0.1538,1,5,0.2381,,,
Isaiah Bond,CLV,WR,109,No,No,Yes,107,Yes,Yes,,0.4766,0.5234,16,17,11,0.6471,1,0.1589,7,0.4118,87,6,,169,,,14,9.9412,1,57.7,0.8131,5.1176,-2.876,12.4286,0.8571,,4,31.8444,31.8444,0.156,8.7,15.7,12.2,15.7,15.7,15.7,12.2,15.7,15.7,15.7,12.2,15.7,15.7,2,3,,,,1,,,,,
Rome Odunze,CHI,WR,160,No,No,No,159,No,Yes,,0.3774,0.6226,12,59,45,0.7627,5,0.3711,31,0.5254,438,169,44,709,3,2,40,12.0169,7,79.6,2.7547,7.4237,-1.3671,14.129,5.4516,1.4194,25,109.7436,109.7436,0.3688,61.8,92.8,77.3,92.8,92.8,95.8,80.3,92.8,92.8,92.8,77.3,92.8,92.8,7,13,8,,0.1356,4,3,0.0968,,,
Brenden Bates,CLV,TE,12,No,No,Yes,8,Yes,Yes,,,,9,3,3,1,,0.375,2,0.6667,23,6,3,17,,,2,5.6667,,89.6,2.875,7.6667,0.855,11.5,3,1.5,2,5.7926,5.7926,0.25,2.3,4.3,3.3,4.3,5.3,4.3,3.3,4.3,4.3,4.3,3.3,5.3,4.3,1,2,1,1,0.3333,1,1,0.5,,,
Jacory Croskey-Merritt,WAS,RB,46,No,Yes,No,28,No,Yes,0.8214,0.1429,0.0357,17,3,2,0.6667,,0.1071,2,0.6667,32,25,2,9,,,,3,,102.1,1.1429,10.6667,4.1447,16,12.5,1,1,6.1597,6.1597,0.0652,3.2,5.2,4.2,6.2,5.2,5.2,4.2,5.2,5.2,5.2,4.2,5.2,5.2,,,,,,,,,,,
Kevin Austin,NO,WR,58,No,No,No,55,No,Yes,,0.3091,0.6909,8,13,12,0.9231,1,0.2364,8,0.6154,84,20,4,88,1,1,10,6.7692,,105.9,1.5273,6.4615,-0.672,10.5,2.5,0.5,5,27.5171,27.5171,0.2241,14.4,22.4,18.4,22.4,22.4,22.4,18.4,22.4,22.4,22.4,18.4,22.4,22.4,1,1,3,,0.2308,,1,0.125,,,
Tyler Badie,DEN,RB,49,No,No,No,39,No,Yes,0.9231,0.0256,,16,1,1,1,,0.0256,,,,,,4,,,1,4,,39.6,,,-6.6619,,,,,1.5221,1.5221,0.0204,,,,,,,,,,,,,,,,1,0.0513,1,,,,,,
Jalen Brooks,ARZ,WR,30,No,No,No,30,No,Yes,,0.2,0.8,6,6,4,0.6667,,0.2,3,0.5,51,18,10,65,,,3,10.8333,1,79.2,1.7,8.5,0.1974,17,6,3.3333,3,8.7125,8.7125,0.2,5.1,8.1,6.6,8.1,8.1,8.1,6.6,8.1,8.1,8.1,6.6,8.1,8.1,,,1,,0.1667,,2,0.6667,,,
Kenneth Gainwell,PIT,RB,119,No,Yes,Yes,104,Yes,Yes,0.5481,0.2212,0.0481,17,27,25,0.9259,,0.2596,24,0.8889,155,105,27,51,1,,22,1.8889,,102.9,1.4904,5.7407,-0.5074,6.4583,4.375,1.125,5,45.151,45.151,0.2269,21.5,45.5,33.5,57.5,45.5,48.5,36.5,45.5,45.5,45.5,33.5,45.5,45.5,5,4,1,0.1827,0.037,4,2,0.0833,,,
Bhayshul Tuten,JAX,RB,38,No,Yes,No,24,No,No,0.7917,0.0833,0.125,15,1,1,1,,0.0417,,,,,,2,,,1,2,,39.6,,,-6.3947,,,,,1.4958,1.4958,0.0263,,,,,,,,,,,,,,,1,,,,,,,,,
Casey Washington,ATL,WR,42,No,No,No,42,No,Yes,,0.381,0.619,7,6,4,0.6667,,0.1429,2,0.3333,44,12,5,97,,,5,16.1667,1,60.4,1.0476,7.3333,-3.2163,22,6,2.5,2,11.4914,11.4914,0.1429,4.4,6.4,5.4,6.4,6.4,6.4,5.4,6.4,6.4,6.4,5.4,6.4,6.4,,1,1,,0.1667,,,,,,
John Metchie,NYJ,WR,100,Yes,No,No,100,No,Yes,0.01,0.36,0.63,16,31,26,0.8387,,0.31,22,0.7097,217,82,21,214,2,,24,6.9032,,98.5,2.17,7,-0.1018,9.8636,3.7273,0.9545,11,49.6558,49.6558,0.31,33.7,55.7,44.7,55.7,55.7,58.7,47.7,55.7,55.7,55.7,44.7,55.7,55.7,4,3,3,,0.0968,2,,,,,
Jalen Nailor,MIN,WR,142,Yes,Yes,Yes,137,No,No,,0.6058,0.3942,17,26,19,0.7308,3,0.1898,16,0.6154,193,34,7,299,2,1,20,11.5,3,70.4,1.4088,7.4231,-1.0629,12.0625,2.125,0.4375,13,61.129,61.129,0.1831,31.3,47.3,39.3,47.3,47.3,50.3,42.3,47.3,47.3,47.3,39.3,47.3,47.3,6,5,1,,0.0385,3,,,1,,
Marquise Brown,KC,WR,143,No,No,No,138,No,No,0.0145,0.4058,0.5797,16,38,28,0.7368,4,0.2754,25,0.6579,263,68,26,336,3,3,26,8.8421,2,112.1,1.9058,6.9211,-0.7634,10.52,2.72,1.04,15,71.5172,71.5172,0.2657,44.3,69.3,56.8,69.3,69.3,72.3,59.8,69.3,69.3,69.3,56.8,69.3,69.3,7,4,1,,0.0263,2,3,0.12,1,,
KaVontae Turpin,DAL,WR,102,No,No,No,100,No,No,0.01,0.79,0.2,15,19,16,0.8421,1,0.19,13,0.6842,114,71,33,106,,,13,5.5789,2,84.1,1.14,6,-0.6311,8.7692,5.4615,2.5385,7,33.2638,33.2638,0.1863,11.4,24.4,17.9,24.4,24.4,27.4,20.9,24.4,24.4,24.4,17.9,24.4,24.4,3,2,2,,0.1053,2,2,0.1538,,,
Jauan Jennings,SF,WR,210,No,No,No,206,Yes,Yes,,0.3252,0.6748,15,62,51,0.8226,4,0.301,44,0.7097,494,145,62,504,6,3,58,8.129,4,93.1,2.3981,7.9677,0.4034,11.2273,3.2955,1.4091,27,113.3283,113.3283,0.2952,84.4,128.4,106.4,128.4,128.4,131.4,108.4,127.4,127.4,127.4,105.4,128.4,127.4,11,17,4,,0.0645,13,4,0.0909,,,
Teagan Quitoriano,ATL,TE,10,No,No,No,2,No,Yes,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Ashton Dulin,IND,WR,27,No,No,No,26,No,Yes,,0.3462,0.6154,12,5,3,0.6,,0.1923,3,0.6,79,47,19,65,,,5,13,1,104.2,3.0385,15.8,6.4952,26.3333,15.6667,6.3333,3,8.0338,8.0338,0.1852,7.9,10.9,9.4,10.9,10.9,10.9,9.4,10.9,10.9,10.9,9.4,10.9,10.9,,,,0.0385,,,,,,,
Tanner Conner,MIA,TE,57,Yes,No,Yes,51,No,Yes,,0.3333,0.1765,9,11,11,1,1,0.2157,7,0.6364,48,26,5,72,,,4,6.5455,,73.3,0.9412,4.3636,-2.9177,6.8571,3.7143,0.7143,2,19.1072,19.1072,0.193,4.8,11.8,8.3,11.8,15.3,11.8,8.3,11.8,11.8,11.8,8.3,15.3,11.8,3,3,3,0.4902,0.2727,1,,,,,
Quintin Morris,JAX,TE,36,No,Yes,No,27,No,No,,0.2222,0.1481,13,4,4,1,,0.1481,4,1,39,21,4,18,1,,4,4.5,,146.9,1.4444,9.75,3.1515,9.75,5.25,1,3,6.7367,6.7367,0.1111,9.9,13.9,11.9,13.9,15.9,13.9,11.9,13.9,13.9,13.9,11.9,15.9,13.9,1,,,0.6296,,,,,,,
Ja'Tavion Sanders,CAR,TE,76,No,Yes,Yes,70,No,Yes,,0.5286,0.2,13,15,15,1,,0.2143,13,0.8667,72,29,19,60,,,11,4,,86.7,1.0286,4.8,-1.6175,5.5385,2.2308,1.4615,5,25.0553,25.0553,0.1974,7.2,20.2,13.7,20.2,26.7,20.2,13.7,20.2,20.2,20.2,13.7,26.7,20.2,3,2,1,0.2714,0.0667,1,3,0.2308,,,
Jahdae Walker,CHI,WR,29,Yes,Yes,Yes,29,No,Yes,,0.3448,0.6552,7,6,4,0.6667,1,0.2069,4,0.6667,51,4,1,88,1,1,2,14.6667,1,132.6,1.7586,8.5,-0.9645,12.75,1,0.25,3,10.203,10.203,0.2069,11.1,15.1,13.1,15.1,15.1,15.1,13.1,15.1,15.1,15.1,13.1,15.1,15.1,1,1,,,,1,,,,,
Moliki Matavao,NO,TE,8,No,No,No,5,No,Yes,,0.6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,
Tahj Washington,MIA,WR,11,Yes,No,Yes,11,No,Yes,,0.2727,0.7273,6,1,1,1,,0.0909,1,1,7,3,2,4,,,1,4,,95.8,0.6364,7,0.9502,7,3,2,,1.4495,1.4495,0.0909,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1,,,,,,,,,,
Dareke Young,SEA,WR,4,No,No,No,4,Yes,Yes,,,1,9,1,1,1,,0.25,1,1,12,,,12,,,1,12,,116.7,3,12,2.9539,12,,,1,1.8039,1.8039,0.25,1.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,,,,,,,,,,,
Mack Hollins,NE,WR,126,No,No,No,124,No,Yes,,0.2258,0.7258,15,33,26,0.7879,3,0.2661,26,0.7879,275,63,18,288,2,2,29,8.7273,1,109,2.2177,8.3333,0.5732,10.5769,2.4231,0.6923,16,59.9981,59.9981,0.2619,39.5,65.5,52.5,65.5,65.5,68.5,55.5,65.5,65.5,65.5,52.5,65.5,65.5,5,2,,0.0484,,2,1,0.0385,,,
Juwan Johnson,NO,TE,212,No,No,No,202,No,Yes,0.0099,0.5545,0.1436,17,50,44,0.88,,0.2475,38,0.76,424,144,45,380,1,,43,7.6,2,107.4,2.099,8.48,0.8332,11.1579,3.7895,1.1842,23,75.8302,75.8302,0.2358,47.4,85.4,66.4,85.4,104.4,88.4,68.4,84.4,84.4,84.4,65.4,104.4,84.4,4,7,3,0.2921,0.06,4,3,0.0789,2,2,0.04
David Montgomery,DET,RB,97,Yes,Yes,Yes,65,No,Yes,0.9692,,0.0308,17,4,3,0.75,,0.0615,3,0.75,33,26,11,15,,,1,3.75,,99,0.5077,8.25,1.2972,11,8.6667,3.6667,2,6.253,6.253,0.0412,3.3,6.3,4.8,7.8,6.3,6.3,4.8,6.3,6.3,6.3,4.8,6.3,6.3,2,,,,,,1,0.3333,,,
Andrew Ogletree,IND,TE,41,No,Yes,Yes,25,No,No,,0.16,0.12,15,4,3,0.75,1,0.16,3,0.75,16,2,,36,1,1,2,9,,120.8,0.64,4,-4.3898,5.3333,0.6667,,1,10.1412,10.1412,0.0976,7.6,10.6,9.1,10.6,12.1,10.6,9.1,10.6,10.6,10.6,9.1,12.1,10.6,2,2,,0.72,,2,,,1,,
Jaylen Warren,PIT,RB,85,No,Yes,Yes,60,Yes,Yes,0.8333,0.0167,0.05,16,8,8,1,,0.1333,8,1,143,141,73,2,2,,7,0.25,,158.3,2.3833,17.875,11.6291,17.875,17.625,9.125,4,14.5238,14.5238,0.0941,26.3,34.3,30.3,38.3,34.3,37.3,33.3,34.3,34.3,34.3,30.3,34.3,34.3,2,1,,0.1,,1,10,1.25,,1,0.125
Kendrick Bourne,SF,WR,174,No,No,No,172,Yes,Yes,,0.2442,0.7558,16,31,28,0.9032,,0.1802,24,0.7742,362,145,84,272,,,30,8.7742,2,88.4,2.1047,11.6774,3.9513,15.0833,6.0417,3.5,19,47.8555,47.8555,0.1782,36.2,60.2,48.2,60.2,60.2,63.2,51.2,60.2,60.2,60.2,48.2,60.2,60.2,1,8,3,,0.0968,6,3,0.125,,,
Hassan Haskins,LAC,RB,22,No,No,No,16,No,Yes,0.875,0.0625,0.0625,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
